Fri Sep 04 2015 13:37:30 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Sep 04 2015 13:43:28 GMT+0800 (Malay Peninsula Standard Time),,s3w95,focus,
Fri Sep 04 2015 13:43:28 GMT+0800 (Malay Peninsula Standard Time),,s3w95,focus,
Fri Sep 04 2015 13:43:28 GMT+0800 (Malay Peninsula Standard Time),,s3w95,label,"^"
Fri Sep 04 2015 13:43:30 GMT+0800 (Malay Peninsula Standard Time),,s3w96,focus,
Fri Sep 04 2015 13:43:30 GMT+0800 (Malay Peninsula Standard Time),,s3w96,focus,
Fri Sep 04 2015 13:43:30 GMT+0800 (Malay Peninsula Standard Time),,s3w96,label,"^"
Fri Sep 04 2015 13:43:39 GMT+0800 (Malay Peninsula Standard Time),,s3w117,focus,
Fri Sep 04 2015 13:43:39 GMT+0800 (Malay Peninsula Standard Time),,s3w117,focus,
Fri Sep 04 2015 13:43:40 GMT+0800 (Malay Peninsula Standard Time),,s3w117,label,"^"
Fri Sep 04 2015 13:43:45 GMT+0800 (Malay Peninsula Standard Time),,s3w125,focus,
Fri Sep 04 2015 13:43:46 GMT+0800 (Malay Peninsula Standard Time),,s3w125,focus,
Fri Sep 04 2015 13:43:46 GMT+0800 (Malay Peninsula Standard Time),,s3w125,label,"N"
Fri Sep 04 2015 13:43:51 GMT+0800 (Malay Peninsula Standard Time),,s3w139,focus,
Fri Sep 04 2015 13:43:51 GMT+0800 (Malay Peninsula Standard Time),,s3w139,focus,
Fri Sep 04 2015 13:43:52 GMT+0800 (Malay Peninsula Standard Time),,s3w139,label,"^"
Fri Sep 04 2015 13:45:02 GMT+0800 (Malay Peninsula Standard Time),,s4w30,focus,
Fri Sep 04 2015 13:45:02 GMT+0800 (Malay Peninsula Standard Time),,s4w30,focus,
Fri Sep 04 2015 13:45:03 GMT+0800 (Malay Peninsula Standard Time),,s4w30,focus,
Fri Sep 04 2015 13:45:07 GMT+0800 (Malay Peninsula Standard Time),,s4w30,focus,
Fri Sep 04 2015 13:46:06 GMT+0800 (Malay Peninsula Standard Time),,s4w30,focus,
Fri Sep 04 2015 13:46:08 GMT+0800 (Malay Peninsula Standard Time),,s4w30,label,"?"
Fri Sep 04 2015 13:48:24 GMT+0800 (Malay Peninsula Standard Time),,s4w30,label,"G"
Fri Sep 04 2015 13:48:39 GMT+0800 (Malay Peninsula Standard Time),,s4w52,focus,
Fri Sep 04 2015 13:48:39 GMT+0800 (Malay Peninsula Standard Time),,s4w52,focus,
Fri Sep 04 2015 13:48:40 GMT+0800 (Malay Peninsula Standard Time),,s4w52,label,"^"
Fri Sep 04 2015 13:48:47 GMT+0800 (Malay Peninsula Standard Time),,s4w53,focus,
Fri Sep 04 2015 13:48:47 GMT+0800 (Malay Peninsula Standard Time),,s4w53,focus,
Fri Sep 04 2015 13:48:48 GMT+0800 (Malay Peninsula Standard Time),,s4w53,label,","
Fri Sep 04 2015 13:48:51 GMT+0800 (Malay Peninsula Standard Time),,s4w54,focus,
Fri Sep 04 2015 13:48:51 GMT+0800 (Malay Peninsula Standard Time),,s4w54,focus,
Fri Sep 04 2015 13:48:51 GMT+0800 (Malay Peninsula Standard Time),,s4w54,label,"^"
Fri Sep 04 2015 13:48:54 GMT+0800 (Malay Peninsula Standard Time),,s4w55,focus,
Fri Sep 04 2015 13:48:54 GMT+0800 (Malay Peninsula Standard Time),,s4w55,focus,
Fri Sep 04 2015 13:48:54 GMT+0800 (Malay Peninsula Standard Time),,s4w55,label,","
Fri Sep 04 2015 13:49:11 GMT+0800 (Malay Peninsula Standard Time),,s4w55,focus,
Fri Sep 04 2015 13:49:16 GMT+0800 (Malay Peninsula Standard Time),,s4w55,focus,
Fri Sep 04 2015 13:49:22 GMT+0800 (Malay Peninsula Standard Time),,s4w55,focus,
Fri Sep 04 2015 13:50:06 GMT+0800 (Malay Peninsula Standard Time),,s4w55,label,"$"
Fri Sep 04 2015 13:50:08 GMT+0800 (Malay Peninsula Standard Time),,s4w55,label,","
Fri Sep 04 2015 13:50:10 GMT+0800 (Malay Peninsula Standard Time),,s4w54,focus,
Fri Sep 04 2015 13:50:10 GMT+0800 (Malay Peninsula Standard Time),,s4w54,focus,
Fri Sep 04 2015 13:50:12 GMT+0800 (Malay Peninsula Standard Time),,s4w54,label,"$"
Fri Sep 04 2015 13:50:30 GMT+0800 (Malay Peninsula Standard Time),,s4w93,focus,
Fri Sep 04 2015 13:50:30 GMT+0800 (Malay Peninsula Standard Time),,s4w93,focus,
Fri Sep 04 2015 13:50:31 GMT+0800 (Malay Peninsula Standard Time),,s4w93,label,"^"
Fri Sep 04 2015 13:50:58 GMT+0800 (Malay Peninsula Standard Time),,s4w93,focus,
Fri Sep 04 2015 13:51:21 GMT+0800 (Malay Peninsula Standard Time),,s4w113,focus,
Fri Sep 04 2015 13:51:21 GMT+0800 (Malay Peninsula Standard Time),,s4w113,focus,
Fri Sep 04 2015 13:51:23 GMT+0800 (Malay Peninsula Standard Time),,s4w113,label,","
Fri Sep 04 2015 13:51:32 GMT+0800 (Malay Peninsula Standard Time),,s4w114,focus,
Fri Sep 04 2015 13:51:32 GMT+0800 (Malay Peninsula Standard Time),,s4w114,focus,
Fri Sep 04 2015 13:51:56 GMT+0800 (Malay Peninsula Standard Time),,s4w54,focus,
Fri Sep 04 2015 13:51:56 GMT+0800 (Malay Peninsula Standard Time),,s4w54,focus,
Fri Sep 04 2015 13:51:57 GMT+0800 (Malay Peninsula Standard Time),,s4w54,label,"?"
Fri Sep 04 2015 13:52:07 GMT+0800 (Malay Peninsula Standard Time),,s4w114,focus,
Fri Sep 04 2015 13:52:07 GMT+0800 (Malay Peninsula Standard Time),,s4w114,focus,
Fri Sep 04 2015 13:52:13 GMT+0800 (Malay Peninsula Standard Time),,s4w114,focus,
Fri Sep 04 2015 13:52:14 GMT+0800 (Malay Peninsula Standard Time),,s4w114,label,"G"
Fri Sep 04 2015 13:52:36 GMT+0800 (Malay Peninsula Standard Time),,s4w114,focus,
Fri Sep 04 2015 13:52:37 GMT+0800 (Malay Peninsula Standard Time),,s4w114,label,"?"
Fri Sep 04 2015 13:52:39 GMT+0800 (Malay Peninsula Standard Time),,s4w115,focus,
Fri Sep 04 2015 13:52:39 GMT+0800 (Malay Peninsula Standard Time),,s4w115,focus,
Fri Sep 04 2015 13:52:40 GMT+0800 (Malay Peninsula Standard Time),,s4w115,label,"?"
Fri Sep 04 2015 13:52:42 GMT+0800 (Malay Peninsula Standard Time),,s4w113,focus,
Fri Sep 04 2015 13:52:42 GMT+0800 (Malay Peninsula Standard Time),,s4w113,focus,
Fri Sep 04 2015 13:52:42 GMT+0800 (Malay Peninsula Standard Time),,s4w113,label,"?"
Fri Sep 04 2015 13:52:50 GMT+0800 (Malay Peninsula Standard Time),,s4w116,focus,
Fri Sep 04 2015 13:52:51 GMT+0800 (Malay Peninsula Standard Time),,s4w116,focus,
Fri Sep 04 2015 13:52:51 GMT+0800 (Malay Peninsula Standard Time),,s4w116,label,"N"
Fri Sep 04 2015 13:54:26 GMT+0800 (Malay Peninsula Standard Time),,s4w130,focus,
Fri Sep 04 2015 13:54:26 GMT+0800 (Malay Peninsula Standard Time),,s4w130,focus,
Fri Sep 04 2015 13:54:27 GMT+0800 (Malay Peninsula Standard Time),,s4w130,label,"N"
Fri Sep 04 2015 13:54:34 GMT+0800 (Malay Peninsula Standard Time),,s4w134,focus,
Fri Sep 04 2015 13:54:34 GMT+0800 (Malay Peninsula Standard Time),,s4w134,focus,
Fri Sep 04 2015 13:54:35 GMT+0800 (Malay Peninsula Standard Time),,s4w134,label,"N"
Fri Sep 04 2015 13:54:49 GMT+0800 (Malay Peninsula Standard Time),,s4w134,focus,
Fri Sep 04 2015 13:54:52 GMT+0800 (Malay Peninsula Standard Time),,s4w132,focus,
Fri Sep 04 2015 13:54:52 GMT+0800 (Malay Peninsula Standard Time),,s4w132,focus,
Fri Sep 04 2015 13:54:52 GMT+0800 (Malay Peninsula Standard Time),,s4w132,label,"A"
Fri Sep 04 2015 14:02:04 GMT+0800 (Malay Peninsula Standard Time),,s4w141,focus,
Fri Sep 04 2015 14:02:04 GMT+0800 (Malay Peninsula Standard Time),,s4w141,focus,
Fri Sep 04 2015 14:02:05 GMT+0800 (Malay Peninsula Standard Time),,s4w141,label,"V"
Fri Sep 04 2015 14:02:10 GMT+0800 (Malay Peninsula Standard Time),,s4w145,focus,
Fri Sep 04 2015 14:02:10 GMT+0800 (Malay Peninsula Standard Time),,s4w145,focus,
Fri Sep 04 2015 14:02:16 GMT+0800 (Malay Peninsula Standard Time),,s4w145,label,"M"
Fri Sep 04 2015 14:02:30 GMT+0800 (Malay Peninsula Standard Time),,s4w145,focus,
Fri Sep 04 2015 14:02:56 GMT+0800 (Malay Peninsula Standard Time),,s4w146,focus,
Fri Sep 04 2015 14:02:57 GMT+0800 (Malay Peninsula Standard Time),,s4w146,focus,
Fri Sep 04 2015 14:02:58 GMT+0800 (Malay Peninsula Standard Time),,s4w146,label,"^"
Fri Sep 04 2015 14:03:22 GMT+0800 (Malay Peninsula Standard Time),,s4w168,focus,
Fri Sep 04 2015 14:03:22 GMT+0800 (Malay Peninsula Standard Time),,s4w168,focus,
Fri Sep 04 2015 14:03:24 GMT+0800 (Malay Peninsula Standard Time),,s4w168,label,"^"
Fri Sep 04 2015 14:03:38 GMT+0800 (Malay Peninsula Standard Time),,s4w159,focus,
Fri Sep 04 2015 14:03:38 GMT+0800 (Malay Peninsula Standard Time),,s4w159,focus,
Fri Sep 04 2015 14:03:40 GMT+0800 (Malay Peninsula Standard Time),,s4w159,label,"="
Fri Sep 04 2015 14:04:29 GMT+0800 (Malay Peninsula Standard Time),,s4w174,focus,
Fri Sep 04 2015 14:04:30 GMT+0800 (Malay Peninsula Standard Time),,s4w174,focus,
Fri Sep 04 2015 14:04:30 GMT+0800 (Malay Peninsula Standard Time),,s4w174,label,"N"
Fri Sep 04 2015 14:04:33 GMT+0800 (Malay Peninsula Standard Time),,s4w179,focus,
Fri Sep 04 2015 14:04:33 GMT+0800 (Malay Peninsula Standard Time),,s4w179,focus,
Fri Sep 04 2015 14:04:34 GMT+0800 (Malay Peninsula Standard Time),,s4w179,label,"^"
Fri Sep 04 2015 14:04:48 GMT+0800 (Malay Peninsula Standard Time),,s4w200,focus,
Fri Sep 04 2015 14:04:48 GMT+0800 (Malay Peninsula Standard Time),,s4w200,focus,
Fri Sep 04 2015 14:04:48 GMT+0800 (Malay Peninsula Standard Time),,s4w200,label,"^"
Fri Sep 04 2015 14:04:51 GMT+0800 (Malay Peninsula Standard Time),,s4w203,focus,
Fri Sep 04 2015 14:04:51 GMT+0800 (Malay Peninsula Standard Time),,s4w203,focus,
Fri Sep 04 2015 14:04:51 GMT+0800 (Malay Peninsula Standard Time),,s4w203,label,"^"
Fri Sep 04 2015 14:04:56 GMT+0800 (Malay Peninsula Standard Time),,s4w209,focus,
Fri Sep 04 2015 14:04:56 GMT+0800 (Malay Peninsula Standard Time),,s4w209,focus,
Fri Sep 04 2015 14:04:57 GMT+0800 (Malay Peninsula Standard Time),,s4w209,label,"^"
Fri Sep 04 2015 14:05:27 GMT+0800 (Malay Peninsula Standard Time),,s4w209,focus,
Fri Sep 04 2015 14:05:29 GMT+0800 (Malay Peninsula Standard Time),,s4w210,focus,
Fri Sep 04 2015 14:05:30 GMT+0800 (Malay Peninsula Standard Time),,s4w210,focus,
Fri Sep 04 2015 14:05:30 GMT+0800 (Malay Peninsula Standard Time),,s4w210,label,"N"
Fri Sep 04 2015 14:05:49 GMT+0800 (Malay Peninsula Standard Time),,s4w210,focus,
Fri Sep 04 2015 14:05:52 GMT+0800 (Malay Peninsula Standard Time),,s4w223,focus,
Fri Sep 04 2015 14:05:53 GMT+0800 (Malay Peninsula Standard Time),,s4w223,focus,
Fri Sep 04 2015 14:05:54 GMT+0800 (Malay Peninsula Standard Time),,s4w223,label,"^"
Fri Sep 04 2015 14:05:58 GMT+0800 (Malay Peninsula Standard Time),,s4w226,focus,
Fri Sep 04 2015 14:05:58 GMT+0800 (Malay Peninsula Standard Time),,s4w226,focus,
Fri Sep 04 2015 14:06:03 GMT+0800 (Malay Peninsula Standard Time),,s4w226,label,"A"
Fri Sep 04 2015 14:06:41 GMT+0800 (Malay Peninsula Standard Time),,s4w145,focus,
Fri Sep 04 2015 14:06:41 GMT+0800 (Malay Peninsula Standard Time),,s4w145,focus,
Fri Sep 04 2015 14:06:44 GMT+0800 (Malay Peninsula Standard Time),,s4w145,focus,
Fri Sep 04 2015 14:06:44 GMT+0800 (Malay Peninsula Standard Time),,s4w145,label,"Z"
Fri Sep 04 2015 14:07:08 GMT+0800 (Malay Peninsula Standard Time),,s4w145,focus,
Fri Sep 04 2015 14:07:30 GMT+0800 (Malay Peninsula Standard Time),,s4w145,focus,
Fri Sep 04 2015 14:07:47 GMT+0800 (Malay Peninsula Standard Time),,s4w132,focus,
Fri Sep 04 2015 14:07:47 GMT+0800 (Malay Peninsula Standard Time),,s4w132,focus,
Fri Sep 04 2015 14:07:48 GMT+0800 (Malay Peninsula Standard Time),,s4w132,label,"N"
Fri Sep 04 2015 14:08:00 GMT+0800 (Malay Peninsula Standard Time),,s4w291,focus,
Fri Sep 04 2015 14:08:00 GMT+0800 (Malay Peninsula Standard Time),,s4w291,focus,
Fri Sep 04 2015 14:08:02 GMT+0800 (Malay Peninsula Standard Time),,s4w291,label,"^"
Fri Sep 04 2015 14:08:09 GMT+0800 (Malay Peninsula Standard Time),,s4w289,focus,
Fri Sep 04 2015 14:08:09 GMT+0800 (Malay Peninsula Standard Time),,s4w289,focus,
Fri Sep 04 2015 14:08:10 GMT+0800 (Malay Peninsula Standard Time),,s4w289,label,"N"
Fri Sep 04 2015 14:08:32 GMT+0800 (Malay Peninsula Standard Time),,s4w289,focus,
Fri Sep 04 2015 14:08:34 GMT+0800 (Malay Peninsula Standard Time),,s4w301,focus,
Fri Sep 04 2015 14:08:34 GMT+0800 (Malay Peninsula Standard Time),,s4w301,focus,
Fri Sep 04 2015 14:08:35 GMT+0800 (Malay Peninsula Standard Time),,s4w301,label,"N"
Fri Sep 04 2015 14:08:39 GMT+0800 (Malay Peninsula Standard Time),,s4w303,focus,
Fri Sep 04 2015 14:08:39 GMT+0800 (Malay Peninsula Standard Time),,s4w303,focus,
Fri Sep 04 2015 14:09:11 GMT+0800 (Malay Peninsula Standard Time),,s4w303,focus,
Fri Sep 04 2015 14:09:12 GMT+0800 (Malay Peninsula Standard Time),,s4w303,label,"D"
Fri Sep 04 2015 14:09:13 GMT+0800 (Malay Peninsula Standard Time),,s4w304,focus,
Fri Sep 04 2015 14:09:13 GMT+0800 (Malay Peninsula Standard Time),,s4w304,focus,
Fri Sep 04 2015 14:09:16 GMT+0800 (Malay Peninsula Standard Time),,s4w304,label,"V"
Fri Sep 04 2015 14:10:29 GMT+0800 (Malay Peninsula Standard Time),,s4w396,focus,
Fri Sep 04 2015 14:10:30 GMT+0800 (Malay Peninsula Standard Time),,s4w396,focus,
Fri Sep 04 2015 14:10:31 GMT+0800 (Malay Peninsula Standard Time),,s4w396,label,"^"
Fri Sep 04 2015 14:10:59 GMT+0800 (Malay Peninsula Standard Time),,s4w396,focus,
Fri Sep 04 2015 14:11:16 GMT+0800 (Malay Peninsula Standard Time),,s4w396,focus,
Fri Sep 04 2015 14:11:32 GMT+0800 (Malay Peninsula Standard Time),,s4w396,focus,
Fri Sep 04 2015 14:11:50 GMT+0800 (Malay Peninsula Standard Time),,s6w4,focus,
Fri Sep 04 2015 14:11:50 GMT+0800 (Malay Peninsula Standard Time),,s6w4,focus,
Fri Sep 04 2015 14:12:03 GMT+0800 (Malay Peninsula Standard Time),,s6w4,focus,
Fri Sep 04 2015 14:12:05 GMT+0800 (Malay Peninsula Standard Time),,s6w5,focus,
Fri Sep 04 2015 14:12:05 GMT+0800 (Malay Peninsula Standard Time),,s6w5,focus,
Fri Sep 04 2015 14:12:05 GMT+0800 (Malay Peninsula Standard Time),,s6w5,label,"A"
Fri Sep 04 2015 14:12:10 GMT+0800 (Malay Peninsula Standard Time),,s6w11,focus,
Fri Sep 04 2015 14:12:10 GMT+0800 (Malay Peninsula Standard Time),,s6w11,focus,
Fri Sep 04 2015 14:12:11 GMT+0800 (Malay Peninsula Standard Time),,s6w11,label,"N"
Fri Sep 04 2015 14:12:13 GMT+0800 (Malay Peninsula Standard Time),,s6w12,focus,
Fri Sep 04 2015 14:12:13 GMT+0800 (Malay Peninsula Standard Time),,s6w12,focus,
Fri Sep 04 2015 14:12:14 GMT+0800 (Malay Peninsula Standard Time),,s6w12,label,"A"
Fri Sep 04 2015 14:12:31 GMT+0800 (Malay Peninsula Standard Time),,s6w40,focus,
Fri Sep 04 2015 14:12:32 GMT+0800 (Malay Peninsula Standard Time),,s6w40,focus,
Fri Sep 04 2015 14:12:32 GMT+0800 (Malay Peninsula Standard Time),,s6w40,label,"N"
Fri Sep 04 2015 14:12:39 GMT+0800 (Malay Peninsula Standard Time),,s6w57,focus,
Fri Sep 04 2015 14:12:39 GMT+0800 (Malay Peninsula Standard Time),,s6w57,focus,
Fri Sep 04 2015 14:12:40 GMT+0800 (Malay Peninsula Standard Time),,s6w57,label,"^"
Fri Sep 04 2015 14:12:41 GMT+0800 (Malay Peninsula Standard Time),,s6w59,focus,
Fri Sep 04 2015 14:12:42 GMT+0800 (Malay Peninsula Standard Time),,s6w59,focus,
Fri Sep 04 2015 14:12:42 GMT+0800 (Malay Peninsula Standard Time),,s6w59,label,"^"
Fri Sep 04 2015 14:13:14 GMT+0800 (Malay Peninsula Standard Time),,s7w8,focus,
Fri Sep 04 2015 14:13:14 GMT+0800 (Malay Peninsula Standard Time),,s7w8,focus,
Fri Sep 04 2015 14:13:14 GMT+0800 (Malay Peninsula Standard Time),,s7w8,label,"^"
Fri Sep 04 2015 14:13:15 GMT+0800 (Malay Peninsula Standard Time),,s7w10,focus,
Fri Sep 04 2015 14:13:16 GMT+0800 (Malay Peninsula Standard Time),,s7w10,focus,
Fri Sep 04 2015 14:13:16 GMT+0800 (Malay Peninsula Standard Time),,s7w10,label,"^"
Fri Sep 04 2015 14:13:41 GMT+0800 (Malay Peninsula Standard Time),,s7w21,focus,
Fri Sep 04 2015 14:13:41 GMT+0800 (Malay Peninsula Standard Time),,s7w21,focus,
Fri Sep 04 2015 14:13:42 GMT+0800 (Malay Peninsula Standard Time),,s7w21,label,"^"
Fri Sep 04 2015 14:13:44 GMT+0800 (Malay Peninsula Standard Time),,s7w22,focus,
Fri Sep 04 2015 14:13:44 GMT+0800 (Malay Peninsula Standard Time),,s7w22,focus,
Fri Sep 04 2015 14:13:45 GMT+0800 (Malay Peninsula Standard Time),,s7w22,label,"^"
Fri Sep 04 2015 14:13:46 GMT+0800 (Malay Peninsula Standard Time),,s7w23,focus,
Fri Sep 04 2015 14:13:46 GMT+0800 (Malay Peninsula Standard Time),,s7w23,focus,
Fri Sep 04 2015 14:13:47 GMT+0800 (Malay Peninsula Standard Time),,s7w23,label,"^"
Fri Sep 04 2015 14:13:54 GMT+0800 (Malay Peninsula Standard Time),,s7w30,focus,
Fri Sep 04 2015 14:13:54 GMT+0800 (Malay Peninsula Standard Time),,s7w30,focus,
Fri Sep 04 2015 14:13:55 GMT+0800 (Malay Peninsula Standard Time),,s7w30,label,"^"
Fri Sep 04 2015 14:13:56 GMT+0800 (Malay Peninsula Standard Time),,s7w29,focus,
Fri Sep 04 2015 14:13:56 GMT+0800 (Malay Peninsula Standard Time),,s7w29,focus,
Fri Sep 04 2015 14:13:56 GMT+0800 (Malay Peninsula Standard Time),,s7w29,label,"^"
Fri Sep 04 2015 14:14:13 GMT+0800 (Malay Peninsula Standard Time),,s7w44,focus,
Fri Sep 04 2015 14:14:13 GMT+0800 (Malay Peninsula Standard Time),,s7w44,focus,
Fri Sep 04 2015 14:14:14 GMT+0800 (Malay Peninsula Standard Time),,s7w44,label,"N"
Fri Sep 04 2015 14:14:20 GMT+0800 (Malay Peninsula Standard Time),,s7w48,focus,
Fri Sep 04 2015 14:14:20 GMT+0800 (Malay Peninsula Standard Time),,s7w48,focus,
Fri Sep 04 2015 14:14:23 GMT+0800 (Malay Peninsula Standard Time),,s7w48,label,"O"
Fri Sep 04 2015 14:14:30 GMT+0800 (Malay Peninsula Standard Time),,s7w53,focus,
Fri Sep 04 2015 14:14:30 GMT+0800 (Malay Peninsula Standard Time),,s7w53,focus,
Fri Sep 04 2015 14:14:31 GMT+0800 (Malay Peninsula Standard Time),,s7w53,label,"^"
Fri Sep 04 2015 14:14:36 GMT+0800 (Malay Peninsula Standard Time),,s7w58,focus,
