Thu Sep 03 2015 19:27:51 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 19:37:40 GMT+0800 (Malay Peninsula Standard Time),,s1w135,label,"N"
Thu Sep 03 2015 19:38:16 GMT+0800 (Malay Peninsula Standard Time),,s1w135,focus,
Thu Sep 03 2015 19:38:37 GMT+0800 (Malay Peninsula Standard Time),,s1w135,focus,
Thu Sep 03 2015 19:38:52 GMT+0800 (Malay Peninsula Standard Time),,s1w135,focus,
Thu Sep 03 2015 19:38:54 GMT+0800 (Malay Peninsula Standard Time),,s1w77,focus,
Thu Sep 03 2015 19:38:57 GMT+0800 (Malay Peninsula Standard Time),,s1w142,focus,
Thu Sep 03 2015 19:38:57 GMT+0800 (Malay Peninsula Standard Time),,s1w142,focus,
Thu Sep 03 2015 19:39:02 GMT+0800 (Malay Peninsula Standard Time),,s1w142,label,"&"
Thu Sep 03 2015 19:39:37 GMT+0800 (Malay Peninsula Standard Time),,s1w169,focus,
Thu Sep 03 2015 19:39:37 GMT+0800 (Malay Peninsula Standard Time),,s1w169,focus,
Thu Sep 03 2015 19:39:38 GMT+0800 (Malay Peninsula Standard Time),,s1w169,label,"G"
Thu Sep 03 2015 19:39:45 GMT+0800 (Malay Peninsula Standard Time),,s1w176,focus,
Thu Sep 03 2015 19:39:45 GMT+0800 (Malay Peninsula Standard Time),,s1w176,focus,
Thu Sep 03 2015 19:39:46 GMT+0800 (Malay Peninsula Standard Time),,s1w176,label,"V"
Thu Sep 03 2015 19:39:49 GMT+0800 (Malay Peninsula Standard Time),,s1w179,focus,
Thu Sep 03 2015 19:39:49 GMT+0800 (Malay Peninsula Standard Time),,s1w179,focus,
Thu Sep 03 2015 19:39:50 GMT+0800 (Malay Peninsula Standard Time),,s1w179,label,"G"
Thu Sep 03 2015 19:40:33 GMT+0800 (Malay Peninsula Standard Time),,s1w16,focus,
Thu Sep 03 2015 19:40:33 GMT+0800 (Malay Peninsula Standard Time),,s1w16,focus,
Thu Sep 03 2015 19:40:34 GMT+0800 (Malay Peninsula Standard Time),,s1w16,label,"N"
Thu Sep 03 2015 19:40:53 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Thu Sep 03 2015 19:40:53 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Thu Sep 03 2015 19:40:54 GMT+0800 (Malay Peninsula Standard Time),,s1w40,label,"N"
Thu Sep 03 2015 19:41:23 GMT+0800 (Malay Peninsula Standard Time),,s1w252,focus,
Thu Sep 03 2015 19:41:24 GMT+0800 (Malay Peninsula Standard Time),,s1w252,focus,
Thu Sep 03 2015 19:41:26 GMT+0800 (Malay Peninsula Standard Time),,s1w252,label,"^"
Thu Sep 03 2015 19:41:29 GMT+0800 (Malay Peninsula Standard Time),,s1w254,focus,
Thu Sep 03 2015 19:41:29 GMT+0800 (Malay Peninsula Standard Time),,s1w254,focus,
Thu Sep 03 2015 19:41:30 GMT+0800 (Malay Peninsula Standard Time),,s1w254,label,"N"
Thu Sep 03 2015 19:41:55 GMT+0800 (Malay Peninsula Standard Time),,s1w291,focus,
Thu Sep 03 2015 19:41:56 GMT+0800 (Malay Peninsula Standard Time),,s1w291,focus,
Thu Sep 03 2015 19:41:57 GMT+0800 (Malay Peninsula Standard Time),,s1w291,label,"^"
Thu Sep 03 2015 19:42:15 GMT+0800 (Malay Peninsula Standard Time),,s1w304,focus,
Thu Sep 03 2015 19:42:15 GMT+0800 (Malay Peninsula Standard Time),,s1w304,focus,
Thu Sep 03 2015 19:42:15 GMT+0800 (Malay Peninsula Standard Time),,s1w304,label,"G"
Thu Sep 03 2015 19:42:46 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Thu Sep 03 2015 19:42:46 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Thu Sep 03 2015 19:43:14 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Thu Sep 03 2015 19:43:26 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Thu Sep 03 2015 19:43:32 GMT+0800 (Malay Peninsula Standard Time),,s2w7,label,"^"
Thu Sep 03 2015 19:43:39 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Thu Sep 03 2015 19:43:40 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Thu Sep 03 2015 19:43:40 GMT+0800 (Malay Peninsula Standard Time),,s2w7,label,"N"
Thu Sep 03 2015 19:43:52 GMT+0800 (Malay Peninsula Standard Time),,s1w169,focus,
Thu Sep 03 2015 19:43:53 GMT+0800 (Malay Peninsula Standard Time),,s1w169,focus,
Thu Sep 03 2015 19:43:54 GMT+0800 (Malay Peninsula Standard Time),,s1w169,label,"^"
Thu Sep 03 2015 19:44:02 GMT+0800 (Malay Peninsula Standard Time),,s1w194,focus,
Thu Sep 03 2015 19:44:02 GMT+0800 (Malay Peninsula Standard Time),,s1w194,focus,
Thu Sep 03 2015 19:44:02 GMT+0800 (Malay Peninsula Standard Time),,s1w179,focus,
Thu Sep 03 2015 19:44:02 GMT+0800 (Malay Peninsula Standard Time),,s1w179,focus,
Thu Sep 03 2015 19:44:03 GMT+0800 (Malay Peninsula Standard Time),,s1w179,label,"^"
Thu Sep 03 2015 19:44:12 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Thu Sep 03 2015 19:44:12 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Thu Sep 03 2015 19:44:13 GMT+0800 (Malay Peninsula Standard Time),,s2w7,label,"^"
Thu Sep 03 2015 19:44:23 GMT+0800 (Malay Peninsula Standard Time),,s2w21,focus,
Thu Sep 03 2015 19:44:23 GMT+0800 (Malay Peninsula Standard Time),,s2w21,focus,
Thu Sep 03 2015 19:44:25 GMT+0800 (Malay Peninsula Standard Time),,s2w21,label,"^"
Thu Sep 03 2015 19:44:31 GMT+0800 (Malay Peninsula Standard Time),,s3w8,focus,
Thu Sep 03 2015 19:44:31 GMT+0800 (Malay Peninsula Standard Time),,s3w8,focus,
Thu Sep 03 2015 19:44:32 GMT+0800 (Malay Peninsula Standard Time),,s3w8,label,"G"
Thu Sep 03 2015 19:44:36 GMT+0800 (Malay Peninsula Standard Time),,s3w11,focus,
Thu Sep 03 2015 19:44:36 GMT+0800 (Malay Peninsula Standard Time),,s3w11,focus,
Thu Sep 03 2015 19:44:37 GMT+0800 (Malay Peninsula Standard Time),,s3w11,label,"N"
Thu Sep 03 2015 19:44:49 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Thu Sep 03 2015 19:44:49 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Thu Sep 03 2015 19:44:50 GMT+0800 (Malay Peninsula Standard Time),,s3w20,label,"^"
Thu Sep 03 2015 19:45:03 GMT+0800 (Malay Peninsula Standard Time),,s3w34,focus,
Thu Sep 03 2015 19:45:03 GMT+0800 (Malay Peninsula Standard Time),,s3w34,focus,
Thu Sep 03 2015 19:45:05 GMT+0800 (Malay Peninsula Standard Time),,s3w34,label,"^"
Thu Sep 03 2015 19:45:24 GMT+0800 (Malay Peninsula Standard Time),,s3w34,focus,
Thu Sep 03 2015 19:46:39 GMT+0800 (Malay Peninsula Standard Time),,s3w34,focus,
Thu Sep 03 2015 19:46:41 GMT+0800 (Malay Peninsula Standard Time),,s3w38,focus,
Thu Sep 03 2015 19:46:41 GMT+0800 (Malay Peninsula Standard Time),,s3w38,focus,
Thu Sep 03 2015 19:46:44 GMT+0800 (Malay Peninsula Standard Time),,s3w38,label,"&"
Thu Sep 03 2015 19:46:49 GMT+0800 (Malay Peninsula Standard Time),,s3w42,focus,
Thu Sep 03 2015 19:46:49 GMT+0800 (Malay Peninsula Standard Time),,s3w42,focus,
Thu Sep 03 2015 19:46:50 GMT+0800 (Malay Peninsula Standard Time),,s3w42,label,"^"
Thu Sep 03 2015 19:47:05 GMT+0800 (Malay Peninsula Standard Time),,s3w57,focus,
Thu Sep 03 2015 19:47:05 GMT+0800 (Malay Peninsula Standard Time),,s3w57,focus,
Thu Sep 03 2015 19:47:05 GMT+0800 (Malay Peninsula Standard Time),,s3w57,label,"N"
Thu Sep 03 2015 19:47:10 GMT+0800 (Malay Peninsula Standard Time),,s3w68,focus,
Thu Sep 03 2015 19:47:10 GMT+0800 (Malay Peninsula Standard Time),,s3w68,focus,
Thu Sep 03 2015 19:47:12 GMT+0800 (Malay Peninsula Standard Time),,s3w68,label,"^"
Thu Sep 03 2015 19:47:13 GMT+0800 (Malay Peninsula Standard Time),,s3w70,focus,
Thu Sep 03 2015 19:47:13 GMT+0800 (Malay Peninsula Standard Time),,s3w70,focus,
Thu Sep 03 2015 19:47:14 GMT+0800 (Malay Peninsula Standard Time),,s3w70,label,"N"
Thu Sep 03 2015 19:47:22 GMT+0800 (Malay Peninsula Standard Time),,s3w79,focus,
Thu Sep 03 2015 19:47:22 GMT+0800 (Malay Peninsula Standard Time),,s3w79,focus,
Thu Sep 03 2015 19:47:34 GMT+0800 (Malay Peninsula Standard Time),,s3w102,focus,
Thu Sep 03 2015 19:47:34 GMT+0800 (Malay Peninsula Standard Time),,s3w102,focus,
Thu Sep 03 2015 19:47:35 GMT+0800 (Malay Peninsula Standard Time),,s3w102,label,"N"
Thu Sep 03 2015 19:48:13 GMT+0800 (Malay Peninsula Standard Time),,s4w27,focus,
Thu Sep 03 2015 19:48:13 GMT+0800 (Malay Peninsula Standard Time),,s4w27,focus,
Thu Sep 03 2015 19:48:14 GMT+0800 (Malay Peninsula Standard Time),,s4w27,label,"^"
Thu Sep 03 2015 19:48:22 GMT+0800 (Malay Peninsula Standard Time),,s4w34,focus,
Thu Sep 03 2015 19:48:22 GMT+0800 (Malay Peninsula Standard Time),,s4w34,focus,
Thu Sep 03 2015 19:48:22 GMT+0800 (Malay Peninsula Standard Time),,s4w34,label,"N"
Thu Sep 03 2015 19:48:35 GMT+0800 (Malay Peninsula Standard Time),,s4w34,label,"G"
Thu Sep 03 2015 19:48:36 GMT+0800 (Malay Peninsula Standard Time),,s4w34,label,"G"
Thu Sep 03 2015 19:48:37 GMT+0800 (Malay Peninsula Standard Time),,s4w34,label,"G"
Thu Sep 03 2015 19:48:39 GMT+0800 (Malay Peninsula Standard Time),,s5w8,focus,
Thu Sep 03 2015 19:48:39 GMT+0800 (Malay Peninsula Standard Time),,s5w8,focus,
Thu Sep 03 2015 19:48:39 GMT+0800 (Malay Peninsula Standard Time),,s5w8,label,"G"
Thu Sep 03 2015 19:48:41 GMT+0800 (Malay Peninsula Standard Time),,s4w34,focus,
Thu Sep 03 2015 19:48:41 GMT+0800 (Malay Peninsula Standard Time),,s4w34,focus,
Thu Sep 03 2015 19:48:41 GMT+0800 (Malay Peninsula Standard Time),,s4w34,label,"N"
Thu Sep 03 2015 19:48:42 GMT+0800 (Malay Peninsula Standard Time),,s5w13,focus,
Thu Sep 03 2015 19:48:42 GMT+0800 (Malay Peninsula Standard Time),,s5w13,focus,
Thu Sep 03 2015 19:48:52 GMT+0800 (Malay Peninsula Standard Time),,s5w8,focus,
Thu Sep 03 2015 19:48:52 GMT+0800 (Malay Peninsula Standard Time),,s5w8,focus,
Thu Sep 03 2015 19:48:52 GMT+0800 (Malay Peninsula Standard Time),,s5w8,label,"D"
Thu Sep 03 2015 19:49:16 GMT+0800 (Malay Peninsula Standard Time),,s5w40,focus,
Thu Sep 03 2015 19:49:16 GMT+0800 (Malay Peninsula Standard Time),,s5w40,focus,
Thu Sep 03 2015 19:49:18 GMT+0800 (Malay Peninsula Standard Time),,s5w40,label,"^"
Thu Sep 03 2015 19:49:46 GMT+0800 (Malay Peninsula Standard Time),,s5w81,focus,
Thu Sep 03 2015 19:49:46 GMT+0800 (Malay Peninsula Standard Time),,s5w81,focus,
Thu Sep 03 2015 19:49:46 GMT+0800 (Malay Peninsula Standard Time),,s5w81,label,"^"
Thu Sep 03 2015 19:50:07 GMT+0800 (Malay Peninsula Standard Time),,s8w8,focus,
Thu Sep 03 2015 19:50:08 GMT+0800 (Malay Peninsula Standard Time),,s8w8,focus,
Thu Sep 03 2015 19:50:09 GMT+0800 (Malay Peninsula Standard Time),,s8w8,label,"^"
Thu Sep 03 2015 19:50:39 GMT+0800 (Malay Peninsula Standard Time),,s9w7,focus,
Thu Sep 03 2015 19:50:39 GMT+0800 (Malay Peninsula Standard Time),,s9w7,focus,
Thu Sep 03 2015 19:50:40 GMT+0800 (Malay Peninsula Standard Time),,s9w7,label,"S"
Thu Sep 03 2015 19:50:45 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
