Thu Sep 03 2015 18:49:26 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 18:58:17 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Thu Sep 03 2015 18:58:18 GMT+0800 (Malay Peninsula Standard Time),,s3w23,label,","
Thu Sep 03 2015 18:58:37 GMT+0800 (Malay Peninsula Standard Time),,s3w36,focus,
Thu Sep 03 2015 18:58:37 GMT+0800 (Malay Peninsula Standard Time),,s3w36,focus,
Thu Sep 03 2015 18:58:38 GMT+0800 (Malay Peninsula Standard Time),,s3w36,label,"N"
Thu Sep 03 2015 18:58:46 GMT+0800 (Malay Peninsula Standard Time),,s3w46,focus,
Thu Sep 03 2015 18:58:46 GMT+0800 (Malay Peninsula Standard Time),,s3w46,focus,
Thu Sep 03 2015 18:58:49 GMT+0800 (Malay Peninsula Standard Time),,s3w46,label,"^"
Thu Sep 03 2015 18:59:08 GMT+0800 (Malay Peninsula Standard Time),,s3w58,focus,
Thu Sep 03 2015 18:59:08 GMT+0800 (Malay Peninsula Standard Time),,s3w58,focus,
Thu Sep 03 2015 18:59:09 GMT+0800 (Malay Peninsula Standard Time),,s3w58,label,"N"
Thu Sep 03 2015 18:59:11 GMT+0800 (Malay Peninsula Standard Time),,s3w60,focus,
Thu Sep 03 2015 18:59:11 GMT+0800 (Malay Peninsula Standard Time),,s3w60,focus,
Thu Sep 03 2015 18:59:12 GMT+0800 (Malay Peninsula Standard Time),,s3w60,label,"N"
Thu Sep 03 2015 18:59:37 GMT+0800 (Malay Peninsula Standard Time),,s3w65,focus,
Thu Sep 03 2015 18:59:37 GMT+0800 (Malay Peninsula Standard Time),,s3w65,focus,
Thu Sep 03 2015 18:59:39 GMT+0800 (Malay Peninsula Standard Time),,s3w65,label,"^"
Thu Sep 03 2015 18:59:57 GMT+0800 (Malay Peninsula Standard Time),,s3w67,focus,
Thu Sep 03 2015 18:59:57 GMT+0800 (Malay Peninsula Standard Time),,s3w67,focus,
Thu Sep 03 2015 18:59:58 GMT+0800 (Malay Peninsula Standard Time),,s3w67,label,"V"
Thu Sep 03 2015 19:00:08 GMT+0800 (Malay Peninsula Standard Time),,s3w79,focus,
Thu Sep 03 2015 19:00:08 GMT+0800 (Malay Peninsula Standard Time),,s3w79,focus,
Thu Sep 03 2015 19:00:09 GMT+0800 (Malay Peninsula Standard Time),,s3w79,label,"^"
Thu Sep 03 2015 19:00:35 GMT+0800 (Malay Peninsula Standard Time),,s4w29,focus,
Thu Sep 03 2015 19:00:35 GMT+0800 (Malay Peninsula Standard Time),,s4w29,focus,
Thu Sep 03 2015 19:00:36 GMT+0800 (Malay Peninsula Standard Time),,s4w29,label,"^"
Thu Sep 03 2015 19:02:02 GMT+0800 (Malay Peninsula Standard Time),,s6w36,focus,
Thu Sep 03 2015 19:02:02 GMT+0800 (Malay Peninsula Standard Time),,s6w36,focus,
Thu Sep 03 2015 19:02:03 GMT+0800 (Malay Peninsula Standard Time),,s6w36,label,"N"
Thu Sep 03 2015 19:02:38 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
