Fri Sep 04 2015 13:14:27 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Sep 04 2015 13:17:42 GMT+0800 (Malay Peninsula Standard Time),,s1w95,focus,
Fri Sep 04 2015 13:17:42 GMT+0800 (Malay Peninsula Standard Time),,s1w95,focus,
Fri Sep 04 2015 13:17:43 GMT+0800 (Malay Peninsula Standard Time),,s1w95,label,"^"
Fri Sep 04 2015 13:18:09 GMT+0800 (Malay Peninsula Standard Time),,s1w105,focus,
Fri Sep 04 2015 13:18:09 GMT+0800 (Malay Peninsula Standard Time),,s1w105,focus,
Fri Sep 04 2015 13:18:12 GMT+0800 (Malay Peninsula Standard Time),,s1w105,label,"^"
Fri Sep 04 2015 13:18:15 GMT+0800 (Malay Peninsula Standard Time),,s1w114,focus,
Fri Sep 04 2015 13:18:15 GMT+0800 (Malay Peninsula Standard Time),,s1w114,focus,
Fri Sep 04 2015 13:18:16 GMT+0800 (Malay Peninsula Standard Time),,s1w114,label,"^"
Fri Sep 04 2015 13:18:20 GMT+0800 (Malay Peninsula Standard Time),,s1w116,focus,
Fri Sep 04 2015 13:18:20 GMT+0800 (Malay Peninsula Standard Time),,s1w116,focus,
Fri Sep 04 2015 13:18:21 GMT+0800 (Malay Peninsula Standard Time),,s1w116,label,"^"
Fri Sep 04 2015 13:18:33 GMT+0800 (Malay Peninsula Standard Time),,s1w139,focus,
Fri Sep 04 2015 13:18:33 GMT+0800 (Malay Peninsula Standard Time),,s1w139,focus,
Fri Sep 04 2015 13:18:34 GMT+0800 (Malay Peninsula Standard Time),,s1w139,label,"^"
Fri Sep 04 2015 13:18:44 GMT+0800 (Malay Peninsula Standard Time),,s1w128,focus,
Fri Sep 04 2015 13:18:44 GMT+0800 (Malay Peninsula Standard Time),,s1w128,focus,
Fri Sep 04 2015 13:19:25 GMT+0800 (Malay Peninsula Standard Time),,s2w6,focus,
Fri Sep 04 2015 13:19:25 GMT+0800 (Malay Peninsula Standard Time),,s2w6,focus,
Fri Sep 04 2015 13:19:25 GMT+0800 (Malay Peninsula Standard Time),,s2w6,label,"V"
Fri Sep 04 2015 13:19:40 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Fri Sep 04 2015 13:19:40 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Fri Sep 04 2015 13:19:41 GMT+0800 (Malay Peninsula Standard Time),,s2w13,label,"N"
Fri Sep 04 2015 13:23:17 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Fri Sep 04 2015 13:23:41 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Fri Sep 04 2015 13:23:50 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Fri Sep 04 2015 13:23:52 GMT+0800 (Malay Peninsula Standard Time),,s2w51,focus,
Fri Sep 04 2015 13:23:52 GMT+0800 (Malay Peninsula Standard Time),,s2w51,focus,
Fri Sep 04 2015 13:23:52 GMT+0800 (Malay Peninsula Standard Time),,s2w51,label,"N"
Fri Sep 04 2015 13:24:47 GMT+0800 (Malay Peninsula Standard Time),,s5w11,focus,
Fri Sep 04 2015 13:24:47 GMT+0800 (Malay Peninsula Standard Time),,s5w11,focus,
Fri Sep 04 2015 13:24:48 GMT+0800 (Malay Peninsula Standard Time),,s5w11,label,"^"
Fri Sep 04 2015 13:25:39 GMT+0800 (Malay Peninsula Standard Time),,s5w11,focus,
Fri Sep 04 2015 13:25:51 GMT+0800 (Malay Peninsula Standard Time),,s5w11,focus,
Fri Sep 04 2015 13:26:17 GMT+0800 (Malay Peninsula Standard Time),,s5w11,focus,
Fri Sep 04 2015 13:27:10 GMT+0800 (Malay Peninsula Standard Time),,s9w5,focus,
Fri Sep 04 2015 13:27:10 GMT+0800 (Malay Peninsula Standard Time),,s9w5,focus,
Fri Sep 04 2015 13:27:11 GMT+0800 (Malay Peninsula Standard Time),,s9w5,label,"^"
Fri Sep 04 2015 13:27:17 GMT+0800 (Malay Peninsula Standard Time),,s9w6,focus,
Fri Sep 04 2015 13:27:17 GMT+0800 (Malay Peninsula Standard Time),,s9w6,focus,
Fri Sep 04 2015 13:27:18 GMT+0800 (Malay Peninsula Standard Time),,s9w6,label,","
Fri Sep 04 2015 13:27:20 GMT+0800 (Malay Peninsula Standard Time),,s9w7,focus,
Fri Sep 04 2015 13:27:20 GMT+0800 (Malay Peninsula Standard Time),,s9w7,focus,
Fri Sep 04 2015 13:27:22 GMT+0800 (Malay Peninsula Standard Time),,s9w7,label,"^"
Fri Sep 04 2015 13:27:24 GMT+0800 (Malay Peninsula Standard Time),,s9w8,focus,
Fri Sep 04 2015 13:27:24 GMT+0800 (Malay Peninsula Standard Time),,s9w8,focus,
Fri Sep 04 2015 13:27:25 GMT+0800 (Malay Peninsula Standard Time),,s9w8,label,","
Fri Sep 04 2015 13:27:27 GMT+0800 (Malay Peninsula Standard Time),,s9w10,focus,
Fri Sep 04 2015 13:27:28 GMT+0800 (Malay Peninsula Standard Time),,s9w10,focus,
Fri Sep 04 2015 13:27:29 GMT+0800 (Malay Peninsula Standard Time),,s9w10,label,"^"
Fri Sep 04 2015 13:27:39 GMT+0800 (Malay Peninsula Standard Time),,s10w7,focus,
Fri Sep 04 2015 13:27:39 GMT+0800 (Malay Peninsula Standard Time),,s10w7,focus,
Fri Sep 04 2015 13:27:41 GMT+0800 (Malay Peninsula Standard Time),,s10w7,label,"^"
Fri Sep 04 2015 13:27:45 GMT+0800 (Malay Peninsula Standard Time),,s10w8,focus,
Fri Sep 04 2015 13:27:45 GMT+0800 (Malay Peninsula Standard Time),,s10w8,focus,
Fri Sep 04 2015 13:27:45 GMT+0800 (Malay Peninsula Standard Time),,s10w8,label,","
Fri Sep 04 2015 13:27:46 GMT+0800 (Malay Peninsula Standard Time),,s10w9,focus,
Fri Sep 04 2015 13:27:46 GMT+0800 (Malay Peninsula Standard Time),,s10w9,focus,
Fri Sep 04 2015 13:27:48 GMT+0800 (Malay Peninsula Standard Time),,s10w9,label,"^"
Fri Sep 04 2015 13:27:49 GMT+0800 (Malay Peninsula Standard Time),,s10w10,focus,
Fri Sep 04 2015 13:27:49 GMT+0800 (Malay Peninsula Standard Time),,s10w10,focus,
Fri Sep 04 2015 13:27:50 GMT+0800 (Malay Peninsula Standard Time),,s10w10,label,","
Fri Sep 04 2015 13:28:00 GMT+0800 (Malay Peninsula Standard Time),,s10w31,focus,
Fri Sep 04 2015 13:28:00 GMT+0800 (Malay Peninsula Standard Time),,s10w31,focus,
Fri Sep 04 2015 13:28:02 GMT+0800 (Malay Peninsula Standard Time),,s10w31,label,"^"
Fri Sep 04 2015 13:28:13 GMT+0800 (Malay Peninsula Standard Time),,s11w8,focus,
Fri Sep 04 2015 13:28:13 GMT+0800 (Malay Peninsula Standard Time),,s11w8,focus,
Fri Sep 04 2015 13:28:14 GMT+0800 (Malay Peninsula Standard Time),,s11w8,label,","
Fri Sep 04 2015 13:28:16 GMT+0800 (Malay Peninsula Standard Time),,s11w9,focus,
Fri Sep 04 2015 13:28:16 GMT+0800 (Malay Peninsula Standard Time),,s11w9,focus,
Fri Sep 04 2015 13:28:18 GMT+0800 (Malay Peninsula Standard Time),,s11w9,label,"^"
Fri Sep 04 2015 13:28:20 GMT+0800 (Malay Peninsula Standard Time),,s11w10,focus,
Fri Sep 04 2015 13:28:20 GMT+0800 (Malay Peninsula Standard Time),,s11w10,focus,
Fri Sep 04 2015 13:28:21 GMT+0800 (Malay Peninsula Standard Time),,s11w10,label,","
Fri Sep 04 2015 13:28:22 GMT+0800 (Malay Peninsula Standard Time),,s11w11,focus,
Fri Sep 04 2015 13:28:22 GMT+0800 (Malay Peninsula Standard Time),,s11w11,focus,
Fri Sep 04 2015 13:28:23 GMT+0800 (Malay Peninsula Standard Time),,s11w11,label,"^"
Fri Sep 04 2015 13:28:26 GMT+0800 (Malay Peninsula Standard Time),,s11w12,focus,
Fri Sep 04 2015 13:28:26 GMT+0800 (Malay Peninsula Standard Time),,s11w12,focus,
Fri Sep 04 2015 13:28:26 GMT+0800 (Malay Peninsula Standard Time),,s11w12,label,","
Fri Sep 04 2015 13:28:28 GMT+0800 (Malay Peninsula Standard Time),,s11w13,focus,
Fri Sep 04 2015 13:28:28 GMT+0800 (Malay Peninsula Standard Time),,s11w13,focus,
Fri Sep 04 2015 13:28:29 GMT+0800 (Malay Peninsula Standard Time),,s11w13,label,"^"
Fri Sep 04 2015 13:28:31 GMT+0800 (Malay Peninsula Standard Time),,s11w14,focus,
Fri Sep 04 2015 13:28:31 GMT+0800 (Malay Peninsula Standard Time),,s11w14,focus,
Fri Sep 04 2015 13:28:31 GMT+0800 (Malay Peninsula Standard Time),,s11w14,label,","
Fri Sep 04 2015 13:28:37 GMT+0800 (Malay Peninsula Standard Time),,s11w24,focus,
Fri Sep 04 2015 13:28:37 GMT+0800 (Malay Peninsula Standard Time),,s11w24,focus,
Fri Sep 04 2015 13:28:38 GMT+0800 (Malay Peninsula Standard Time),,s11w24,label,","
Fri Sep 04 2015 13:28:39 GMT+0800 (Malay Peninsula Standard Time),,s11w25,focus,
Fri Sep 04 2015 13:28:39 GMT+0800 (Malay Peninsula Standard Time),,s11w25,focus,
Fri Sep 04 2015 13:28:40 GMT+0800 (Malay Peninsula Standard Time),,s11w25,label,"^"
Fri Sep 04 2015 13:28:42 GMT+0800 (Malay Peninsula Standard Time),,s11w26,focus,
Fri Sep 04 2015 13:28:42 GMT+0800 (Malay Peninsula Standard Time),,s11w26,focus,
Fri Sep 04 2015 13:28:42 GMT+0800 (Malay Peninsula Standard Time),,s11w26,label,","
Fri Sep 04 2015 13:28:45 GMT+0800 (Malay Peninsula Standard Time),,s11w27,focus,
Fri Sep 04 2015 13:28:45 GMT+0800 (Malay Peninsula Standard Time),,s11w27,focus,
Fri Sep 04 2015 13:28:46 GMT+0800 (Malay Peninsula Standard Time),,s11w27,label,"^"
Fri Sep 04 2015 13:28:50 GMT+0800 (Malay Peninsula Standard Time),,s11w28,focus,
Fri Sep 04 2015 13:28:50 GMT+0800 (Malay Peninsula Standard Time),,s11w28,focus,
Fri Sep 04 2015 13:28:50 GMT+0800 (Malay Peninsula Standard Time),,s11w28,label,","
Fri Sep 04 2015 13:28:52 GMT+0800 (Malay Peninsula Standard Time),,s11w29,focus,
Fri Sep 04 2015 13:28:52 GMT+0800 (Malay Peninsula Standard Time),,s11w29,focus,
Fri Sep 04 2015 13:28:53 GMT+0800 (Malay Peninsula Standard Time),,s11w29,label,"^"
Fri Sep 04 2015 13:28:56 GMT+0800 (Malay Peninsula Standard Time),,s11w30,focus,
Fri Sep 04 2015 13:28:56 GMT+0800 (Malay Peninsula Standard Time),,s11w30,focus,
Fri Sep 04 2015 13:28:57 GMT+0800 (Malay Peninsula Standard Time),,s11w30,label,","
Fri Sep 04 2015 13:28:59 GMT+0800 (Malay Peninsula Standard Time),,s11w31,focus,
Fri Sep 04 2015 13:28:59 GMT+0800 (Malay Peninsula Standard Time),,s11w31,focus,
Fri Sep 04 2015 13:28:59 GMT+0800 (Malay Peninsula Standard Time),,s11w31,label,","
Fri Sep 04 2015 13:29:00 GMT+0800 (Malay Peninsula Standard Time),,s11w32,focus,
Fri Sep 04 2015 13:29:00 GMT+0800 (Malay Peninsula Standard Time),,s11w32,focus,
Fri Sep 04 2015 13:29:02 GMT+0800 (Malay Peninsula Standard Time),,s11w32,label,"^"
Fri Sep 04 2015 13:29:04 GMT+0800 (Malay Peninsula Standard Time),,s11w33,focus,
Fri Sep 04 2015 13:29:05 GMT+0800 (Malay Peninsula Standard Time),,s11w33,focus,
Fri Sep 04 2015 13:29:05 GMT+0800 (Malay Peninsula Standard Time),,s11w33,label,","
Fri Sep 04 2015 13:29:18 GMT+0800 (Malay Peninsula Standard Time),,s12w13,focus,
Fri Sep 04 2015 13:29:18 GMT+0800 (Malay Peninsula Standard Time),,s12w13,focus,
Fri Sep 04 2015 13:29:19 GMT+0800 (Malay Peninsula Standard Time),,s12w13,label,"V"
Fri Sep 04 2015 13:29:28 GMT+0800 (Malay Peninsula Standard Time),,s12w31,focus,
Fri Sep 04 2015 13:29:28 GMT+0800 (Malay Peninsula Standard Time),,s12w31,focus,
Fri Sep 04 2015 13:29:30 GMT+0800 (Malay Peninsula Standard Time),,s12w31,label,"^"
Fri Sep 04 2015 13:29:32 GMT+0800 (Malay Peninsula Standard Time),,s12w43,focus,
Fri Sep 04 2015 13:29:32 GMT+0800 (Malay Peninsula Standard Time),,s12w43,focus,
Fri Sep 04 2015 13:29:34 GMT+0800 (Malay Peninsula Standard Time),,s12w32,focus,
Fri Sep 04 2015 13:29:34 GMT+0800 (Malay Peninsula Standard Time),,s12w32,focus,
Fri Sep 04 2015 13:29:34 GMT+0800 (Malay Peninsula Standard Time),,s12w32,label,","
Fri Sep 04 2015 13:29:37 GMT+0800 (Malay Peninsula Standard Time),,s12w33,focus,
Fri Sep 04 2015 13:29:37 GMT+0800 (Malay Peninsula Standard Time),,s12w33,focus,
Fri Sep 04 2015 13:29:38 GMT+0800 (Malay Peninsula Standard Time),,s12w33,label,"^"
Fri Sep 04 2015 13:29:41 GMT+0800 (Malay Peninsula Standard Time),,s12w46,focus,
Fri Sep 04 2015 13:29:41 GMT+0800 (Malay Peninsula Standard Time),,s12w46,focus,
Fri Sep 04 2015 13:29:43 GMT+0800 (Malay Peninsula Standard Time),,s12w34,focus,
Fri Sep 04 2015 13:29:43 GMT+0800 (Malay Peninsula Standard Time),,s12w34,focus,
Fri Sep 04 2015 13:29:43 GMT+0800 (Malay Peninsula Standard Time),,s12w34,label,","
Fri Sep 04 2015 13:29:45 GMT+0800 (Malay Peninsula Standard Time),,s12w35,focus,
Fri Sep 04 2015 13:29:45 GMT+0800 (Malay Peninsula Standard Time),,s12w35,focus,
Fri Sep 04 2015 13:29:46 GMT+0800 (Malay Peninsula Standard Time),,s12w35,label,"^"
Fri Sep 04 2015 13:29:49 GMT+0800 (Malay Peninsula Standard Time),,s12w36,focus,
Fri Sep 04 2015 13:29:49 GMT+0800 (Malay Peninsula Standard Time),,s12w36,focus,
Fri Sep 04 2015 13:29:49 GMT+0800 (Malay Peninsula Standard Time),,s12w36,label,","
Fri Sep 04 2015 13:29:52 GMT+0800 (Malay Peninsula Standard Time),,s12w37,focus,
Fri Sep 04 2015 13:29:52 GMT+0800 (Malay Peninsula Standard Time),,s12w37,focus,
Fri Sep 04 2015 13:29:52 GMT+0800 (Malay Peninsula Standard Time),,s12w37,label,","
Fri Sep 04 2015 13:29:56 GMT+0800 (Malay Peninsula Standard Time),,s12w37,label,"^"
Fri Sep 04 2015 13:29:57 GMT+0800 (Malay Peninsula Standard Time),,s12w37,label,","
Fri Sep 04 2015 13:29:59 GMT+0800 (Malay Peninsula Standard Time),,s12w37,label,"^"
Fri Sep 04 2015 13:30:00 GMT+0800 (Malay Peninsula Standard Time),,s12w37,label,","
Fri Sep 04 2015 13:30:02 GMT+0800 (Malay Peninsula Standard Time),,s12w38,focus,
Fri Sep 04 2015 13:30:02 GMT+0800 (Malay Peninsula Standard Time),,s12w38,focus,
Fri Sep 04 2015 13:30:05 GMT+0800 (Malay Peninsula Standard Time),,s12w38,label,"^"
Fri Sep 04 2015 13:30:12 GMT+0800 (Malay Peninsula Standard Time),,s12w39,focus,
Fri Sep 04 2015 13:30:12 GMT+0800 (Malay Peninsula Standard Time),,s12w39,focus,
Fri Sep 04 2015 13:30:13 GMT+0800 (Malay Peninsula Standard Time),,s12w39,label,","
Fri Sep 04 2015 13:30:21 GMT+0800 (Malay Peninsula Standard Time),,s12w63,focus,
Fri Sep 04 2015 13:30:21 GMT+0800 (Malay Peninsula Standard Time),,s12w63,focus,
Fri Sep 04 2015 13:30:24 GMT+0800 (Malay Peninsula Standard Time),,s12w46,focus,
Fri Sep 04 2015 13:30:24 GMT+0800 (Malay Peninsula Standard Time),,s12w46,focus,
Fri Sep 04 2015 13:30:25 GMT+0800 (Malay Peninsula Standard Time),,s12w46,label,","
Fri Sep 04 2015 13:30:26 GMT+0800 (Malay Peninsula Standard Time),,s12w47,focus,
Fri Sep 04 2015 13:30:26 GMT+0800 (Malay Peninsula Standard Time),,s12w47,focus,
Fri Sep 04 2015 13:30:27 GMT+0800 (Malay Peninsula Standard Time),,s12w47,label,"^"
Fri Sep 04 2015 13:30:29 GMT+0800 (Malay Peninsula Standard Time),,s12w48,focus,
Fri Sep 04 2015 13:30:29 GMT+0800 (Malay Peninsula Standard Time),,s12w48,focus,
Fri Sep 04 2015 13:30:30 GMT+0800 (Malay Peninsula Standard Time),,s12w48,label,","
Fri Sep 04 2015 13:30:39 GMT+0800 (Malay Peninsula Standard Time),,s12w68,focus,
Fri Sep 04 2015 13:30:39 GMT+0800 (Malay Peninsula Standard Time),,s12w68,focus,
Fri Sep 04 2015 13:30:40 GMT+0800 (Malay Peninsula Standard Time),,s12w68,label,"^"
Fri Sep 04 2015 13:35:42 GMT+0800 (Malay Peninsula Standard Time),,s12w68,focus,
Fri Sep 04 2015 13:36:29 GMT+0800 (Malay Peninsula Standard Time),,s12w68,focus,
Fri Sep 04 2015 13:36:32 GMT+0800 (Malay Peninsula Standard Time),,s7w1,focus,
Fri Sep 04 2015 13:36:32 GMT+0800 (Malay Peninsula Standard Time),,s7w1,focus,
Fri Sep 04 2015 13:36:34 GMT+0800 (Malay Peninsula Standard Time),,s7w1,focus,
Fri Sep 04 2015 13:36:43 GMT+0800 (Malay Peninsula Standard Time),,s7w1,focus,
Fri Sep 04 2015 13:36:46 GMT+0800 (Malay Peninsula Standard Time),,s7w1,focus,
Fri Sep 04 2015 13:36:56 GMT+0800 (Malay Peninsula Standard Time),,s7w1,label,"N"
Fri Sep 04 2015 13:36:59 GMT+0800 (Malay Peninsula Standard Time),,s7w1,label,"?"
Fri Sep 04 2015 13:37:20 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
