Wed Sep 02 2015 20:28:51 GMT+0800 (CST),,,pageReady,0:100:100
Wed Sep 02 2015 20:29:11 GMT+0800 (CST),,s1w4,focus,
Wed Sep 02 2015 20:29:11 GMT+0800 (CST),,s1w4,label,"N"
Wed Sep 02 2015 20:29:12 GMT+0800 (CST),,s1w5,focus,
Wed Sep 02 2015 20:29:12 GMT+0800 (CST),,s1w6,focus,
Wed Sep 02 2015 20:29:13 GMT+0800 (CST),,s1w6,label,"N"
Wed Sep 02 2015 20:29:13 GMT+0800 (CST),,s1w7,focus,
Wed Sep 02 2015 20:29:13 GMT+0800 (CST),,s1w8,focus,
Wed Sep 02 2015 20:29:14 GMT+0800 (CST),,s1w9,focus,
Wed Sep 02 2015 20:29:15 GMT+0800 (CST),,s1w10,focus,
Wed Sep 02 2015 20:29:15 GMT+0800 (CST),,s1w11,focus,
Wed Sep 02 2015 20:29:15 GMT+0800 (CST),,s1w12,focus,
Wed Sep 02 2015 20:29:16 GMT+0800 (CST),,s1w13,focus,
Wed Sep 02 2015 20:29:16 GMT+0800 (CST),,s1w14,focus,
Wed Sep 02 2015 20:29:36 GMT+0800 (CST),,s1w14,focus,
Wed Sep 02 2015 20:29:36 GMT+0800 (CST),,s2w19,focus,
Wed Sep 02 2015 20:29:36 GMT+0800 (CST),,s2w19,focus,
Wed Sep 02 2015 20:29:39 GMT+0800 (CST),,s2w19,label,"R"
Wed Sep 02 2015 20:29:47 GMT+0800 (CST),,s3w5,focus,
Wed Sep 02 2015 20:29:47 GMT+0800 (CST),,s3w5,focus,
Wed Sep 02 2015 20:29:48 GMT+0800 (CST),,s3w5,label,"N"
Wed Sep 02 2015 20:29:48 GMT+0800 (CST),,s3w6,focus,
Wed Sep 02 2015 20:29:49 GMT+0800 (CST),,s3w7,focus,
Wed Sep 02 2015 20:29:49 GMT+0800 (CST),,s3w7,label,"N"
Wed Sep 02 2015 20:29:49 GMT+0800 (CST),,s3w8,focus,
Wed Sep 02 2015 20:29:50 GMT+0800 (CST),,s3w9,focus,
Wed Sep 02 2015 20:29:50 GMT+0800 (CST),,s3w9,label,"N"
Wed Sep 02 2015 20:29:50 GMT+0800 (CST),,s3w10,focus,
Wed Sep 02 2015 20:29:51 GMT+0800 (CST),,s3w11,focus,
Wed Sep 02 2015 20:29:51 GMT+0800 (CST),,s3w12,focus,
Wed Sep 02 2015 20:29:51 GMT+0800 (CST),,s3w13,focus,
Wed Sep 02 2015 20:29:51 GMT+0800 (CST),,s3w14,focus,
Wed Sep 02 2015 20:29:52 GMT+0800 (CST),,s3w15,focus,
Wed Sep 02 2015 20:29:52 GMT+0800 (CST),,s3w16,focus,
Wed Sep 02 2015 20:30:22 GMT+0800 (CST),,s6w5,focus,
Wed Sep 02 2015 20:30:22 GMT+0800 (CST),,s6w5,focus,
Wed Sep 02 2015 20:30:22 GMT+0800 (CST),,s6w5,label,"^"
Wed Sep 02 2015 20:30:26 GMT+0800 (CST),,s6w12,focus,
Wed Sep 02 2015 20:30:26 GMT+0800 (CST),,s6w12,focus,
Wed Sep 02 2015 20:30:27 GMT+0800 (CST),,s6w12,label,"^"
Wed Sep 02 2015 20:30:28 GMT+0800 (CST),,s6w13,focus,
Wed Sep 02 2015 20:30:28 GMT+0800 (CST),,s6w13,label,"^"
Wed Sep 02 2015 20:30:29 GMT+0800 (CST),,s6w14,focus,
Wed Sep 02 2015 20:30:29 GMT+0800 (CST),,s6w14,label,"^"
Wed Sep 02 2015 20:30:33 GMT+0800 (CST),,s7w2,focus,
Wed Sep 02 2015 20:30:33 GMT+0800 (CST),,s7w2,focus,
Wed Sep 02 2015 20:30:34 GMT+0800 (CST),,s7w2,label,"^"
Wed Sep 02 2015 20:30:42 GMT+0800 (CST),,s7w21,focus,
Wed Sep 02 2015 20:30:42 GMT+0800 (CST),,s7w21,focus,
Wed Sep 02 2015 20:30:45 GMT+0800 (CST),,s7w20,focus,
Wed Sep 02 2015 20:31:08 GMT+0800 (CST),,s8w37,focus,
Wed Sep 02 2015 20:31:08 GMT+0800 (CST),,s8w37,focus,
Wed Sep 02 2015 20:31:10 GMT+0800 (CST),,s8w37,label,"^"
Wed Sep 02 2015 20:31:11 GMT+0800 (CST),,s8w38,focus,
Wed Sep 02 2015 20:31:11 GMT+0800 (CST),,s8w38,focus,
Wed Sep 02 2015 20:31:12 GMT+0800 (CST),,s8w38,label,"^"
Wed Sep 02 2015 20:31:49 GMT+0800 (CST),,s10w38,focus,
Wed Sep 02 2015 20:31:49 GMT+0800 (CST),,s10w38,focus,
Wed Sep 02 2015 20:31:50 GMT+0800 (CST),,s10w38,label,"^"
Wed Sep 02 2015 20:31:57 GMT+0800 (CST),,s10w61,focus,
Wed Sep 02 2015 20:31:57 GMT+0800 (CST),,s10w61,focus,
Wed Sep 02 2015 20:31:59 GMT+0800 (CST),,s10w61,label,"^"
Wed Sep 02 2015 20:32:00 GMT+0800 (CST),,s10w62,focus,
Wed Sep 02 2015 20:32:00 GMT+0800 (CST),,s10w62,focus,
Wed Sep 02 2015 20:32:01 GMT+0800 (CST),,s10w62,label,"^"
Wed Sep 02 2015 20:32:04 GMT+0800 (CST),,s10w67,focus,
Wed Sep 02 2015 20:32:04 GMT+0800 (CST),,s10w67,focus,
Wed Sep 02 2015 20:32:05 GMT+0800 (CST),,s10w67,label,"^"
Wed Sep 02 2015 20:32:09 GMT+0800 (CST),,s11w8,focus,
Wed Sep 02 2015 20:32:09 GMT+0800 (CST),,s11w8,focus,
Wed Sep 02 2015 20:32:10 GMT+0800 (CST),,s11w8,label,"^"
Wed Sep 02 2015 20:32:13 GMT+0800 (CST),,s11w9,focus,
Wed Sep 02 2015 20:32:13 GMT+0800 (CST),,s11w9,focus,
Wed Sep 02 2015 20:32:13 GMT+0800 (CST),,s11w9,label,","
Wed Sep 02 2015 20:32:15 GMT+0800 (CST),,s11w12,focus,
Wed Sep 02 2015 20:32:15 GMT+0800 (CST),,s11w12,focus,
Wed Sep 02 2015 20:32:16 GMT+0800 (CST),,s11w12,label,","
Wed Sep 02 2015 20:32:27 GMT+0800 (CST),,s12w8,focus,
Wed Sep 02 2015 20:32:27 GMT+0800 (CST),,s12w8,focus,
Wed Sep 02 2015 20:32:33 GMT+0800 (CST),,s13w3,focus,
Wed Sep 02 2015 20:32:33 GMT+0800 (CST),,s13w3,focus,
Wed Sep 02 2015 20:32:34 GMT+0800 (CST),,s13w3,label,","
Wed Sep 02 2015 20:32:44 GMT+0800 (CST),,s14w18,focus,
Wed Sep 02 2015 20:32:44 GMT+0800 (CST),,s14w18,focus,
Wed Sep 02 2015 20:32:45 GMT+0800 (CST),,s14w18,label,"V"
Wed Sep 02 2015 20:33:04 GMT+0800 (CST),,s16w2,focus,
Wed Sep 02 2015 20:33:04 GMT+0800 (CST),,s16w2,focus,
Wed Sep 02 2015 20:33:05 GMT+0800 (CST),,s16w2,label,"^"
Wed Sep 02 2015 20:33:06 GMT+0800 (CST),,s16w3,focus,
Wed Sep 02 2015 20:33:06 GMT+0800 (CST),,s16w3,focus,
Wed Sep 02 2015 20:33:15 GMT+0800 (CST),,s16w22,focus,
Wed Sep 02 2015 20:33:15 GMT+0800 (CST),,s16w22,focus,
Wed Sep 02 2015 20:33:17 GMT+0800 (CST),,s16w22,label,"^"
Wed Sep 02 2015 20:33:18 GMT+0800 (CST),,s16w23,focus,
Wed Sep 02 2015 20:33:18 GMT+0800 (CST),,s16w23,focus,
Wed Sep 02 2015 20:33:19 GMT+0800 (CST),,s16w23,label,"^"
Wed Sep 02 2015 20:33:44 GMT+0800 (CST),,s18w9,focus,
Wed Sep 02 2015 20:33:44 GMT+0800 (CST),,s18w9,focus,
Wed Sep 02 2015 20:33:45 GMT+0800 (CST),,s18w9,label,"^"
Wed Sep 02 2015 20:33:54 GMT+0800 (CST),,s18w45,focus,
Wed Sep 02 2015 20:33:54 GMT+0800 (CST),,s18w45,focus,
Wed Sep 02 2015 20:33:55 GMT+0800 (CST),,s18w45,label,"^"
Wed Sep 02 2015 20:33:59 GMT+0800 (CST),,,submitPage,
