Wed Sep 02 2015 21:00:33 GMT+0800 (CST),,,pageReady,0:100:100
Wed Sep 02 2015 21:02:37 GMT+0800 (CST),,s10w1,focus,
Wed Sep 02 2015 21:02:37 GMT+0800 (CST),,s10w1,focus,
Wed Sep 02 2015 21:02:38 GMT+0800 (CST),,s10w1,label,"^"
Wed Sep 02 2015 21:02:57 GMT+0800 (CST),,s11w7,focus,
Wed Sep 02 2015 21:02:57 GMT+0800 (CST),,s11w7,focus,
Wed Sep 02 2015 21:03:14 GMT+0800 (CST),,s11w15,focus,
Wed Sep 02 2015 21:03:14 GMT+0800 (CST),,s11w15,focus,
Wed Sep 02 2015 21:03:15 GMT+0800 (CST),,s11w15,label,","
Wed Sep 02 2015 21:03:30 GMT+0800 (CST),,s12w23,focus,
Wed Sep 02 2015 21:03:30 GMT+0800 (CST),,s12w23,focus,
Wed Sep 02 2015 21:03:40 GMT+0800 (CST),,s12w23,label,"D"
Wed Sep 02 2015 21:03:47 GMT+0800 (CST),,s12w30,focus,
Wed Sep 02 2015 21:03:47 GMT+0800 (CST),,s12w30,focus,
Wed Sep 02 2015 21:03:51 GMT+0800 (CST),,s12w30,label,"N"
Wed Sep 02 2015 21:03:53 GMT+0800 (CST),,s12w30,label,"A"
Wed Sep 02 2015 21:04:26 GMT+0800 (CST),,s14w9,focus,
Wed Sep 02 2015 21:04:26 GMT+0800 (CST),,s14w9,focus,
Wed Sep 02 2015 21:04:27 GMT+0800 (CST),,s14w9,label,"^"
Wed Sep 02 2015 21:04:28 GMT+0800 (CST),,s14w10,focus,
Wed Sep 02 2015 21:04:28 GMT+0800 (CST),,s14w10,focus,
Wed Sep 02 2015 21:04:29 GMT+0800 (CST),,s14w10,label,"^"
Wed Sep 02 2015 21:05:07 GMT+0800 (CST),,s16w17,focus,
Wed Sep 02 2015 21:05:07 GMT+0800 (CST),,s16w17,focus,
Wed Sep 02 2015 21:05:08 GMT+0800 (CST),,s16w17,label,"N"
Wed Sep 02 2015 21:05:17 GMT+0800 (CST),,s17w13,focus,
Wed Sep 02 2015 21:05:17 GMT+0800 (CST),,s17w13,focus,
Wed Sep 02 2015 21:05:56 GMT+0800 (CST),,s19w39,focus,
Wed Sep 02 2015 21:05:56 GMT+0800 (CST),,s19w39,focus,
Wed Sep 02 2015 21:05:56 GMT+0800 (CST),,s19w39,focus,
Wed Sep 02 2015 21:05:58 GMT+0800 (CST),,s19w39,label,"^"
Wed Sep 02 2015 21:06:04 GMT+0800 (CST),,s19w40,focus,
Wed Sep 02 2015 21:06:04 GMT+0800 (CST),,s19w40,focus,
Wed Sep 02 2015 21:06:05 GMT+0800 (CST),,s19w40,label,"^"
Wed Sep 02 2015 21:06:10 GMT+0800 (CST),,s19w47,focus,
Wed Sep 02 2015 21:06:10 GMT+0800 (CST),,s19w47,focus,
Wed Sep 02 2015 21:06:11 GMT+0800 (CST),,s19w47,label,"^"
Wed Sep 02 2015 21:06:39 GMT+0800 (CST),,s19w47,focus,
Wed Sep 02 2015 21:07:21 GMT+0800 (CST),,s24w17,focus,
Wed Sep 02 2015 21:07:21 GMT+0800 (CST),,s24w17,focus,
Wed Sep 02 2015 21:07:22 GMT+0800 (CST),,s24w6,focus,
Wed Sep 02 2015 21:07:22 GMT+0800 (CST),,s24w6,focus,
Wed Sep 02 2015 21:07:23 GMT+0800 (CST),,s24w6,label,"V"
Wed Sep 02 2015 21:08:10 GMT+0800 (CST),,s24w60,focus,
Wed Sep 02 2015 21:08:10 GMT+0800 (CST),,s24w60,focus,
Wed Sep 02 2015 21:08:12 GMT+0800 (CST),,s24w60,label,"^"
Wed Sep 02 2015 21:08:34 GMT+0800 (CST),,s24w99,focus,
Wed Sep 02 2015 21:08:34 GMT+0800 (CST),,s24w99,focus,
Wed Sep 02 2015 21:08:35 GMT+0800 (CST),,s24w99,label,"^"
Wed Sep 02 2015 21:08:52 GMT+0800 (CST),,s24w118,focus,
Wed Sep 02 2015 21:08:52 GMT+0800 (CST),,s24w118,focus,
Wed Sep 02 2015 21:08:53 GMT+0800 (CST),,s24w118,label,"^"
Wed Sep 02 2015 21:09:23 GMT+0800 (CST),,,submitPage,
