Wed Sep 02 2015 19:02:39 GMT+0800 (CST),,,pageReady,0:100:100
Wed Sep 02 2015 19:06:15 GMT+0800 (CST),,s3w24,focus,
Wed Sep 02 2015 19:06:15 GMT+0800 (CST),,s3w25,focus,
Wed Sep 02 2015 19:06:16 GMT+0800 (CST),,s3w26,focus,
Wed Sep 02 2015 19:06:23 GMT+0800 (CST),,s3w27,focus,
Wed Sep 02 2015 19:06:26 GMT+0800 (CST),,s3w28,focus,
Wed Sep 02 2015 19:06:27 GMT+0800 (CST),,s3w29,focus,
Wed Sep 02 2015 19:06:28 GMT+0800 (CST),,s3w30,focus,
Wed Sep 02 2015 19:06:28 GMT+0800 (CST),,s3w31,focus,
Wed Sep 02 2015 19:06:30 GMT+0800 (CST),,s3w31,label,"^"
Wed Sep 02 2015 19:06:31 GMT+0800 (CST),,s3w32,focus,
Wed Sep 02 2015 19:06:33 GMT+0800 (CST),,s3w33,focus,
Wed Sep 02 2015 19:06:35 GMT+0800 (CST),,s3w34,focus,
Wed Sep 02 2015 19:06:36 GMT+0800 (CST),,s3w35,focus,
Wed Sep 02 2015 19:06:37 GMT+0800 (CST),,s3w36,focus,
Wed Sep 02 2015 19:06:38 GMT+0800 (CST),,s3w37,focus,
Wed Sep 02 2015 19:06:40 GMT+0800 (CST),,s3w38,focus,
Wed Sep 02 2015 19:06:41 GMT+0800 (CST),,s3w39,focus,
Wed Sep 02 2015 19:06:44 GMT+0800 (CST),,s3w39,label,"D"
Wed Sep 02 2015 19:06:45 GMT+0800 (CST),,s3w40,focus,
Wed Sep 02 2015 19:06:48 GMT+0800 (CST),,s3w41,focus,
Wed Sep 02 2015 19:06:49 GMT+0800 (CST),,s3w42,focus,
Wed Sep 02 2015 19:06:50 GMT+0800 (CST),,s3w43,focus,
Wed Sep 02 2015 19:06:52 GMT+0800 (CST),,s3w44,focus,
Wed Sep 02 2015 19:07:05 GMT+0800 (CST),,s3w44,focus,
Wed Sep 02 2015 19:07:07 GMT+0800 (CST),,s3w43,focus,
Wed Sep 02 2015 19:07:07 GMT+0800 (CST),,s3w43,focus,
Wed Sep 02 2015 19:07:15 GMT+0800 (CST),,s3w43,focus,
Wed Sep 02 2015 19:07:16 GMT+0800 (CST),,s3w43,label,"R"
Wed Sep 02 2015 19:07:18 GMT+0800 (CST),,s3w44,focus,
Wed Sep 02 2015 19:07:18 GMT+0800 (CST),,s4w1,focus,
Wed Sep 02 2015 19:07:20 GMT+0800 (CST),,s4w2,focus,
Wed Sep 02 2015 19:07:22 GMT+0800 (CST),,s4w2,label,","
Wed Sep 02 2015 19:07:23 GMT+0800 (CST),,s4w3,focus,
Wed Sep 02 2015 19:07:27 GMT+0800 (CST),,s4w4,focus,
Wed Sep 02 2015 19:07:30 GMT+0800 (CST),,s4w5,focus,
Wed Sep 02 2015 19:07:37 GMT+0800 (CST),,s4w6,focus,
Wed Sep 02 2015 19:07:38 GMT+0800 (CST),,s4w7,focus,
Wed Sep 02 2015 19:07:38 GMT+0800 (CST),,s4w8,focus,
Wed Sep 02 2015 19:07:39 GMT+0800 (CST),,s4w9,focus,
Wed Sep 02 2015 19:07:40 GMT+0800 (CST),,s4w10,focus,
Wed Sep 02 2015 19:07:41 GMT+0800 (CST),,s4w11,focus,
Wed Sep 02 2015 19:07:41 GMT+0800 (CST),,s4w12,focus,
Wed Sep 02 2015 19:07:42 GMT+0800 (CST),,s4w13,focus,
Wed Sep 02 2015 19:07:42 GMT+0800 (CST),,s4w14,focus,
Wed Sep 02 2015 19:07:45 GMT+0800 (CST),,s4w15,focus,
Wed Sep 02 2015 19:07:45 GMT+0800 (CST),,s4w16,focus,
Wed Sep 02 2015 19:07:45 GMT+0800 (CST),,s4w17,focus,
Wed Sep 02 2015 19:07:45 GMT+0800 (CST),,s4w18,focus,
Wed Sep 02 2015 19:07:45 GMT+0800 (CST),,s4w19,focus,
Wed Sep 02 2015 19:07:47 GMT+0800 (CST),,s4w19,label,","
Wed Sep 02 2015 19:07:48 GMT+0800 (CST),,s4w20,focus,
Wed Sep 02 2015 19:08:19 GMT+0800 (CST),,s4w21,focus,
Wed Sep 02 2015 19:08:19 GMT+0800 (CST),,s4w22,focus,
Wed Sep 02 2015 19:08:20 GMT+0800 (CST),,s4w23,focus,
Wed Sep 02 2015 19:08:35 GMT+0800 (CST),,s4w23,focus,
Wed Sep 02 2015 19:08:36 GMT+0800 (CST),,s4w23,focus,
Wed Sep 02 2015 19:08:37 GMT+0800 (CST),,s4w24,focus,
Wed Sep 02 2015 19:08:37 GMT+0800 (CST),,s4w25,focus,
Wed Sep 02 2015 19:08:39 GMT+0800 (CST),,s4w26,focus,
Wed Sep 02 2015 19:08:40 GMT+0800 (CST),,s4w27,focus,
Wed Sep 02 2015 19:08:41 GMT+0800 (CST),,s4w28,focus,
Wed Sep 02 2015 19:08:41 GMT+0800 (CST),,s4w29,focus,
Wed Sep 02 2015 19:08:42 GMT+0800 (CST),,s4w30,focus,
Wed Sep 02 2015 19:08:42 GMT+0800 (CST),,s4w31,focus,
Wed Sep 02 2015 19:08:42 GMT+0800 (CST),,s4w32,focus,
Wed Sep 02 2015 19:08:43 GMT+0800 (CST),,s4w33,focus,
Wed Sep 02 2015 19:08:43 GMT+0800 (CST),,s4w34,focus,
Wed Sep 02 2015 19:08:44 GMT+0800 (CST),,s4w35,focus,
Wed Sep 02 2015 19:08:45 GMT+0800 (CST),,s4w36,focus,
Wed Sep 02 2015 19:08:46 GMT+0800 (CST),,s4w37,focus,
Wed Sep 02 2015 19:08:46 GMT+0800 (CST),,s4w38,focus,
Wed Sep 02 2015 19:08:47 GMT+0800 (CST),,s4w39,focus,
Wed Sep 02 2015 19:09:00 GMT+0800 (CST),,s4w39,label,"Z"
Wed Sep 02 2015 19:09:01 GMT+0800 (CST),,s4w40,focus,
Wed Sep 02 2015 19:09:08 GMT+0800 (CST),,s4w39,focus,
Wed Sep 02 2015 19:09:08 GMT+0800 (CST),,s4w39,focus,
Wed Sep 02 2015 19:09:13 GMT+0800 (CST),,s4w39,label,"S"
Wed Sep 02 2015 19:09:13 GMT+0800 (CST),,s4w40,focus,
Wed Sep 02 2015 19:09:13 GMT+0800 (CST),,s4w40,focus,
Wed Sep 02 2015 19:09:19 GMT+0800 (CST),,s4w41,focus,
Wed Sep 02 2015 19:09:21 GMT+0800 (CST),,s4w42,focus,
Wed Sep 02 2015 19:09:21 GMT+0800 (CST),,s4w43,focus,
Wed Sep 02 2015 19:09:22 GMT+0800 (CST),,s4w44,focus,
Wed Sep 02 2015 19:09:25 GMT+0800 (CST),,s4w45,focus,
Wed Sep 02 2015 19:09:26 GMT+0800 (CST),,s4w46,focus,
Wed Sep 02 2015 19:09:26 GMT+0800 (CST),,s4w47,focus,
Wed Sep 02 2015 19:09:27 GMT+0800 (CST),,s4w48,focus,
Wed Sep 02 2015 19:09:27 GMT+0800 (CST),,s5w1,focus,
Wed Sep 02 2015 19:09:31 GMT+0800 (CST),,s4w47,focus,
Wed Sep 02 2015 19:09:31 GMT+0800 (CST),,s4w47,focus,
Wed Sep 02 2015 19:09:32 GMT+0800 (CST),,s4w47,label,"N"
Wed Sep 02 2015 19:09:32 GMT+0800 (CST),,s4w48,focus,
Wed Sep 02 2015 19:09:33 GMT+0800 (CST),,s5w1,focus,
Wed Sep 02 2015 19:09:36 GMT+0800 (CST),,s5w4,focus,
Wed Sep 02 2015 19:09:36 GMT+0800 (CST),,s5w4,focus,
Wed Sep 02 2015 19:09:38 GMT+0800 (CST),,s5w4,label,"^"
Wed Sep 02 2015 19:09:39 GMT+0800 (CST),,s5w5,focus,
Wed Sep 02 2015 19:09:41 GMT+0800 (CST),,s5w5,label,"^"
Wed Sep 02 2015 19:09:41 GMT+0800 (CST),,s5w6,focus,
Wed Sep 02 2015 19:09:42 GMT+0800 (CST),,s5w7,focus,
Wed Sep 02 2015 19:09:42 GMT+0800 (CST),,s5w8,focus,
Wed Sep 02 2015 19:09:43 GMT+0800 (CST),,s5w9,focus,
Wed Sep 02 2015 19:09:44 GMT+0800 (CST),,s5w10,focus,
Wed Sep 02 2015 19:09:51 GMT+0800 (CST),,s5w11,focus,
Wed Sep 02 2015 19:09:53 GMT+0800 (CST),,s5w12,focus,
Wed Sep 02 2015 19:09:54 GMT+0800 (CST),,s5w13,focus,
Wed Sep 02 2015 19:09:55 GMT+0800 (CST),,s5w14,focus,
Wed Sep 02 2015 19:09:55 GMT+0800 (CST),,s5w15,focus,
Wed Sep 02 2015 19:09:58 GMT+0800 (CST),,s5w16,focus,
Wed Sep 02 2015 19:09:59 GMT+0800 (CST),,s5w17,focus,
Wed Sep 02 2015 19:10:00 GMT+0800 (CST),,s5w18,focus,
Wed Sep 02 2015 19:10:03 GMT+0800 (CST),,s5w18,label,"^"
Wed Sep 02 2015 19:10:03 GMT+0800 (CST),,s5w19,focus,
Wed Sep 02 2015 19:10:04 GMT+0800 (CST),,s5w19,label,"^"
Wed Sep 02 2015 19:10:05 GMT+0800 (CST),,s5w20,focus,
Wed Sep 02 2015 19:10:06 GMT+0800 (CST),,s5w21,focus,
Wed Sep 02 2015 19:10:07 GMT+0800 (CST),,s5w22,focus,
Wed Sep 02 2015 19:10:14 GMT+0800 (CST),,s5w23,focus,
Wed Sep 02 2015 19:10:15 GMT+0800 (CST),,s5w24,focus,
Wed Sep 02 2015 19:10:16 GMT+0800 (CST),,s5w25,focus,
Wed Sep 02 2015 19:10:17 GMT+0800 (CST),,s5w26,focus,
Wed Sep 02 2015 19:10:18 GMT+0800 (CST),,s5w27,focus,
Wed Sep 02 2015 19:10:18 GMT+0800 (CST),,s5w28,focus,
Wed Sep 02 2015 19:10:19 GMT+0800 (CST),,s5w29,focus,
Wed Sep 02 2015 19:10:20 GMT+0800 (CST),,s5w30,focus,
Wed Sep 02 2015 19:10:22 GMT+0800 (CST),,s5w31,focus,
Wed Sep 02 2015 19:10:23 GMT+0800 (CST),,s5w32,focus,
Wed Sep 02 2015 19:10:23 GMT+0800 (CST),,s5w33,focus,
Wed Sep 02 2015 19:10:24 GMT+0800 (CST),,s5w34,focus,
Wed Sep 02 2015 19:10:25 GMT+0800 (CST),,s5w35,focus,
Wed Sep 02 2015 19:10:25 GMT+0800 (CST),,s5w36,focus,
Wed Sep 02 2015 19:10:26 GMT+0800 (CST),,s5w37,focus,
Wed Sep 02 2015 19:10:27 GMT+0800 (CST),,s5w38,focus,
Wed Sep 02 2015 19:10:28 GMT+0800 (CST),,s5w39,focus,
Wed Sep 02 2015 19:10:28 GMT+0800 (CST),,s5w40,focus,
Wed Sep 02 2015 19:10:29 GMT+0800 (CST),,s5w41,focus,
Wed Sep 02 2015 19:10:43 GMT+0800 (CST),,s5w41,label,"^"
Wed Sep 02 2015 19:10:44 GMT+0800 (CST),,s5w42,focus,
Wed Sep 02 2015 19:10:45 GMT+0800 (CST),,s5w43,focus,
Wed Sep 02 2015 19:10:46 GMT+0800 (CST),,s5w44,focus,
Wed Sep 02 2015 19:10:47 GMT+0800 (CST),,s5w45,focus,
Wed Sep 02 2015 19:10:48 GMT+0800 (CST),,s5w46,focus,
Wed Sep 02 2015 19:10:49 GMT+0800 (CST),,s5w47,focus,
Wed Sep 02 2015 19:10:50 GMT+0800 (CST),,s5w48,focus,
Wed Sep 02 2015 19:10:50 GMT+0800 (CST),,s5w49,focus,
Wed Sep 02 2015 19:10:52 GMT+0800 (CST),,s5w50,focus,
Wed Sep 02 2015 19:10:54 GMT+0800 (CST),,s5w51,focus,
Wed Sep 02 2015 19:10:54 GMT+0800 (CST),,s5w52,focus,
Wed Sep 02 2015 19:10:56 GMT+0800 (CST),,s5w53,focus,
Wed Sep 02 2015 19:10:57 GMT+0800 (CST),,s5w54,focus,
Wed Sep 02 2015 19:10:57 GMT+0800 (CST),,s5w55,focus,
Wed Sep 02 2015 19:10:58 GMT+0800 (CST),,s5w56,focus,
Wed Sep 02 2015 19:10:58 GMT+0800 (CST),,s5w57,focus,
Wed Sep 02 2015 19:10:59 GMT+0800 (CST),,s5w58,focus,
Wed Sep 02 2015 19:11:00 GMT+0800 (CST),,s5w59,focus,
Wed Sep 02 2015 19:11:01 GMT+0800 (CST),,s5w60,focus,
Wed Sep 02 2015 19:11:01 GMT+0800 (CST),,s5w61,focus,
Wed Sep 02 2015 19:11:02 GMT+0800 (CST),,s5w62,focus,
Wed Sep 02 2015 19:11:03 GMT+0800 (CST),,s5w63,focus,
Wed Sep 02 2015 19:11:03 GMT+0800 (CST),,s5w64,focus,
Wed Sep 02 2015 19:11:04 GMT+0800 (CST),,s5w65,focus,
Wed Sep 02 2015 19:11:04 GMT+0800 (CST),,s5w66,focus,
Wed Sep 02 2015 19:11:05 GMT+0800 (CST),,s5w67,focus,
Wed Sep 02 2015 19:11:05 GMT+0800 (CST),,s5w68,focus,
Wed Sep 02 2015 19:11:05 GMT+0800 (CST),,s5w69,focus,
Wed Sep 02 2015 19:11:07 GMT+0800 (CST),,s5w70,focus,
Wed Sep 02 2015 19:11:08 GMT+0800 (CST),,s5w71,focus,
Wed Sep 02 2015 19:11:08 GMT+0800 (CST),,s5w72,focus,
Wed Sep 02 2015 19:11:09 GMT+0800 (CST),,s5w73,focus,
Wed Sep 02 2015 19:11:09 GMT+0800 (CST),,s5w74,focus,
Wed Sep 02 2015 19:11:10 GMT+0800 (CST),,s5w75,focus,
Wed Sep 02 2015 19:11:10 GMT+0800 (CST),,s5w76,focus,
Wed Sep 02 2015 19:11:10 GMT+0800 (CST),,s5w77,focus,
Wed Sep 02 2015 19:11:11 GMT+0800 (CST),,s5w78,focus,
Wed Sep 02 2015 19:11:11 GMT+0800 (CST),,s5w79,focus,
Wed Sep 02 2015 19:11:11 GMT+0800 (CST),,s5w80,focus,
Wed Sep 02 2015 19:11:14 GMT+0800 (CST),,s5w79,focus,
Wed Sep 02 2015 19:11:14 GMT+0800 (CST),,s5w79,focus,
Wed Sep 02 2015 19:11:14 GMT+0800 (CST),,s5w79,label,"^"
Wed Sep 02 2015 19:11:15 GMT+0800 (CST),,s5w80,focus,
Wed Sep 02 2015 19:11:16 GMT+0800 (CST),,s5w81,focus,
Wed Sep 02 2015 19:11:16 GMT+0800 (CST),,s5w82,focus,
Wed Sep 02 2015 19:11:18 GMT+0800 (CST),,s5w83,focus,
Wed Sep 02 2015 19:11:19 GMT+0800 (CST),,s6w1,focus,
Wed Sep 02 2015 19:11:19 GMT+0800 (CST),,s6w2,focus,
Wed Sep 02 2015 19:11:21 GMT+0800 (CST),,s6w3,focus,
Wed Sep 02 2015 19:11:31 GMT+0800 (CST),,s6w4,focus,
Wed Sep 02 2015 19:11:32 GMT+0800 (CST),,s6w5,focus,
Wed Sep 02 2015 19:11:33 GMT+0800 (CST),,s6w6,focus,
Wed Sep 02 2015 19:11:34 GMT+0800 (CST),,s6w7,focus,
Wed Sep 02 2015 19:11:34 GMT+0800 (CST),,s6w8,focus,
Wed Sep 02 2015 19:11:35 GMT+0800 (CST),,s6w9,focus,
Wed Sep 02 2015 19:11:36 GMT+0800 (CST),,s6w10,focus,
Wed Sep 02 2015 19:11:37 GMT+0800 (CST),,s6w11,focus,
Wed Sep 02 2015 19:11:38 GMT+0800 (CST),,s6w11,label,"^"
Wed Sep 02 2015 19:11:39 GMT+0800 (CST),,s6w12,focus,
Wed Sep 02 2015 19:11:40 GMT+0800 (CST),,s6w13,focus,
Wed Sep 02 2015 19:11:40 GMT+0800 (CST),,s6w14,focus,
Wed Sep 02 2015 19:11:41 GMT+0800 (CST),,s6w15,focus,
Wed Sep 02 2015 19:11:43 GMT+0800 (CST),,s6w16,focus,
Wed Sep 02 2015 19:11:43 GMT+0800 (CST),,s6w17,focus,
Wed Sep 02 2015 19:11:43 GMT+0800 (CST),,s6w18,focus,
Wed Sep 02 2015 19:11:44 GMT+0800 (CST),,s6w19,focus,
Wed Sep 02 2015 19:11:44 GMT+0800 (CST),,s6w20,focus,
Wed Sep 02 2015 19:11:44 GMT+0800 (CST),,s6w21,focus,
Wed Sep 02 2015 19:11:45 GMT+0800 (CST),,s6w22,focus,
Wed Sep 02 2015 19:11:45 GMT+0800 (CST),,s6w23,focus,
Wed Sep 02 2015 19:11:46 GMT+0800 (CST),,s6w24,focus,
Wed Sep 02 2015 19:11:46 GMT+0800 (CST),,s6w25,focus,
Wed Sep 02 2015 19:11:47 GMT+0800 (CST),,s6w26,focus,
Wed Sep 02 2015 19:11:47 GMT+0800 (CST),,s6w27,focus,
Wed Sep 02 2015 19:11:47 GMT+0800 (CST),,s6w28,focus,
Wed Sep 02 2015 19:11:48 GMT+0800 (CST),,s6w29,focus,
Wed Sep 02 2015 19:11:48 GMT+0800 (CST),,s6w30,focus,
Wed Sep 02 2015 19:11:48 GMT+0800 (CST),,s6w31,focus,
Wed Sep 02 2015 19:11:49 GMT+0800 (CST),,s7w1,focus,
Wed Sep 02 2015 19:11:50 GMT+0800 (CST),,s7w2,focus,
Wed Sep 02 2015 19:11:50 GMT+0800 (CST),,s7w3,focus,
Wed Sep 02 2015 19:11:51 GMT+0800 (CST),,s7w4,focus,
Wed Sep 02 2015 19:11:52 GMT+0800 (CST),,s7w5,focus,
Wed Sep 02 2015 19:11:52 GMT+0800 (CST),,s7w6,focus,
Wed Sep 02 2015 19:11:53 GMT+0800 (CST),,s7w7,focus,
Wed Sep 02 2015 19:11:55 GMT+0800 (CST),,s7w6,focus,
