Wed Sep 02 2015 20:38:14 GMT+0800 (CST),,,pageReady,0:100:100
Wed Sep 02 2015 20:40:57 GMT+0800 (CST),,s3w39,focus,
Wed Sep 02 2015 20:40:57 GMT+0800 (CST),,s3w39,label,"^"
Wed Sep 02 2015 20:41:06 GMT+0800 (CST),,s4w18,focus,
Wed Sep 02 2015 20:41:06 GMT+0800 (CST),,s4w18,focus,
Wed Sep 02 2015 20:41:09 GMT+0800 (CST),,s4w18,label,"N"
Wed Sep 02 2015 20:41:09 GMT+0800 (CST),,s4w19,focus,
Wed Sep 02 2015 20:41:09 GMT+0800 (CST),,s4w19,focus,
Wed Sep 02 2015 20:41:12 GMT+0800 (CST),,s4w18,focus,
Wed Sep 02 2015 20:41:12 GMT+0800 (CST),,s4w18,focus,
Wed Sep 02 2015 20:41:13 GMT+0800 (CST),,s4w18,label,"^"
Wed Sep 02 2015 20:41:16 GMT+0800 (CST),,s4w23,focus,
Wed Sep 02 2015 20:41:16 GMT+0800 (CST),,s4w23,focus,
Wed Sep 02 2015 20:41:17 GMT+0800 (CST),,s4w23,label,"^"
Wed Sep 02 2015 20:41:21 GMT+0800 (CST),,s4w34,focus,
Wed Sep 02 2015 20:41:21 GMT+0800 (CST),,s4w34,focus,
Wed Sep 02 2015 20:41:22 GMT+0800 (CST),,s4w34,label,"U"
Wed Sep 02 2015 20:41:23 GMT+0800 (CST),,s4w34,label,"^"
Wed Sep 02 2015 20:41:36 GMT+0800 (CST),,s5w14,focus,
Wed Sep 02 2015 20:41:36 GMT+0800 (CST),,s5w14,focus,
Wed Sep 02 2015 20:41:37 GMT+0800 (CST),,s5w14,label,"^"
Wed Sep 02 2015 20:41:40 GMT+0800 (CST),,s5w17,focus,
Wed Sep 02 2015 20:41:40 GMT+0800 (CST),,s5w17,focus,
Wed Sep 02 2015 20:41:41 GMT+0800 (CST),,s5w17,label,"N"
Wed Sep 02 2015 20:41:57 GMT+0800 (CST),,,submitPage,
