Wed Sep 02 2015 11:25:46 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 11:27:34 GMT+0800 (Malay Peninsula Standard Time),,s1w119,focus,
Wed Sep 02 2015 11:27:34 GMT+0800 (Malay Peninsula Standard Time),,s1w120,focus,
Wed Sep 02 2015 11:27:34 GMT+0800 (Malay Peninsula Standard Time),,s1w121,focus,
Wed Sep 02 2015 11:27:35 GMT+0800 (Malay Peninsula Standard Time),,s1w122,focus,
Wed Sep 02 2015 11:27:35 GMT+0800 (Malay Peninsula Standard Time),,s1w123,focus,
Wed Sep 02 2015 11:27:36 GMT+0800 (Malay Peninsula Standard Time),,s1w124,focus,
Wed Sep 02 2015 11:27:37 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Wed Sep 02 2015 11:27:38 GMT+0800 (Malay Peninsula Standard Time),,s2w2,focus,
Wed Sep 02 2015 11:27:38 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Wed Sep 02 2015 11:27:41 GMT+0800 (Malay Peninsula Standard Time),,s2w4,focus,
Wed Sep 02 2015 11:27:41 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Wed Sep 02 2015 11:27:41 GMT+0800 (Malay Peninsula Standard Time),,s2w6,focus,
Wed Sep 02 2015 11:27:42 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Wed Sep 02 2015 11:27:46 GMT+0800 (Malay Peninsula Standard Time),,s2w7,label,","
Wed Sep 02 2015 11:27:46 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Wed Sep 02 2015 11:27:47 GMT+0800 (Malay Peninsula Standard Time),,s2w9,focus,
Wed Sep 02 2015 11:27:48 GMT+0800 (Malay Peninsula Standard Time),,s2w10,focus,
Wed Sep 02 2015 11:27:49 GMT+0800 (Malay Peninsula Standard Time),,s2w11,focus,
Wed Sep 02 2015 11:27:49 GMT+0800 (Malay Peninsula Standard Time),,s2w12,focus,
Wed Sep 02 2015 11:27:49 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Wed Sep 02 2015 11:27:50 GMT+0800 (Malay Peninsula Standard Time),,s2w14,focus,
Wed Sep 02 2015 11:27:50 GMT+0800 (Malay Peninsula Standard Time),,s2w15,focus,
Wed Sep 02 2015 11:27:50 GMT+0800 (Malay Peninsula Standard Time),,s2w16,focus,
Wed Sep 02 2015 11:27:51 GMT+0800 (Malay Peninsula Standard Time),,s2w17,focus,
Wed Sep 02 2015 11:27:51 GMT+0800 (Malay Peninsula Standard Time),,s2w18,focus,
Wed Sep 02 2015 11:27:51 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Wed Sep 02 2015 11:27:52 GMT+0800 (Malay Peninsula Standard Time),,s2w20,focus,
Wed Sep 02 2015 11:27:52 GMT+0800 (Malay Peninsula Standard Time),,s2w21,focus,
Wed Sep 02 2015 11:27:53 GMT+0800 (Malay Peninsula Standard Time),,s2w22,focus,
Wed Sep 02 2015 11:27:53 GMT+0800 (Malay Peninsula Standard Time),,s2w23,focus,
Wed Sep 02 2015 11:27:53 GMT+0800 (Malay Peninsula Standard Time),,s2w24,focus,
Wed Sep 02 2015 11:27:54 GMT+0800 (Malay Peninsula Standard Time),,s2w25,focus,
Wed Sep 02 2015 11:27:55 GMT+0800 (Malay Peninsula Standard Time),,s2w26,focus,
Wed Sep 02 2015 11:27:55 GMT+0800 (Malay Peninsula Standard Time),,s2w27,focus,
Wed Sep 02 2015 11:27:56 GMT+0800 (Malay Peninsula Standard Time),,s2w28,focus,
Wed Sep 02 2015 11:27:56 GMT+0800 (Malay Peninsula Standard Time),,s2w29,focus,
Wed Sep 02 2015 11:27:57 GMT+0800 (Malay Peninsula Standard Time),,s2w30,focus,
Wed Sep 02 2015 11:27:57 GMT+0800 (Malay Peninsula Standard Time),,s2w31,focus,
Wed Sep 02 2015 11:27:57 GMT+0800 (Malay Peninsula Standard Time),,s2w32,focus,
Wed Sep 02 2015 11:27:58 GMT+0800 (Malay Peninsula Standard Time),,s2w33,focus,
Wed Sep 02 2015 11:27:58 GMT+0800 (Malay Peninsula Standard Time),,s2w34,focus,
Wed Sep 02 2015 11:27:58 GMT+0800 (Malay Peninsula Standard Time),,s2w35,focus,
Wed Sep 02 2015 11:27:59 GMT+0800 (Malay Peninsula Standard Time),,s2w36,focus,
Wed Sep 02 2015 11:27:59 GMT+0800 (Malay Peninsula Standard Time),,s2w37,focus,
Wed Sep 02 2015 11:27:59 GMT+0800 (Malay Peninsula Standard Time),,s2w38,focus,
Wed Sep 02 2015 11:28:00 GMT+0800 (Malay Peninsula Standard Time),,s2w39,focus,
Wed Sep 02 2015 11:28:00 GMT+0800 (Malay Peninsula Standard Time),,s2w40,focus,
Wed Sep 02 2015 11:28:01 GMT+0800 (Malay Peninsula Standard Time),,s2w41,focus,
Wed Sep 02 2015 11:28:03 GMT+0800 (Malay Peninsula Standard Time),,s2w41,label,"^"
Wed Sep 02 2015 11:28:03 GMT+0800 (Malay Peninsula Standard Time),,s2w42,focus,
Wed Sep 02 2015 11:28:04 GMT+0800 (Malay Peninsula Standard Time),,s2w43,focus,
Wed Sep 02 2015 11:28:04 GMT+0800 (Malay Peninsula Standard Time),,s2w44,focus,
Wed Sep 02 2015 11:28:04 GMT+0800 (Malay Peninsula Standard Time),,s2w45,focus,
Wed Sep 02 2015 11:28:04 GMT+0800 (Malay Peninsula Standard Time),,s2w46,focus,
Wed Sep 02 2015 11:28:05 GMT+0800 (Malay Peninsula Standard Time),,s2w47,focus,
Wed Sep 02 2015 11:28:05 GMT+0800 (Malay Peninsula Standard Time),,s2w48,focus,
Wed Sep 02 2015 11:28:05 GMT+0800 (Malay Peninsula Standard Time),,s2w49,focus,
Wed Sep 02 2015 11:28:06 GMT+0800 (Malay Peninsula Standard Time),,s2w50,focus,
Wed Sep 02 2015 11:28:06 GMT+0800 (Malay Peninsula Standard Time),,s2w51,focus,
Wed Sep 02 2015 11:28:06 GMT+0800 (Malay Peninsula Standard Time),,s2w52,focus,
Wed Sep 02 2015 11:28:06 GMT+0800 (Malay Peninsula Standard Time),,s2w53,focus,
Wed Sep 02 2015 11:28:06 GMT+0800 (Malay Peninsula Standard Time),,s2w54,focus,
Wed Sep 02 2015 11:28:07 GMT+0800 (Malay Peninsula Standard Time),,s2w55,focus,
Wed Sep 02 2015 11:28:08 GMT+0800 (Malay Peninsula Standard Time),,s2w56,focus,
Wed Sep 02 2015 11:28:11 GMT+0800 (Malay Peninsula Standard Time),,s2w56,label,"N"
Wed Sep 02 2015 11:28:11 GMT+0800 (Malay Peninsula Standard Time),,s2w57,focus,
Wed Sep 02 2015 11:28:13 GMT+0800 (Malay Peninsula Standard Time),,s2w58,focus,
Wed Sep 02 2015 11:28:14 GMT+0800 (Malay Peninsula Standard Time),,s2w59,focus,
Wed Sep 02 2015 11:28:15 GMT+0800 (Malay Peninsula Standard Time),,s2w60,focus,
Wed Sep 02 2015 11:28:15 GMT+0800 (Malay Peninsula Standard Time),,s2w61,focus,
Wed Sep 02 2015 11:28:16 GMT+0800 (Malay Peninsula Standard Time),,s2w62,focus,
Wed Sep 02 2015 11:28:16 GMT+0800 (Malay Peninsula Standard Time),,s2w63,focus,
Wed Sep 02 2015 11:28:16 GMT+0800 (Malay Peninsula Standard Time),,s2w64,focus,
Wed Sep 02 2015 11:28:16 GMT+0800 (Malay Peninsula Standard Time),,s2w65,focus,
Wed Sep 02 2015 11:28:17 GMT+0800 (Malay Peninsula Standard Time),,s2w66,focus,
Wed Sep 02 2015 11:28:17 GMT+0800 (Malay Peninsula Standard Time),,s2w67,focus,
Wed Sep 02 2015 11:28:17 GMT+0800 (Malay Peninsula Standard Time),,s2w68,focus,
Wed Sep 02 2015 11:28:17 GMT+0800 (Malay Peninsula Standard Time),,s2w69,focus,
Wed Sep 02 2015 11:28:18 GMT+0800 (Malay Peninsula Standard Time),,s2w70,focus,
Wed Sep 02 2015 11:28:18 GMT+0800 (Malay Peninsula Standard Time),,s2w71,focus,
Wed Sep 02 2015 11:28:18 GMT+0800 (Malay Peninsula Standard Time),,s2w72,focus,
Wed Sep 02 2015 11:28:20 GMT+0800 (Malay Peninsula Standard Time),,s2w73,focus,
Wed Sep 02 2015 11:28:20 GMT+0800 (Malay Peninsula Standard Time),,s2w74,focus,
Wed Sep 02 2015 11:28:21 GMT+0800 (Malay Peninsula Standard Time),,s2w75,focus,
Wed Sep 02 2015 11:28:21 GMT+0800 (Malay Peninsula Standard Time),,s2w76,focus,
Wed Sep 02 2015 11:28:22 GMT+0800 (Malay Peninsula Standard Time),,s2w77,focus,
Wed Sep 02 2015 11:28:22 GMT+0800 (Malay Peninsula Standard Time),,s2w78,focus,
Wed Sep 02 2015 11:28:22 GMT+0800 (Malay Peninsula Standard Time),,s2w79,focus,
Wed Sep 02 2015 11:28:22 GMT+0800 (Malay Peninsula Standard Time),,s2w80,focus,
Wed Sep 02 2015 11:28:23 GMT+0800 (Malay Peninsula Standard Time),,s2w81,focus,
Wed Sep 02 2015 11:28:24 GMT+0800 (Malay Peninsula Standard Time),,s2w80,focus,
Wed Sep 02 2015 11:28:26 GMT+0800 (Malay Peninsula Standard Time),,s2w80,label,"N"
Wed Sep 02 2015 11:28:26 GMT+0800 (Malay Peninsula Standard Time),,s2w81,focus,
Wed Sep 02 2015 11:28:27 GMT+0800 (Malay Peninsula Standard Time),,s2w82,focus,
Wed Sep 02 2015 11:28:27 GMT+0800 (Malay Peninsula Standard Time),,s2w83,focus,
Wed Sep 02 2015 11:28:28 GMT+0800 (Malay Peninsula Standard Time),,s2w84,focus,
Wed Sep 02 2015 11:28:28 GMT+0800 (Malay Peninsula Standard Time),,s2w85,focus,
Wed Sep 02 2015 11:28:28 GMT+0800 (Malay Peninsula Standard Time),,s2w86,focus,
Wed Sep 02 2015 11:28:29 GMT+0800 (Malay Peninsula Standard Time),,s2w87,focus,
Wed Sep 02 2015 11:28:29 GMT+0800 (Malay Peninsula Standard Time),,s2w88,focus,
Wed Sep 02 2015 11:28:30 GMT+0800 (Malay Peninsula Standard Time),,s2w89,focus,
Wed Sep 02 2015 11:28:30 GMT+0800 (Malay Peninsula Standard Time),,s2w90,focus,
Wed Sep 02 2015 11:28:30 GMT+0800 (Malay Peninsula Standard Time),,s2w91,focus,
Wed Sep 02 2015 11:28:31 GMT+0800 (Malay Peninsula Standard Time),,s2w92,focus,
Wed Sep 02 2015 11:28:31 GMT+0800 (Malay Peninsula Standard Time),,s2w93,focus,
Wed Sep 02 2015 11:28:32 GMT+0800 (Malay Peninsula Standard Time),,s2w94,focus,
Wed Sep 02 2015 11:28:33 GMT+0800 (Malay Peninsula Standard Time),,s2w95,focus,
Wed Sep 02 2015 11:28:34 GMT+0800 (Malay Peninsula Standard Time),,s2w96,focus,
Wed Sep 02 2015 11:28:34 GMT+0800 (Malay Peninsula Standard Time),,s2w97,focus,
Wed Sep 02 2015 11:28:34 GMT+0800 (Malay Peninsula Standard Time),,s2w98,focus,
Wed Sep 02 2015 11:28:35 GMT+0800 (Malay Peninsula Standard Time),,s2w99,focus,
Wed Sep 02 2015 11:28:35 GMT+0800 (Malay Peninsula Standard Time),,s2w100,focus,
Wed Sep 02 2015 11:28:36 GMT+0800 (Malay Peninsula Standard Time),,s2w101,focus,
Wed Sep 02 2015 11:28:36 GMT+0800 (Malay Peninsula Standard Time),,s2w102,focus,
Wed Sep 02 2015 11:28:37 GMT+0800 (Malay Peninsula Standard Time),,s2w103,focus,
Wed Sep 02 2015 11:28:37 GMT+0800 (Malay Peninsula Standard Time),,s2w104,focus,
Wed Sep 02 2015 11:28:37 GMT+0800 (Malay Peninsula Standard Time),,s2w105,focus,
Wed Sep 02 2015 11:28:38 GMT+0800 (Malay Peninsula Standard Time),,s2w106,focus,
Wed Sep 02 2015 11:28:38 GMT+0800 (Malay Peninsula Standard Time),,s2w107,focus,
Wed Sep 02 2015 11:28:38 GMT+0800 (Malay Peninsula Standard Time),,s2w108,focus,
Wed Sep 02 2015 11:28:39 GMT+0800 (Malay Peninsula Standard Time),,s2w109,focus,
Wed Sep 02 2015 11:28:39 GMT+0800 (Malay Peninsula Standard Time),,s2w110,focus,
Wed Sep 02 2015 11:28:39 GMT+0800 (Malay Peninsula Standard Time),,s2w111,focus,
Wed Sep 02 2015 11:28:39 GMT+0800 (Malay Peninsula Standard Time),,s2w112,focus,
Wed Sep 02 2015 11:28:40 GMT+0800 (Malay Peninsula Standard Time),,s2w113,focus,
Wed Sep 02 2015 11:28:40 GMT+0800 (Malay Peninsula Standard Time),,s2w114,focus,
Wed Sep 02 2015 11:28:40 GMT+0800 (Malay Peninsula Standard Time),,s2w115,focus,
