Wed Sep 02 2015 14:58:30 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 14:58:50 GMT+0800 (Malay Peninsula Standard Time),,s1w32,focus,
Wed Sep 02 2015 14:58:51 GMT+0800 (Malay Peninsula Standard Time),,s1w33,focus,
Wed Sep 02 2015 14:58:51 GMT+0800 (Malay Peninsula Standard Time),,s1w34,focus,
Wed Sep 02 2015 14:58:51 GMT+0800 (Malay Peninsula Standard Time),,s1w35,focus,
Wed Sep 02 2015 14:58:51 GMT+0800 (Malay Peninsula Standard Time),,s1w36,focus,
Wed Sep 02 2015 14:58:52 GMT+0800 (Malay Peninsula Standard Time),,s1w37,focus,
Wed Sep 02 2015 14:58:52 GMT+0800 (Malay Peninsula Standard Time),,s1w38,focus,
Wed Sep 02 2015 14:58:52 GMT+0800 (Malay Peninsula Standard Time),,s1w39,focus,
Wed Sep 02 2015 14:58:52 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Wed Sep 02 2015 14:58:53 GMT+0800 (Malay Peninsula Standard Time),,s1w41,focus,
Wed Sep 02 2015 14:58:53 GMT+0800 (Malay Peninsula Standard Time),,s1w42,focus,
Wed Sep 02 2015 14:58:53 GMT+0800 (Malay Peninsula Standard Time),,s1w43,focus,
Wed Sep 02 2015 14:58:53 GMT+0800 (Malay Peninsula Standard Time),,s1w44,focus,
Wed Sep 02 2015 14:58:53 GMT+0800 (Malay Peninsula Standard Time),,s1w45,focus,
Wed Sep 02 2015 14:58:54 GMT+0800 (Malay Peninsula Standard Time),,s1w46,focus,
Wed Sep 02 2015 14:58:54 GMT+0800 (Malay Peninsula Standard Time),,s1w47,focus,
Wed Sep 02 2015 14:58:54 GMT+0800 (Malay Peninsula Standard Time),,s1w48,focus,
Wed Sep 02 2015 14:58:55 GMT+0800 (Malay Peninsula Standard Time),,s1w49,focus,
Wed Sep 02 2015 14:58:56 GMT+0800 (Malay Peninsula Standard Time),,s1w48,focus,
Wed Sep 02 2015 14:58:57 GMT+0800 (Malay Peninsula Standard Time),,s1w48,label,","
Wed Sep 02 2015 14:58:58 GMT+0800 (Malay Peninsula Standard Time),,s1w49,focus,
Wed Sep 02 2015 14:58:58 GMT+0800 (Malay Peninsula Standard Time),,s1w50,focus,
Wed Sep 02 2015 14:58:58 GMT+0800 (Malay Peninsula Standard Time),,s1w51,focus,
Wed Sep 02 2015 14:58:59 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Wed Sep 02 2015 14:58:59 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Wed Sep 02 2015 14:58:59 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Wed Sep 02 2015 14:58:59 GMT+0800 (Malay Peninsula Standard Time),,s1w55,focus,
Wed Sep 02 2015 14:59:00 GMT+0800 (Malay Peninsula Standard Time),,s1w56,focus,
Wed Sep 02 2015 14:59:00 GMT+0800 (Malay Peninsula Standard Time),,s1w57,focus,
Wed Sep 02 2015 14:59:00 GMT+0800 (Malay Peninsula Standard Time),,s1w58,focus,
Wed Sep 02 2015 14:59:00 GMT+0800 (Malay Peninsula Standard Time),,s1w59,focus,
Wed Sep 02 2015 14:59:01 GMT+0800 (Malay Peninsula Standard Time),,s1w60,focus,
Wed Sep 02 2015 14:59:01 GMT+0800 (Malay Peninsula Standard Time),,s1w61,focus,
Wed Sep 02 2015 14:59:01 GMT+0800 (Malay Peninsula Standard Time),,s1w62,focus,
Wed Sep 02 2015 14:59:02 GMT+0800 (Malay Peninsula Standard Time),,s1w63,focus,
Wed Sep 02 2015 14:59:02 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Wed Sep 02 2015 14:59:02 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Wed Sep 02 2015 14:59:03 GMT+0800 (Malay Peninsula Standard Time),,s1w66,focus,
Wed Sep 02 2015 14:59:03 GMT+0800 (Malay Peninsula Standard Time),,s1w67,focus,
Wed Sep 02 2015 14:59:03 GMT+0800 (Malay Peninsula Standard Time),,s1w68,focus,
Wed Sep 02 2015 14:59:04 GMT+0800 (Malay Peninsula Standard Time),,s1w67,focus,
Wed Sep 02 2015 14:59:04 GMT+0800 (Malay Peninsula Standard Time),,s1w66,focus,
Wed Sep 02 2015 14:59:04 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Wed Sep 02 2015 14:59:05 GMT+0800 (Malay Peninsula Standard Time),,s1w65,label,"N"
Wed Sep 02 2015 14:59:05 GMT+0800 (Malay Peninsula Standard Time),,s1w66,focus,
Wed Sep 02 2015 14:59:05 GMT+0800 (Malay Peninsula Standard Time),,s1w67,focus,
Wed Sep 02 2015 14:59:06 GMT+0800 (Malay Peninsula Standard Time),,s1w68,focus,
Wed Sep 02 2015 14:59:06 GMT+0800 (Malay Peninsula Standard Time),,s1w69,focus,
Wed Sep 02 2015 14:59:06 GMT+0800 (Malay Peninsula Standard Time),,s1w70,focus,
Wed Sep 02 2015 14:59:07 GMT+0800 (Malay Peninsula Standard Time),,s1w71,focus,
Wed Sep 02 2015 14:59:07 GMT+0800 (Malay Peninsula Standard Time),,s1w72,focus,
Wed Sep 02 2015 14:59:08 GMT+0800 (Malay Peninsula Standard Time),,s1w73,focus,
Wed Sep 02 2015 14:59:08 GMT+0800 (Malay Peninsula Standard Time),,s1w74,focus,
Wed Sep 02 2015 14:59:08 GMT+0800 (Malay Peninsula Standard Time),,s1w75,focus,
Wed Sep 02 2015 14:59:08 GMT+0800 (Malay Peninsula Standard Time),,s1w76,focus,
Wed Sep 02 2015 14:59:09 GMT+0800 (Malay Peninsula Standard Time),,s1w77,focus,
Wed Sep 02 2015 14:59:09 GMT+0800 (Malay Peninsula Standard Time),,s1w78,focus,
Wed Sep 02 2015 14:59:09 GMT+0800 (Malay Peninsula Standard Time),,s1w79,focus,
Wed Sep 02 2015 14:59:10 GMT+0800 (Malay Peninsula Standard Time),,s1w80,focus,
Wed Sep 02 2015 14:59:10 GMT+0800 (Malay Peninsula Standard Time),,s1w81,focus,
Wed Sep 02 2015 14:59:10 GMT+0800 (Malay Peninsula Standard Time),,s1w82,focus,
Wed Sep 02 2015 14:59:10 GMT+0800 (Malay Peninsula Standard Time),,s1w83,focus,
Wed Sep 02 2015 14:59:11 GMT+0800 (Malay Peninsula Standard Time),,s1w84,focus,
Wed Sep 02 2015 14:59:11 GMT+0800 (Malay Peninsula Standard Time),,s1w85,focus,
Wed Sep 02 2015 14:59:11 GMT+0800 (Malay Peninsula Standard Time),,s1w86,focus,
Wed Sep 02 2015 14:59:11 GMT+0800 (Malay Peninsula Standard Time),,s1w87,focus,
Wed Sep 02 2015 14:59:12 GMT+0800 (Malay Peninsula Standard Time),,s1w88,focus,
Wed Sep 02 2015 14:59:12 GMT+0800 (Malay Peninsula Standard Time),,s1w89,focus,
Wed Sep 02 2015 14:59:12 GMT+0800 (Malay Peninsula Standard Time),,s1w90,focus,
Wed Sep 02 2015 14:59:13 GMT+0800 (Malay Peninsula Standard Time),,s1w91,focus,
Wed Sep 02 2015 14:59:13 GMT+0800 (Malay Peninsula Standard Time),,s1w92,focus,
Wed Sep 02 2015 14:59:13 GMT+0800 (Malay Peninsula Standard Time),,s1w93,focus,
Wed Sep 02 2015 14:59:14 GMT+0800 (Malay Peninsula Standard Time),,s1w94,focus,
Wed Sep 02 2015 14:59:14 GMT+0800 (Malay Peninsula Standard Time),,s1w95,focus,
Wed Sep 02 2015 14:59:15 GMT+0800 (Malay Peninsula Standard Time),,s1w96,focus,
Wed Sep 02 2015 14:59:16 GMT+0800 (Malay Peninsula Standard Time),,s1w97,focus,
Wed Sep 02 2015 14:59:16 GMT+0800 (Malay Peninsula Standard Time),,s1w98,focus,
Wed Sep 02 2015 14:59:19 GMT+0800 (Malay Peninsula Standard Time),,s1w99,focus,
Wed Sep 02 2015 14:59:21 GMT+0800 (Malay Peninsula Standard Time),,s1w100,focus,
Wed Sep 02 2015 14:59:22 GMT+0800 (Malay Peninsula Standard Time),,s1w101,focus,
Wed Sep 02 2015 14:59:23 GMT+0800 (Malay Peninsula Standard Time),,s1w102,focus,
Wed Sep 02 2015 14:59:23 GMT+0800 (Malay Peninsula Standard Time),,s1w103,focus,
Wed Sep 02 2015 14:59:23 GMT+0800 (Malay Peninsula Standard Time),,s1w104,focus,
Wed Sep 02 2015 14:59:24 GMT+0800 (Malay Peninsula Standard Time),,s1w105,focus,
Wed Sep 02 2015 14:59:25 GMT+0800 (Malay Peninsula Standard Time),,s1w106,focus,
Wed Sep 02 2015 14:59:26 GMT+0800 (Malay Peninsula Standard Time),,s1w107,focus,
Wed Sep 02 2015 14:59:26 GMT+0800 (Malay Peninsula Standard Time),,s1w108,focus,
Wed Sep 02 2015 14:59:27 GMT+0800 (Malay Peninsula Standard Time),,s1w109,focus,
Wed Sep 02 2015 14:59:27 GMT+0800 (Malay Peninsula Standard Time),,s1w110,focus,
Wed Sep 02 2015 14:59:28 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Wed Sep 02 2015 14:59:28 GMT+0800 (Malay Peninsula Standard Time),,s1w112,focus,
Wed Sep 02 2015 14:59:28 GMT+0800 (Malay Peninsula Standard Time),,s1w113,focus,
Wed Sep 02 2015 14:59:29 GMT+0800 (Malay Peninsula Standard Time),,s1w114,focus,
Wed Sep 02 2015 14:59:29 GMT+0800 (Malay Peninsula Standard Time),,s1w115,focus,
Wed Sep 02 2015 14:59:30 GMT+0800 (Malay Peninsula Standard Time),,s1w116,focus,
Wed Sep 02 2015 14:59:30 GMT+0800 (Malay Peninsula Standard Time),,s1w117,focus,
Wed Sep 02 2015 14:59:48 GMT+0800 (Malay Peninsula Standard Time),,s1w118,focus,
Wed Sep 02 2015 14:59:49 GMT+0800 (Malay Peninsula Standard Time),,s1w119,focus,
Wed Sep 02 2015 14:59:49 GMT+0800 (Malay Peninsula Standard Time),,s1w118,focus,
Wed Sep 02 2015 14:59:50 GMT+0800 (Malay Peninsula Standard Time),,s1w119,focus,
Wed Sep 02 2015 14:59:50 GMT+0800 (Malay Peninsula Standard Time),,s1w120,focus,
Wed Sep 02 2015 14:59:50 GMT+0800 (Malay Peninsula Standard Time),,s1w121,focus,
Wed Sep 02 2015 14:59:50 GMT+0800 (Malay Peninsula Standard Time),,s1w122,focus,
Wed Sep 02 2015 14:59:51 GMT+0800 (Malay Peninsula Standard Time),,s1w123,focus,
Wed Sep 02 2015 14:59:51 GMT+0800 (Malay Peninsula Standard Time),,s1w124,focus,
Wed Sep 02 2015 14:59:52 GMT+0800 (Malay Peninsula Standard Time),,s1w125,focus,
Wed Sep 02 2015 14:59:52 GMT+0800 (Malay Peninsula Standard Time),,s1w126,focus,
Wed Sep 02 2015 14:59:53 GMT+0800 (Malay Peninsula Standard Time),,s1w127,focus,
Wed Sep 02 2015 14:59:53 GMT+0800 (Malay Peninsula Standard Time),,s1w126,focus,
Wed Sep 02 2015 14:59:55 GMT+0800 (Malay Peninsula Standard Time),,s1w126,label,"D"
Wed Sep 02 2015 14:59:55 GMT+0800 (Malay Peninsula Standard Time),,s1w127,focus,
Wed Sep 02 2015 14:59:55 GMT+0800 (Malay Peninsula Standard Time),,s1w128,focus,
Wed Sep 02 2015 14:59:56 GMT+0800 (Malay Peninsula Standard Time),,s1w129,focus,
Wed Sep 02 2015 14:59:56 GMT+0800 (Malay Peninsula Standard Time),,s1w129,label,"D"
Wed Sep 02 2015 14:59:57 GMT+0800 (Malay Peninsula Standard Time),,s1w128,focus,
Wed Sep 02 2015 14:59:57 GMT+0800 (Malay Peninsula Standard Time),,s1w127,focus,
Wed Sep 02 2015 14:59:59 GMT+0800 (Malay Peninsula Standard Time),,s1w127,label,"N"
Wed Sep 02 2015 14:59:59 GMT+0800 (Malay Peninsula Standard Time),,s1w128,focus,
Wed Sep 02 2015 14:59:59 GMT+0800 (Malay Peninsula Standard Time),,s1w129,focus,
Wed Sep 02 2015 15:00:00 GMT+0800 (Malay Peninsula Standard Time),,s1w130,focus,
Wed Sep 02 2015 15:00:00 GMT+0800 (Malay Peninsula Standard Time),,s1w131,focus,
Wed Sep 02 2015 15:00:03 GMT+0800 (Malay Peninsula Standard Time),,s1w131,label,","
Wed Sep 02 2015 15:00:03 GMT+0800 (Malay Peninsula Standard Time),,s1w132,focus,
Wed Sep 02 2015 15:00:05 GMT+0800 (Malay Peninsula Standard Time),,s1w133,focus,
Wed Sep 02 2015 15:00:06 GMT+0800 (Malay Peninsula Standard Time),,s1w134,focus,
Wed Sep 02 2015 15:00:07 GMT+0800 (Malay Peninsula Standard Time),,s1w133,focus,
Wed Sep 02 2015 15:00:09 GMT+0800 (Malay Peninsula Standard Time),,s1w133,label,"V"
Wed Sep 02 2015 15:00:09 GMT+0800 (Malay Peninsula Standard Time),,s1w134,focus,
Wed Sep 02 2015 15:00:09 GMT+0800 (Malay Peninsula Standard Time),,s1w135,focus,
Wed Sep 02 2015 15:00:10 GMT+0800 (Malay Peninsula Standard Time),,s1w136,focus,
Wed Sep 02 2015 15:00:11 GMT+0800 (Malay Peninsula Standard Time),,s1w137,focus,
Wed Sep 02 2015 15:00:11 GMT+0800 (Malay Peninsula Standard Time),,s1w138,focus,
Wed Sep 02 2015 15:00:11 GMT+0800 (Malay Peninsula Standard Time),,s1w139,focus,
Wed Sep 02 2015 15:00:11 GMT+0800 (Malay Peninsula Standard Time),,s1w140,focus,
Wed Sep 02 2015 15:00:11 GMT+0800 (Malay Peninsula Standard Time),,s1w141,focus,
Wed Sep 02 2015 15:00:12 GMT+0800 (Malay Peninsula Standard Time),,s1w142,focus,
Wed Sep 02 2015 15:00:12 GMT+0800 (Malay Peninsula Standard Time),,s1w143,focus,
Wed Sep 02 2015 15:00:12 GMT+0800 (Malay Peninsula Standard Time),,s1w144,focus,
Wed Sep 02 2015 15:00:12 GMT+0800 (Malay Peninsula Standard Time),,s1w145,focus,
Wed Sep 02 2015 15:00:12 GMT+0800 (Malay Peninsula Standard Time),,s1w146,focus,
Wed Sep 02 2015 15:00:13 GMT+0800 (Malay Peninsula Standard Time),,s1w147,focus,
Wed Sep 02 2015 15:00:13 GMT+0800 (Malay Peninsula Standard Time),,s1w148,focus,
Wed Sep 02 2015 15:00:13 GMT+0800 (Malay Peninsula Standard Time),,s1w149,focus,
Wed Sep 02 2015 15:00:13 GMT+0800 (Malay Peninsula Standard Time),,s1w150,focus,
Wed Sep 02 2015 15:00:13 GMT+0800 (Malay Peninsula Standard Time),,s1w151,focus,
Wed Sep 02 2015 15:00:13 GMT+0800 (Malay Peninsula Standard Time),,s1w152,focus,
Wed Sep 02 2015 15:00:14 GMT+0800 (Malay Peninsula Standard Time),,s1w153,focus,
Wed Sep 02 2015 15:00:14 GMT+0800 (Malay Peninsula Standard Time),,s1w154,focus,
Wed Sep 02 2015 15:00:14 GMT+0800 (Malay Peninsula Standard Time),,s1w155,focus,
Wed Sep 02 2015 15:00:14 GMT+0800 (Malay Peninsula Standard Time),,s1w156,focus,
Wed Sep 02 2015 15:00:15 GMT+0800 (Malay Peninsula Standard Time),,s1w157,focus,
Wed Sep 02 2015 15:00:15 GMT+0800 (Malay Peninsula Standard Time),,s1w158,focus,
Wed Sep 02 2015 15:00:15 GMT+0800 (Malay Peninsula Standard Time),,s1w159,focus,
Wed Sep 02 2015 15:00:15 GMT+0800 (Malay Peninsula Standard Time),,s1w160,focus,
Wed Sep 02 2015 15:00:16 GMT+0800 (Malay Peninsula Standard Time),,s1w161,focus,
Wed Sep 02 2015 15:00:19 GMT+0800 (Malay Peninsula Standard Time),,s1w161,label,"D"
Wed Sep 02 2015 15:00:19 GMT+0800 (Malay Peninsula Standard Time),,s1w162,focus,
Wed Sep 02 2015 15:00:24 GMT+0800 (Malay Peninsula Standard Time),,s1w162,label,"$"
Wed Sep 02 2015 15:00:27 GMT+0800 (Malay Peninsula Standard Time),,s1w163,focus,
Wed Sep 02 2015 15:00:34 GMT+0800 (Malay Peninsula Standard Time),,s1w163,label,"D"
Wed Sep 02 2015 15:00:35 GMT+0800 (Malay Peninsula Standard Time),,s1w164,focus,
Wed Sep 02 2015 15:00:37 GMT+0800 (Malay Peninsula Standard Time),,s1w164,label,","
Wed Sep 02 2015 15:00:37 GMT+0800 (Malay Peninsula Standard Time),,s1w165,focus,
Wed Sep 02 2015 15:00:39 GMT+0800 (Malay Peninsula Standard Time),,s1w165,label,"D"
Wed Sep 02 2015 15:00:39 GMT+0800 (Malay Peninsula Standard Time),,s1w166,focus,
Wed Sep 02 2015 15:00:40 GMT+0800 (Malay Peninsula Standard Time),,s1w167,focus,
Wed Sep 02 2015 15:00:40 GMT+0800 (Malay Peninsula Standard Time),,s1w167,label,"D"
Wed Sep 02 2015 15:00:42 GMT+0800 (Malay Peninsula Standard Time),,s1w166,focus,
Wed Sep 02 2015 15:00:49 GMT+0800 (Malay Peninsula Standard Time),,s1w166,label,"$"
Wed Sep 02 2015 15:00:49 GMT+0800 (Malay Peninsula Standard Time),,s1w167,focus,
Wed Sep 02 2015 15:00:50 GMT+0800 (Malay Peninsula Standard Time),,s1w168,focus,
Wed Sep 02 2015 15:00:50 GMT+0800 (Malay Peninsula Standard Time),,s1w169,focus,
Wed Sep 02 2015 15:00:51 GMT+0800 (Malay Peninsula Standard Time),,s1w170,focus,
Wed Sep 02 2015 15:00:52 GMT+0800 (Malay Peninsula Standard Time),,s1w171,focus,
Wed Sep 02 2015 15:00:52 GMT+0800 (Malay Peninsula Standard Time),,s1w172,focus,
Wed Sep 02 2015 15:00:53 GMT+0800 (Malay Peninsula Standard Time),,s1w173,focus,
Wed Sep 02 2015 15:00:53 GMT+0800 (Malay Peninsula Standard Time),,s1w174,focus,
Wed Sep 02 2015 15:00:53 GMT+0800 (Malay Peninsula Standard Time),,s1w175,focus,
Wed Sep 02 2015 15:00:54 GMT+0800 (Malay Peninsula Standard Time),,s1w176,focus,
Wed Sep 02 2015 15:00:54 GMT+0800 (Malay Peninsula Standard Time),,s1w177,focus,
Wed Sep 02 2015 15:00:54 GMT+0800 (Malay Peninsula Standard Time),,s1w178,focus,
Wed Sep 02 2015 15:00:54 GMT+0800 (Malay Peninsula Standard Time),,s1w179,focus,
Wed Sep 02 2015 15:00:55 GMT+0800 (Malay Peninsula Standard Time),,s1w180,focus,
Wed Sep 02 2015 15:00:55 GMT+0800 (Malay Peninsula Standard Time),,s1w181,focus,
Wed Sep 02 2015 15:00:55 GMT+0800 (Malay Peninsula Standard Time),,s1w182,focus,
Wed Sep 02 2015 15:00:56 GMT+0800 (Malay Peninsula Standard Time),,s1w183,focus,
Wed Sep 02 2015 15:00:56 GMT+0800 (Malay Peninsula Standard Time),,s1w184,focus,
Wed Sep 02 2015 15:00:56 GMT+0800 (Malay Peninsula Standard Time),,s1w185,focus,
Wed Sep 02 2015 15:00:56 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Wed Sep 02 2015 15:00:57 GMT+0800 (Malay Peninsula Standard Time),,s2w2,focus,
Wed Sep 02 2015 15:00:58 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Wed Sep 02 2015 15:01:00 GMT+0800 (Malay Peninsula Standard Time),,s2w1,label,"V"
Wed Sep 02 2015 15:01:00 GMT+0800 (Malay Peninsula Standard Time),,s2w2,focus,
Wed Sep 02 2015 15:01:01 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Wed Sep 02 2015 15:01:01 GMT+0800 (Malay Peninsula Standard Time),,s2w4,focus,
Wed Sep 02 2015 15:01:01 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Wed Sep 02 2015 15:01:02 GMT+0800 (Malay Peninsula Standard Time),,s2w6,focus,
Wed Sep 02 2015 15:01:02 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Wed Sep 02 2015 15:01:02 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Wed Sep 02 2015 15:01:02 GMT+0800 (Malay Peninsula Standard Time),,s2w9,focus,
Wed Sep 02 2015 15:01:02 GMT+0800 (Malay Peninsula Standard Time),,s2w10,focus,
Wed Sep 02 2015 15:01:02 GMT+0800 (Malay Peninsula Standard Time),,s2w11,focus,
Wed Sep 02 2015 15:01:03 GMT+0800 (Malay Peninsula Standard Time),,s2w12,focus,
Wed Sep 02 2015 15:01:03 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Wed Sep 02 2015 15:01:03 GMT+0800 (Malay Peninsula Standard Time),,s2w14,focus,
Wed Sep 02 2015 15:01:03 GMT+0800 (Malay Peninsula Standard Time),,s2w15,focus,
Wed Sep 02 2015 15:01:03 GMT+0800 (Malay Peninsula Standard Time),,s3w1,focus,
Wed Sep 02 2015 15:01:04 GMT+0800 (Malay Peninsula Standard Time),,s3w2,focus,
Wed Sep 02 2015 15:01:05 GMT+0800 (Malay Peninsula Standard Time),,s3w3,focus,
Wed Sep 02 2015 15:01:05 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Wed Sep 02 2015 15:01:06 GMT+0800 (Malay Peninsula Standard Time),,s3w3,focus,
Wed Sep 02 2015 15:01:11 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Wed Sep 02 2015 15:01:12 GMT+0800 (Malay Peninsula Standard Time),,s3w5,focus,
Wed Sep 02 2015 15:01:13 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Wed Sep 02 2015 15:01:14 GMT+0800 (Malay Peninsula Standard Time),,s3w5,focus,
Wed Sep 02 2015 15:01:15 GMT+0800 (Malay Peninsula Standard Time),,s3w6,focus,
Wed Sep 02 2015 15:01:21 GMT+0800 (Malay Peninsula Standard Time),,s3w6,label,"^"
Wed Sep 02 2015 15:01:22 GMT+0800 (Malay Peninsula Standard Time),,s3w7,focus,
Wed Sep 02 2015 15:01:24 GMT+0800 (Malay Peninsula Standard Time),,s3w8,focus,
