Fri Aug 21 2015 16:25:45 GMT+0800 (中国标准时间),,,pageReady,4:100:100
Fri Aug 21 2015 16:36:10 GMT+0800 (中国标准时间),,s18w43,focus,
Fri Aug 21 2015 16:36:10 GMT+0800 (中国标准时间),,s18w43,focus,
Fri Aug 21 2015 16:36:14 GMT+0800 (中国标准时间),,s18w43,label,"N"
Fri Aug 21 2015 16:36:28 GMT+0800 (中国标准时间),,s19w13,focus,
Fri Aug 21 2015 16:36:28 GMT+0800 (中国标准时间),,s19w13,focus,
Fri Aug 21 2015 16:36:28 GMT+0800 (中国标准时间),,s19w13,label,"A"
Fri Aug 21 2015 16:36:37 GMT+0800 (中国标准时间),,s19w20,focus,
Fri Aug 21 2015 16:36:37 GMT+0800 (中国标准时间),,s19w20,focus,
Fri Aug 21 2015 16:36:48 GMT+0800 (中国标准时间),,s19w20,label,"G"
Fri Aug 21 2015 16:36:51 GMT+0800 (中国标准时间),,s19w19,focus,
Fri Aug 21 2015 16:36:51 GMT+0800 (中国标准时间),,s19w19,focus,
Fri Aug 21 2015 16:36:51 GMT+0800 (中国标准时间),,s19w19,label,"G"
Fri Aug 21 2015 16:36:52 GMT+0800 (中国标准时间),,s19w19,label,"G"
Fri Aug 21 2015 16:36:53 GMT+0800 (中国标准时间),,s19w21,focus,
Fri Aug 21 2015 16:36:53 GMT+0800 (中国标准时间),,s19w21,focus,
Fri Aug 21 2015 16:36:54 GMT+0800 (中国标准时间),,s19w21,label,"G"
Fri Aug 21 2015 16:36:55 GMT+0800 (中国标准时间),,s19w22,focus,
Fri Aug 21 2015 16:36:55 GMT+0800 (中国标准时间),,s19w22,focus,
Fri Aug 21 2015 16:36:56 GMT+0800 (中国标准时间),,s19w22,label,"G"
Fri Aug 21 2015 16:36:57 GMT+0800 (中国标准时间),,s19w24,focus,
Fri Aug 21 2015 16:36:57 GMT+0800 (中国标准时间),,s19w24,focus,
Fri Aug 21 2015 16:36:57 GMT+0800 (中国标准时间),,s19w24,label,"G"
Fri Aug 21 2015 16:36:59 GMT+0800 (中国标准时间),,s19w23,focus,
Fri Aug 21 2015 16:36:59 GMT+0800 (中国标准时间),,s19w23,focus,
Fri Aug 21 2015 16:36:59 GMT+0800 (中国标准时间),,s19w23,label,"G"
Fri Aug 21 2015 16:37:01 GMT+0800 (中国标准时间),,s19w43,focus,
Fri Aug 21 2015 16:37:01 GMT+0800 (中国标准时间),,s19w43,focus,
Fri Aug 21 2015 16:37:01 GMT+0800 (中国标准时间),,s19w43,label,"G"
Fri Aug 21 2015 16:37:03 GMT+0800 (中国标准时间),,s19w42,focus,
Fri Aug 21 2015 16:37:03 GMT+0800 (中国标准时间),,s19w42,focus,
Fri Aug 21 2015 16:37:03 GMT+0800 (中国标准时间),,s19w42,label,"G"
Fri Aug 21 2015 16:37:04 GMT+0800 (中国标准时间),,s19w42,label,"G"
Fri Aug 21 2015 16:37:05 GMT+0800 (中国标准时间),,s19w41,focus,
Fri Aug 21 2015 16:37:06 GMT+0800 (中国标准时间),,s19w41,focus,
Fri Aug 21 2015 16:37:06 GMT+0800 (中国标准时间),,s19w41,label,"G"
Fri Aug 21 2015 16:37:07 GMT+0800 (中国标准时间),,s19w39,focus,
Fri Aug 21 2015 16:37:07 GMT+0800 (中国标准时间),,s19w39,focus,
Fri Aug 21 2015 16:37:07 GMT+0800 (中国标准时间),,s19w39,label,"G"
Fri Aug 21 2015 16:37:08 GMT+0800 (中国标准时间),,s19w39,label,"G"
Fri Aug 21 2015 16:37:09 GMT+0800 (中国标准时间),,s19w39,label,"G"
Fri Aug 21 2015 16:37:12 GMT+0800 (中国标准时间),,s19w33,focus,
Fri Aug 21 2015 16:37:12 GMT+0800 (中国标准时间),,s19w33,focus,
Fri Aug 21 2015 16:37:13 GMT+0800 (中国标准时间),,s19w33,label,"G"
Fri Aug 21 2015 16:37:14 GMT+0800 (中国标准时间),,s19w33,label,"G"
Fri Aug 21 2015 16:37:15 GMT+0800 (中国标准时间),,s19w25,focus,
Fri Aug 21 2015 16:37:15 GMT+0800 (中国标准时间),,s19w25,focus,
Fri Aug 21 2015 16:37:16 GMT+0800 (中国标准时间),,s19w25,label,"G"
Fri Aug 21 2015 16:37:17 GMT+0800 (中国标准时间),,s19w44,focus,
Fri Aug 21 2015 16:37:17 GMT+0800 (中国标准时间),,s19w44,focus,
Fri Aug 21 2015 16:37:17 GMT+0800 (中国标准时间),,s19w44,label,"G"
Fri Aug 21 2015 16:37:19 GMT+0800 (中国标准时间),,s19w46,focus,
Fri Aug 21 2015 16:37:19 GMT+0800 (中国标准时间),,s19w46,focus,
Fri Aug 21 2015 16:37:19 GMT+0800 (中国标准时间),,s19w46,label,"G"
Fri Aug 21 2015 16:37:21 GMT+0800 (中国标准时间),,s19w46,label,"G"
Fri Aug 21 2015 16:37:22 GMT+0800 (中国标准时间),,s19w45,focus,
Fri Aug 21 2015 16:37:22 GMT+0800 (中国标准时间),,s19w45,focus,
Fri Aug 21 2015 16:37:23 GMT+0800 (中国标准时间),,s19w45,label,"G"
Fri Aug 21 2015 16:37:24 GMT+0800 (中国标准时间),,s19w46,focus,
Fri Aug 21 2015 16:37:24 GMT+0800 (中国标准时间),,s19w47,focus,
Fri Aug 21 2015 16:37:24 GMT+0800 (中国标准时间),,s19w47,label,"G"
Fri Aug 21 2015 16:37:25 GMT+0800 (中国标准时间),,s19w48,focus,
Fri Aug 21 2015 16:37:26 GMT+0800 (中国标准时间),,s19w48,label,"G"
Fri Aug 21 2015 16:37:27 GMT+0800 (中国标准时间),,,submitPage,
