Wed Sep 02 2015 11:52:40 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 11:54:31 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Wed Sep 02 2015 11:54:36 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Wed Sep 02 2015 11:54:37 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Wed Sep 02 2015 11:54:37 GMT+0800 (Malay Peninsula Standard Time),,s1w55,focus,
Wed Sep 02 2015 11:54:38 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Wed Sep 02 2015 11:54:39 GMT+0800 (Malay Peninsula Standard Time),,s1w55,focus,
Wed Sep 02 2015 11:54:40 GMT+0800 (Malay Peninsula Standard Time),,s1w56,focus,
Wed Sep 02 2015 11:54:40 GMT+0800 (Malay Peninsula Standard Time),,s1w57,focus,
Wed Sep 02 2015 11:54:41 GMT+0800 (Malay Peninsula Standard Time),,s1w58,focus,
Wed Sep 02 2015 11:54:42 GMT+0800 (Malay Peninsula Standard Time),,s1w59,focus,
Wed Sep 02 2015 11:54:43 GMT+0800 (Malay Peninsula Standard Time),,s1w60,focus,
Wed Sep 02 2015 11:54:44 GMT+0800 (Malay Peninsula Standard Time),,s1w61,focus,
Wed Sep 02 2015 11:54:44 GMT+0800 (Malay Peninsula Standard Time),,s1w62,focus,
Wed Sep 02 2015 11:54:45 GMT+0800 (Malay Peninsula Standard Time),,s1w63,focus,
Wed Sep 02 2015 11:54:45 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Wed Sep 02 2015 11:54:46 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Wed Sep 02 2015 11:54:46 GMT+0800 (Malay Peninsula Standard Time),,s1w66,focus,
Wed Sep 02 2015 11:54:47 GMT+0800 (Malay Peninsula Standard Time),,s1w67,focus,
Wed Sep 02 2015 11:54:47 GMT+0800 (Malay Peninsula Standard Time),,s1w68,focus,
Wed Sep 02 2015 11:54:47 GMT+0800 (Malay Peninsula Standard Time),,s1w69,focus,
Wed Sep 02 2015 11:54:48 GMT+0800 (Malay Peninsula Standard Time),,s1w70,focus,
Wed Sep 02 2015 11:54:48 GMT+0800 (Malay Peninsula Standard Time),,s1w71,focus,
Wed Sep 02 2015 11:54:48 GMT+0800 (Malay Peninsula Standard Time),,s1w72,focus,
Wed Sep 02 2015 11:54:49 GMT+0800 (Malay Peninsula Standard Time),,s1w73,focus,
Wed Sep 02 2015 11:54:49 GMT+0800 (Malay Peninsula Standard Time),,s1w74,focus,
Wed Sep 02 2015 11:54:49 GMT+0800 (Malay Peninsula Standard Time),,s1w75,focus,
Wed Sep 02 2015 11:54:50 GMT+0800 (Malay Peninsula Standard Time),,s1w76,focus,
Wed Sep 02 2015 11:54:50 GMT+0800 (Malay Peninsula Standard Time),,s1w77,focus,
Wed Sep 02 2015 11:54:51 GMT+0800 (Malay Peninsula Standard Time),,s1w78,focus,
Wed Sep 02 2015 11:54:52 GMT+0800 (Malay Peninsula Standard Time),,s1w79,focus,
Wed Sep 02 2015 11:54:52 GMT+0800 (Malay Peninsula Standard Time),,s1w80,focus,
Wed Sep 02 2015 11:54:52 GMT+0800 (Malay Peninsula Standard Time),,s1w81,focus,
Wed Sep 02 2015 11:54:53 GMT+0800 (Malay Peninsula Standard Time),,s1w82,focus,
Wed Sep 02 2015 11:54:54 GMT+0800 (Malay Peninsula Standard Time),,s1w83,focus,
Wed Sep 02 2015 11:54:54 GMT+0800 (Malay Peninsula Standard Time),,s1w84,focus,
Wed Sep 02 2015 11:54:55 GMT+0800 (Malay Peninsula Standard Time),,s1w85,focus,
Wed Sep 02 2015 11:54:56 GMT+0800 (Malay Peninsula Standard Time),,s1w85,label,"V"
Wed Sep 02 2015 11:55:19 GMT+0800 (Malay Peninsula Standard Time),,s1w86,focus,
Wed Sep 02 2015 11:55:24 GMT+0800 (Malay Peninsula Standard Time),,s1w87,focus,
Wed Sep 02 2015 11:55:25 GMT+0800 (Malay Peninsula Standard Time),,s1w88,focus,
Wed Sep 02 2015 11:55:25 GMT+0800 (Malay Peninsula Standard Time),,s1w89,focus,
Wed Sep 02 2015 11:55:26 GMT+0800 (Malay Peninsula Standard Time),,s1w90,focus,
Wed Sep 02 2015 11:55:26 GMT+0800 (Malay Peninsula Standard Time),,s1w91,focus,
Wed Sep 02 2015 11:55:26 GMT+0800 (Malay Peninsula Standard Time),,s1w92,focus,
Wed Sep 02 2015 11:55:27 GMT+0800 (Malay Peninsula Standard Time),,s1w93,focus,
Wed Sep 02 2015 11:55:27 GMT+0800 (Malay Peninsula Standard Time),,s1w94,focus,
Wed Sep 02 2015 11:55:28 GMT+0800 (Malay Peninsula Standard Time),,s1w95,focus,
Wed Sep 02 2015 11:55:31 GMT+0800 (Malay Peninsula Standard Time),,s1w96,focus,
Wed Sep 02 2015 11:55:31 GMT+0800 (Malay Peninsula Standard Time),,s1w97,focus,
Wed Sep 02 2015 11:55:31 GMT+0800 (Malay Peninsula Standard Time),,s1w98,focus,
Wed Sep 02 2015 11:55:32 GMT+0800 (Malay Peninsula Standard Time),,s1w99,focus,
Wed Sep 02 2015 11:55:32 GMT+0800 (Malay Peninsula Standard Time),,s1w100,focus,
Wed Sep 02 2015 11:55:33 GMT+0800 (Malay Peninsula Standard Time),,s1w101,focus,
Wed Sep 02 2015 11:55:33 GMT+0800 (Malay Peninsula Standard Time),,s1w102,focus,
Wed Sep 02 2015 11:55:34 GMT+0800 (Malay Peninsula Standard Time),,s1w103,focus,
Wed Sep 02 2015 11:55:34 GMT+0800 (Malay Peninsula Standard Time),,s1w104,focus,
Wed Sep 02 2015 11:55:36 GMT+0800 (Malay Peninsula Standard Time),,s1w103,focus,
Wed Sep 02 2015 11:55:36 GMT+0800 (Malay Peninsula Standard Time),,s1w104,focus,
Wed Sep 02 2015 11:55:37 GMT+0800 (Malay Peninsula Standard Time),,s1w105,focus,
Wed Sep 02 2015 11:55:37 GMT+0800 (Malay Peninsula Standard Time),,s1w106,focus,
Wed Sep 02 2015 11:55:38 GMT+0800 (Malay Peninsula Standard Time),,s1w107,focus,
Wed Sep 02 2015 11:55:39 GMT+0800 (Malay Peninsula Standard Time),,s1w108,focus,
Wed Sep 02 2015 11:55:39 GMT+0800 (Malay Peninsula Standard Time),,s1w109,focus,
Wed Sep 02 2015 11:55:40 GMT+0800 (Malay Peninsula Standard Time),,s1w110,focus,
Wed Sep 02 2015 11:55:41 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Wed Sep 02 2015 11:55:42 GMT+0800 (Malay Peninsula Standard Time),,s1w112,focus,
Wed Sep 02 2015 11:55:43 GMT+0800 (Malay Peninsula Standard Time),,s1w113,focus,
Wed Sep 02 2015 11:55:44 GMT+0800 (Malay Peninsula Standard Time),,s1w114,focus,
Wed Sep 02 2015 11:55:44 GMT+0800 (Malay Peninsula Standard Time),,s1w115,focus,
Wed Sep 02 2015 11:55:44 GMT+0800 (Malay Peninsula Standard Time),,s1w116,focus,
Wed Sep 02 2015 11:55:45 GMT+0800 (Malay Peninsula Standard Time),,s1w117,focus,
Wed Sep 02 2015 11:55:45 GMT+0800 (Malay Peninsula Standard Time),,s1w118,focus,
Wed Sep 02 2015 11:55:46 GMT+0800 (Malay Peninsula Standard Time),,s1w119,focus,
Wed Sep 02 2015 11:55:46 GMT+0800 (Malay Peninsula Standard Time),,s1w120,focus,
Wed Sep 02 2015 11:55:47 GMT+0800 (Malay Peninsula Standard Time),,s1w121,focus,
Wed Sep 02 2015 11:55:47 GMT+0800 (Malay Peninsula Standard Time),,s1w122,focus,
Wed Sep 02 2015 11:55:47 GMT+0800 (Malay Peninsula Standard Time),,s1w123,focus,
Wed Sep 02 2015 11:55:48 GMT+0800 (Malay Peninsula Standard Time),,s1w124,focus,
Wed Sep 02 2015 11:55:48 GMT+0800 (Malay Peninsula Standard Time),,s1w125,focus,
Wed Sep 02 2015 11:55:49 GMT+0800 (Malay Peninsula Standard Time),,s1w126,focus,
Wed Sep 02 2015 11:55:49 GMT+0800 (Malay Peninsula Standard Time),,s1w127,focus,
Wed Sep 02 2015 11:55:50 GMT+0800 (Malay Peninsula Standard Time),,s1w128,focus,
Wed Sep 02 2015 11:55:50 GMT+0800 (Malay Peninsula Standard Time),,s1w129,focus,
Wed Sep 02 2015 11:55:51 GMT+0800 (Malay Peninsula Standard Time),,s1w130,focus,
Wed Sep 02 2015 11:55:51 GMT+0800 (Malay Peninsula Standard Time),,s1w131,focus,
Wed Sep 02 2015 11:55:53 GMT+0800 (Malay Peninsula Standard Time),,s1w132,focus,
Wed Sep 02 2015 11:55:55 GMT+0800 (Malay Peninsula Standard Time),,s1w132,label,"^"
Wed Sep 02 2015 11:56:10 GMT+0800 (Malay Peninsula Standard Time),,s1w133,focus,
Wed Sep 02 2015 11:56:11 GMT+0800 (Malay Peninsula Standard Time),,s1w134,focus,
Wed Sep 02 2015 11:56:12 GMT+0800 (Malay Peninsula Standard Time),,s1w135,focus,
Wed Sep 02 2015 11:56:12 GMT+0800 (Malay Peninsula Standard Time),,s1w136,focus,
Wed Sep 02 2015 11:56:13 GMT+0800 (Malay Peninsula Standard Time),,s1w137,focus,
Wed Sep 02 2015 11:56:13 GMT+0800 (Malay Peninsula Standard Time),,s1w138,focus,
Wed Sep 02 2015 11:56:13 GMT+0800 (Malay Peninsula Standard Time),,s1w139,focus,
Wed Sep 02 2015 11:56:14 GMT+0800 (Malay Peninsula Standard Time),,s1w140,focus,
Wed Sep 02 2015 11:56:14 GMT+0800 (Malay Peninsula Standard Time),,s1w141,focus,
Wed Sep 02 2015 11:56:14 GMT+0800 (Malay Peninsula Standard Time),,s1w142,focus,
Wed Sep 02 2015 11:56:15 GMT+0800 (Malay Peninsula Standard Time),,s1w143,focus,
Wed Sep 02 2015 11:56:15 GMT+0800 (Malay Peninsula Standard Time),,s1w144,focus,
Wed Sep 02 2015 11:56:15 GMT+0800 (Malay Peninsula Standard Time),,s1w145,focus,
Wed Sep 02 2015 11:56:16 GMT+0800 (Malay Peninsula Standard Time),,s1w146,focus,
Wed Sep 02 2015 11:56:16 GMT+0800 (Malay Peninsula Standard Time),,s1w147,focus,
Wed Sep 02 2015 11:56:16 GMT+0800 (Malay Peninsula Standard Time),,s1w148,focus,
Wed Sep 02 2015 11:56:17 GMT+0800 (Malay Peninsula Standard Time),,s1w149,focus,
Wed Sep 02 2015 11:56:17 GMT+0800 (Malay Peninsula Standard Time),,s1w150,focus,
Wed Sep 02 2015 11:56:17 GMT+0800 (Malay Peninsula Standard Time),,s1w151,focus,
Wed Sep 02 2015 11:56:18 GMT+0800 (Malay Peninsula Standard Time),,s1w152,focus,
Wed Sep 02 2015 11:56:45 GMT+0800 (Malay Peninsula Standard Time),,s1w153,focus,
Wed Sep 02 2015 11:56:45 GMT+0800 (Malay Peninsula Standard Time),,s1w154,focus,
Wed Sep 02 2015 11:56:46 GMT+0800 (Malay Peninsula Standard Time),,s1w155,focus,
Wed Sep 02 2015 11:56:46 GMT+0800 (Malay Peninsula Standard Time),,s1w156,focus,
Wed Sep 02 2015 11:56:47 GMT+0800 (Malay Peninsula Standard Time),,s1w157,focus,
Wed Sep 02 2015 11:56:47 GMT+0800 (Malay Peninsula Standard Time),,s1w158,focus,
Wed Sep 02 2015 11:56:48 GMT+0800 (Malay Peninsula Standard Time),,s1w159,focus,
Wed Sep 02 2015 11:56:48 GMT+0800 (Malay Peninsula Standard Time),,s1w160,focus,
Wed Sep 02 2015 11:56:49 GMT+0800 (Malay Peninsula Standard Time),,s1w161,focus,
Wed Sep 02 2015 11:56:49 GMT+0800 (Malay Peninsula Standard Time),,s1w162,focus,
Wed Sep 02 2015 11:56:50 GMT+0800 (Malay Peninsula Standard Time),,s1w163,focus,
Wed Sep 02 2015 11:56:50 GMT+0800 (Malay Peninsula Standard Time),,s1w164,focus,
Wed Sep 02 2015 11:56:50 GMT+0800 (Malay Peninsula Standard Time),,s1w165,focus,
Wed Sep 02 2015 11:56:51 GMT+0800 (Malay Peninsula Standard Time),,s1w166,focus,
Wed Sep 02 2015 11:56:51 GMT+0800 (Malay Peninsula Standard Time),,s1w167,focus,
Wed Sep 02 2015 11:56:52 GMT+0800 (Malay Peninsula Standard Time),,s1w168,focus,
Wed Sep 02 2015 11:56:52 GMT+0800 (Malay Peninsula Standard Time),,s1w169,focus,
Wed Sep 02 2015 11:56:53 GMT+0800 (Malay Peninsula Standard Time),,s1w170,focus,
Wed Sep 02 2015 11:56:54 GMT+0800 (Malay Peninsula Standard Time),,s1w171,focus,
Wed Sep 02 2015 11:56:54 GMT+0800 (Malay Peninsula Standard Time),,s1w172,focus,
Wed Sep 02 2015 11:56:55 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Wed Sep 02 2015 11:56:55 GMT+0800 (Malay Peninsula Standard Time),,s2w2,focus,
Wed Sep 02 2015 11:56:56 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Wed Sep 02 2015 11:56:56 GMT+0800 (Malay Peninsula Standard Time),,s2w4,focus,
Wed Sep 02 2015 11:56:56 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Wed Sep 02 2015 11:56:57 GMT+0800 (Malay Peninsula Standard Time),,s2w6,focus,
Wed Sep 02 2015 11:56:57 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Wed Sep 02 2015 11:56:58 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Wed Sep 02 2015 11:56:59 GMT+0800 (Malay Peninsula Standard Time),,s2w9,focus,
Wed Sep 02 2015 11:56:59 GMT+0800 (Malay Peninsula Standard Time),,s2w10,focus,
Wed Sep 02 2015 11:57:00 GMT+0800 (Malay Peninsula Standard Time),,s2w11,focus,
Wed Sep 02 2015 11:57:00 GMT+0800 (Malay Peninsula Standard Time),,s2w12,focus,
Wed Sep 02 2015 11:57:01 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Wed Sep 02 2015 11:57:01 GMT+0800 (Malay Peninsula Standard Time),,s2w14,focus,
Wed Sep 02 2015 11:57:02 GMT+0800 (Malay Peninsula Standard Time),,s2w15,focus,
Wed Sep 02 2015 11:57:02 GMT+0800 (Malay Peninsula Standard Time),,s2w16,focus,
Wed Sep 02 2015 11:57:02 GMT+0800 (Malay Peninsula Standard Time),,s2w17,focus,
Wed Sep 02 2015 11:57:03 GMT+0800 (Malay Peninsula Standard Time),,s2w18,focus,
Wed Sep 02 2015 11:57:03 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Wed Sep 02 2015 11:57:03 GMT+0800 (Malay Peninsula Standard Time),,s2w20,focus,
Wed Sep 02 2015 11:57:04 GMT+0800 (Malay Peninsula Standard Time),,s2w21,focus,
Wed Sep 02 2015 11:57:04 GMT+0800 (Malay Peninsula Standard Time),,s2w22,focus,
Wed Sep 02 2015 11:57:05 GMT+0800 (Malay Peninsula Standard Time),,s2w23,focus,
Wed Sep 02 2015 11:57:05 GMT+0800 (Malay Peninsula Standard Time),,s2w24,focus,
Wed Sep 02 2015 11:57:05 GMT+0800 (Malay Peninsula Standard Time),,s2w25,focus,
Wed Sep 02 2015 11:57:05 GMT+0800 (Malay Peninsula Standard Time),,s2w26,focus,
Wed Sep 02 2015 11:57:06 GMT+0800 (Malay Peninsula Standard Time),,s2w27,focus,
Wed Sep 02 2015 11:57:06 GMT+0800 (Malay Peninsula Standard Time),,s2w28,focus,
Wed Sep 02 2015 11:57:06 GMT+0800 (Malay Peninsula Standard Time),,s2w29,focus,
Wed Sep 02 2015 11:57:06 GMT+0800 (Malay Peninsula Standard Time),,s2w30,focus,
Wed Sep 02 2015 11:57:07 GMT+0800 (Malay Peninsula Standard Time),,s2w31,focus,
Wed Sep 02 2015 11:57:07 GMT+0800 (Malay Peninsula Standard Time),,s2w32,focus,
Wed Sep 02 2015 11:57:07 GMT+0800 (Malay Peninsula Standard Time),,s2w33,focus,
Wed Sep 02 2015 11:57:07 GMT+0800 (Malay Peninsula Standard Time),,s2w34,focus,
Wed Sep 02 2015 11:57:08 GMT+0800 (Malay Peninsula Standard Time),,s2w35,focus,
Wed Sep 02 2015 11:57:08 GMT+0800 (Malay Peninsula Standard Time),,s2w36,focus,
Wed Sep 02 2015 11:57:08 GMT+0800 (Malay Peninsula Standard Time),,s2w37,focus,
Wed Sep 02 2015 11:57:08 GMT+0800 (Malay Peninsula Standard Time),,s2w38,focus,
Wed Sep 02 2015 11:57:08 GMT+0800 (Malay Peninsula Standard Time),,s2w39,focus,
Wed Sep 02 2015 11:57:09 GMT+0800 (Malay Peninsula Standard Time),,s2w40,focus,
Wed Sep 02 2015 11:57:09 GMT+0800 (Malay Peninsula Standard Time),,s2w41,focus,
Wed Sep 02 2015 11:57:09 GMT+0800 (Malay Peninsula Standard Time),,s2w40,focus,
Wed Sep 02 2015 11:57:10 GMT+0800 (Malay Peninsula Standard Time),,s2w39,focus,
Wed Sep 02 2015 11:57:10 GMT+0800 (Malay Peninsula Standard Time),,s2w38,focus,
Wed Sep 02 2015 11:57:10 GMT+0800 (Malay Peninsula Standard Time),,s2w39,focus,
Wed Sep 02 2015 11:57:11 GMT+0800 (Malay Peninsula Standard Time),,s2w40,focus,
Wed Sep 02 2015 11:57:11 GMT+0800 (Malay Peninsula Standard Time),,s2w41,focus,
Wed Sep 02 2015 11:57:11 GMT+0800 (Malay Peninsula Standard Time),,s2w42,focus,
Wed Sep 02 2015 11:57:11 GMT+0800 (Malay Peninsula Standard Time),,s2w43,focus,
Wed Sep 02 2015 11:57:12 GMT+0800 (Malay Peninsula Standard Time),,s2w44,focus,
Wed Sep 02 2015 11:57:12 GMT+0800 (Malay Peninsula Standard Time),,s2w45,focus,
Wed Sep 02 2015 11:57:12 GMT+0800 (Malay Peninsula Standard Time),,s2w46,focus,
Wed Sep 02 2015 11:57:12 GMT+0800 (Malay Peninsula Standard Time),,s2w47,focus,
Wed Sep 02 2015 11:57:12 GMT+0800 (Malay Peninsula Standard Time),,s2w48,focus,
Wed Sep 02 2015 11:57:13 GMT+0800 (Malay Peninsula Standard Time),,s2w49,focus,
Wed Sep 02 2015 11:57:13 GMT+0800 (Malay Peninsula Standard Time),,s2w50,focus,
Wed Sep 02 2015 11:57:13 GMT+0800 (Malay Peninsula Standard Time),,s2w51,focus,
Wed Sep 02 2015 11:57:13 GMT+0800 (Malay Peninsula Standard Time),,s2w52,focus,
Wed Sep 02 2015 11:57:14 GMT+0800 (Malay Peninsula Standard Time),,s2w53,focus,
Wed Sep 02 2015 11:57:14 GMT+0800 (Malay Peninsula Standard Time),,s2w54,focus,
Wed Sep 02 2015 11:57:14 GMT+0800 (Malay Peninsula Standard Time),,s2w55,focus,
Wed Sep 02 2015 11:57:14 GMT+0800 (Malay Peninsula Standard Time),,s2w56,focus,
Wed Sep 02 2015 11:57:15 GMT+0800 (Malay Peninsula Standard Time),,s2w57,focus,
Wed Sep 02 2015 11:57:15 GMT+0800 (Malay Peninsula Standard Time),,s2w58,focus,
Wed Sep 02 2015 11:57:15 GMT+0800 (Malay Peninsula Standard Time),,s2w59,focus,
Wed Sep 02 2015 11:57:15 GMT+0800 (Malay Peninsula Standard Time),,s2w60,focus,
Wed Sep 02 2015 11:57:15 GMT+0800 (Malay Peninsula Standard Time),,s2w61,focus,
Wed Sep 02 2015 11:57:16 GMT+0800 (Malay Peninsula Standard Time),,s2w62,focus,
Wed Sep 02 2015 11:57:16 GMT+0800 (Malay Peninsula Standard Time),,s2w63,focus,
Wed Sep 02 2015 11:57:16 GMT+0800 (Malay Peninsula Standard Time),,s2w64,focus,
Wed Sep 02 2015 11:57:16 GMT+0800 (Malay Peninsula Standard Time),,s2w65,focus,
Wed Sep 02 2015 11:57:16 GMT+0800 (Malay Peninsula Standard Time),,s2w66,focus,
Wed Sep 02 2015 11:57:17 GMT+0800 (Malay Peninsula Standard Time),,s2w67,focus,
Wed Sep 02 2015 11:57:17 GMT+0800 (Malay Peninsula Standard Time),,s2w68,focus,
Wed Sep 02 2015 11:57:17 GMT+0800 (Malay Peninsula Standard Time),,s2w69,focus,
Wed Sep 02 2015 11:57:17 GMT+0800 (Malay Peninsula Standard Time),,s2w70,focus,
Wed Sep 02 2015 11:57:17 GMT+0800 (Malay Peninsula Standard Time),,s2w71,focus,
Wed Sep 02 2015 11:57:18 GMT+0800 (Malay Peninsula Standard Time),,s2w72,focus,
