Fri Sep 04 2015 15:10:03 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Sep 04 2015 15:18:13 GMT+0800 (Malay Peninsula Standard Time),,s10w184,focus,
Fri Sep 04 2015 15:18:18 GMT+0800 (Malay Peninsula Standard Time),,s10w175,focus,
Fri Sep 04 2015 15:18:18 GMT+0800 (Malay Peninsula Standard Time),,s10w175,focus,
Fri Sep 04 2015 15:18:19 GMT+0800 (Malay Peninsula Standard Time),,s10w175,label,"N"
Fri Sep 04 2015 15:18:26 GMT+0800 (Malay Peninsula Standard Time),,s10w188,focus,
Fri Sep 04 2015 15:18:26 GMT+0800 (Malay Peninsula Standard Time),,s10w188,focus,
Fri Sep 04 2015 15:18:27 GMT+0800 (Malay Peninsula Standard Time),,s10w188,label,"N"
Fri Sep 04 2015 15:18:58 GMT+0800 (Malay Peninsula Standard Time),,s10w191,focus,
Fri Sep 04 2015 15:18:58 GMT+0800 (Malay Peninsula Standard Time),,s10w191,focus,
Fri Sep 04 2015 15:19:00 GMT+0800 (Malay Peninsula Standard Time),,s10w191,label,"A"
Fri Sep 04 2015 15:19:13 GMT+0800 (Malay Peninsula Standard Time),,s10w191,focus,
Fri Sep 04 2015 15:19:14 GMT+0800 (Malay Peninsula Standard Time),,s10w192,focus,
Fri Sep 04 2015 15:19:14 GMT+0800 (Malay Peninsula Standard Time),,s10w192,focus,
Fri Sep 04 2015 15:19:14 GMT+0800 (Malay Peninsula Standard Time),,s10w192,label,"N"
Fri Sep 04 2015 15:19:42 GMT+0800 (Malay Peninsula Standard Time),,s11w31,focus,
Fri Sep 04 2015 15:19:42 GMT+0800 (Malay Peninsula Standard Time),,s11w31,focus,
Fri Sep 04 2015 15:19:42 GMT+0800 (Malay Peninsula Standard Time),,s11w31,label,"^"
Fri Sep 04 2015 15:19:54 GMT+0800 (Malay Peninsula Standard Time),,s11w42,focus,
Fri Sep 04 2015 15:19:54 GMT+0800 (Malay Peninsula Standard Time),,s11w42,focus,
Fri Sep 04 2015 15:19:54 GMT+0800 (Malay Peninsula Standard Time),,s11w42,label,"X"
Fri Sep 04 2015 15:19:55 GMT+0800 (Malay Peninsula Standard Time),,s11w57,focus,
Fri Sep 04 2015 15:19:55 GMT+0800 (Malay Peninsula Standard Time),,s11w57,focus,
Fri Sep 04 2015 15:19:58 GMT+0800 (Malay Peninsula Standard Time),,s11w51,focus,
Fri Sep 04 2015 15:19:58 GMT+0800 (Malay Peninsula Standard Time),,s11w51,focus,
Fri Sep 04 2015 15:19:58 GMT+0800 (Malay Peninsula Standard Time),,s11w51,label,"^"
Fri Sep 04 2015 15:20:00 GMT+0800 (Malay Peninsula Standard Time),,s11w54,focus,
Fri Sep 04 2015 15:20:00 GMT+0800 (Malay Peninsula Standard Time),,s11w54,focus,
Fri Sep 04 2015 15:20:01 GMT+0800 (Malay Peninsula Standard Time),,s11w54,label,"^"
Fri Sep 04 2015 15:20:01 GMT+0800 (Malay Peninsula Standard Time),,s11w74,focus,
Fri Sep 04 2015 15:20:01 GMT+0800 (Malay Peninsula Standard Time),,s11w74,focus,
Fri Sep 04 2015 15:20:57 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
