Fri Sep 04 2015 14:50:52 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Sep 04 2015 14:53:13 GMT+0800 (Malay Peninsula Standard Time),,s0w4,focus,
Fri Sep 04 2015 14:53:13 GMT+0800 (Malay Peninsula Standard Time),,s0w5,focus,
Fri Sep 04 2015 14:53:13 GMT+0800 (Malay Peninsula Standard Time),,s0w6,focus,
Fri Sep 04 2015 14:53:15 GMT+0800 (Malay Peninsula Standard Time),,s1w66,focus,
Fri Sep 04 2015 14:53:15 GMT+0800 (Malay Peninsula Standard Time),,s1w66,focus,
Fri Sep 04 2015 14:53:15 GMT+0800 (Malay Peninsula Standard Time),,s1w67,focus,
Fri Sep 04 2015 14:53:16 GMT+0800 (Malay Peninsula Standard Time),,s1w66,focus,
Fri Sep 04 2015 14:53:18 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Fri Sep 04 2015 14:53:18 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Fri Sep 04 2015 14:53:18 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Fri Sep 04 2015 14:53:18 GMT+0800 (Malay Peninsula Standard Time),,s1w55,focus,
Fri Sep 04 2015 14:53:20 GMT+0800 (Malay Peninsula Standard Time),,s1w56,focus,
Fri Sep 04 2015 14:53:20 GMT+0800 (Malay Peninsula Standard Time),,s1w57,focus,
Fri Sep 04 2015 14:53:22 GMT+0800 (Malay Peninsula Standard Time),,s1w57,label,"D"
Fri Sep 04 2015 14:53:22 GMT+0800 (Malay Peninsula Standard Time),,s1w58,focus,
Fri Sep 04 2015 14:53:24 GMT+0800 (Malay Peninsula Standard Time),,s1w58,label,"N"
Fri Sep 04 2015 14:53:24 GMT+0800 (Malay Peninsula Standard Time),,s1w59,focus,
Fri Sep 04 2015 14:53:26 GMT+0800 (Malay Peninsula Standard Time),,s1w60,focus,
Fri Sep 04 2015 14:53:26 GMT+0800 (Malay Peninsula Standard Time),,s1w61,focus,
Fri Sep 04 2015 14:53:26 GMT+0800 (Malay Peninsula Standard Time),,s1w62,focus,
Fri Sep 04 2015 14:53:27 GMT+0800 (Malay Peninsula Standard Time),,s1w63,focus,
Fri Sep 04 2015 14:53:29 GMT+0800 (Malay Peninsula Standard Time),,s1w62,focus,
Fri Sep 04 2015 14:53:29 GMT+0800 (Malay Peninsula Standard Time),,s1w62,label,"^"
Fri Sep 04 2015 14:53:30 GMT+0800 (Malay Peninsula Standard Time),,s1w63,focus,
Fri Sep 04 2015 14:53:31 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Fri Sep 04 2015 14:53:32 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Fri Sep 04 2015 14:53:32 GMT+0800 (Malay Peninsula Standard Time),,s1w66,focus,
Fri Sep 04 2015 14:53:32 GMT+0800 (Malay Peninsula Standard Time),,s1w67,focus,
Fri Sep 04 2015 14:53:33 GMT+0800 (Malay Peninsula Standard Time),,s1w68,focus,
Fri Sep 04 2015 14:53:33 GMT+0800 (Malay Peninsula Standard Time),,s1w69,focus,
Fri Sep 04 2015 14:53:34 GMT+0800 (Malay Peninsula Standard Time),,s1w70,focus,
Fri Sep 04 2015 14:53:34 GMT+0800 (Malay Peninsula Standard Time),,s1w71,focus,
Fri Sep 04 2015 14:53:35 GMT+0800 (Malay Peninsula Standard Time),,s1w72,focus,
Fri Sep 04 2015 14:53:35 GMT+0800 (Malay Peninsula Standard Time),,s1w73,focus,
Fri Sep 04 2015 14:53:35 GMT+0800 (Malay Peninsula Standard Time),,s1w74,focus,
Fri Sep 04 2015 14:53:35 GMT+0800 (Malay Peninsula Standard Time),,s1w75,focus,
Fri Sep 04 2015 14:53:36 GMT+0800 (Malay Peninsula Standard Time),,s1w76,focus,
Fri Sep 04 2015 14:53:36 GMT+0800 (Malay Peninsula Standard Time),,s1w77,focus,
Fri Sep 04 2015 14:53:36 GMT+0800 (Malay Peninsula Standard Time),,s1w78,focus,
Fri Sep 04 2015 14:53:36 GMT+0800 (Malay Peninsula Standard Time),,s1w79,focus,
Fri Sep 04 2015 14:53:37 GMT+0800 (Malay Peninsula Standard Time),,s1w80,focus,
Fri Sep 04 2015 14:53:37 GMT+0800 (Malay Peninsula Standard Time),,s1w81,focus,
Fri Sep 04 2015 14:53:37 GMT+0800 (Malay Peninsula Standard Time),,s1w82,focus,
Fri Sep 04 2015 14:53:38 GMT+0800 (Malay Peninsula Standard Time),,s1w83,focus,
Fri Sep 04 2015 14:53:38 GMT+0800 (Malay Peninsula Standard Time),,s1w84,focus,
Fri Sep 04 2015 14:53:38 GMT+0800 (Malay Peninsula Standard Time),,s1w85,focus,
Fri Sep 04 2015 14:53:39 GMT+0800 (Malay Peninsula Standard Time),,s1w86,focus,
Fri Sep 04 2015 14:53:39 GMT+0800 (Malay Peninsula Standard Time),,s1w87,focus,
Fri Sep 04 2015 14:53:39 GMT+0800 (Malay Peninsula Standard Time),,s1w88,focus,
Fri Sep 04 2015 14:53:39 GMT+0800 (Malay Peninsula Standard Time),,s1w89,focus,
Fri Sep 04 2015 14:53:39 GMT+0800 (Malay Peninsula Standard Time),,s1w90,focus,
Fri Sep 04 2015 14:53:40 GMT+0800 (Malay Peninsula Standard Time),,s1w91,focus,
Fri Sep 04 2015 14:53:40 GMT+0800 (Malay Peninsula Standard Time),,s1w92,focus,
Fri Sep 04 2015 14:53:40 GMT+0800 (Malay Peninsula Standard Time),,s1w93,focus,
Fri Sep 04 2015 14:53:41 GMT+0800 (Malay Peninsula Standard Time),,s1w94,focus,
Fri Sep 04 2015 14:53:41 GMT+0800 (Malay Peninsula Standard Time),,s1w95,focus,
Fri Sep 04 2015 14:53:41 GMT+0800 (Malay Peninsula Standard Time),,s1w96,focus,
Fri Sep 04 2015 14:53:41 GMT+0800 (Malay Peninsula Standard Time),,s1w97,focus,
Fri Sep 04 2015 14:53:42 GMT+0800 (Malay Peninsula Standard Time),,s1w98,focus,
Fri Sep 04 2015 14:53:42 GMT+0800 (Malay Peninsula Standard Time),,s1w99,focus,
Fri Sep 04 2015 14:53:42 GMT+0800 (Malay Peninsula Standard Time),,s1w100,focus,
Fri Sep 04 2015 14:53:44 GMT+0800 (Malay Peninsula Standard Time),,s1w101,focus,
Fri Sep 04 2015 14:53:45 GMT+0800 (Malay Peninsula Standard Time),,s1w102,focus,
Fri Sep 04 2015 14:53:45 GMT+0800 (Malay Peninsula Standard Time),,s1w103,focus,
Fri Sep 04 2015 14:53:45 GMT+0800 (Malay Peninsula Standard Time),,s1w104,focus,
Fri Sep 04 2015 14:53:45 GMT+0800 (Malay Peninsula Standard Time),,s1w105,focus,
Fri Sep 04 2015 14:53:46 GMT+0800 (Malay Peninsula Standard Time),,s1w106,focus,
Fri Sep 04 2015 14:53:46 GMT+0800 (Malay Peninsula Standard Time),,s1w107,focus,
Fri Sep 04 2015 14:53:47 GMT+0800 (Malay Peninsula Standard Time),,s1w108,focus,
Fri Sep 04 2015 14:53:47 GMT+0800 (Malay Peninsula Standard Time),,s1w109,focus,
Fri Sep 04 2015 14:53:48 GMT+0800 (Malay Peninsula Standard Time),,s1w109,label,"D"
Fri Sep 04 2015 14:53:49 GMT+0800 (Malay Peninsula Standard Time),,s1w110,focus,
Fri Sep 04 2015 14:53:49 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Fri Sep 04 2015 14:53:50 GMT+0800 (Malay Peninsula Standard Time),,s1w112,focus,
Fri Sep 04 2015 14:54:01 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Fri Sep 04 2015 14:54:01 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Fri Sep 04 2015 14:54:39 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Fri Sep 04 2015 14:54:45 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Fri Sep 04 2015 14:54:48 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Fri Sep 04 2015 14:55:36 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Fri Sep 04 2015 14:55:45 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Fri Sep 04 2015 14:57:13 GMT+0800 (Malay Peninsula Standard Time),,s1w111,label,"?"
Fri Sep 04 2015 14:57:52 GMT+0800 (Malay Peninsula Standard Time),,s1w111,label,"$"
Fri Sep 04 2015 14:57:53 GMT+0800 (Malay Peninsula Standard Time),,s7w44,focus,
Fri Sep 04 2015 14:57:53 GMT+0800 (Malay Peninsula Standard Time),,s7w44,focus,
Fri Sep 04 2015 14:57:54 GMT+0800 (Malay Peninsula Standard Time),,s7w44,label,"$"
Fri Sep 04 2015 14:57:54 GMT+0800 (Malay Peninsula Standard Time),,s7w44,focus,
Fri Sep 04 2015 14:57:55 GMT+0800 (Malay Peninsula Standard Time),,s7w45,focus,
Fri Sep 04 2015 14:57:55 GMT+0800 (Malay Peninsula Standard Time),,s7w45,focus,
Fri Sep 04 2015 14:58:12 GMT+0800 (Malay Peninsula Standard Time),,s7w45,focus,
Fri Sep 04 2015 14:58:25 GMT+0800 (Malay Peninsula Standard Time),,s7w45,focus,
Fri Sep 04 2015 14:59:41 GMT+0800 (Malay Peninsula Standard Time),,s1w10,focus,
Fri Sep 04 2015 14:59:41 GMT+0800 (Malay Peninsula Standard Time),,s1w10,focus,
Fri Sep 04 2015 14:59:42 GMT+0800 (Malay Peninsula Standard Time),,s1w10,label,"^"
Fri Sep 04 2015 15:00:10 GMT+0800 (Malay Peninsula Standard Time),,s1w14,focus,
Fri Sep 04 2015 15:00:10 GMT+0800 (Malay Peninsula Standard Time),,s1w14,focus,
Fri Sep 04 2015 15:00:10 GMT+0800 (Malay Peninsula Standard Time),,s1w14,label,"N"
Fri Sep 04 2015 15:00:11 GMT+0800 (Malay Peninsula Standard Time),,s1w38,focus,
Fri Sep 04 2015 15:00:25 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Fri Sep 04 2015 15:00:25 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Fri Sep 04 2015 15:00:26 GMT+0800 (Malay Peninsula Standard Time),,s1w111,label,"N"
Fri Sep 04 2015 15:00:26 GMT+0800 (Malay Peninsula Standard Time),,s1w115,focus,
Fri Sep 04 2015 15:03:32 GMT+0800 (Malay Peninsula Standard Time),,s1w122,focus,
Fri Sep 04 2015 15:03:32 GMT+0800 (Malay Peninsula Standard Time),,s1w122,focus,
Fri Sep 04 2015 15:03:35 GMT+0800 (Malay Peninsula Standard Time),,s1w122,label,"?"
Fri Sep 04 2015 15:03:36 GMT+0800 (Malay Peninsula Standard Time),,s1w127,focus,
Fri Sep 04 2015 15:03:36 GMT+0800 (Malay Peninsula Standard Time),,s1w127,focus,
Fri Sep 04 2015 15:04:02 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Fri Sep 04 2015 15:04:02 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Fri Sep 04 2015 15:04:03 GMT+0800 (Malay Peninsula Standard Time),,s2w3,label,"^"
Fri Sep 04 2015 15:04:56 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Fri Sep 04 2015 15:04:56 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Fri Sep 04 2015 15:05:00 GMT+0800 (Malay Peninsula Standard Time),,s3w17,focus,
Fri Sep 04 2015 15:05:00 GMT+0800 (Malay Peninsula Standard Time),,s3w17,focus,
Fri Sep 04 2015 15:05:01 GMT+0800 (Malay Peninsula Standard Time),,s3w17,label,"^"
Fri Sep 04 2015 15:05:01 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Fri Sep 04 2015 15:05:01 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Fri Sep 04 2015 15:05:08 GMT+0800 (Malay Peninsula Standard Time),,s4w6,focus,
Fri Sep 04 2015 15:05:08 GMT+0800 (Malay Peninsula Standard Time),,s4w6,focus,
Fri Sep 04 2015 15:05:08 GMT+0800 (Malay Peninsula Standard Time),,s4w6,label,"C"
Fri Sep 04 2015 15:05:09 GMT+0800 (Malay Peninsula Standard Time),,s4w8,focus,
Fri Sep 04 2015 15:05:09 GMT+0800 (Malay Peninsula Standard Time),,s4w8,focus,
Fri Sep 04 2015 15:05:09 GMT+0800 (Malay Peninsula Standard Time),,s4w8,label,"C"
Fri Sep 04 2015 15:06:15 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
