Fri Sep 04 2015 15:27:28 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Sep 04 2015 15:28:15 GMT+0800 (Malay Peninsula Standard Time),,s1w30,focus,
Fri Sep 04 2015 15:28:24 GMT+0800 (Malay Peninsula Standard Time),,s1w30,focus,
Fri Sep 04 2015 15:28:31 GMT+0800 (Malay Peninsula Standard Time),,s1w30,focus,
Fri Sep 04 2015 15:28:32 GMT+0800 (Malay Peninsula Standard Time),,s1w30,focus,
Fri Sep 04 2015 15:28:32 GMT+0800 (Malay Peninsula Standard Time),,s1w30,label,"N"
Fri Sep 04 2015 15:28:33 GMT+0800 (Malay Peninsula Standard Time),,s1w43,focus,
Fri Sep 04 2015 15:28:33 GMT+0800 (Malay Peninsula Standard Time),,s1w43,focus,
Fri Sep 04 2015 15:28:41 GMT+0800 (Malay Peninsula Standard Time),,s1w43,focus,
Fri Sep 04 2015 15:28:42 GMT+0800 (Malay Peninsula Standard Time),,s1w31,focus,
Fri Sep 04 2015 15:28:42 GMT+0800 (Malay Peninsula Standard Time),,s1w31,focus,
Fri Sep 04 2015 15:28:43 GMT+0800 (Malay Peninsula Standard Time),,s1w31,label,"N"
Fri Sep 04 2015 15:28:43 GMT+0800 (Malay Peninsula Standard Time),,s1w69,focus,
Fri Sep 04 2015 15:28:43 GMT+0800 (Malay Peninsula Standard Time),,s1w69,focus,
Fri Sep 04 2015 15:28:46 GMT+0800 (Malay Peninsula Standard Time),,s1w36,focus,
Fri Sep 04 2015 15:28:46 GMT+0800 (Malay Peninsula Standard Time),,s1w36,focus,
Fri Sep 04 2015 15:28:47 GMT+0800 (Malay Peninsula Standard Time),,s1w36,label,"D"
Fri Sep 04 2015 15:28:47 GMT+0800 (Malay Peninsula Standard Time),,s1w50,focus,
Fri Sep 04 2015 15:28:47 GMT+0800 (Malay Peninsula Standard Time),,s1w50,focus,
Fri Sep 04 2015 15:28:50 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Fri Sep 04 2015 15:28:50 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Fri Sep 04 2015 15:28:51 GMT+0800 (Malay Peninsula Standard Time),,s1w40,label,"^"
Fri Sep 04 2015 15:28:52 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Fri Sep 04 2015 15:28:52 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Fri Sep 04 2015 15:28:57 GMT+0800 (Malay Peninsula Standard Time),,s1w65,label,"D"
Fri Sep 04 2015 15:28:58 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Fri Sep 04 2015 15:28:58 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Fri Sep 04 2015 15:28:59 GMT+0800 (Malay Peninsula Standard Time),,s1w54,label,"D"
Fri Sep 04 2015 15:29:00 GMT+0800 (Malay Peninsula Standard Time),,s1w66,focus,
Fri Sep 04 2015 15:29:00 GMT+0800 (Malay Peninsula Standard Time),,s1w66,focus,
Fri Sep 04 2015 15:29:01 GMT+0800 (Malay Peninsula Standard Time),,s1w58,focus,
Fri Sep 04 2015 15:29:02 GMT+0800 (Malay Peninsula Standard Time),,s1w58,focus,
Fri Sep 04 2015 15:29:02 GMT+0800 (Malay Peninsula Standard Time),,s1w58,label,"^"
Fri Sep 04 2015 15:29:03 GMT+0800 (Malay Peninsula Standard Time),,s1w81,focus,
Fri Sep 04 2015 15:29:03 GMT+0800 (Malay Peninsula Standard Time),,s1w81,focus,
Fri Sep 04 2015 15:29:22 GMT+0800 (Malay Peninsula Standard Time),,s1w99,focus,
Fri Sep 04 2015 15:29:22 GMT+0800 (Malay Peninsula Standard Time),,s1w99,focus,
Fri Sep 04 2015 15:29:23 GMT+0800 (Malay Peninsula Standard Time),,s1w99,label,"^"
Fri Sep 04 2015 15:29:24 GMT+0800 (Malay Peninsula Standard Time),,s2w17,focus,
Fri Sep 04 2015 15:29:24 GMT+0800 (Malay Peninsula Standard Time),,s2w17,focus,
Fri Sep 04 2015 15:29:30 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Fri Sep 04 2015 15:29:30 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Fri Sep 04 2015 15:29:31 GMT+0800 (Malay Peninsula Standard Time),,s2w8,label,"^"
Fri Sep 04 2015 15:29:31 GMT+0800 (Malay Peninsula Standard Time),,s2w32,focus,
Fri Sep 04 2015 15:29:31 GMT+0800 (Malay Peninsula Standard Time),,s2w32,focus,
Fri Sep 04 2015 15:29:32 GMT+0800 (Malay Peninsula Standard Time),,s2w14,focus,
Fri Sep 04 2015 15:29:32 GMT+0800 (Malay Peninsula Standard Time),,s2w14,focus,
Fri Sep 04 2015 15:29:33 GMT+0800 (Malay Peninsula Standard Time),,s2w14,label,"^"
Fri Sep 04 2015 15:29:33 GMT+0800 (Malay Peninsula Standard Time),,s2w26,focus,
Fri Sep 04 2015 15:29:33 GMT+0800 (Malay Peninsula Standard Time),,s2w26,focus,
Fri Sep 04 2015 15:29:35 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Fri Sep 04 2015 15:29:35 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Fri Sep 04 2015 15:29:35 GMT+0800 (Malay Peninsula Standard Time),,s2w19,label,"^"
Fri Sep 04 2015 15:29:36 GMT+0800 (Malay Peninsula Standard Time),,s2w47,focus,
Fri Sep 04 2015 15:29:36 GMT+0800 (Malay Peninsula Standard Time),,s2w47,focus,
Fri Sep 04 2015 15:29:41 GMT+0800 (Malay Peninsula Standard Time),,s2w40,focus,
Fri Sep 04 2015 15:29:41 GMT+0800 (Malay Peninsula Standard Time),,s2w40,focus,
Fri Sep 04 2015 15:29:41 GMT+0800 (Malay Peninsula Standard Time),,s2w40,label,"^"
Fri Sep 04 2015 15:30:06 GMT+0800 (Malay Peninsula Standard Time),,s2w86,focus,
Fri Sep 04 2015 15:30:06 GMT+0800 (Malay Peninsula Standard Time),,s2w86,focus,
Fri Sep 04 2015 15:30:06 GMT+0800 (Malay Peninsula Standard Time),,s2w86,label,"G"
Fri Sep 04 2015 15:30:06 GMT+0800 (Malay Peninsula Standard Time),,s3w13,focus,
Fri Sep 04 2015 15:30:06 GMT+0800 (Malay Peninsula Standard Time),,s3w13,focus,
Fri Sep 04 2015 15:30:33 GMT+0800 (Malay Peninsula Standard Time),,s3w25,focus,
Fri Sep 04 2015 15:30:33 GMT+0800 (Malay Peninsula Standard Time),,s3w25,focus,
Fri Sep 04 2015 15:30:33 GMT+0800 (Malay Peninsula Standard Time),,s3w25,label,"^"
Fri Sep 04 2015 15:30:48 GMT+0800 (Malay Peninsula Standard Time),,s4w44,focus,
Fri Sep 04 2015 15:30:48 GMT+0800 (Malay Peninsula Standard Time),,s4w44,focus,
Fri Sep 04 2015 15:30:48 GMT+0800 (Malay Peninsula Standard Time),,s4w44,label,"D"
Fri Sep 04 2015 15:30:56 GMT+0800 (Malay Peninsula Standard Time),,s4w55,focus,
Fri Sep 04 2015 15:30:56 GMT+0800 (Malay Peninsula Standard Time),,s4w55,focus,
Fri Sep 04 2015 15:30:56 GMT+0800 (Malay Peninsula Standard Time),,s4w55,label,"^"
Fri Sep 04 2015 15:31:09 GMT+0800 (Malay Peninsula Standard Time),,s4w84,focus,
Fri Sep 04 2015 15:31:09 GMT+0800 (Malay Peninsula Standard Time),,s4w84,focus,
Fri Sep 04 2015 15:31:09 GMT+0800 (Malay Peninsula Standard Time),,s4w84,label,"^"
Fri Sep 04 2015 15:31:17 GMT+0800 (Malay Peninsula Standard Time),,s4w115,focus,
Fri Sep 04 2015 15:31:17 GMT+0800 (Malay Peninsula Standard Time),,s4w115,focus,
Fri Sep 04 2015 15:31:17 GMT+0800 (Malay Peninsula Standard Time),,s4w115,label,"^"
Fri Sep 04 2015 15:31:43 GMT+0800 (Malay Peninsula Standard Time),,s6w36,focus,
Fri Sep 04 2015 15:31:43 GMT+0800 (Malay Peninsula Standard Time),,s6w36,focus,
Fri Sep 04 2015 15:31:43 GMT+0800 (Malay Peninsula Standard Time),,s6w36,label,"N"
Fri Sep 04 2015 15:31:43 GMT+0800 (Malay Peninsula Standard Time),,s6w61,focus,
Fri Sep 04 2015 15:31:44 GMT+0800 (Malay Peninsula Standard Time),,s6w61,focus,
Fri Sep 04 2015 15:32:05 GMT+0800 (Malay Peninsula Standard Time),,s7w36,focus,
Fri Sep 04 2015 15:32:05 GMT+0800 (Malay Peninsula Standard Time),,s7w36,focus,
Fri Sep 04 2015 15:32:05 GMT+0800 (Malay Peninsula Standard Time),,s7w36,label,"^"
Fri Sep 04 2015 15:32:06 GMT+0800 (Malay Peninsula Standard Time),,s8w12,focus,
Fri Sep 04 2015 15:32:06 GMT+0800 (Malay Peninsula Standard Time),,s8w12,focus,
Fri Sep 04 2015 15:32:32 GMT+0800 (Malay Peninsula Standard Time),,s11w4,focus,
Fri Sep 04 2015 15:32:32 GMT+0800 (Malay Peninsula Standard Time),,s11w4,focus,
Fri Sep 04 2015 15:32:32 GMT+0800 (Malay Peninsula Standard Time),,s11w4,label,"N"
Fri Sep 04 2015 15:33:07 GMT+0800 (Malay Peninsula Standard Time),,s11w11,focus,
Fri Sep 04 2015 15:33:07 GMT+0800 (Malay Peninsula Standard Time),,s11w11,focus,
Fri Sep 04 2015 15:33:07 GMT+0800 (Malay Peninsula Standard Time),,s11w11,label,"^"
Fri Sep 04 2015 15:33:12 GMT+0800 (Malay Peninsula Standard Time),,s11w16,focus,
Fri Sep 04 2015 15:33:12 GMT+0800 (Malay Peninsula Standard Time),,s11w16,focus,
Fri Sep 04 2015 15:33:13 GMT+0800 (Malay Peninsula Standard Time),,s11w16,label,"U"
Fri Sep 04 2015 15:33:41 GMT+0800 (Malay Peninsula Standard Time),,s11w19,focus,
Fri Sep 04 2015 15:33:41 GMT+0800 (Malay Peninsula Standard Time),,s11w19,focus,
Fri Sep 04 2015 15:33:45 GMT+0800 (Malay Peninsula Standard Time),,s11w19,label,"&"
Fri Sep 04 2015 15:34:35 GMT+0800 (Malay Peninsula Standard Time),,s11w18,focus,
Fri Sep 04 2015 15:34:35 GMT+0800 (Malay Peninsula Standard Time),,s11w18,focus,
Fri Sep 04 2015 15:34:35 GMT+0800 (Malay Peninsula Standard Time),,s11w18,label,"D"
Fri Sep 04 2015 15:36:16 GMT+0800 (Malay Peninsula Standard Time),,s0w11,focus,
Fri Sep 04 2015 15:36:17 GMT+0800 (Malay Peninsula Standard Time),,s0w11,focus,
Fri Sep 04 2015 15:36:17 GMT+0800 (Malay Peninsula Standard Time),,s0w11,label,"^"
Fri Sep 04 2015 15:36:26 GMT+0800 (Malay Peninsula Standard Time),,s1w16,focus,
Fri Sep 04 2015 15:36:26 GMT+0800 (Malay Peninsula Standard Time),,s1w16,focus,
Fri Sep 04 2015 15:36:26 GMT+0800 (Malay Peninsula Standard Time),,s1w16,label,"^"
Fri Sep 04 2015 15:36:38 GMT+0800 (Malay Peninsula Standard Time),,s2w35,focus,
Fri Sep 04 2015 15:36:38 GMT+0800 (Malay Peninsula Standard Time),,s2w35,focus,
Fri Sep 04 2015 15:36:39 GMT+0800 (Malay Peninsula Standard Time),,s2w35,label,"^"
Fri Sep 04 2015 15:36:41 GMT+0800 (Malay Peninsula Standard Time),,s4w10,focus,
Fri Sep 04 2015 15:36:42 GMT+0800 (Malay Peninsula Standard Time),,s4w10,focus,
Fri Sep 04 2015 15:36:42 GMT+0800 (Malay Peninsula Standard Time),,s4w10,label,"^"
Fri Sep 04 2015 15:36:45 GMT+0800 (Malay Peninsula Standard Time),,s4w101,focus,
Fri Sep 04 2015 15:36:45 GMT+0800 (Malay Peninsula Standard Time),,s4w101,focus,
Fri Sep 04 2015 15:36:46 GMT+0800 (Malay Peninsula Standard Time),,s4w101,label,"^"
Fri Sep 04 2015 15:36:54 GMT+0800 (Malay Peninsula Standard Time),,s11w4,focus,
Fri Sep 04 2015 15:36:54 GMT+0800 (Malay Peninsula Standard Time),,s11w4,focus,
Fri Sep 04 2015 15:36:55 GMT+0800 (Malay Peninsula Standard Time),,s11w4,label,"^"
Fri Sep 04 2015 15:37:01 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
