Fri Aug 21 2015 15:34:56 GMT+0800 (中国标准时间),,,pageReady,0:100:100
Fri Aug 21 2015 15:43:48 GMT+0800 (中国标准时间),,s1w136,focus,
Fri Aug 21 2015 15:43:51 GMT+0800 (中国标准时间),,s1w136,label,"V"
Fri Aug 21 2015 15:44:35 GMT+0800 (中国标准时间),,s1w176,focus,
Fri Aug 21 2015 15:44:35 GMT+0800 (中国标准时间),,s1w176,focus,
Fri Aug 21 2015 15:44:36 GMT+0800 (中国标准时间),,s1w176,label,"U"
Fri Aug 21 2015 15:44:45 GMT+0800 (中国标准时间),,s2w7,focus,
Fri Aug 21 2015 15:44:45 GMT+0800 (中国标准时间),,s2w7,focus,
Fri Aug 21 2015 15:44:47 GMT+0800 (中国标准时间),,s2w7,label,"U"
Fri Aug 21 2015 15:45:27 GMT+0800 (中国标准时间),,s4w7,focus,
Fri Aug 21 2015 15:45:27 GMT+0800 (中国标准时间),,s4w7,focus,
Fri Aug 21 2015 15:45:28 GMT+0800 (中国标准时间),,s4w7,label,"V"
Fri Aug 21 2015 15:45:32 GMT+0800 (中国标准时间),,s4w7,label,"^"
Fri Aug 21 2015 15:47:09 GMT+0800 (中国标准时间),,s5w45,focus,
Fri Aug 21 2015 15:47:09 GMT+0800 (中国标准时间),,s5w45,focus,
Fri Aug 21 2015 15:47:11 GMT+0800 (中国标准时间),,s5w45,label,"^"
Fri Aug 21 2015 15:48:18 GMT+0800 (中国标准时间),,s5w52,focus,
Fri Aug 21 2015 15:48:18 GMT+0800 (中国标准时间),,s5w52,focus,
Fri Aug 21 2015 15:48:22 GMT+0800 (中国标准时间),,s5w52,label,"^"
Fri Aug 21 2015 15:48:31 GMT+0800 (中国标准时间),,s5w59,focus,
Fri Aug 21 2015 15:48:31 GMT+0800 (中国标准时间),,s5w59,focus,
Fri Aug 21 2015 15:48:32 GMT+0800 (中国标准时间),,s5w59,label,"V"
Fri Aug 21 2015 15:48:45 GMT+0800 (中国标准时间),,s5w59,focus,
Fri Aug 21 2015 15:50:23 GMT+0800 (中国标准时间),,s6w20,focus,
Fri Aug 21 2015 15:50:23 GMT+0800 (中国标准时间),,s6w20,focus,
Fri Aug 21 2015 15:50:25 GMT+0800 (中国标准时间),,s6w20,label,"A"
Fri Aug 21 2015 15:51:06 GMT+0800 (中国标准时间),,s6w61,focus,
Fri Aug 21 2015 15:51:06 GMT+0800 (中国标准时间),,s6w61,focus,
Fri Aug 21 2015 15:51:09 GMT+0800 (中国标准时间),,s6w61,label,"A"
Fri Aug 21 2015 15:51:30 GMT+0800 (中国标准时间),,s5w41,focus,
Fri Aug 21 2015 15:51:30 GMT+0800 (中国标准时间),,s5w41,focus,
Fri Aug 21 2015 15:52:19 GMT+0800 (中国标准时间),,s6w79,focus,
Fri Aug 21 2015 15:52:19 GMT+0800 (中国标准时间),,s6w79,focus,
Fri Aug 21 2015 15:52:20 GMT+0800 (中国标准时间),,s6w79,label,"A"
Fri Aug 21 2015 15:52:39 GMT+0800 (中国标准时间),,s6w79,focus,
Fri Aug 21 2015 15:53:00 GMT+0800 (中国标准时间),,s6w101,focus,
Fri Aug 21 2015 15:53:00 GMT+0800 (中国标准时间),,s6w101,focus,
Fri Aug 21 2015 15:53:22 GMT+0800 (中国标准时间),,s6w103,focus,
Fri Aug 21 2015 15:53:22 GMT+0800 (中国标准时间),,s6w103,focus,
Fri Aug 21 2015 15:53:25 GMT+0800 (中国标准时间),,s6w103,label,"G"
Fri Aug 21 2015 15:53:25 GMT+0800 (中国标准时间),,s6w104,focus,
Fri Aug 21 2015 15:53:26 GMT+0800 (中国标准时间),,s6w104,label,"G"
Fri Aug 21 2015 15:53:27 GMT+0800 (中国标准时间),,s6w105,focus,
Fri Aug 21 2015 15:53:28 GMT+0800 (中国标准时间),,s6w105,label,"G"
Fri Aug 21 2015 15:54:03 GMT+0800 (中国标准时间),,s7w28,focus,
Fri Aug 21 2015 15:54:03 GMT+0800 (中国标准时间),,s7w28,focus,
Fri Aug 21 2015 15:54:10 GMT+0800 (中国标准时间),,s7w28,label,"^"
Fri Aug 21 2015 15:54:16 GMT+0800 (中国标准时间),,s7w31,focus,
Fri Aug 21 2015 15:54:16 GMT+0800 (中国标准时间),,s7w31,focus,
Fri Aug 21 2015 15:54:17 GMT+0800 (中国标准时间),,s7w31,label,"U"
Fri Aug 21 2015 15:54:28 GMT+0800 (中国标准时间),,s8w21,focus,
Fri Aug 21 2015 15:54:28 GMT+0800 (中国标准时间),,s8w21,focus,
Fri Aug 21 2015 15:54:29 GMT+0800 (中国标准时间),,s8w21,label,"V"
Fri Aug 21 2015 15:54:33 GMT+0800 (中国标准时间),,s8w21,label,"^"
Fri Aug 21 2015 15:55:38 GMT+0800 (中国标准时间),,s8w21,focus,
Fri Aug 21 2015 15:55:44 GMT+0800 (中国标准时间),,s8w48,focus,
Fri Aug 21 2015 15:55:44 GMT+0800 (中国标准时间),,s8w48,focus,
Fri Aug 21 2015 15:55:46 GMT+0800 (中国标准时间),,s8w48,label,"^"
Fri Aug 21 2015 15:55:50 GMT+0800 (中国标准时间),,s8w27,focus,
Fri Aug 21 2015 15:55:50 GMT+0800 (中国标准时间),,s8w27,focus,
Fri Aug 21 2015 15:55:52 GMT+0800 (中国标准时间),,s8w27,label,"^"
Fri Aug 21 2015 15:58:58 GMT+0800 (中国标准时间),,s8w27,focus,
Fri Aug 21 2015 15:59:23 GMT+0800 (中国标准时间),,s8w27,focus,
Fri Aug 21 2015 16:00:00 GMT+0800 (中国标准时间),,s11w44,focus,
Fri Aug 21 2015 16:00:00 GMT+0800 (中国标准时间),,s11w44,focus,
Fri Aug 21 2015 16:00:01 GMT+0800 (中国标准时间),,s11w44,label,"U"
Fri Aug 21 2015 16:00:15 GMT+0800 (中国标准时间),,s12w9,focus,
Fri Aug 21 2015 16:00:15 GMT+0800 (中国标准时间),,s12w9,focus,
Fri Aug 21 2015 16:00:34 GMT+0800 (中国标准时间),,s11w45,focus,
Fri Aug 21 2015 16:00:34 GMT+0800 (中国标准时间),,s11w45,focus,
Fri Aug 21 2015 16:00:35 GMT+0800 (中国标准时间),,s11w45,label,"G"
Fri Aug 21 2015 16:00:52 GMT+0800 (中国标准时间),,s12w12,focus,
Fri Aug 21 2015 16:00:52 GMT+0800 (中国标准时间),,s12w12,focus,
Fri Aug 21 2015 16:00:58 GMT+0800 (中国标准时间),,s12w12,label,"$"
Fri Aug 21 2015 16:01:27 GMT+0800 (中国标准时间),,s12w67,focus,
Fri Aug 21 2015 16:01:27 GMT+0800 (中国标准时间),,s12w67,focus,
Fri Aug 21 2015 16:01:38 GMT+0800 (中国标准时间),,s12w67,label,"^"
Fri Aug 21 2015 16:01:44 GMT+0800 (中国标准时间),,,submitPage,
