Wed Sep 02 2015 17:02:44 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 17:03:46 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Wed Sep 02 2015 17:03:47 GMT+0800 (Malay Peninsula Standard Time),,s2w5,label,"^"
Wed Sep 02 2015 17:04:11 GMT+0800 (Malay Peninsula Standard Time),,s4w11,focus,
Wed Sep 02 2015 17:04:12 GMT+0800 (Malay Peninsula Standard Time),,s4w11,focus,
Wed Sep 02 2015 17:04:13 GMT+0800 (Malay Peninsula Standard Time),,s4w11,label,","
Wed Sep 02 2015 17:04:16 GMT+0800 (Malay Peninsula Standard Time),,s4w40,focus,
Wed Sep 02 2015 17:04:16 GMT+0800 (Malay Peninsula Standard Time),,s4w40,focus,
Wed Sep 02 2015 17:04:17 GMT+0800 (Malay Peninsula Standard Time),,s4w40,label,"^"
Wed Sep 02 2015 17:04:18 GMT+0800 (Malay Peninsula Standard Time),,s4w40,focus,
Wed Sep 02 2015 17:04:19 GMT+0800 (Malay Peninsula Standard Time),,s4w22,focus,
Wed Sep 02 2015 17:04:19 GMT+0800 (Malay Peninsula Standard Time),,s4w22,focus,
Wed Sep 02 2015 17:04:20 GMT+0800 (Malay Peninsula Standard Time),,s4w22,label,"^"
Wed Sep 02 2015 17:04:35 GMT+0800 (Malay Peninsula Standard Time),,s4w48,focus,
Wed Sep 02 2015 17:04:35 GMT+0800 (Malay Peninsula Standard Time),,s4w48,focus,
Wed Sep 02 2015 17:04:36 GMT+0800 (Malay Peninsula Standard Time),,s4w48,label,"^"
Wed Sep 02 2015 17:04:41 GMT+0800 (Malay Peninsula Standard Time),,s4w60,focus,
Wed Sep 02 2015 17:04:41 GMT+0800 (Malay Peninsula Standard Time),,s4w60,focus,
Wed Sep 02 2015 17:04:42 GMT+0800 (Malay Peninsula Standard Time),,s4w60,label,"^"
Wed Sep 02 2015 17:04:45 GMT+0800 (Malay Peninsula Standard Time),,s5w4,focus,
Wed Sep 02 2015 17:04:45 GMT+0800 (Malay Peninsula Standard Time),,s5w4,focus,
Wed Sep 02 2015 17:04:50 GMT+0800 (Malay Peninsula Standard Time),,s5w7,focus,
Wed Sep 02 2015 17:04:50 GMT+0800 (Malay Peninsula Standard Time),,s5w7,focus,
Wed Sep 02 2015 17:04:52 GMT+0800 (Malay Peninsula Standard Time),,s5w7,label,"^"
Wed Sep 02 2015 17:05:20 GMT+0800 (Malay Peninsula Standard Time),,s7w38,focus,
Wed Sep 02 2015 17:05:20 GMT+0800 (Malay Peninsula Standard Time),,s7w38,focus,
Wed Sep 02 2015 17:05:23 GMT+0800 (Malay Peninsula Standard Time),,s7w38,label,"^"
Wed Sep 02 2015 17:05:38 GMT+0800 (Malay Peninsula Standard Time),,s9w12,focus,
Wed Sep 02 2015 17:05:38 GMT+0800 (Malay Peninsula Standard Time),,s9w12,focus,
Wed Sep 02 2015 17:05:39 GMT+0800 (Malay Peninsula Standard Time),,s9w12,label,"^"
Wed Sep 02 2015 17:05:47 GMT+0800 (Malay Peninsula Standard Time),,s10w2,focus,
Wed Sep 02 2015 17:05:47 GMT+0800 (Malay Peninsula Standard Time),,s10w2,focus,
Wed Sep 02 2015 17:05:51 GMT+0800 (Malay Peninsula Standard Time),,s10w7,focus,
Wed Sep 02 2015 17:05:51 GMT+0800 (Malay Peninsula Standard Time),,s10w7,focus,
Wed Sep 02 2015 17:05:52 GMT+0800 (Malay Peninsula Standard Time),,s10w7,label,"^"
Wed Sep 02 2015 17:06:56 GMT+0800 (Malay Peninsula Standard Time),,s12w88,focus,
Wed Sep 02 2015 17:06:56 GMT+0800 (Malay Peninsula Standard Time),,s12w88,focus,
Wed Sep 02 2015 17:06:58 GMT+0800 (Malay Peninsula Standard Time),,s12w88,label,"G"
Wed Sep 02 2015 17:07:00 GMT+0800 (Malay Peninsula Standard Time),,s12w90,focus,
Wed Sep 02 2015 17:07:00 GMT+0800 (Malay Peninsula Standard Time),,s12w90,focus,
Wed Sep 02 2015 17:07:00 GMT+0800 (Malay Peninsula Standard Time),,s12w90,label,"G"
Wed Sep 02 2015 17:07:01 GMT+0800 (Malay Peninsula Standard Time),,s12w93,focus,
Wed Sep 02 2015 17:07:01 GMT+0800 (Malay Peninsula Standard Time),,s12w93,focus,
Wed Sep 02 2015 17:07:01 GMT+0800 (Malay Peninsula Standard Time),,s12w93,label,"G"
Wed Sep 02 2015 17:07:02 GMT+0800 (Malay Peninsula Standard Time),,s12w89,focus,
Wed Sep 02 2015 17:07:02 GMT+0800 (Malay Peninsula Standard Time),,s12w89,focus,
Wed Sep 02 2015 17:07:02 GMT+0800 (Malay Peninsula Standard Time),,s12w89,label,"G"
Wed Sep 02 2015 17:07:03 GMT+0800 (Malay Peninsula Standard Time),,s12w95,focus,
Wed Sep 02 2015 17:07:03 GMT+0800 (Malay Peninsula Standard Time),,s12w95,focus,
Wed Sep 02 2015 17:07:04 GMT+0800 (Malay Peninsula Standard Time),,s12w95,label,"G"
Wed Sep 02 2015 17:07:04 GMT+0800 (Malay Peninsula Standard Time),,s12w96,focus,
Wed Sep 02 2015 17:07:04 GMT+0800 (Malay Peninsula Standard Time),,s12w96,focus,
Wed Sep 02 2015 17:07:04 GMT+0800 (Malay Peninsula Standard Time),,s12w96,label,"G"
Wed Sep 02 2015 17:07:05 GMT+0800 (Malay Peninsula Standard Time),,s12w97,focus,
Wed Sep 02 2015 17:07:05 GMT+0800 (Malay Peninsula Standard Time),,s12w97,focus,
Wed Sep 02 2015 17:07:06 GMT+0800 (Malay Peninsula Standard Time),,s12w97,label,"G"
Wed Sep 02 2015 17:07:13 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
