Fri Sep 04 2015 16:43:05 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Sep 04 2015 16:43:45 GMT+0800 (Malay Peninsula Standard Time),,s1w17,focus,
Fri Sep 04 2015 16:43:46 GMT+0800 (Malay Peninsula Standard Time),,s1w18,focus,
Fri Sep 04 2015 16:43:47 GMT+0800 (Malay Peninsula Standard Time),,s1w19,focus,
Fri Sep 04 2015 16:43:48 GMT+0800 (Malay Peninsula Standard Time),,s1w20,focus,
Fri Sep 04 2015 16:43:49 GMT+0800 (Malay Peninsula Standard Time),,s1w21,focus,
Fri Sep 04 2015 16:43:49 GMT+0800 (Malay Peninsula Standard Time),,s1w22,focus,
Fri Sep 04 2015 16:43:49 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Fri Sep 04 2015 16:43:50 GMT+0800 (Malay Peninsula Standard Time),,s1w24,focus,
Fri Sep 04 2015 16:43:51 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Fri Sep 04 2015 16:43:58 GMT+0800 (Malay Peninsula Standard Time),,s2w2,focus,
Fri Sep 04 2015 16:43:59 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Fri Sep 04 2015 16:43:59 GMT+0800 (Malay Peninsula Standard Time),,s2w4,focus,
Fri Sep 04 2015 16:44:00 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Fri Sep 04 2015 16:44:01 GMT+0800 (Malay Peninsula Standard Time),,s2w6,focus,
Fri Sep 04 2015 16:44:02 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Fri Sep 04 2015 16:44:02 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Fri Sep 04 2015 16:44:02 GMT+0800 (Malay Peninsula Standard Time),,s2w9,focus,
Fri Sep 04 2015 16:44:03 GMT+0800 (Malay Peninsula Standard Time),,s2w10,focus,
Fri Sep 04 2015 16:44:03 GMT+0800 (Malay Peninsula Standard Time),,s2w11,focus,
Fri Sep 04 2015 16:44:03 GMT+0800 (Malay Peninsula Standard Time),,s2w12,focus,
Fri Sep 04 2015 16:44:06 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Fri Sep 04 2015 16:44:10 GMT+0800 (Malay Peninsula Standard Time),,s2w13,label,"G"
Fri Sep 04 2015 16:44:11 GMT+0800 (Malay Peninsula Standard Time),,s2w14,focus,
Fri Sep 04 2015 16:44:18 GMT+0800 (Malay Peninsula Standard Time),,s2w15,focus,
Fri Sep 04 2015 16:44:19 GMT+0800 (Malay Peninsula Standard Time),,s2w16,focus,
Fri Sep 04 2015 16:44:19 GMT+0800 (Malay Peninsula Standard Time),,s2w17,focus,
Fri Sep 04 2015 16:44:20 GMT+0800 (Malay Peninsula Standard Time),,s2w18,focus,
Fri Sep 04 2015 16:44:20 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Fri Sep 04 2015 16:44:21 GMT+0800 (Malay Peninsula Standard Time),,s2w20,focus,
Fri Sep 04 2015 16:44:21 GMT+0800 (Malay Peninsula Standard Time),,s2w21,focus,
Fri Sep 04 2015 16:44:22 GMT+0800 (Malay Peninsula Standard Time),,s2w22,focus,
Fri Sep 04 2015 16:44:22 GMT+0800 (Malay Peninsula Standard Time),,s2w23,focus,
Fri Sep 04 2015 16:44:24 GMT+0800 (Malay Peninsula Standard Time),,s2w24,focus,
Fri Sep 04 2015 16:44:24 GMT+0800 (Malay Peninsula Standard Time),,s2w25,focus,
Fri Sep 04 2015 16:44:25 GMT+0800 (Malay Peninsula Standard Time),,s2w26,focus,
Fri Sep 04 2015 16:44:26 GMT+0800 (Malay Peninsula Standard Time),,s2w27,focus,
Fri Sep 04 2015 16:44:26 GMT+0800 (Malay Peninsula Standard Time),,s2w28,focus,
Fri Sep 04 2015 16:44:27 GMT+0800 (Malay Peninsula Standard Time),,s2w29,focus,
Fri Sep 04 2015 16:44:27 GMT+0800 (Malay Peninsula Standard Time),,s2w30,focus,
Fri Sep 04 2015 16:44:27 GMT+0800 (Malay Peninsula Standard Time),,s2w31,focus,
Fri Sep 04 2015 16:44:28 GMT+0800 (Malay Peninsula Standard Time),,s2w32,focus,
Fri Sep 04 2015 16:44:28 GMT+0800 (Malay Peninsula Standard Time),,s2w33,focus,
Fri Sep 04 2015 16:44:29 GMT+0800 (Malay Peninsula Standard Time),,s2w34,focus,
Fri Sep 04 2015 16:44:29 GMT+0800 (Malay Peninsula Standard Time),,s2w35,focus,
Fri Sep 04 2015 16:44:30 GMT+0800 (Malay Peninsula Standard Time),,s2w36,focus,
Fri Sep 04 2015 16:44:31 GMT+0800 (Malay Peninsula Standard Time),,s2w37,focus,
Fri Sep 04 2015 16:44:32 GMT+0800 (Malay Peninsula Standard Time),,s2w38,focus,
Fri Sep 04 2015 16:44:33 GMT+0800 (Malay Peninsula Standard Time),,s2w39,focus,
Fri Sep 04 2015 16:44:33 GMT+0800 (Malay Peninsula Standard Time),,s2w40,focus,
Fri Sep 04 2015 16:44:34 GMT+0800 (Malay Peninsula Standard Time),,s2w41,focus,
Fri Sep 04 2015 16:44:34 GMT+0800 (Malay Peninsula Standard Time),,s2w42,focus,
Fri Sep 04 2015 16:44:35 GMT+0800 (Malay Peninsula Standard Time),,s2w43,focus,
Fri Sep 04 2015 16:44:35 GMT+0800 (Malay Peninsula Standard Time),,s2w44,focus,
Fri Sep 04 2015 16:44:37 GMT+0800 (Malay Peninsula Standard Time),,s2w45,focus,
Fri Sep 04 2015 16:44:37 GMT+0800 (Malay Peninsula Standard Time),,s2w46,focus,
Fri Sep 04 2015 16:44:37 GMT+0800 (Malay Peninsula Standard Time),,s3w1,focus,
Fri Sep 04 2015 16:44:38 GMT+0800 (Malay Peninsula Standard Time),,s3w2,focus,
Fri Sep 04 2015 16:44:39 GMT+0800 (Malay Peninsula Standard Time),,s3w3,focus,
Fri Sep 04 2015 16:44:40 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Fri Sep 04 2015 16:44:41 GMT+0800 (Malay Peninsula Standard Time),,s3w5,focus,
Fri Sep 04 2015 16:44:42 GMT+0800 (Malay Peninsula Standard Time),,s3w6,focus,
Fri Sep 04 2015 16:44:45 GMT+0800 (Malay Peninsula Standard Time),,s3w7,focus,
Fri Sep 04 2015 16:44:46 GMT+0800 (Malay Peninsula Standard Time),,s3w8,focus,
Fri Sep 04 2015 16:44:46 GMT+0800 (Malay Peninsula Standard Time),,s3w9,focus,
Fri Sep 04 2015 16:44:47 GMT+0800 (Malay Peninsula Standard Time),,s3w10,focus,
Fri Sep 04 2015 16:44:47 GMT+0800 (Malay Peninsula Standard Time),,s3w11,focus,
Fri Sep 04 2015 16:44:48 GMT+0800 (Malay Peninsula Standard Time),,s3w12,focus,
Fri Sep 04 2015 16:44:49 GMT+0800 (Malay Peninsula Standard Time),,s3w13,focus,
Fri Sep 04 2015 16:44:49 GMT+0800 (Malay Peninsula Standard Time),,s3w14,focus,
Fri Sep 04 2015 16:44:51 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Fri Sep 04 2015 16:44:51 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Fri Sep 04 2015 16:44:52 GMT+0800 (Malay Peninsula Standard Time),,s3w17,focus,
Fri Sep 04 2015 16:44:52 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Fri Sep 04 2015 16:44:53 GMT+0800 (Malay Peninsula Standard Time),,s3w19,focus,
Fri Sep 04 2015 16:44:53 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Fri Sep 04 2015 16:44:53 GMT+0800 (Malay Peninsula Standard Time),,s3w21,focus,
Fri Sep 04 2015 16:44:54 GMT+0800 (Malay Peninsula Standard Time),,s3w22,focus,
Fri Sep 04 2015 16:44:55 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Fri Sep 04 2015 16:44:56 GMT+0800 (Malay Peninsula Standard Time),,s3w24,focus,
Fri Sep 04 2015 16:44:57 GMT+0800 (Malay Peninsula Standard Time),,s3w25,focus,
Fri Sep 04 2015 16:44:57 GMT+0800 (Malay Peninsula Standard Time),,s3w26,focus,
Fri Sep 04 2015 16:44:58 GMT+0800 (Malay Peninsula Standard Time),,s3w27,focus,
Fri Sep 04 2015 16:45:00 GMT+0800 (Malay Peninsula Standard Time),,s3w28,focus,
Fri Sep 04 2015 16:45:03 GMT+0800 (Malay Peninsula Standard Time),,s3w28,focus,
Fri Sep 04 2015 16:45:03 GMT+0800 (Malay Peninsula Standard Time),,s3w29,focus,
Fri Sep 04 2015 16:45:05 GMT+0800 (Malay Peninsula Standard Time),,s3w30,focus,
Fri Sep 04 2015 16:45:06 GMT+0800 (Malay Peninsula Standard Time),,s3w31,focus,
Fri Sep 04 2015 16:45:07 GMT+0800 (Malay Peninsula Standard Time),,s3w32,focus,
Fri Sep 04 2015 16:45:07 GMT+0800 (Malay Peninsula Standard Time),,s3w33,focus,
Fri Sep 04 2015 16:45:08 GMT+0800 (Malay Peninsula Standard Time),,s3w34,focus,
Fri Sep 04 2015 16:45:08 GMT+0800 (Malay Peninsula Standard Time),,s3w35,focus,
Fri Sep 04 2015 16:45:09 GMT+0800 (Malay Peninsula Standard Time),,s3w36,focus,
Fri Sep 04 2015 16:45:09 GMT+0800 (Malay Peninsula Standard Time),,s3w37,focus,
Fri Sep 04 2015 16:45:10 GMT+0800 (Malay Peninsula Standard Time),,s3w38,focus,
Fri Sep 04 2015 16:45:11 GMT+0800 (Malay Peninsula Standard Time),,s3w39,focus,
Fri Sep 04 2015 16:45:11 GMT+0800 (Malay Peninsula Standard Time),,s3w40,focus,
Fri Sep 04 2015 16:45:12 GMT+0800 (Malay Peninsula Standard Time),,s3w41,focus,
Fri Sep 04 2015 16:45:13 GMT+0800 (Malay Peninsula Standard Time),,s3w42,focus,
Fri Sep 04 2015 16:45:14 GMT+0800 (Malay Peninsula Standard Time),,s3w43,focus,
Fri Sep 04 2015 16:45:14 GMT+0800 (Malay Peninsula Standard Time),,s3w44,focus,
Fri Sep 04 2015 16:45:16 GMT+0800 (Malay Peninsula Standard Time),,s3w45,focus,
Fri Sep 04 2015 16:45:17 GMT+0800 (Malay Peninsula Standard Time),,s3w46,focus,
Fri Sep 04 2015 16:45:17 GMT+0800 (Malay Peninsula Standard Time),,s3w47,focus,
Fri Sep 04 2015 16:45:18 GMT+0800 (Malay Peninsula Standard Time),,s3w48,focus,
Fri Sep 04 2015 16:45:18 GMT+0800 (Malay Peninsula Standard Time),,s3w49,focus,
Fri Sep 04 2015 16:45:19 GMT+0800 (Malay Peninsula Standard Time),,s3w50,focus,
Fri Sep 04 2015 16:45:19 GMT+0800 (Malay Peninsula Standard Time),,s3w51,focus,
Fri Sep 04 2015 16:45:20 GMT+0800 (Malay Peninsula Standard Time),,s3w52,focus,
Fri Sep 04 2015 16:45:20 GMT+0800 (Malay Peninsula Standard Time),,s3w53,focus,
Fri Sep 04 2015 16:45:20 GMT+0800 (Malay Peninsula Standard Time),,s3w54,focus,
Fri Sep 04 2015 16:45:23 GMT+0800 (Malay Peninsula Standard Time),,s3w55,focus,
Fri Sep 04 2015 16:45:24 GMT+0800 (Malay Peninsula Standard Time),,s3w56,focus,
Fri Sep 04 2015 16:45:25 GMT+0800 (Malay Peninsula Standard Time),,s3w57,focus,
Fri Sep 04 2015 16:45:25 GMT+0800 (Malay Peninsula Standard Time),,s3w58,focus,
Fri Sep 04 2015 16:45:26 GMT+0800 (Malay Peninsula Standard Time),,s3w59,focus,
Fri Sep 04 2015 16:45:26 GMT+0800 (Malay Peninsula Standard Time),,s3w60,focus,
Fri Sep 04 2015 16:45:27 GMT+0800 (Malay Peninsula Standard Time),,s4w1,focus,
Fri Sep 04 2015 16:45:28 GMT+0800 (Malay Peninsula Standard Time),,s4w2,focus,
Fri Sep 04 2015 16:45:30 GMT+0800 (Malay Peninsula Standard Time),,s4w3,focus,
Fri Sep 04 2015 16:45:30 GMT+0800 (Malay Peninsula Standard Time),,s4w4,focus,
Fri Sep 04 2015 16:45:30 GMT+0800 (Malay Peninsula Standard Time),,s4w5,focus,
Fri Sep 04 2015 16:45:31 GMT+0800 (Malay Peninsula Standard Time),,s4w6,focus,
Fri Sep 04 2015 16:45:32 GMT+0800 (Malay Peninsula Standard Time),,s4w7,focus,
Fri Sep 04 2015 16:45:33 GMT+0800 (Malay Peninsula Standard Time),,s4w8,focus,
Fri Sep 04 2015 16:45:36 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
