Fri Aug 21 2015 17:04:36 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Aug 21 2015 17:05:03 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Fri Aug 21 2015 17:05:04 GMT+0800 (Malay Peninsula Standard Time),,s1w5,focus,
Fri Aug 21 2015 17:05:04 GMT+0800 (Malay Peninsula Standard Time),,s1w6,focus,
Fri Aug 21 2015 17:05:05 GMT+0800 (Malay Peninsula Standard Time),,s1w7,focus,
Fri Aug 21 2015 17:05:05 GMT+0800 (Malay Peninsula Standard Time),,s1w8,focus,
Fri Aug 21 2015 17:05:05 GMT+0800 (Malay Peninsula Standard Time),,s1w9,focus,
Fri Aug 21 2015 17:05:06 GMT+0800 (Malay Peninsula Standard Time),,s1w10,focus,
Fri Aug 21 2015 17:05:06 GMT+0800 (Malay Peninsula Standard Time),,s1w11,focus,
Fri Aug 21 2015 17:05:08 GMT+0800 (Malay Peninsula Standard Time),,s1w12,focus,
Fri Aug 21 2015 17:05:08 GMT+0800 (Malay Peninsula Standard Time),,s1w13,focus,
Fri Aug 21 2015 17:05:08 GMT+0800 (Malay Peninsula Standard Time),,s1w14,focus,
Fri Aug 21 2015 17:05:09 GMT+0800 (Malay Peninsula Standard Time),,s1w15,focus,
Fri Aug 21 2015 17:05:14 GMT+0800 (Malay Peninsula Standard Time),,s1w14,focus,
Fri Aug 21 2015 17:05:15 GMT+0800 (Malay Peninsula Standard Time),,s1w14,label,"G"
Fri Aug 21 2015 17:05:15 GMT+0800 (Malay Peninsula Standard Time),,s1w15,focus,
Fri Aug 21 2015 17:05:15 GMT+0800 (Malay Peninsula Standard Time),,s1w15,label,"G"
Fri Aug 21 2015 17:05:15 GMT+0800 (Malay Peninsula Standard Time),,s1w16,focus,
Fri Aug 21 2015 17:05:15 GMT+0800 (Malay Peninsula Standard Time),,s1w16,label,"G"
Fri Aug 21 2015 17:05:16 GMT+0800 (Malay Peninsula Standard Time),,s1w17,focus,
Fri Aug 21 2015 17:05:16 GMT+0800 (Malay Peninsula Standard Time),,s1w17,label,"G"
Fri Aug 21 2015 17:05:17 GMT+0800 (Malay Peninsula Standard Time),,s1w17,label,"G"
Fri Aug 21 2015 17:05:17 GMT+0800 (Malay Peninsula Standard Time),,s1w18,focus,
Fri Aug 21 2015 17:05:18 GMT+0800 (Malay Peninsula Standard Time),,s1w18,label,"G"
Fri Aug 21 2015 17:05:18 GMT+0800 (Malay Peninsula Standard Time),,s1w19,focus,
Fri Aug 21 2015 17:05:22 GMT+0800 (Malay Peninsula Standard Time),,s1w19,label,"G"
Fri Aug 21 2015 17:05:22 GMT+0800 (Malay Peninsula Standard Time),,s1w20,focus,
Fri Aug 21 2015 17:05:23 GMT+0800 (Malay Peninsula Standard Time),,s1w21,focus,
Fri Aug 21 2015 17:05:23 GMT+0800 (Malay Peninsula Standard Time),,s1w22,focus,
Fri Aug 21 2015 17:05:23 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Fri Aug 21 2015 17:05:24 GMT+0800 (Malay Peninsula Standard Time),,s1w24,focus,
Fri Aug 21 2015 17:05:24 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Fri Aug 21 2015 17:05:24 GMT+0800 (Malay Peninsula Standard Time),,s1w26,focus,
Fri Aug 21 2015 17:05:26 GMT+0800 (Malay Peninsula Standard Time),,s1w27,focus,
Fri Aug 21 2015 17:05:27 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Fri Aug 21 2015 17:05:28 GMT+0800 (Malay Peninsula Standard Time),,s1w29,focus,
Fri Aug 21 2015 17:05:29 GMT+0800 (Malay Peninsula Standard Time),,s1w30,focus,
Fri Aug 21 2015 17:05:29 GMT+0800 (Malay Peninsula Standard Time),,s1w31,focus,
Fri Aug 21 2015 17:05:30 GMT+0800 (Malay Peninsula Standard Time),,s1w32,focus,
Fri Aug 21 2015 17:05:30 GMT+0800 (Malay Peninsula Standard Time),,s1w33,focus,
Fri Aug 21 2015 17:05:30 GMT+0800 (Malay Peninsula Standard Time),,s1w34,focus,
Fri Aug 21 2015 17:05:31 GMT+0800 (Malay Peninsula Standard Time),,s1w35,focus,
Fri Aug 21 2015 17:05:31 GMT+0800 (Malay Peninsula Standard Time),,s1w36,focus,
Fri Aug 21 2015 17:05:31 GMT+0800 (Malay Peninsula Standard Time),,s1w37,focus,
Fri Aug 21 2015 17:05:32 GMT+0800 (Malay Peninsula Standard Time),,s1w38,focus,
Fri Aug 21 2015 17:05:32 GMT+0800 (Malay Peninsula Standard Time),,s1w39,focus,
Fri Aug 21 2015 17:05:32 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Fri Aug 21 2015 17:05:33 GMT+0800 (Malay Peninsula Standard Time),,s1w41,focus,
Fri Aug 21 2015 17:05:33 GMT+0800 (Malay Peninsula Standard Time),,s1w42,focus,
Fri Aug 21 2015 17:05:33 GMT+0800 (Malay Peninsula Standard Time),,s1w43,focus,
Fri Aug 21 2015 17:05:34 GMT+0800 (Malay Peninsula Standard Time),,s1w44,focus,
Fri Aug 21 2015 17:05:36 GMT+0800 (Malay Peninsula Standard Time),,s1w44,label,"^"
Fri Aug 21 2015 17:05:36 GMT+0800 (Malay Peninsula Standard Time),,s1w45,focus,
Fri Aug 21 2015 17:05:37 GMT+0800 (Malay Peninsula Standard Time),,s1w46,focus,
Fri Aug 21 2015 17:05:37 GMT+0800 (Malay Peninsula Standard Time),,s1w47,focus,
Fri Aug 21 2015 17:05:37 GMT+0800 (Malay Peninsula Standard Time),,s1w48,focus,
Fri Aug 21 2015 17:05:38 GMT+0800 (Malay Peninsula Standard Time),,s1w49,focus,
Fri Aug 21 2015 17:05:38 GMT+0800 (Malay Peninsula Standard Time),,s1w50,focus,
Fri Aug 21 2015 17:05:43 GMT+0800 (Malay Peninsula Standard Time),,s1w51,focus,
Fri Aug 21 2015 17:05:43 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Fri Aug 21 2015 17:05:44 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Fri Aug 21 2015 17:05:44 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Fri Aug 21 2015 17:05:44 GMT+0800 (Malay Peninsula Standard Time),,s2w2,focus,
Fri Aug 21 2015 17:05:45 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Fri Aug 21 2015 17:05:46 GMT+0800 (Malay Peninsula Standard Time),,s2w3,label,"^"
Fri Aug 21 2015 17:05:46 GMT+0800 (Malay Peninsula Standard Time),,s2w4,focus,
Fri Aug 21 2015 17:05:47 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Fri Aug 21 2015 17:05:47 GMT+0800 (Malay Peninsula Standard Time),,s2w6,focus,
Fri Aug 21 2015 17:05:47 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Fri Aug 21 2015 17:05:48 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Fri Aug 21 2015 17:05:49 GMT+0800 (Malay Peninsula Standard Time),,s2w8,label,"^"
Fri Aug 21 2015 17:05:50 GMT+0800 (Malay Peninsula Standard Time),,s2w9,focus,
Fri Aug 21 2015 17:05:50 GMT+0800 (Malay Peninsula Standard Time),,s2w10,focus,
Fri Aug 21 2015 17:05:50 GMT+0800 (Malay Peninsula Standard Time),,s2w11,focus,
Fri Aug 21 2015 17:05:51 GMT+0800 (Malay Peninsula Standard Time),,s2w12,focus,
Fri Aug 21 2015 17:05:51 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Fri Aug 21 2015 17:05:51 GMT+0800 (Malay Peninsula Standard Time),,s2w14,focus,
Fri Aug 21 2015 17:05:53 GMT+0800 (Malay Peninsula Standard Time),,s2w14,label,"^"
Fri Aug 21 2015 17:05:58 GMT+0800 (Malay Peninsula Standard Time),,s2w15,focus,
Fri Aug 21 2015 17:06:06 GMT+0800 (Malay Peninsula Standard Time),,s2w15,label,"G"
Fri Aug 21 2015 17:06:07 GMT+0800 (Malay Peninsula Standard Time),,s2w16,focus,
Fri Aug 21 2015 17:06:07 GMT+0800 (Malay Peninsula Standard Time),,s2w16,label,"G"
Fri Aug 21 2015 17:06:07 GMT+0800 (Malay Peninsula Standard Time),,s2w17,focus,
Fri Aug 21 2015 17:06:07 GMT+0800 (Malay Peninsula Standard Time),,s2w17,label,"G"
Fri Aug 21 2015 17:06:07 GMT+0800 (Malay Peninsula Standard Time),,s2w18,focus,
Fri Aug 21 2015 17:06:07 GMT+0800 (Malay Peninsula Standard Time),,s2w18,label,"G"
Fri Aug 21 2015 17:06:08 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Fri Aug 21 2015 17:06:08 GMT+0800 (Malay Peninsula Standard Time),,s2w19,label,"G"
Fri Aug 21 2015 17:06:08 GMT+0800 (Malay Peninsula Standard Time),,s2w19,label,"G"
Fri Aug 21 2015 17:06:08 GMT+0800 (Malay Peninsula Standard Time),,s2w20,focus,
Fri Aug 21 2015 17:06:09 GMT+0800 (Malay Peninsula Standard Time),,s2w20,label,"G"
Fri Aug 21 2015 17:06:09 GMT+0800 (Malay Peninsula Standard Time),,s2w21,focus,
Fri Aug 21 2015 17:06:09 GMT+0800 (Malay Peninsula Standard Time),,s2w21,label,"G"
Fri Aug 21 2015 17:06:09 GMT+0800 (Malay Peninsula Standard Time),,s2w22,focus,
Fri Aug 21 2015 17:06:09 GMT+0800 (Malay Peninsula Standard Time),,s2w22,label,"G"
Fri Aug 21 2015 17:06:10 GMT+0800 (Malay Peninsula Standard Time),,s2w23,focus,
Fri Aug 21 2015 17:06:10 GMT+0800 (Malay Peninsula Standard Time),,s2w23,label,"G"
Fri Aug 21 2015 17:06:11 GMT+0800 (Malay Peninsula Standard Time),,s2w23,label,"G"
Fri Aug 21 2015 17:06:11 GMT+0800 (Malay Peninsula Standard Time),,s2w24,focus,
Fri Aug 21 2015 17:06:13 GMT+0800 (Malay Peninsula Standard Time),,s2w25,focus,
Fri Aug 21 2015 17:06:13 GMT+0800 (Malay Peninsula Standard Time),,s2w26,focus,
Fri Aug 21 2015 17:06:13 GMT+0800 (Malay Peninsula Standard Time),,s2w27,focus,
Fri Aug 21 2015 17:06:14 GMT+0800 (Malay Peninsula Standard Time),,s2w28,focus,
Fri Aug 21 2015 17:06:15 GMT+0800 (Malay Peninsula Standard Time),,s2w29,focus,
Fri Aug 21 2015 17:06:15 GMT+0800 (Malay Peninsula Standard Time),,s2w30,focus,
Fri Aug 21 2015 17:06:16 GMT+0800 (Malay Peninsula Standard Time),,s2w31,focus,
Fri Aug 21 2015 17:06:16 GMT+0800 (Malay Peninsula Standard Time),,s2w32,focus,
Fri Aug 21 2015 17:06:17 GMT+0800 (Malay Peninsula Standard Time),,s2w33,focus,
Fri Aug 21 2015 17:06:17 GMT+0800 (Malay Peninsula Standard Time),,s2w34,focus,
Fri Aug 21 2015 17:06:17 GMT+0800 (Malay Peninsula Standard Time),,s2w35,focus,
Fri Aug 21 2015 17:06:17 GMT+0800 (Malay Peninsula Standard Time),,s2w36,focus,
Fri Aug 21 2015 17:06:18 GMT+0800 (Malay Peninsula Standard Time),,s2w37,focus,
Fri Aug 21 2015 17:06:18 GMT+0800 (Malay Peninsula Standard Time),,s2w38,focus,
Fri Aug 21 2015 17:06:18 GMT+0800 (Malay Peninsula Standard Time),,s2w39,focus,
Fri Aug 21 2015 17:06:19 GMT+0800 (Malay Peninsula Standard Time),,s2w40,focus,
Fri Aug 21 2015 17:06:19 GMT+0800 (Malay Peninsula Standard Time),,s2w41,focus,
Fri Aug 21 2015 17:06:19 GMT+0800 (Malay Peninsula Standard Time),,s2w42,focus,
Fri Aug 21 2015 17:06:19 GMT+0800 (Malay Peninsula Standard Time),,s2w43,focus,
Fri Aug 21 2015 17:06:20 GMT+0800 (Malay Peninsula Standard Time),,s2w44,focus,
Fri Aug 21 2015 17:06:20 GMT+0800 (Malay Peninsula Standard Time),,s2w45,focus,
Fri Aug 21 2015 17:06:20 GMT+0800 (Malay Peninsula Standard Time),,s2w46,focus,
Fri Aug 21 2015 17:06:20 GMT+0800 (Malay Peninsula Standard Time),,s2w47,focus,
Fri Aug 21 2015 17:06:21 GMT+0800 (Malay Peninsula Standard Time),,s3w1,focus,
Fri Aug 21 2015 17:06:21 GMT+0800 (Malay Peninsula Standard Time),,s3w2,focus,
Fri Aug 21 2015 17:06:22 GMT+0800 (Malay Peninsula Standard Time),,s3w3,focus,
Fri Aug 21 2015 17:06:22 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Fri Aug 21 2015 17:06:22 GMT+0800 (Malay Peninsula Standard Time),,s3w5,focus,
Fri Aug 21 2015 17:06:22 GMT+0800 (Malay Peninsula Standard Time),,s3w6,focus,
Fri Aug 21 2015 17:06:23 GMT+0800 (Malay Peninsula Standard Time),,s3w7,focus,
Fri Aug 21 2015 17:06:24 GMT+0800 (Malay Peninsula Standard Time),,s3w8,focus,
Fri Aug 21 2015 17:06:24 GMT+0800 (Malay Peninsula Standard Time),,s3w9,focus,
Fri Aug 21 2015 17:06:25 GMT+0800 (Malay Peninsula Standard Time),,s3w10,focus,
Fri Aug 21 2015 17:06:26 GMT+0800 (Malay Peninsula Standard Time),,s3w11,focus,
Fri Aug 21 2015 17:06:26 GMT+0800 (Malay Peninsula Standard Time),,s3w12,focus,
Fri Aug 21 2015 17:06:26 GMT+0800 (Malay Peninsula Standard Time),,s3w13,focus,
Fri Aug 21 2015 17:06:27 GMT+0800 (Malay Peninsula Standard Time),,s3w14,focus,
Fri Aug 21 2015 17:06:27 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Fri Aug 21 2015 17:06:27 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Fri Aug 21 2015 17:06:28 GMT+0800 (Malay Peninsula Standard Time),,s3w17,focus,
Fri Aug 21 2015 17:06:28 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Fri Aug 21 2015 17:06:29 GMT+0800 (Malay Peninsula Standard Time),,s3w19,focus,
Fri Aug 21 2015 17:06:29 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Fri Aug 21 2015 17:06:29 GMT+0800 (Malay Peninsula Standard Time),,s3w21,focus,
Fri Aug 21 2015 17:06:30 GMT+0800 (Malay Peninsula Standard Time),,s3w22,focus,
Fri Aug 21 2015 17:06:30 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Fri Aug 21 2015 17:06:32 GMT+0800 (Malay Peninsula Standard Time),,s3w24,focus,
Fri Aug 21 2015 17:06:32 GMT+0800 (Malay Peninsula Standard Time),,s3w25,focus,
Fri Aug 21 2015 17:06:35 GMT+0800 (Malay Peninsula Standard Time),,s3w26,focus,
Fri Aug 21 2015 17:06:36 GMT+0800 (Malay Peninsula Standard Time),,s3w27,focus,
Fri Aug 21 2015 17:06:36 GMT+0800 (Malay Peninsula Standard Time),,s3w28,focus,
Fri Aug 21 2015 17:06:37 GMT+0800 (Malay Peninsula Standard Time),,s3w29,focus,
Fri Aug 21 2015 17:06:37 GMT+0800 (Malay Peninsula Standard Time),,s3w30,focus,
Fri Aug 21 2015 17:06:38 GMT+0800 (Malay Peninsula Standard Time),,s3w31,focus,
Fri Aug 21 2015 17:06:38 GMT+0800 (Malay Peninsula Standard Time),,s3w32,focus,
Fri Aug 21 2015 17:06:39 GMT+0800 (Malay Peninsula Standard Time),,s3w33,focus,
Fri Aug 21 2015 17:06:39 GMT+0800 (Malay Peninsula Standard Time),,s3w34,focus,
Fri Aug 21 2015 17:06:40 GMT+0800 (Malay Peninsula Standard Time),,s3w35,focus,
Fri Aug 21 2015 17:06:40 GMT+0800 (Malay Peninsula Standard Time),,s3w36,focus,
Fri Aug 21 2015 17:06:41 GMT+0800 (Malay Peninsula Standard Time),,s3w37,focus,
Fri Aug 21 2015 17:06:41 GMT+0800 (Malay Peninsula Standard Time),,s3w38,focus,
Fri Aug 21 2015 17:06:42 GMT+0800 (Malay Peninsula Standard Time),,s3w39,focus,
Fri Aug 21 2015 17:06:42 GMT+0800 (Malay Peninsula Standard Time),,s3w40,focus,
Fri Aug 21 2015 17:06:43 GMT+0800 (Malay Peninsula Standard Time),,s3w41,focus,
Fri Aug 21 2015 17:06:44 GMT+0800 (Malay Peninsula Standard Time),,s3w42,focus,
Fri Aug 21 2015 17:06:44 GMT+0800 (Malay Peninsula Standard Time),,s3w43,focus,
Fri Aug 21 2015 17:06:44 GMT+0800 (Malay Peninsula Standard Time),,s3w44,focus,
Fri Aug 21 2015 17:06:45 GMT+0800 (Malay Peninsula Standard Time),,s3w45,focus,
Fri Aug 21 2015 17:06:46 GMT+0800 (Malay Peninsula Standard Time),,s3w46,focus,
Fri Aug 21 2015 17:06:50 GMT+0800 (Malay Peninsula Standard Time),,s3w47,focus,
Fri Aug 21 2015 17:06:50 GMT+0800 (Malay Peninsula Standard Time),,s3w48,focus,
Fri Aug 21 2015 17:06:51 GMT+0800 (Malay Peninsula Standard Time),,s3w49,focus,
Fri Aug 21 2015 17:06:52 GMT+0800 (Malay Peninsula Standard Time),,s4w1,focus,
Fri Aug 21 2015 17:06:52 GMT+0800 (Malay Peninsula Standard Time),,s4w2,focus,
Fri Aug 21 2015 17:06:53 GMT+0800 (Malay Peninsula Standard Time),,s4w3,focus,
Fri Aug 21 2015 17:06:54 GMT+0800 (Malay Peninsula Standard Time),,s4w4,focus,
Fri Aug 21 2015 17:06:54 GMT+0800 (Malay Peninsula Standard Time),,s4w5,focus,
Fri Aug 21 2015 17:06:54 GMT+0800 (Malay Peninsula Standard Time),,s4w6,focus,
Fri Aug 21 2015 17:06:55 GMT+0800 (Malay Peninsula Standard Time),,s4w7,focus,
Fri Aug 21 2015 17:06:55 GMT+0800 (Malay Peninsula Standard Time),,s4w8,focus,
Fri Aug 21 2015 17:06:56 GMT+0800 (Malay Peninsula Standard Time),,s4w9,focus,
Fri Aug 21 2015 17:06:57 GMT+0800 (Malay Peninsula Standard Time),,s4w10,focus,
Fri Aug 21 2015 17:06:57 GMT+0800 (Malay Peninsula Standard Time),,s4w11,focus,
Fri Aug 21 2015 17:06:57 GMT+0800 (Malay Peninsula Standard Time),,s4w12,focus,
Fri Aug 21 2015 17:06:58 GMT+0800 (Malay Peninsula Standard Time),,s4w13,focus,
Fri Aug 21 2015 17:06:58 GMT+0800 (Malay Peninsula Standard Time),,s4w14,focus,
Fri Aug 21 2015 17:06:59 GMT+0800 (Malay Peninsula Standard Time),,s4w15,focus,
Fri Aug 21 2015 17:06:59 GMT+0800 (Malay Peninsula Standard Time),,s4w16,focus,
Fri Aug 21 2015 17:06:59 GMT+0800 (Malay Peninsula Standard Time),,s4w17,focus,
Fri Aug 21 2015 17:07:00 GMT+0800 (Malay Peninsula Standard Time),,s4w18,focus,
Fri Aug 21 2015 17:07:00 GMT+0800 (Malay Peninsula Standard Time),,s4w19,focus,
Fri Aug 21 2015 17:07:01 GMT+0800 (Malay Peninsula Standard Time),,s4w20,focus,
Fri Aug 21 2015 17:07:01 GMT+0800 (Malay Peninsula Standard Time),,s4w21,focus,
Fri Aug 21 2015 17:07:02 GMT+0800 (Malay Peninsula Standard Time),,s4w22,focus,
Fri Aug 21 2015 17:07:02 GMT+0800 (Malay Peninsula Standard Time),,s4w23,focus,
Fri Aug 21 2015 17:07:03 GMT+0800 (Malay Peninsula Standard Time),,s4w24,focus,
Fri Aug 21 2015 17:07:03 GMT+0800 (Malay Peninsula Standard Time),,s4w25,focus,
Fri Aug 21 2015 17:07:04 GMT+0800 (Malay Peninsula Standard Time),,s4w26,focus,
Fri Aug 21 2015 17:07:04 GMT+0800 (Malay Peninsula Standard Time),,s4w27,focus,
Fri Aug 21 2015 17:07:04 GMT+0800 (Malay Peninsula Standard Time),,s4w28,focus,
Fri Aug 21 2015 17:07:05 GMT+0800 (Malay Peninsula Standard Time),,s4w29,focus,
Fri Aug 21 2015 17:07:05 GMT+0800 (Malay Peninsula Standard Time),,s4w30,focus,
Fri Aug 21 2015 17:07:06 GMT+0800 (Malay Peninsula Standard Time),,s4w31,focus,
Fri Aug 21 2015 17:07:07 GMT+0800 (Malay Peninsula Standard Time),,s5w1,focus,
Fri Aug 21 2015 17:07:07 GMT+0800 (Malay Peninsula Standard Time),,s5w2,focus,
Fri Aug 21 2015 17:07:08 GMT+0800 (Malay Peninsula Standard Time),,s5w3,focus,
Fri Aug 21 2015 17:07:08 GMT+0800 (Malay Peninsula Standard Time),,s5w4,focus,
Fri Aug 21 2015 17:07:09 GMT+0800 (Malay Peninsula Standard Time),,s5w5,focus,
Fri Aug 21 2015 17:07:10 GMT+0800 (Malay Peninsula Standard Time),,s5w6,focus,
Fri Aug 21 2015 17:07:10 GMT+0800 (Malay Peninsula Standard Time),,s5w7,focus,
Fri Aug 21 2015 17:07:11 GMT+0800 (Malay Peninsula Standard Time),,s5w8,focus,
Fri Aug 21 2015 17:07:11 GMT+0800 (Malay Peninsula Standard Time),,s5w9,focus,
Fri Aug 21 2015 17:07:12 GMT+0800 (Malay Peninsula Standard Time),,s5w10,focus,
Fri Aug 21 2015 17:07:13 GMT+0800 (Malay Peninsula Standard Time),,s5w11,focus,
Fri Aug 21 2015 17:07:14 GMT+0800 (Malay Peninsula Standard Time),,s5w12,focus,
Fri Aug 21 2015 17:07:14 GMT+0800 (Malay Peninsula Standard Time),,s5w13,focus,
Fri Aug 21 2015 17:07:15 GMT+0800 (Malay Peninsula Standard Time),,s5w14,focus,
Fri Aug 21 2015 17:07:15 GMT+0800 (Malay Peninsula Standard Time),,s5w15,focus,
Fri Aug 21 2015 17:07:17 GMT+0800 (Malay Peninsula Standard Time),,s5w16,focus,
Fri Aug 21 2015 17:07:17 GMT+0800 (Malay Peninsula Standard Time),,s5w17,focus,
Fri Aug 21 2015 17:07:17 GMT+0800 (Malay Peninsula Standard Time),,s5w18,focus,
Fri Aug 21 2015 17:07:18 GMT+0800 (Malay Peninsula Standard Time),,s5w19,focus,
Fri Aug 21 2015 17:07:19 GMT+0800 (Malay Peninsula Standard Time),,s5w19,label,"^"
Fri Aug 21 2015 17:07:19 GMT+0800 (Malay Peninsula Standard Time),,s5w20,focus,
Fri Aug 21 2015 17:07:20 GMT+0800 (Malay Peninsula Standard Time),,s5w21,focus,
Fri Aug 21 2015 17:07:20 GMT+0800 (Malay Peninsula Standard Time),,s5w22,focus,
Fri Aug 21 2015 17:07:21 GMT+0800 (Malay Peninsula Standard Time),,s5w23,focus,
Fri Aug 21 2015 17:07:21 GMT+0800 (Malay Peninsula Standard Time),,s5w24,focus,
Fri Aug 21 2015 17:07:22 GMT+0800 (Malay Peninsula Standard Time),,s5w25,focus,
Fri Aug 21 2015 17:07:22 GMT+0800 (Malay Peninsula Standard Time),,s5w26,focus,
Fri Aug 21 2015 17:07:23 GMT+0800 (Malay Peninsula Standard Time),,s5w27,focus,
Fri Aug 21 2015 17:07:24 GMT+0800 (Malay Peninsula Standard Time),,s5w28,focus,
Fri Aug 21 2015 17:07:24 GMT+0800 (Malay Peninsula Standard Time),,s5w29,focus,
Fri Aug 21 2015 17:07:24 GMT+0800 (Malay Peninsula Standard Time),,s5w30,focus,
Fri Aug 21 2015 17:07:25 GMT+0800 (Malay Peninsula Standard Time),,s5w29,focus,
Fri Aug 21 2015 17:07:26 GMT+0800 (Malay Peninsula Standard Time),,s5w29,label,"^"
Fri Aug 21 2015 17:07:26 GMT+0800 (Malay Peninsula Standard Time),,s5w30,focus,
Fri Aug 21 2015 17:07:27 GMT+0800 (Malay Peninsula Standard Time),,s5w31,focus,
Fri Aug 21 2015 17:07:27 GMT+0800 (Malay Peninsula Standard Time),,s5w32,focus,
Fri Aug 21 2015 17:07:28 GMT+0800 (Malay Peninsula Standard Time),,s5w33,focus,
Fri Aug 21 2015 17:07:28 GMT+0800 (Malay Peninsula Standard Time),,s5w34,focus,
Fri Aug 21 2015 17:07:29 GMT+0800 (Malay Peninsula Standard Time),,s5w35,focus,
Fri Aug 21 2015 17:07:30 GMT+0800 (Malay Peninsula Standard Time),,s5w36,focus,
Fri Aug 21 2015 17:07:30 GMT+0800 (Malay Peninsula Standard Time),,s5w37,focus,
Fri Aug 21 2015 17:07:31 GMT+0800 (Malay Peninsula Standard Time),,s5w38,focus,
Fri Aug 21 2015 17:07:32 GMT+0800 (Malay Peninsula Standard Time),,s5w39,focus,
Fri Aug 21 2015 17:07:32 GMT+0800 (Malay Peninsula Standard Time),,s5w40,focus,
Fri Aug 21 2015 17:07:33 GMT+0800 (Malay Peninsula Standard Time),,s5w41,focus,
Fri Aug 21 2015 17:07:33 GMT+0800 (Malay Peninsula Standard Time),,s5w42,focus,
Fri Aug 21 2015 17:07:34 GMT+0800 (Malay Peninsula Standard Time),,s5w43,focus,
Fri Aug 21 2015 17:07:35 GMT+0800 (Malay Peninsula Standard Time),,s5w44,focus,
Fri Aug 21 2015 17:07:35 GMT+0800 (Malay Peninsula Standard Time),,s5w45,focus,
Fri Aug 21 2015 17:07:36 GMT+0800 (Malay Peninsula Standard Time),,s5w46,focus,
Fri Aug 21 2015 17:07:37 GMT+0800 (Malay Peninsula Standard Time),,s5w46,label,"^"
Fri Aug 21 2015 17:07:37 GMT+0800 (Malay Peninsula Standard Time),,s5w47,focus,
Fri Aug 21 2015 17:07:38 GMT+0800 (Malay Peninsula Standard Time),,s5w48,focus,
