Fri Aug 21 2015 16:24:16 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Aug 21 2015 16:26:16 GMT+0800 (Malay Peninsula Standard Time),,s1w78,focus,
Fri Aug 21 2015 16:26:17 GMT+0800 (Malay Peninsula Standard Time),,s1w79,focus,
Fri Aug 21 2015 16:26:19 GMT+0800 (Malay Peninsula Standard Time),,s1w80,focus,
Fri Aug 21 2015 16:26:21 GMT+0800 (Malay Peninsula Standard Time),,s1w81,focus,
Fri Aug 21 2015 16:26:21 GMT+0800 (Malay Peninsula Standard Time),,s1w82,focus,
Fri Aug 21 2015 16:26:23 GMT+0800 (Malay Peninsula Standard Time),,s1w83,focus,
Fri Aug 21 2015 16:26:23 GMT+0800 (Malay Peninsula Standard Time),,s1w84,focus,
Fri Aug 21 2015 16:26:24 GMT+0800 (Malay Peninsula Standard Time),,s1w85,focus,
Fri Aug 21 2015 16:26:25 GMT+0800 (Malay Peninsula Standard Time),,s1w86,focus,
Fri Aug 21 2015 16:26:27 GMT+0800 (Malay Peninsula Standard Time),,s1w86,label,"^"
Fri Aug 21 2015 16:26:28 GMT+0800 (Malay Peninsula Standard Time),,s1w87,focus,
Fri Aug 21 2015 16:26:29 GMT+0800 (Malay Peninsula Standard Time),,s1w88,focus,
Fri Aug 21 2015 16:26:30 GMT+0800 (Malay Peninsula Standard Time),,s1w89,focus,
Fri Aug 21 2015 16:26:30 GMT+0800 (Malay Peninsula Standard Time),,s1w90,focus,
Fri Aug 21 2015 16:26:32 GMT+0800 (Malay Peninsula Standard Time),,s1w90,label,"^"
Fri Aug 21 2015 16:26:33 GMT+0800 (Malay Peninsula Standard Time),,s1w91,focus,
Fri Aug 21 2015 16:26:33 GMT+0800 (Malay Peninsula Standard Time),,s1w92,focus,
Fri Aug 21 2015 16:26:34 GMT+0800 (Malay Peninsula Standard Time),,s1w93,focus,
Fri Aug 21 2015 16:26:35 GMT+0800 (Malay Peninsula Standard Time),,s1w93,label,"^"
Fri Aug 21 2015 16:26:36 GMT+0800 (Malay Peninsula Standard Time),,s1w94,focus,
Fri Aug 21 2015 16:26:42 GMT+0800 (Malay Peninsula Standard Time),,s1w95,focus,
Fri Aug 21 2015 16:26:44 GMT+0800 (Malay Peninsula Standard Time),,s1w96,focus,
Fri Aug 21 2015 16:26:44 GMT+0800 (Malay Peninsula Standard Time),,s1w97,focus,
Fri Aug 21 2015 16:26:45 GMT+0800 (Malay Peninsula Standard Time),,s1w98,focus,
Fri Aug 21 2015 16:26:46 GMT+0800 (Malay Peninsula Standard Time),,s1w97,focus,
Fri Aug 21 2015 16:26:49 GMT+0800 (Malay Peninsula Standard Time),,s1w97,label,"E"
Fri Aug 21 2015 16:26:51 GMT+0800 (Malay Peninsula Standard Time),,s1w98,focus,
Fri Aug 21 2015 16:26:55 GMT+0800 (Malay Peninsula Standard Time),,s1w99,focus,
Fri Aug 21 2015 16:26:55 GMT+0800 (Malay Peninsula Standard Time),,s1w100,focus,
Fri Aug 21 2015 16:26:55 GMT+0800 (Malay Peninsula Standard Time),,s1w101,focus,
Fri Aug 21 2015 16:26:56 GMT+0800 (Malay Peninsula Standard Time),,s1w102,focus,
Fri Aug 21 2015 16:26:57 GMT+0800 (Malay Peninsula Standard Time),,s1w103,focus,
Fri Aug 21 2015 16:26:58 GMT+0800 (Malay Peninsula Standard Time),,s1w104,focus,
Fri Aug 21 2015 16:28:00 GMT+0800 (Malay Peninsula Standard Time),,s1w105,focus,
Fri Aug 21 2015 16:28:01 GMT+0800 (Malay Peninsula Standard Time),,s1w106,focus,
Fri Aug 21 2015 16:28:01 GMT+0800 (Malay Peninsula Standard Time),,s1w107,focus,
Fri Aug 21 2015 16:28:02 GMT+0800 (Malay Peninsula Standard Time),,s1w108,focus,
Fri Aug 21 2015 16:28:02 GMT+0800 (Malay Peninsula Standard Time),,s1w109,focus,
Fri Aug 21 2015 16:28:02 GMT+0800 (Malay Peninsula Standard Time),,s1w110,focus,
Fri Aug 21 2015 16:28:04 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Fri Aug 21 2015 16:28:05 GMT+0800 (Malay Peninsula Standard Time),,s1w112,focus,
Fri Aug 21 2015 16:28:05 GMT+0800 (Malay Peninsula Standard Time),,s1w113,focus,
Fri Aug 21 2015 16:28:06 GMT+0800 (Malay Peninsula Standard Time),,s1w114,focus,
Fri Aug 21 2015 16:28:06 GMT+0800 (Malay Peninsula Standard Time),,s1w115,focus,
Fri Aug 21 2015 16:28:07 GMT+0800 (Malay Peninsula Standard Time),,s1w116,focus,
Fri Aug 21 2015 16:28:08 GMT+0800 (Malay Peninsula Standard Time),,s1w117,focus,
Fri Aug 21 2015 16:28:08 GMT+0800 (Malay Peninsula Standard Time),,s1w118,focus,
Fri Aug 21 2015 16:28:08 GMT+0800 (Malay Peninsula Standard Time),,s1w119,focus,
Fri Aug 21 2015 16:28:09 GMT+0800 (Malay Peninsula Standard Time),,s1w120,focus,
Fri Aug 21 2015 16:28:09 GMT+0800 (Malay Peninsula Standard Time),,s1w121,focus,
Fri Aug 21 2015 16:28:10 GMT+0800 (Malay Peninsula Standard Time),,s1w122,focus,
Fri Aug 21 2015 16:28:10 GMT+0800 (Malay Peninsula Standard Time),,s1w123,focus,
Fri Aug 21 2015 16:28:11 GMT+0800 (Malay Peninsula Standard Time),,s1w124,focus,
Fri Aug 21 2015 16:28:12 GMT+0800 (Malay Peninsula Standard Time),,s1w125,focus,
Fri Aug 21 2015 16:28:13 GMT+0800 (Malay Peninsula Standard Time),,s1w126,focus,
Fri Aug 21 2015 16:28:13 GMT+0800 (Malay Peninsula Standard Time),,s1w127,focus,
Fri Aug 21 2015 16:28:13 GMT+0800 (Malay Peninsula Standard Time),,s1w128,focus,
Fri Aug 21 2015 16:28:13 GMT+0800 (Malay Peninsula Standard Time),,s1w129,focus,
Fri Aug 21 2015 16:28:14 GMT+0800 (Malay Peninsula Standard Time),,s1w130,focus,
Fri Aug 21 2015 16:28:17 GMT+0800 (Malay Peninsula Standard Time),,s1w130,label,"N"
Fri Aug 21 2015 16:28:18 GMT+0800 (Malay Peninsula Standard Time),,s1w131,focus,
Fri Aug 21 2015 16:28:18 GMT+0800 (Malay Peninsula Standard Time),,s1w132,focus,
Fri Aug 21 2015 16:28:18 GMT+0800 (Malay Peninsula Standard Time),,s1w133,focus,
Fri Aug 21 2015 16:28:20 GMT+0800 (Malay Peninsula Standard Time),,s1w134,focus,
Fri Aug 21 2015 16:28:20 GMT+0800 (Malay Peninsula Standard Time),,s1w135,focus,
Fri Aug 21 2015 16:28:20 GMT+0800 (Malay Peninsula Standard Time),,s1w136,focus,
Fri Aug 21 2015 16:28:21 GMT+0800 (Malay Peninsula Standard Time),,s1w137,focus,
Fri Aug 21 2015 16:28:22 GMT+0800 (Malay Peninsula Standard Time),,s1w138,focus,
Fri Aug 21 2015 16:28:22 GMT+0800 (Malay Peninsula Standard Time),,s1w139,focus,
Fri Aug 21 2015 16:28:23 GMT+0800 (Malay Peninsula Standard Time),,s1w140,focus,
Fri Aug 21 2015 16:28:23 GMT+0800 (Malay Peninsula Standard Time),,s1w141,focus,
Fri Aug 21 2015 16:28:24 GMT+0800 (Malay Peninsula Standard Time),,s1w142,focus,
Fri Aug 21 2015 16:28:25 GMT+0800 (Malay Peninsula Standard Time),,s1w143,focus,
Fri Aug 21 2015 16:28:25 GMT+0800 (Malay Peninsula Standard Time),,s1w144,focus,
Fri Aug 21 2015 16:28:25 GMT+0800 (Malay Peninsula Standard Time),,s1w145,focus,
Fri Aug 21 2015 16:28:26 GMT+0800 (Malay Peninsula Standard Time),,s1w146,focus,
Fri Aug 21 2015 16:28:26 GMT+0800 (Malay Peninsula Standard Time),,s1w147,focus,
Fri Aug 21 2015 16:28:26 GMT+0800 (Malay Peninsula Standard Time),,s1w148,focus,
Fri Aug 21 2015 16:28:26 GMT+0800 (Malay Peninsula Standard Time),,s1w149,focus,
Fri Aug 21 2015 16:28:32 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Fri Aug 21 2015 16:28:32 GMT+0800 (Malay Peninsula Standard Time),,s2w2,focus,
Fri Aug 21 2015 16:28:32 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Fri Aug 21 2015 16:28:33 GMT+0800 (Malay Peninsula Standard Time),,s2w4,focus,
Fri Aug 21 2015 16:28:33 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Fri Aug 21 2015 16:28:33 GMT+0800 (Malay Peninsula Standard Time),,s2w6,focus,
Fri Aug 21 2015 16:28:34 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Fri Aug 21 2015 16:28:34 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Fri Aug 21 2015 16:28:34 GMT+0800 (Malay Peninsula Standard Time),,s2w9,focus,
Fri Aug 21 2015 16:28:35 GMT+0800 (Malay Peninsula Standard Time),,s2w10,focus,
Fri Aug 21 2015 16:28:36 GMT+0800 (Malay Peninsula Standard Time),,s2w11,focus,
Fri Aug 21 2015 16:28:37 GMT+0800 (Malay Peninsula Standard Time),,s2w12,focus,
Fri Aug 21 2015 16:28:37 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Fri Aug 21 2015 16:28:37 GMT+0800 (Malay Peninsula Standard Time),,s2w14,focus,
Fri Aug 21 2015 16:28:38 GMT+0800 (Malay Peninsula Standard Time),,s2w15,focus,
Fri Aug 21 2015 16:28:38 GMT+0800 (Malay Peninsula Standard Time),,s2w16,focus,
Fri Aug 21 2015 16:28:39 GMT+0800 (Malay Peninsula Standard Time),,s2w17,focus,
Fri Aug 21 2015 16:28:39 GMT+0800 (Malay Peninsula Standard Time),,s2w18,focus,
Fri Aug 21 2015 16:28:40 GMT+0800 (Malay Peninsula Standard Time),,s3w1,focus,
Fri Aug 21 2015 16:28:40 GMT+0800 (Malay Peninsula Standard Time),,s3w2,focus,
Fri Aug 21 2015 16:28:41 GMT+0800 (Malay Peninsula Standard Time),,s3w3,focus,
Fri Aug 21 2015 16:28:41 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Fri Aug 21 2015 16:28:42 GMT+0800 (Malay Peninsula Standard Time),,s3w5,focus,
Fri Aug 21 2015 16:28:42 GMT+0800 (Malay Peninsula Standard Time),,s3w6,focus,
Fri Aug 21 2015 16:28:42 GMT+0800 (Malay Peninsula Standard Time),,s3w7,focus,
Fri Aug 21 2015 16:28:43 GMT+0800 (Malay Peninsula Standard Time),,s3w8,focus,
Fri Aug 21 2015 16:28:44 GMT+0800 (Malay Peninsula Standard Time),,s3w9,focus,
Fri Aug 21 2015 16:28:44 GMT+0800 (Malay Peninsula Standard Time),,s3w10,focus,
Fri Aug 21 2015 16:28:45 GMT+0800 (Malay Peninsula Standard Time),,s3w11,focus,
Fri Aug 21 2015 16:28:46 GMT+0800 (Malay Peninsula Standard Time),,s3w12,focus,
Fri Aug 21 2015 16:28:47 GMT+0800 (Malay Peninsula Standard Time),,s3w13,focus,
Fri Aug 21 2015 16:28:53 GMT+0800 (Malay Peninsula Standard Time),,s3w14,focus,
Fri Aug 21 2015 16:29:19 GMT+0800 (Malay Peninsula Standard Time),,s3w14,focus,
Fri Aug 21 2015 16:29:22 GMT+0800 (Malay Peninsula Standard Time),,s0w1,focus,
Fri Aug 21 2015 16:29:51 GMT+0800 (Malay Peninsula Standard Time),,s3w35,focus,
Fri Aug 21 2015 16:29:52 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Fri Aug 21 2015 16:29:52 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Fri Aug 21 2015 16:29:57 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Fri Aug 21 2015 16:29:57 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Fri Aug 21 2015 16:29:58 GMT+0800 (Malay Peninsula Standard Time),,s3w17,focus,
Fri Aug 21 2015 16:29:58 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Fri Aug 21 2015 16:29:58 GMT+0800 (Malay Peninsula Standard Time),,s3w19,focus,
Fri Aug 21 2015 16:29:59 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Fri Aug 21 2015 16:29:59 GMT+0800 (Malay Peninsula Standard Time),,s3w21,focus,
Fri Aug 21 2015 16:29:59 GMT+0800 (Malay Peninsula Standard Time),,s3w22,focus,
Fri Aug 21 2015 16:30:00 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Fri Aug 21 2015 16:30:01 GMT+0800 (Malay Peninsula Standard Time),,s3w24,focus,
Fri Aug 21 2015 16:30:01 GMT+0800 (Malay Peninsula Standard Time),,s3w25,focus,
Fri Aug 21 2015 16:30:01 GMT+0800 (Malay Peninsula Standard Time),,s3w26,focus,
Fri Aug 21 2015 16:30:02 GMT+0800 (Malay Peninsula Standard Time),,s3w27,focus,
Fri Aug 21 2015 16:30:02 GMT+0800 (Malay Peninsula Standard Time),,s3w28,focus,
Fri Aug 21 2015 16:30:03 GMT+0800 (Malay Peninsula Standard Time),,s3w29,focus,
Fri Aug 21 2015 16:30:03 GMT+0800 (Malay Peninsula Standard Time),,s3w30,focus,
Fri Aug 21 2015 16:30:03 GMT+0800 (Malay Peninsula Standard Time),,s3w31,focus,
Fri Aug 21 2015 16:30:04 GMT+0800 (Malay Peninsula Standard Time),,s3w32,focus,
Fri Aug 21 2015 16:30:05 GMT+0800 (Malay Peninsula Standard Time),,s3w33,focus,
Fri Aug 21 2015 16:30:05 GMT+0800 (Malay Peninsula Standard Time),,s3w34,focus,
Fri Aug 21 2015 16:30:06 GMT+0800 (Malay Peninsula Standard Time),,s3w35,focus,
Fri Aug 21 2015 16:30:06 GMT+0800 (Malay Peninsula Standard Time),,s3w36,focus,
Fri Aug 21 2015 16:30:07 GMT+0800 (Malay Peninsula Standard Time),,s3w37,focus,
Fri Aug 21 2015 16:30:07 GMT+0800 (Malay Peninsula Standard Time),,s3w38,focus,
Fri Aug 21 2015 16:30:08 GMT+0800 (Malay Peninsula Standard Time),,s3w39,focus,
Fri Aug 21 2015 16:30:09 GMT+0800 (Malay Peninsula Standard Time),,s3w40,focus,
Fri Aug 21 2015 16:30:09 GMT+0800 (Malay Peninsula Standard Time),,s3w41,focus,
Fri Aug 21 2015 16:30:10 GMT+0800 (Malay Peninsula Standard Time),,s3w42,focus,
Fri Aug 21 2015 16:30:10 GMT+0800 (Malay Peninsula Standard Time),,s3w43,focus,
Fri Aug 21 2015 16:30:10 GMT+0800 (Malay Peninsula Standard Time),,s3w44,focus,
Fri Aug 21 2015 16:30:11 GMT+0800 (Malay Peninsula Standard Time),,s3w45,focus,
Fri Aug 21 2015 16:30:11 GMT+0800 (Malay Peninsula Standard Time),,s3w46,focus,
Fri Aug 21 2015 16:30:13 GMT+0800 (Malay Peninsula Standard Time),,s3w46,label,"^"
Fri Aug 21 2015 16:30:13 GMT+0800 (Malay Peninsula Standard Time),,s3w47,focus,
Fri Aug 21 2015 16:30:14 GMT+0800 (Malay Peninsula Standard Time),,s3w48,focus,
Fri Aug 21 2015 16:30:15 GMT+0800 (Malay Peninsula Standard Time),,s3w49,focus,
Fri Aug 21 2015 16:30:19 GMT+0800 (Malay Peninsula Standard Time),,s3w50,focus,
Fri Aug 21 2015 16:30:19 GMT+0800 (Malay Peninsula Standard Time),,s4w1,focus,
Fri Aug 21 2015 16:30:21 GMT+0800 (Malay Peninsula Standard Time),,s4w2,focus,
Fri Aug 21 2015 16:30:22 GMT+0800 (Malay Peninsula Standard Time),,s4w2,label,"G"
Fri Aug 21 2015 16:30:23 GMT+0800 (Malay Peninsula Standard Time),,s4w3,focus,
Fri Aug 21 2015 16:30:24 GMT+0800 (Malay Peninsula Standard Time),,s4w4,focus,
Fri Aug 21 2015 16:30:25 GMT+0800 (Malay Peninsula Standard Time),,s4w5,focus,
Fri Aug 21 2015 16:30:26 GMT+0800 (Malay Peninsula Standard Time),,s4w6,focus,
Fri Aug 21 2015 16:30:26 GMT+0800 (Malay Peninsula Standard Time),,s4w7,focus,
Fri Aug 21 2015 16:30:26 GMT+0800 (Malay Peninsula Standard Time),,s4w8,focus,
Fri Aug 21 2015 16:30:27 GMT+0800 (Malay Peninsula Standard Time),,s4w9,focus,
Fri Aug 21 2015 16:30:27 GMT+0800 (Malay Peninsula Standard Time),,s4w10,focus,
Fri Aug 21 2015 16:30:28 GMT+0800 (Malay Peninsula Standard Time),,s4w10,label,"^"
Fri Aug 21 2015 16:30:29 GMT+0800 (Malay Peninsula Standard Time),,s4w11,focus,
Fri Aug 21 2015 16:30:29 GMT+0800 (Malay Peninsula Standard Time),,s4w12,focus,
Fri Aug 21 2015 16:30:29 GMT+0800 (Malay Peninsula Standard Time),,s4w13,focus,
Fri Aug 21 2015 16:30:29 GMT+0800 (Malay Peninsula Standard Time),,s4w14,focus,
Fri Aug 21 2015 16:30:30 GMT+0800 (Malay Peninsula Standard Time),,s4w15,focus,
Fri Aug 21 2015 16:30:30 GMT+0800 (Malay Peninsula Standard Time),,s5w1,focus,
Fri Aug 21 2015 16:30:31 GMT+0800 (Malay Peninsula Standard Time),,s5w2,focus,
