Thu Sep 03 2015 15:37:07 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 15:38:29 GMT+0800 (Malay Peninsula Standard Time),,s3w6,focus,
Thu Sep 03 2015 15:38:51 GMT+0800 (Malay Peninsula Standard Time),,s4w13,focus,
Thu Sep 03 2015 15:38:51 GMT+0800 (Malay Peninsula Standard Time),,s4w13,focus,
Thu Sep 03 2015 15:38:55 GMT+0800 (Malay Peninsula Standard Time),,s4,changeSentenceFlag,"Tokenization Error"
Thu Sep 03 2015 15:38:56 GMT+0800 (Malay Peninsula Standard Time),,s4w13,focus,
Thu Sep 03 2015 15:38:56 GMT+0800 (Malay Peninsula Standard Time),,s4w13,focus,
Thu Sep 03 2015 15:38:58 GMT+0800 (Malay Peninsula Standard Time),,s4w13,label,"G"
Thu Sep 03 2015 15:39:02 GMT+0800 (Malay Peninsula Standard Time),,s4w13,focus,
Thu Sep 03 2015 15:39:06 GMT+0800 (Malay Peninsula Standard Time),,s4w14,focus,
Thu Sep 03 2015 15:39:07 GMT+0800 (Malay Peninsula Standard Time),,s4w14,focus,
Thu Sep 03 2015 15:39:11 GMT+0800 (Malay Peninsula Standard Time),,s4w14,label,"O"
Thu Sep 03 2015 15:39:14 GMT+0800 (Malay Peninsula Standard Time),,s4w17,focus,
Thu Sep 03 2015 15:39:14 GMT+0800 (Malay Peninsula Standard Time),,s4w17,focus,
Thu Sep 03 2015 15:39:16 GMT+0800 (Malay Peninsula Standard Time),,s4w17,label,"V"
Thu Sep 03 2015 15:39:17 GMT+0800 (Malay Peninsula Standard Time),,s4w18,focus,
Thu Sep 03 2015 15:39:17 GMT+0800 (Malay Peninsula Standard Time),,s4w19,focus,
Thu Sep 03 2015 15:39:18 GMT+0800 (Malay Peninsula Standard Time),,s4w19,label,"^"
Thu Sep 03 2015 15:39:18 GMT+0800 (Malay Peninsula Standard Time),,s4w20,focus,
Thu Sep 03 2015 15:40:44 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Thu Sep 03 2015 15:40:44 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Thu Sep 03 2015 15:40:45 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Thu Sep 03 2015 15:40:45 GMT+0800 (Malay Peninsula Standard Time),,s1w5,focus,
Thu Sep 03 2015 15:40:47 GMT+0800 (Malay Peninsula Standard Time),,s1w6,focus,
Thu Sep 03 2015 15:40:47 GMT+0800 (Malay Peninsula Standard Time),,s1w7,focus,
Thu Sep 03 2015 15:40:48 GMT+0800 (Malay Peninsula Standard Time),,s1w8,focus,
Thu Sep 03 2015 15:40:48 GMT+0800 (Malay Peninsula Standard Time),,s1w9,focus,
Thu Sep 03 2015 15:40:48 GMT+0800 (Malay Peninsula Standard Time),,s1w10,focus,
Thu Sep 03 2015 15:40:49 GMT+0800 (Malay Peninsula Standard Time),,s1w11,focus,
Thu Sep 03 2015 15:40:49 GMT+0800 (Malay Peninsula Standard Time),,s1w12,focus,
Thu Sep 03 2015 15:40:49 GMT+0800 (Malay Peninsula Standard Time),,s1w13,focus,
Thu Sep 03 2015 15:40:49 GMT+0800 (Malay Peninsula Standard Time),,s1w14,focus,
Thu Sep 03 2015 15:40:51 GMT+0800 (Malay Peninsula Standard Time),,s1w15,focus,
Thu Sep 03 2015 15:40:51 GMT+0800 (Malay Peninsula Standard Time),,s1w16,focus,
Thu Sep 03 2015 15:40:51 GMT+0800 (Malay Peninsula Standard Time),,s1w17,focus,
Thu Sep 03 2015 15:40:54 GMT+0800 (Malay Peninsula Standard Time),,s1w18,focus,
Thu Sep 03 2015 15:40:56 GMT+0800 (Malay Peninsula Standard Time),,s1w19,focus,
Thu Sep 03 2015 15:40:56 GMT+0800 (Malay Peninsula Standard Time),,s1w20,focus,
Thu Sep 03 2015 15:40:56 GMT+0800 (Malay Peninsula Standard Time),,s1w21,focus,
Thu Sep 03 2015 15:40:56 GMT+0800 (Malay Peninsula Standard Time),,s1w22,focus,
Thu Sep 03 2015 15:40:57 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Thu Sep 03 2015 15:40:57 GMT+0800 (Malay Peninsula Standard Time),,s1w24,focus,
Thu Sep 03 2015 15:40:58 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Thu Sep 03 2015 15:40:58 GMT+0800 (Malay Peninsula Standard Time),,s1w26,focus,
Thu Sep 03 2015 15:40:58 GMT+0800 (Malay Peninsula Standard Time),,s1w27,focus,
Thu Sep 03 2015 15:41:01 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Thu Sep 03 2015 15:41:01 GMT+0800 (Malay Peninsula Standard Time),,s1w29,focus,
Thu Sep 03 2015 15:41:02 GMT+0800 (Malay Peninsula Standard Time),,s1w30,focus,
Thu Sep 03 2015 15:41:02 GMT+0800 (Malay Peninsula Standard Time),,s1w31,focus,
Thu Sep 03 2015 15:41:05 GMT+0800 (Malay Peninsula Standard Time),,s1w32,focus,
Thu Sep 03 2015 15:41:06 GMT+0800 (Malay Peninsula Standard Time),,s1w33,focus,
Thu Sep 03 2015 15:41:07 GMT+0800 (Malay Peninsula Standard Time),,s1w34,focus,
Thu Sep 03 2015 15:41:07 GMT+0800 (Malay Peninsula Standard Time),,s1w35,focus,
Thu Sep 03 2015 15:41:07 GMT+0800 (Malay Peninsula Standard Time),,s1w36,focus,
Thu Sep 03 2015 15:41:10 GMT+0800 (Malay Peninsula Standard Time),,s1w37,focus,
Thu Sep 03 2015 15:41:10 GMT+0800 (Malay Peninsula Standard Time),,s1w38,focus,
Thu Sep 03 2015 15:41:10 GMT+0800 (Malay Peninsula Standard Time),,s1w39,focus,
Thu Sep 03 2015 15:41:11 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Thu Sep 03 2015 15:41:11 GMT+0800 (Malay Peninsula Standard Time),,s1w41,focus,
Thu Sep 03 2015 15:41:11 GMT+0800 (Malay Peninsula Standard Time),,s1w42,focus,
Thu Sep 03 2015 15:41:11 GMT+0800 (Malay Peninsula Standard Time),,s1w43,focus,
Thu Sep 03 2015 15:41:12 GMT+0800 (Malay Peninsula Standard Time),,s1w44,focus,
Thu Sep 03 2015 15:41:13 GMT+0800 (Malay Peninsula Standard Time),,s1w44,label,"^"
Thu Sep 03 2015 15:41:14 GMT+0800 (Malay Peninsula Standard Time),,s1w45,focus,
Thu Sep 03 2015 15:41:15 GMT+0800 (Malay Peninsula Standard Time),,s1w46,focus,
Thu Sep 03 2015 15:41:15 GMT+0800 (Malay Peninsula Standard Time),,s1w47,focus,
Thu Sep 03 2015 15:41:16 GMT+0800 (Malay Peninsula Standard Time),,s1w48,focus,
Thu Sep 03 2015 15:41:16 GMT+0800 (Malay Peninsula Standard Time),,s1w49,focus,
Thu Sep 03 2015 15:41:16 GMT+0800 (Malay Peninsula Standard Time),,s1w50,focus,
Thu Sep 03 2015 15:41:16 GMT+0800 (Malay Peninsula Standard Time),,s1w51,focus,
Thu Sep 03 2015 15:41:17 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Thu Sep 03 2015 15:48:40 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Thu Sep 03 2015 15:48:54 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Thu Sep 03 2015 15:49:38 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Thu Sep 03 2015 15:49:40 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Thu Sep 03 2015 15:49:40 GMT+0800 (Malay Peninsula Standard Time),,s1w52,label,"A"
Thu Sep 03 2015 15:49:41 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Thu Sep 03 2015 15:49:41 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Thu Sep 03 2015 15:49:42 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Thu Sep 03 2015 15:50:29 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Thu Sep 03 2015 15:50:30 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Thu Sep 03 2015 15:50:30 GMT+0800 (Malay Peninsula Standard Time),,s1w52,label,"D"
Thu Sep 03 2015 15:52:56 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Thu Sep 03 2015 15:52:56 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Thu Sep 03 2015 15:52:58 GMT+0800 (Malay Peninsula Standard Time),,s2w2,focus,
Thu Sep 03 2015 15:52:58 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Thu Sep 03 2015 15:52:58 GMT+0800 (Malay Peninsula Standard Time),,s2w4,focus,
Thu Sep 03 2015 15:52:59 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Thu Sep 03 2015 15:53:02 GMT+0800 (Malay Peninsula Standard Time),,s2w5,label,"N"
Thu Sep 03 2015 15:53:02 GMT+0800 (Malay Peninsula Standard Time),,s2w6,focus,
Thu Sep 03 2015 15:53:03 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Thu Sep 03 2015 15:53:03 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Thu Sep 03 2015 15:53:03 GMT+0800 (Malay Peninsula Standard Time),,s2w9,focus,
Thu Sep 03 2015 15:53:05 GMT+0800 (Malay Peninsula Standard Time),,s2w10,focus,
Thu Sep 03 2015 15:53:06 GMT+0800 (Malay Peninsula Standard Time),,s2w11,focus,
Thu Sep 03 2015 15:53:06 GMT+0800 (Malay Peninsula Standard Time),,s2w12,focus,
Thu Sep 03 2015 15:53:06 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Thu Sep 03 2015 15:53:08 GMT+0800 (Malay Peninsula Standard Time),,s2w14,focus,
Thu Sep 03 2015 15:53:09 GMT+0800 (Malay Peninsula Standard Time),,s2w15,focus,
Thu Sep 03 2015 15:53:09 GMT+0800 (Malay Peninsula Standard Time),,s2w16,focus,
Thu Sep 03 2015 15:53:13 GMT+0800 (Malay Peninsula Standard Time),,s2,toggleMetadata,block
Thu Sep 03 2015 15:53:33 GMT+0800 (Malay Peninsula Standard Time),,s2w17,focus,
Thu Sep 03 2015 15:53:33 GMT+0800 (Malay Peninsula Standard Time),,s2w17,focus,
Thu Sep 03 2015 15:53:40 GMT+0800 (Malay Peninsula Standard Time),,s2w17,focus,
Thu Sep 03 2015 15:53:41 GMT+0800 (Malay Peninsula Standard Time),,s2w18,focus,
Thu Sep 03 2015 15:53:43 GMT+0800 (Malay Peninsula Standard Time),,s2w18,label,"^"
Thu Sep 03 2015 15:53:44 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Thu Sep 03 2015 15:53:45 GMT+0800 (Malay Peninsula Standard Time),,s3w1,focus,
Thu Sep 03 2015 15:53:47 GMT+0800 (Malay Peninsula Standard Time),,s3w2,focus,
Thu Sep 03 2015 15:53:47 GMT+0800 (Malay Peninsula Standard Time),,s3w3,focus,
Thu Sep 03 2015 15:53:47 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Thu Sep 03 2015 15:53:47 GMT+0800 (Malay Peninsula Standard Time),,s3w5,focus,
Thu Sep 03 2015 15:53:50 GMT+0800 (Malay Peninsula Standard Time),,s4w6,focus,
Thu Sep 03 2015 15:53:50 GMT+0800 (Malay Peninsula Standard Time),,s4w6,focus,
Thu Sep 03 2015 15:53:52 GMT+0800 (Malay Peninsula Standard Time),,s4w6,label,"^"
Thu Sep 03 2015 15:53:52 GMT+0800 (Malay Peninsula Standard Time),,s4w7,focus,
Thu Sep 03 2015 15:53:53 GMT+0800 (Malay Peninsula Standard Time),,s4w8,focus,
Thu Sep 03 2015 15:53:57 GMT+0800 (Malay Peninsula Standard Time),,s4w9,focus,
Thu Sep 03 2015 15:53:59 GMT+0800 (Malay Peninsula Standard Time),,s4w9,label,"G"
Thu Sep 03 2015 15:57:22 GMT+0800 (Malay Peninsula Standard Time),,s4w10,focus,
Thu Sep 03 2015 15:57:22 GMT+0800 (Malay Peninsula Standard Time),,s4w10,focus,
Thu Sep 03 2015 15:57:23 GMT+0800 (Malay Peninsula Standard Time),,s4w10,label,"^"
Thu Sep 03 2015 15:57:28 GMT+0800 (Malay Peninsula Standard Time),,s4w30,focus,
Thu Sep 03 2015 15:57:28 GMT+0800 (Malay Peninsula Standard Time),,s4w30,focus,
Thu Sep 03 2015 15:57:29 GMT+0800 (Malay Peninsula Standard Time),,s4w30,label,"^"
Thu Sep 03 2015 15:57:32 GMT+0800 (Malay Peninsula Standard Time),,s4w34,focus,
Thu Sep 03 2015 15:57:32 GMT+0800 (Malay Peninsula Standard Time),,s4w34,focus,
Thu Sep 03 2015 15:57:33 GMT+0800 (Malay Peninsula Standard Time),,s4w34,label,"^"
Thu Sep 03 2015 15:58:12 GMT+0800 (Malay Peninsula Standard Time),,s12w4,focus,
Thu Sep 03 2015 15:58:12 GMT+0800 (Malay Peninsula Standard Time),,s12w4,focus,
Thu Sep 03 2015 15:58:13 GMT+0800 (Malay Peninsula Standard Time),,s12w4,label,"^"
Thu Sep 03 2015 15:58:34 GMT+0800 (Malay Peninsula Standard Time),,s13w12,focus,
Thu Sep 03 2015 15:58:34 GMT+0800 (Malay Peninsula Standard Time),,s13w12,focus,
Thu Sep 03 2015 15:58:35 GMT+0800 (Malay Peninsula Standard Time),,s13w12,label,"N"
Thu Sep 03 2015 15:58:39 GMT+0800 (Malay Peninsula Standard Time),,s13w30,focus,
Thu Sep 03 2015 15:58:39 GMT+0800 (Malay Peninsula Standard Time),,s13w30,focus,
Thu Sep 03 2015 15:58:40 GMT+0800 (Malay Peninsula Standard Time),,s13w16,focus,
Thu Sep 03 2015 15:58:40 GMT+0800 (Malay Peninsula Standard Time),,s13w16,focus,
Thu Sep 03 2015 15:58:43 GMT+0800 (Malay Peninsula Standard Time),,s13w16,label,"V"
Thu Sep 03 2015 15:58:44 GMT+0800 (Malay Peninsula Standard Time),,s13w17,focus,
Thu Sep 03 2015 15:58:45 GMT+0800 (Malay Peninsula Standard Time),,s13w18,focus,
Thu Sep 03 2015 15:58:45 GMT+0800 (Malay Peninsula Standard Time),,s13w19,focus,
Thu Sep 03 2015 15:58:48 GMT+0800 (Malay Peninsula Standard Time),,s13w18,focus,
Thu Sep 03 2015 15:58:49 GMT+0800 (Malay Peninsula Standard Time),,s13w18,label,"^"
Thu Sep 03 2015 15:58:50 GMT+0800 (Malay Peninsula Standard Time),,s13w19,focus,
Thu Sep 03 2015 15:58:51 GMT+0800 (Malay Peninsula Standard Time),,s13w20,focus,
Thu Sep 03 2015 15:58:51 GMT+0800 (Malay Peninsula Standard Time),,s13w21,focus,
Thu Sep 03 2015 15:58:53 GMT+0800 (Malay Peninsula Standard Time),,s13w21,label,"^"
Thu Sep 03 2015 15:58:54 GMT+0800 (Malay Peninsula Standard Time),,s13w22,focus,
Thu Sep 03 2015 15:58:55 GMT+0800 (Malay Peninsula Standard Time),,s13w23,focus,
Thu Sep 03 2015 15:58:56 GMT+0800 (Malay Peninsula Standard Time),,s13w24,focus,
Thu Sep 03 2015 15:58:56 GMT+0800 (Malay Peninsula Standard Time),,s13w25,focus,
Thu Sep 03 2015 15:58:56 GMT+0800 (Malay Peninsula Standard Time),,s13w26,focus,
Thu Sep 03 2015 15:58:57 GMT+0800 (Malay Peninsula Standard Time),,s13w27,focus,
Thu Sep 03 2015 15:58:57 GMT+0800 (Malay Peninsula Standard Time),,s13w28,focus,
Thu Sep 03 2015 15:58:57 GMT+0800 (Malay Peninsula Standard Time),,s13w29,focus,
Thu Sep 03 2015 15:58:59 GMT+0800 (Malay Peninsula Standard Time),,s13w29,label,"V"
Thu Sep 03 2015 15:59:00 GMT+0800 (Malay Peninsula Standard Time),,s13w30,focus,
Thu Sep 03 2015 15:59:02 GMT+0800 (Malay Peninsula Standard Time),,s13w30,label,"^"
Thu Sep 03 2015 15:59:02 GMT+0800 (Malay Peninsula Standard Time),,s13w31,focus,
Thu Sep 03 2015 15:59:03 GMT+0800 (Malay Peninsula Standard Time),,s13w32,focus,
Thu Sep 03 2015 15:59:05 GMT+0800 (Malay Peninsula Standard Time),,s13w33,focus,
Thu Sep 03 2015 15:59:06 GMT+0800 (Malay Peninsula Standard Time),,s13w34,focus,
Thu Sep 03 2015 15:59:06 GMT+0800 (Malay Peninsula Standard Time),,s13w35,focus,
Thu Sep 03 2015 15:59:07 GMT+0800 (Malay Peninsula Standard Time),,s13w36,focus,
Thu Sep 03 2015 15:59:07 GMT+0800 (Malay Peninsula Standard Time),,s13w37,focus,
Thu Sep 03 2015 15:59:08 GMT+0800 (Malay Peninsula Standard Time),,s13w38,focus,
Thu Sep 03 2015 15:59:08 GMT+0800 (Malay Peninsula Standard Time),,s13w39,focus,
Thu Sep 03 2015 15:59:08 GMT+0800 (Malay Peninsula Standard Time),,s13w40,focus,
Thu Sep 03 2015 15:59:10 GMT+0800 (Malay Peninsula Standard Time),,s13w41,focus,
Thu Sep 03 2015 15:59:23 GMT+0800 (Malay Peninsula Standard Time),,s13,changeSentenceFlag,"Tokenization Error"
Thu Sep 03 2015 15:59:24 GMT+0800 (Malay Peninsula Standard Time),,s13w41,focus,
Thu Sep 03 2015 15:59:24 GMT+0800 (Malay Peninsula Standard Time),,s13w41,focus,
Thu Sep 03 2015 15:59:25 GMT+0800 (Malay Peninsula Standard Time),,s13w41,label,"G"
Thu Sep 03 2015 15:59:25 GMT+0800 (Malay Peninsula Standard Time),,s13w42,focus,
Thu Sep 03 2015 15:59:30 GMT+0800 (Malay Peninsula Standard Time),,s13w43,focus,
Thu Sep 03 2015 15:59:30 GMT+0800 (Malay Peninsula Standard Time),,s13w44,focus,
Thu Sep 03 2015 15:59:30 GMT+0800 (Malay Peninsula Standard Time),,s13w45,focus,
Thu Sep 03 2015 15:59:31 GMT+0800 (Malay Peninsula Standard Time),,s13w46,focus,
Thu Sep 03 2015 15:59:31 GMT+0800 (Malay Peninsula Standard Time),,s13w47,focus,
Thu Sep 03 2015 15:59:34 GMT+0800 (Malay Peninsula Standard Time),,s13w48,focus,
Thu Sep 03 2015 15:59:34 GMT+0800 (Malay Peninsula Standard Time),,s13w49,focus,
Thu Sep 03 2015 15:59:34 GMT+0800 (Malay Peninsula Standard Time),,s13w50,focus,
Thu Sep 03 2015 15:59:35 GMT+0800 (Malay Peninsula Standard Time),,s13w51,focus,
Thu Sep 03 2015 15:59:35 GMT+0800 (Malay Peninsula Standard Time),,s13w52,focus,
Thu Sep 03 2015 15:59:40 GMT+0800 (Malay Peninsula Standard Time),,s13w53,focus,
Thu Sep 03 2015 15:59:40 GMT+0800 (Malay Peninsula Standard Time),,s13w54,focus,
Thu Sep 03 2015 15:59:41 GMT+0800 (Malay Peninsula Standard Time),,s13w55,focus,
Thu Sep 03 2015 15:59:45 GMT+0800 (Malay Peninsula Standard Time),,s13w56,focus,
Thu Sep 03 2015 15:59:47 GMT+0800 (Malay Peninsula Standard Time),,s13w57,focus,
Thu Sep 03 2015 15:59:47 GMT+0800 (Malay Peninsula Standard Time),,s13w58,focus,
Thu Sep 03 2015 15:59:48 GMT+0800 (Malay Peninsula Standard Time),,s13w59,focus,
Thu Sep 03 2015 15:59:52 GMT+0800 (Malay Peninsula Standard Time),,s13w59,label,"D"
Thu Sep 03 2015 15:59:54 GMT+0800 (Malay Peninsula Standard Time),,s13w60,focus,
Thu Sep 03 2015 15:59:54 GMT+0800 (Malay Peninsula Standard Time),,s13w61,focus,
Thu Sep 03 2015 15:59:59 GMT+0800 (Malay Peninsula Standard Time),,s13w62,focus,
Thu Sep 03 2015 16:00:00 GMT+0800 (Malay Peninsula Standard Time),,s13w63,focus,
Thu Sep 03 2015 16:00:01 GMT+0800 (Malay Peninsula Standard Time),,s13w64,focus,
Thu Sep 03 2015 16:00:02 GMT+0800 (Malay Peninsula Standard Time),,s13w65,focus,
Thu Sep 03 2015 16:00:02 GMT+0800 (Malay Peninsula Standard Time),,s13w66,focus,
Thu Sep 03 2015 16:00:02 GMT+0800 (Malay Peninsula Standard Time),,s13w67,focus,
Thu Sep 03 2015 16:00:03 GMT+0800 (Malay Peninsula Standard Time),,s13w68,focus,
Thu Sep 03 2015 16:00:04 GMT+0800 (Malay Peninsula Standard Time),,s13w69,focus,
Thu Sep 03 2015 16:00:04 GMT+0800 (Malay Peninsula Standard Time),,s13w70,focus,
Thu Sep 03 2015 16:00:05 GMT+0800 (Malay Peninsula Standard Time),,s13w71,focus,
Thu Sep 03 2015 16:00:05 GMT+0800 (Malay Peninsula Standard Time),,s13w72,focus,
Thu Sep 03 2015 16:00:05 GMT+0800 (Malay Peninsula Standard Time),,s13w73,focus,
Thu Sep 03 2015 16:00:05 GMT+0800 (Malay Peninsula Standard Time),,s13w74,focus,
Thu Sep 03 2015 16:00:06 GMT+0800 (Malay Peninsula Standard Time),,s13w75,focus,
Thu Sep 03 2015 16:00:09 GMT+0800 (Malay Peninsula Standard Time),,s11w81,focus,
Thu Sep 03 2015 16:00:09 GMT+0800 (Malay Peninsula Standard Time),,s11w81,focus,
Thu Sep 03 2015 16:00:17 GMT+0800 (Malay Peninsula Standard Time),,s11w83,focus,
Thu Sep 03 2015 16:00:17 GMT+0800 (Malay Peninsula Standard Time),,s11w83,focus,
Thu Sep 03 2015 16:00:19 GMT+0800 (Malay Peninsula Standard Time),,s11w83,label,"^"
Thu Sep 03 2015 16:00:23 GMT+0800 (Malay Peninsula Standard Time),,s11w32,focus,
Thu Sep 03 2015 16:00:23 GMT+0800 (Malay Peninsula Standard Time),,s11w32,focus,
Thu Sep 03 2015 16:00:24 GMT+0800 (Malay Peninsula Standard Time),,s11w32,label,"^"
Thu Sep 03 2015 16:01:41 GMT+0800 (Malay Peninsula Standard Time),,s6w17,focus,
Thu Sep 03 2015 16:01:41 GMT+0800 (Malay Peninsula Standard Time),,s6w17,focus,
Thu Sep 03 2015 16:01:43 GMT+0800 (Malay Peninsula Standard Time),,s6w17,label,"N"
Thu Sep 03 2015 16:14:25 GMT+0800 (Malay Peninsula Standard Time),,s7w4,focus,
Thu Sep 03 2015 16:14:25 GMT+0800 (Malay Peninsula Standard Time),,s7w4,focus,
Thu Sep 03 2015 16:14:43 GMT+0800 (Malay Peninsula Standard Time),,s7w5,focus,
Thu Sep 03 2015 16:14:43 GMT+0800 (Malay Peninsula Standard Time),,s7w5,focus,
Thu Sep 03 2015 16:14:55 GMT+0800 (Malay Peninsula Standard Time),,s7w6,focus,
Thu Sep 03 2015 16:14:55 GMT+0800 (Malay Peninsula Standard Time),,s7w7,focus,
Thu Sep 03 2015 16:14:56 GMT+0800 (Malay Peninsula Standard Time),,s7w8,focus,
Thu Sep 03 2015 16:14:57 GMT+0800 (Malay Peninsula Standard Time),,s7w9,focus,
Thu Sep 03 2015 16:14:57 GMT+0800 (Malay Peninsula Standard Time),,s7w10,focus,
Thu Sep 03 2015 16:21:23 GMT+0800 (Malay Peninsula Standard Time),,s7w1,focus,
Thu Sep 03 2015 16:21:23 GMT+0800 (Malay Peninsula Standard Time),,s7w1,focus,
Thu Sep 03 2015 16:22:05 GMT+0800 (Malay Peninsula Standard Time),,s7w1,focus,
Thu Sep 03 2015 16:22:07 GMT+0800 (Malay Peninsula Standard Time),,s7w1,focus,
Thu Sep 03 2015 16:22:17 GMT+0800 (Malay Peninsula Standard Time),,s7w1,focus,
Thu Sep 03 2015 16:22:21 GMT+0800 (Malay Peninsula Standard Time),,s7w2,focus,
Thu Sep 03 2015 16:22:22 GMT+0800 (Malay Peninsula Standard Time),,s7w3,focus,
Thu Sep 03 2015 16:22:22 GMT+0800 (Malay Peninsula Standard Time),,s7w4,focus,
Thu Sep 03 2015 16:22:22 GMT+0800 (Malay Peninsula Standard Time),,s7w5,focus,
Thu Sep 03 2015 16:22:22 GMT+0800 (Malay Peninsula Standard Time),,s7w6,focus,
Thu Sep 03 2015 16:22:22 GMT+0800 (Malay Peninsula Standard Time),,s7w7,focus,
Thu Sep 03 2015 16:22:23 GMT+0800 (Malay Peninsula Standard Time),,s7w8,focus,
Thu Sep 03 2015 16:22:24 GMT+0800 (Malay Peninsula Standard Time),,s7w7,focus,
Thu Sep 03 2015 16:22:24 GMT+0800 (Malay Peninsula Standard Time),,s7w6,focus,
Thu Sep 03 2015 16:22:25 GMT+0800 (Malay Peninsula Standard Time),,s7w5,focus,
Thu Sep 03 2015 16:22:25 GMT+0800 (Malay Peninsula Standard Time),,s7w4,focus,
Thu Sep 03 2015 16:22:25 GMT+0800 (Malay Peninsula Standard Time),,s7w3,focus,
Thu Sep 03 2015 16:22:25 GMT+0800 (Malay Peninsula Standard Time),,s7w2,focus,
Thu Sep 03 2015 16:22:25 GMT+0800 (Malay Peninsula Standard Time),,s7w1,focus,
Thu Sep 03 2015 16:22:29 GMT+0800 (Malay Peninsula Standard Time),,s7w1,label,"N"
Thu Sep 03 2015 16:22:34 GMT+0800 (Malay Peninsula Standard Time),,s7w1,label,"O"
Thu Sep 03 2015 16:22:36 GMT+0800 (Malay Peninsula Standard Time),,s7w2,focus,
Thu Sep 03 2015 16:22:54 GMT+0800 (Malay Peninsula Standard Time),,s7w3,focus,
Thu Sep 03 2015 16:22:57 GMT+0800 (Malay Peninsula Standard Time),,s7w4,focus,
Thu Sep 03 2015 16:24:58 GMT+0800 (Malay Peninsula Standard Time),,s7w5,focus,
