Fri Aug 21 2015 16:11:40 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Aug 21 2015 16:13:25 GMT+0800 (Malay Peninsula Standard Time),,s1w3,focus,
Fri Aug 21 2015 16:13:25 GMT+0800 (Malay Peninsula Standard Time),,s1w4,focus,
Fri Aug 21 2015 16:13:26 GMT+0800 (Malay Peninsula Standard Time),,s1w5,focus,
Fri Aug 21 2015 16:13:29 GMT+0800 (Malay Peninsula Standard Time),,s1w6,focus,
Fri Aug 21 2015 16:13:32 GMT+0800 (Malay Peninsula Standard Time),,s1w7,focus,
Fri Aug 21 2015 16:13:32 GMT+0800 (Malay Peninsula Standard Time),,s1w8,focus,
Fri Aug 21 2015 16:13:33 GMT+0800 (Malay Peninsula Standard Time),,s1w9,focus,
Fri Aug 21 2015 16:13:34 GMT+0800 (Malay Peninsula Standard Time),,s1w10,focus,
Fri Aug 21 2015 16:13:34 GMT+0800 (Malay Peninsula Standard Time),,s1w11,focus,
Fri Aug 21 2015 16:13:34 GMT+0800 (Malay Peninsula Standard Time),,s1w12,focus,
Fri Aug 21 2015 16:13:35 GMT+0800 (Malay Peninsula Standard Time),,s1w13,focus,
Fri Aug 21 2015 16:13:35 GMT+0800 (Malay Peninsula Standard Time),,s1w14,focus,
Fri Aug 21 2015 16:13:36 GMT+0800 (Malay Peninsula Standard Time),,s1w15,focus,
Fri Aug 21 2015 16:14:13 GMT+0800 (Malay Peninsula Standard Time),,s1w15,focus,
Fri Aug 21 2015 16:14:27 GMT+0800 (Malay Peninsula Standard Time),,s1w16,focus,
Fri Aug 21 2015 16:14:27 GMT+0800 (Malay Peninsula Standard Time),,s1w17,focus,
Fri Aug 21 2015 16:14:27 GMT+0800 (Malay Peninsula Standard Time),,s1w18,focus,
Fri Aug 21 2015 16:14:28 GMT+0800 (Malay Peninsula Standard Time),,s1w19,focus,
Fri Aug 21 2015 16:14:28 GMT+0800 (Malay Peninsula Standard Time),,s1w20,focus,
Fri Aug 21 2015 16:14:29 GMT+0800 (Malay Peninsula Standard Time),,s1w21,focus,
Fri Aug 21 2015 16:14:42 GMT+0800 (Malay Peninsula Standard Time),,s1w22,focus,
Fri Aug 21 2015 16:14:42 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Fri Aug 21 2015 16:14:44 GMT+0800 (Malay Peninsula Standard Time),,s1w24,focus,
Fri Aug 21 2015 16:14:45 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Fri Aug 21 2015 16:14:45 GMT+0800 (Malay Peninsula Standard Time),,s1w26,focus,
Fri Aug 21 2015 16:14:47 GMT+0800 (Malay Peninsula Standard Time),,s1w27,focus,
Fri Aug 21 2015 16:14:49 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Fri Aug 21 2015 16:14:50 GMT+0800 (Malay Peninsula Standard Time),,s1w29,focus,
Fri Aug 21 2015 16:14:51 GMT+0800 (Malay Peninsula Standard Time),,s1w30,focus,
Fri Aug 21 2015 16:14:53 GMT+0800 (Malay Peninsula Standard Time),,s1w31,focus,
Fri Aug 21 2015 16:14:53 GMT+0800 (Malay Peninsula Standard Time),,s1w32,focus,
Fri Aug 21 2015 16:14:54 GMT+0800 (Malay Peninsula Standard Time),,s1w33,focus,
Fri Aug 21 2015 16:14:58 GMT+0800 (Malay Peninsula Standard Time),,s1w34,focus,
Fri Aug 21 2015 16:15:05 GMT+0800 (Malay Peninsula Standard Time),,s1w34,label,"^"
Fri Aug 21 2015 16:15:05 GMT+0800 (Malay Peninsula Standard Time),,s1w35,focus,
Fri Aug 21 2015 16:15:06 GMT+0800 (Malay Peninsula Standard Time),,s1w36,focus,
Fri Aug 21 2015 16:15:13 GMT+0800 (Malay Peninsula Standard Time),,s1w37,focus,
Fri Aug 21 2015 16:15:14 GMT+0800 (Malay Peninsula Standard Time),,s1w38,focus,
Fri Aug 21 2015 16:15:14 GMT+0800 (Malay Peninsula Standard Time),,s1w39,focus,
Fri Aug 21 2015 16:15:15 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Fri Aug 21 2015 16:15:16 GMT+0800 (Malay Peninsula Standard Time),,s1w41,focus,
Fri Aug 21 2015 16:15:18 GMT+0800 (Malay Peninsula Standard Time),,s1w42,focus,
Fri Aug 21 2015 16:15:18 GMT+0800 (Malay Peninsula Standard Time),,s1w43,focus,
Fri Aug 21 2015 16:15:19 GMT+0800 (Malay Peninsula Standard Time),,s1w44,focus,
Fri Aug 21 2015 16:15:20 GMT+0800 (Malay Peninsula Standard Time),,s1w45,focus,
Fri Aug 21 2015 16:15:21 GMT+0800 (Malay Peninsula Standard Time),,s1w46,focus,
Fri Aug 21 2015 16:15:22 GMT+0800 (Malay Peninsula Standard Time),,s1w45,focus,
Fri Aug 21 2015 16:15:22 GMT+0800 (Malay Peninsula Standard Time),,s1w44,focus,
Fri Aug 21 2015 16:15:22 GMT+0800 (Malay Peninsula Standard Time),,s1w43,focus,
Fri Aug 21 2015 16:15:23 GMT+0800 (Malay Peninsula Standard Time),,s1w42,focus,
Fri Aug 21 2015 16:15:23 GMT+0800 (Malay Peninsula Standard Time),,s1w41,focus,
Fri Aug 21 2015 16:16:10 GMT+0800 (Malay Peninsula Standard Time),,s1w41,focus,
Fri Aug 21 2015 16:16:12 GMT+0800 (Malay Peninsula Standard Time),,s1w37,focus,
Fri Aug 21 2015 16:16:12 GMT+0800 (Malay Peninsula Standard Time),,s1w37,focus,
Fri Aug 21 2015 16:16:14 GMT+0800 (Malay Peninsula Standard Time),,s1w38,focus,
Fri Aug 21 2015 16:16:14 GMT+0800 (Malay Peninsula Standard Time),,s1w39,focus,
Fri Aug 21 2015 16:16:15 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Fri Aug 21 2015 16:16:15 GMT+0800 (Malay Peninsula Standard Time),,s1w41,focus,
Fri Aug 21 2015 16:16:15 GMT+0800 (Malay Peninsula Standard Time),,s1w42,focus,
Fri Aug 21 2015 16:16:15 GMT+0800 (Malay Peninsula Standard Time),,s1w43,focus,
Fri Aug 21 2015 16:16:16 GMT+0800 (Malay Peninsula Standard Time),,s1w44,focus,
Fri Aug 21 2015 16:16:16 GMT+0800 (Malay Peninsula Standard Time),,s1w45,focus,
Fri Aug 21 2015 16:16:16 GMT+0800 (Malay Peninsula Standard Time),,s1w46,focus,
Fri Aug 21 2015 16:16:16 GMT+0800 (Malay Peninsula Standard Time),,s1w47,focus,
Fri Aug 21 2015 16:16:17 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Fri Aug 21 2015 16:16:18 GMT+0800 (Malay Peninsula Standard Time),,s2w2,focus,
Fri Aug 21 2015 16:16:18 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Fri Aug 21 2015 16:16:19 GMT+0800 (Malay Peninsula Standard Time),,s2w4,focus,
Fri Aug 21 2015 16:16:20 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Fri Aug 21 2015 16:16:20 GMT+0800 (Malay Peninsula Standard Time),,s2w6,focus,
Fri Aug 21 2015 16:16:20 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Fri Aug 21 2015 16:16:21 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Fri Aug 21 2015 16:16:44 GMT+0800 (Malay Peninsula Standard Time),,s2w9,focus,
Fri Aug 21 2015 16:16:45 GMT+0800 (Malay Peninsula Standard Time),,s2w10,focus,
Fri Aug 21 2015 16:16:46 GMT+0800 (Malay Peninsula Standard Time),,s2w11,focus,
Fri Aug 21 2015 16:16:46 GMT+0800 (Malay Peninsula Standard Time),,s2w12,focus,
Fri Aug 21 2015 16:16:47 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Fri Aug 21 2015 16:16:48 GMT+0800 (Malay Peninsula Standard Time),,s2w14,focus,
Fri Aug 21 2015 16:16:48 GMT+0800 (Malay Peninsula Standard Time),,s2w15,focus,
Fri Aug 21 2015 16:16:53 GMT+0800 (Malay Peninsula Standard Time),,s2w16,focus,
Fri Aug 21 2015 16:16:55 GMT+0800 (Malay Peninsula Standard Time),,s2w17,focus,
Fri Aug 21 2015 16:16:55 GMT+0800 (Malay Peninsula Standard Time),,s2w18,focus,
Fri Aug 21 2015 16:16:56 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Fri Aug 21 2015 16:16:56 GMT+0800 (Malay Peninsula Standard Time),,s2w20,focus,
Fri Aug 21 2015 16:16:57 GMT+0800 (Malay Peninsula Standard Time),,s2w21,focus,
Fri Aug 21 2015 16:16:57 GMT+0800 (Malay Peninsula Standard Time),,s2w22,focus,
Fri Aug 21 2015 16:16:58 GMT+0800 (Malay Peninsula Standard Time),,s2w23,focus,
Fri Aug 21 2015 16:16:59 GMT+0800 (Malay Peninsula Standard Time),,s2w24,focus,
Fri Aug 21 2015 16:16:59 GMT+0800 (Malay Peninsula Standard Time),,s2w25,focus,
Fri Aug 21 2015 16:17:00 GMT+0800 (Malay Peninsula Standard Time),,s2w26,focus,
Fri Aug 21 2015 16:17:01 GMT+0800 (Malay Peninsula Standard Time),,s2w27,focus,
Fri Aug 21 2015 16:17:01 GMT+0800 (Malay Peninsula Standard Time),,s2w28,focus,
Fri Aug 21 2015 16:17:02 GMT+0800 (Malay Peninsula Standard Time),,s2w29,focus,
Fri Aug 21 2015 16:17:02 GMT+0800 (Malay Peninsula Standard Time),,s2w30,focus,
Fri Aug 21 2015 16:17:03 GMT+0800 (Malay Peninsula Standard Time),,s2w31,focus,
Fri Aug 21 2015 16:17:04 GMT+0800 (Malay Peninsula Standard Time),,s2w32,focus,
Fri Aug 21 2015 16:17:18 GMT+0800 (Malay Peninsula Standard Time),,s2w33,focus,
Fri Aug 21 2015 16:17:21 GMT+0800 (Malay Peninsula Standard Time),,s2w34,focus,
Fri Aug 21 2015 16:17:21 GMT+0800 (Malay Peninsula Standard Time),,s2w35,focus,
Fri Aug 21 2015 16:17:22 GMT+0800 (Malay Peninsula Standard Time),,s2w36,focus,
Fri Aug 21 2015 16:17:23 GMT+0800 (Malay Peninsula Standard Time),,s2w37,focus,
Fri Aug 21 2015 16:17:23 GMT+0800 (Malay Peninsula Standard Time),,s2w38,focus,
Fri Aug 21 2015 16:17:23 GMT+0800 (Malay Peninsula Standard Time),,s2w39,focus,
Fri Aug 21 2015 16:17:29 GMT+0800 (Malay Peninsula Standard Time),,s2w40,focus,
Fri Aug 21 2015 16:17:30 GMT+0800 (Malay Peninsula Standard Time),,s2w41,focus,
Fri Aug 21 2015 16:17:30 GMT+0800 (Malay Peninsula Standard Time),,s2w40,focus,
Fri Aug 21 2015 16:17:32 GMT+0800 (Malay Peninsula Standard Time),,s2w40,label,"^"
Fri Aug 21 2015 16:17:32 GMT+0800 (Malay Peninsula Standard Time),,s2w41,focus,
Fri Aug 21 2015 16:17:33 GMT+0800 (Malay Peninsula Standard Time),,s2w42,focus,
Fri Aug 21 2015 16:17:33 GMT+0800 (Malay Peninsula Standard Time),,s3w1,focus,
Fri Aug 21 2015 16:17:37 GMT+0800 (Malay Peninsula Standard Time),,s3w2,focus,
Fri Aug 21 2015 16:18:08 GMT+0800 (Malay Peninsula Standard Time),,s3w3,focus,
Fri Aug 21 2015 16:18:08 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Fri Aug 21 2015 16:18:10 GMT+0800 (Malay Peninsula Standard Time),,s3w5,focus,
Fri Aug 21 2015 16:18:11 GMT+0800 (Malay Peninsula Standard Time),,s3w6,focus,
Fri Aug 21 2015 16:18:17 GMT+0800 (Malay Peninsula Standard Time),,s3w5,focus,
Fri Aug 21 2015 16:18:17 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Fri Aug 21 2015 16:18:18 GMT+0800 (Malay Peninsula Standard Time),,s3w3,focus,
Fri Aug 21 2015 16:18:18 GMT+0800 (Malay Peninsula Standard Time),,s3w2,focus,
Fri Aug 21 2015 16:18:19 GMT+0800 (Malay Peninsula Standard Time),,s3w2,label,"R"
Fri Aug 21 2015 16:18:23 GMT+0800 (Malay Peninsula Standard Time),,s3w2,label,"V"
Fri Aug 21 2015 16:18:24 GMT+0800 (Malay Peninsula Standard Time),,s3w3,focus,
Fri Aug 21 2015 16:18:25 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Fri Aug 21 2015 16:18:26 GMT+0800 (Malay Peninsula Standard Time),,s3w5,focus,
Fri Aug 21 2015 16:18:26 GMT+0800 (Malay Peninsula Standard Time),,s3w6,focus,
Fri Aug 21 2015 16:18:27 GMT+0800 (Malay Peninsula Standard Time),,s3w6,label,"^"
Fri Aug 21 2015 16:18:28 GMT+0800 (Malay Peninsula Standard Time),,s3w7,focus,
Fri Aug 21 2015 16:18:28 GMT+0800 (Malay Peninsula Standard Time),,s3w8,focus,
Fri Aug 21 2015 16:18:29 GMT+0800 (Malay Peninsula Standard Time),,s3w9,focus,
Fri Aug 21 2015 16:18:29 GMT+0800 (Malay Peninsula Standard Time),,s3w10,focus,
Fri Aug 21 2015 16:18:30 GMT+0800 (Malay Peninsula Standard Time),,s3w11,focus,
Fri Aug 21 2015 16:18:30 GMT+0800 (Malay Peninsula Standard Time),,s3w12,focus,
Fri Aug 21 2015 16:18:31 GMT+0800 (Malay Peninsula Standard Time),,s3w13,focus,
Fri Aug 21 2015 16:18:31 GMT+0800 (Malay Peninsula Standard Time),,s3w14,focus,
Fri Aug 21 2015 16:18:32 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Fri Aug 21 2015 16:18:33 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Fri Aug 21 2015 16:18:33 GMT+0800 (Malay Peninsula Standard Time),,s3w17,focus,
Fri Aug 21 2015 16:18:34 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Fri Aug 21 2015 16:18:35 GMT+0800 (Malay Peninsula Standard Time),,s3w19,focus,
Fri Aug 21 2015 16:18:36 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Fri Aug 21 2015 16:18:39 GMT+0800 (Malay Peninsula Standard Time),,s3w21,focus,
Fri Aug 21 2015 16:18:42 GMT+0800 (Malay Peninsula Standard Time),,s3w22,focus,
Fri Aug 21 2015 16:18:51 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Fri Aug 21 2015 16:18:51 GMT+0800 (Malay Peninsula Standard Time),,s3w24,focus,
Fri Aug 21 2015 16:18:52 GMT+0800 (Malay Peninsula Standard Time),,s3w25,focus,
Fri Aug 21 2015 16:18:52 GMT+0800 (Malay Peninsula Standard Time),,s3w26,focus,
Fri Aug 21 2015 16:18:53 GMT+0800 (Malay Peninsula Standard Time),,s3w27,focus,
Fri Aug 21 2015 16:18:54 GMT+0800 (Malay Peninsula Standard Time),,s3w28,focus,
Fri Aug 21 2015 16:18:55 GMT+0800 (Malay Peninsula Standard Time),,s3w29,focus,
Fri Aug 21 2015 16:18:58 GMT+0800 (Malay Peninsula Standard Time),,s3w30,focus,
Fri Aug 21 2015 16:19:06 GMT+0800 (Malay Peninsula Standard Time),,s3w30,label,"^"
Fri Aug 21 2015 16:19:07 GMT+0800 (Malay Peninsula Standard Time),,s3w31,focus,
Fri Aug 21 2015 16:19:07 GMT+0800 (Malay Peninsula Standard Time),,s3w32,focus,
Fri Aug 21 2015 16:19:07 GMT+0800 (Malay Peninsula Standard Time),,s3w33,focus,
Fri Aug 21 2015 16:19:08 GMT+0800 (Malay Peninsula Standard Time),,s3w34,focus,
Fri Aug 21 2015 16:19:09 GMT+0800 (Malay Peninsula Standard Time),,s3w35,focus,
Fri Aug 21 2015 16:19:11 GMT+0800 (Malay Peninsula Standard Time),,s3w36,focus,
Fri Aug 21 2015 16:19:11 GMT+0800 (Malay Peninsula Standard Time),,s3w37,focus,
Fri Aug 21 2015 16:19:17 GMT+0800 (Malay Peninsula Standard Time),,s3w37,label,"^"
Fri Aug 21 2015 16:19:18 GMT+0800 (Malay Peninsula Standard Time),,s3w38,focus,
Fri Aug 21 2015 16:19:19 GMT+0800 (Malay Peninsula Standard Time),,s3w38,label,"^"
Fri Aug 21 2015 16:19:20 GMT+0800 (Malay Peninsula Standard Time),,s3w39,focus,
Fri Aug 21 2015 16:19:20 GMT+0800 (Malay Peninsula Standard Time),,s3w40,focus,
Fri Aug 21 2015 16:19:20 GMT+0800 (Malay Peninsula Standard Time),,s3w41,focus,
Fri Aug 21 2015 16:19:21 GMT+0800 (Malay Peninsula Standard Time),,s3w42,focus,
Fri Aug 21 2015 16:19:21 GMT+0800 (Malay Peninsula Standard Time),,s3w43,focus,
Fri Aug 21 2015 16:19:22 GMT+0800 (Malay Peninsula Standard Time),,s3w44,focus,
Fri Aug 21 2015 16:19:23 GMT+0800 (Malay Peninsula Standard Time),,s3w45,focus,
Fri Aug 21 2015 16:19:25 GMT+0800 (Malay Peninsula Standard Time),,s3w46,focus,
Fri Aug 21 2015 16:19:26 GMT+0800 (Malay Peninsula Standard Time),,s3w47,focus,
Fri Aug 21 2015 16:19:27 GMT+0800 (Malay Peninsula Standard Time),,s3w48,focus,
Fri Aug 21 2015 16:19:27 GMT+0800 (Malay Peninsula Standard Time),,s3w49,focus,
Fri Aug 21 2015 16:19:27 GMT+0800 (Malay Peninsula Standard Time),,s3w50,focus,
Fri Aug 21 2015 16:19:28 GMT+0800 (Malay Peninsula Standard Time),,s3w51,focus,
Fri Aug 21 2015 16:19:29 GMT+0800 (Malay Peninsula Standard Time),,s3w51,label,"^"
Fri Aug 21 2015 16:19:32 GMT+0800 (Malay Peninsula Standard Time),,s3w52,focus,
Fri Aug 21 2015 16:19:32 GMT+0800 (Malay Peninsula Standard Time),,s3w53,focus,
Fri Aug 21 2015 16:19:33 GMT+0800 (Malay Peninsula Standard Time),,s3w53,label,"N"
Fri Aug 21 2015 16:19:34 GMT+0800 (Malay Peninsula Standard Time),,s3w54,focus,
Fri Aug 21 2015 16:19:35 GMT+0800 (Malay Peninsula Standard Time),,s3w55,focus,
Fri Aug 21 2015 16:19:36 GMT+0800 (Malay Peninsula Standard Time),,s3w56,focus,
Fri Aug 21 2015 16:19:36 GMT+0800 (Malay Peninsula Standard Time),,s3w57,focus,
Fri Aug 21 2015 16:19:36 GMT+0800 (Malay Peninsula Standard Time),,s3w58,focus,
Fri Aug 21 2015 16:19:37 GMT+0800 (Malay Peninsula Standard Time),,s3w59,focus,
Fri Aug 21 2015 16:19:38 GMT+0800 (Malay Peninsula Standard Time),,s3w60,focus,
Fri Aug 21 2015 16:19:41 GMT+0800 (Malay Peninsula Standard Time),,s3w59,focus,
Fri Aug 21 2015 16:19:50 GMT+0800 (Malay Peninsula Standard Time),,s3w59,label,"A"
Fri Aug 21 2015 16:19:51 GMT+0800 (Malay Peninsula Standard Time),,s3w60,focus,
Fri Aug 21 2015 16:19:51 GMT+0800 (Malay Peninsula Standard Time),,s3w61,focus,
Fri Aug 21 2015 16:19:52 GMT+0800 (Malay Peninsula Standard Time),,s3w62,focus,
Fri Aug 21 2015 16:19:52 GMT+0800 (Malay Peninsula Standard Time),,s3w63,focus,
Fri Aug 21 2015 16:19:52 GMT+0800 (Malay Peninsula Standard Time),,s3w64,focus,
Fri Aug 21 2015 16:19:53 GMT+0800 (Malay Peninsula Standard Time),,s3w65,focus,
Fri Aug 21 2015 16:19:53 GMT+0800 (Malay Peninsula Standard Time),,s3w66,focus,
Fri Aug 21 2015 16:19:53 GMT+0800 (Malay Peninsula Standard Time),,s3w67,focus,
Fri Aug 21 2015 16:19:54 GMT+0800 (Malay Peninsula Standard Time),,s3w68,focus,
Fri Aug 21 2015 16:19:54 GMT+0800 (Malay Peninsula Standard Time),,s3w69,focus,
Fri Aug 21 2015 16:19:54 GMT+0800 (Malay Peninsula Standard Time),,s3w70,focus,
Fri Aug 21 2015 16:19:55 GMT+0800 (Malay Peninsula Standard Time),,s3w71,focus,
Fri Aug 21 2015 16:19:55 GMT+0800 (Malay Peninsula Standard Time),,s3w72,focus,
Fri Aug 21 2015 16:19:55 GMT+0800 (Malay Peninsula Standard Time),,s3w73,focus,
Fri Aug 21 2015 16:19:56 GMT+0800 (Malay Peninsula Standard Time),,s3w74,focus,
Fri Aug 21 2015 16:19:56 GMT+0800 (Malay Peninsula Standard Time),,s3w75,focus,
Fri Aug 21 2015 16:19:56 GMT+0800 (Malay Peninsula Standard Time),,s4w1,focus,
Fri Aug 21 2015 16:19:56 GMT+0800 (Malay Peninsula Standard Time),,s4w2,focus,
Fri Aug 21 2015 16:20:03 GMT+0800 (Malay Peninsula Standard Time),,s4w3,focus,
Fri Aug 21 2015 16:20:03 GMT+0800 (Malay Peninsula Standard Time),,s4w4,focus,
Fri Aug 21 2015 16:20:07 GMT+0800 (Malay Peninsula Standard Time),,s4w4,label,"A"
Fri Aug 21 2015 16:20:07 GMT+0800 (Malay Peninsula Standard Time),,s4w5,focus,
Fri Aug 21 2015 16:20:08 GMT+0800 (Malay Peninsula Standard Time),,s4w6,focus,
Fri Aug 21 2015 16:20:09 GMT+0800 (Malay Peninsula Standard Time),,s4w7,focus,
Fri Aug 21 2015 16:20:09 GMT+0800 (Malay Peninsula Standard Time),,s4w8,focus,
Fri Aug 21 2015 16:20:10 GMT+0800 (Malay Peninsula Standard Time),,s4w9,focus,
Fri Aug 21 2015 16:20:10 GMT+0800 (Malay Peninsula Standard Time),,s4w10,focus,
Fri Aug 21 2015 16:20:11 GMT+0800 (Malay Peninsula Standard Time),,s4w11,focus,
Fri Aug 21 2015 16:20:11 GMT+0800 (Malay Peninsula Standard Time),,s4w12,focus,
Fri Aug 21 2015 16:20:11 GMT+0800 (Malay Peninsula Standard Time),,s4w13,focus,
Fri Aug 21 2015 16:20:11 GMT+0800 (Malay Peninsula Standard Time),,s4w14,focus,
Fri Aug 21 2015 16:20:12 GMT+0800 (Malay Peninsula Standard Time),,s4w15,focus,
Fri Aug 21 2015 16:20:12 GMT+0800 (Malay Peninsula Standard Time),,s4w16,focus,
Fri Aug 21 2015 16:20:14 GMT+0800 (Malay Peninsula Standard Time),,s4w17,focus,
Fri Aug 21 2015 16:20:16 GMT+0800 (Malay Peninsula Standard Time),,s4w18,focus,
Fri Aug 21 2015 16:20:17 GMT+0800 (Malay Peninsula Standard Time),,s4w19,focus,
Fri Aug 21 2015 16:20:17 GMT+0800 (Malay Peninsula Standard Time),,s4w20,focus,
Fri Aug 21 2015 16:20:18 GMT+0800 (Malay Peninsula Standard Time),,s4w21,focus,
Fri Aug 21 2015 16:20:18 GMT+0800 (Malay Peninsula Standard Time),,s4w22,focus,
Fri Aug 21 2015 16:20:19 GMT+0800 (Malay Peninsula Standard Time),,s4w23,focus,
Fri Aug 21 2015 16:20:20 GMT+0800 (Malay Peninsula Standard Time),,s4w24,focus,
Fri Aug 21 2015 16:20:20 GMT+0800 (Malay Peninsula Standard Time),,s4w25,focus,
Fri Aug 21 2015 16:20:21 GMT+0800 (Malay Peninsula Standard Time),,s4w26,focus,
Fri Aug 21 2015 16:20:21 GMT+0800 (Malay Peninsula Standard Time),,s4w27,focus,
Fri Aug 21 2015 16:20:21 GMT+0800 (Malay Peninsula Standard Time),,s4w28,focus,
Fri Aug 21 2015 16:20:21 GMT+0800 (Malay Peninsula Standard Time),,s4w29,focus,
Fri Aug 21 2015 16:20:25 GMT+0800 (Malay Peninsula Standard Time),,s5w1,focus,
Fri Aug 21 2015 16:20:25 GMT+0800 (Malay Peninsula Standard Time),,s5w2,focus,
Fri Aug 21 2015 16:20:26 GMT+0800 (Malay Peninsula Standard Time),,s5w3,focus,
Fri Aug 21 2015 16:20:27 GMT+0800 (Malay Peninsula Standard Time),,s5w4,focus,
Fri Aug 21 2015 16:21:13 GMT+0800 (Malay Peninsula Standard Time),,s5w4,label,"X"
Fri Aug 21 2015 16:21:14 GMT+0800 (Malay Peninsula Standard Time),,s5w5,focus,
Fri Aug 21 2015 16:21:16 GMT+0800 (Malay Peninsula Standard Time),,s5w6,focus,
Fri Aug 21 2015 16:21:17 GMT+0800 (Malay Peninsula Standard Time),,s5w7,focus,
Fri Aug 21 2015 16:21:18 GMT+0800 (Malay Peninsula Standard Time),,s5w8,focus,
Fri Aug 21 2015 16:21:18 GMT+0800 (Malay Peninsula Standard Time),,s5w9,focus,
Fri Aug 21 2015 16:21:19 GMT+0800 (Malay Peninsula Standard Time),,s5w10,focus,
Fri Aug 21 2015 16:21:20 GMT+0800 (Malay Peninsula Standard Time),,s5w11,focus,
Fri Aug 21 2015 16:21:20 GMT+0800 (Malay Peninsula Standard Time),,s5w12,focus,
Fri Aug 21 2015 16:21:23 GMT+0800 (Malay Peninsula Standard Time),,s5w13,focus,
Fri Aug 21 2015 16:21:24 GMT+0800 (Malay Peninsula Standard Time),,s5w14,focus,
Fri Aug 21 2015 16:21:24 GMT+0800 (Malay Peninsula Standard Time),,s5w15,focus,
Fri Aug 21 2015 16:21:25 GMT+0800 (Malay Peninsula Standard Time),,s5w16,focus,
Fri Aug 21 2015 16:21:25 GMT+0800 (Malay Peninsula Standard Time),,s5w17,focus,
Fri Aug 21 2015 16:21:26 GMT+0800 (Malay Peninsula Standard Time),,s5w18,focus,
Fri Aug 21 2015 16:21:26 GMT+0800 (Malay Peninsula Standard Time),,s5w19,focus,
