Fri Sep 04 2015 16:39:25 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Sep 04 2015 16:40:10 GMT+0800 (Malay Peninsula Standard Time),,s1w11,focus,
Fri Sep 04 2015 16:40:10 GMT+0800 (Malay Peninsula Standard Time),,s1w12,focus,
Fri Sep 04 2015 16:40:10 GMT+0800 (Malay Peninsula Standard Time),,s1w13,focus,
Fri Sep 04 2015 16:40:19 GMT+0800 (Malay Peninsula Standard Time),,s1w12,focus,
Fri Sep 04 2015 16:40:22 GMT+0800 (Malay Peninsula Standard Time),,s1w12,label,"G"
Fri Sep 04 2015 16:40:22 GMT+0800 (Malay Peninsula Standard Time),,s1w13,focus,
Fri Sep 04 2015 16:40:23 GMT+0800 (Malay Peninsula Standard Time),,s1w14,focus,
Fri Sep 04 2015 16:40:24 GMT+0800 (Malay Peninsula Standard Time),,s1w15,focus,
Fri Sep 04 2015 16:40:26 GMT+0800 (Malay Peninsula Standard Time),,s1w16,focus,
Fri Sep 04 2015 16:40:27 GMT+0800 (Malay Peninsula Standard Time),,s1w17,focus,
Fri Sep 04 2015 16:40:28 GMT+0800 (Malay Peninsula Standard Time),,s1w18,focus,
Fri Sep 04 2015 16:40:28 GMT+0800 (Malay Peninsula Standard Time),,s1w19,focus,
Fri Sep 04 2015 16:40:29 GMT+0800 (Malay Peninsula Standard Time),,s1w20,focus,
Fri Sep 04 2015 16:40:31 GMT+0800 (Malay Peninsula Standard Time),,s1w20,label,"V"
Fri Sep 04 2015 16:40:32 GMT+0800 (Malay Peninsula Standard Time),,s1w21,focus,
Fri Sep 04 2015 16:40:32 GMT+0800 (Malay Peninsula Standard Time),,s1w22,focus,
Fri Sep 04 2015 16:40:33 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Fri Sep 04 2015 16:40:33 GMT+0800 (Malay Peninsula Standard Time),,s1w24,focus,
Fri Sep 04 2015 16:40:34 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Fri Sep 04 2015 16:40:34 GMT+0800 (Malay Peninsula Standard Time),,s1w26,focus,
Fri Sep 04 2015 16:40:36 GMT+0800 (Malay Peninsula Standard Time),,s1w26,label,"^"
Fri Sep 04 2015 16:40:36 GMT+0800 (Malay Peninsula Standard Time),,s1w27,focus,
Fri Sep 04 2015 16:40:36 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Fri Sep 04 2015 16:40:37 GMT+0800 (Malay Peninsula Standard Time),,s1w28,label,"^"
Fri Sep 04 2015 16:40:37 GMT+0800 (Malay Peninsula Standard Time),,s1w29,focus,
Fri Sep 04 2015 16:40:38 GMT+0800 (Malay Peninsula Standard Time),,s1w30,focus,
Fri Sep 04 2015 16:40:38 GMT+0800 (Malay Peninsula Standard Time),,s1w30,label,"^"
Fri Sep 04 2015 16:40:39 GMT+0800 (Malay Peninsula Standard Time),,s1w31,focus,
Fri Sep 04 2015 16:40:39 GMT+0800 (Malay Peninsula Standard Time),,s1w32,focus,
Fri Sep 04 2015 16:40:39 GMT+0800 (Malay Peninsula Standard Time),,s1w32,label,"^"
Fri Sep 04 2015 16:40:40 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Fri Sep 04 2015 16:40:41 GMT+0800 (Malay Peninsula Standard Time),,s2w2,focus,
Fri Sep 04 2015 16:40:41 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Fri Sep 04 2015 16:40:46 GMT+0800 (Malay Peninsula Standard Time),,s2w4,focus,
Fri Sep 04 2015 16:40:47 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Fri Sep 04 2015 16:40:48 GMT+0800 (Malay Peninsula Standard Time),,s2w6,focus,
Fri Sep 04 2015 16:40:49 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Fri Sep 04 2015 16:40:52 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Fri Sep 04 2015 16:40:54 GMT+0800 (Malay Peninsula Standard Time),,s2w9,focus,
Fri Sep 04 2015 16:40:54 GMT+0800 (Malay Peninsula Standard Time),,s2w10,focus,
Fri Sep 04 2015 16:40:55 GMT+0800 (Malay Peninsula Standard Time),,s2w11,focus,
Fri Sep 04 2015 16:40:56 GMT+0800 (Malay Peninsula Standard Time),,s2w12,focus,
Fri Sep 04 2015 16:40:56 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Fri Sep 04 2015 16:40:57 GMT+0800 (Malay Peninsula Standard Time),,s2w14,focus,
Fri Sep 04 2015 16:40:58 GMT+0800 (Malay Peninsula Standard Time),,s2w15,focus,
Fri Sep 04 2015 16:40:58 GMT+0800 (Malay Peninsula Standard Time),,s2w16,focus,
Fri Sep 04 2015 16:40:59 GMT+0800 (Malay Peninsula Standard Time),,s2w17,focus,
Fri Sep 04 2015 16:40:59 GMT+0800 (Malay Peninsula Standard Time),,s2w18,focus,
Fri Sep 04 2015 16:41:00 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Fri Sep 04 2015 16:41:01 GMT+0800 (Malay Peninsula Standard Time),,s2w20,focus,
Fri Sep 04 2015 16:41:03 GMT+0800 (Malay Peninsula Standard Time),,s2w21,focus,
Fri Sep 04 2015 16:41:07 GMT+0800 (Malay Peninsula Standard Time),,s2w22,focus,
Fri Sep 04 2015 16:41:07 GMT+0800 (Malay Peninsula Standard Time),,s2w23,focus,
Fri Sep 04 2015 16:41:08 GMT+0800 (Malay Peninsula Standard Time),,s2w24,focus,
Fri Sep 04 2015 16:41:09 GMT+0800 (Malay Peninsula Standard Time),,s2w25,focus,
Fri Sep 04 2015 16:41:13 GMT+0800 (Malay Peninsula Standard Time),,s2w26,focus,
Fri Sep 04 2015 16:41:13 GMT+0800 (Malay Peninsula Standard Time),,s2w27,focus,
Fri Sep 04 2015 16:41:14 GMT+0800 (Malay Peninsula Standard Time),,s2w28,focus,
Fri Sep 04 2015 16:41:15 GMT+0800 (Malay Peninsula Standard Time),,s2w29,focus,
Fri Sep 04 2015 16:41:20 GMT+0800 (Malay Peninsula Standard Time),,s2w30,focus,
Fri Sep 04 2015 16:41:20 GMT+0800 (Malay Peninsula Standard Time),,s2w31,focus,
Fri Sep 04 2015 16:41:22 GMT+0800 (Malay Peninsula Standard Time),,s2w31,label,"A"
Fri Sep 04 2015 16:41:23 GMT+0800 (Malay Peninsula Standard Time),,s2w32,focus,
Fri Sep 04 2015 16:41:24 GMT+0800 (Malay Peninsula Standard Time),,s2w33,focus,
Fri Sep 04 2015 16:41:25 GMT+0800 (Malay Peninsula Standard Time),,s2w34,focus,
Fri Sep 04 2015 16:41:25 GMT+0800 (Malay Peninsula Standard Time),,s2w35,focus,
Fri Sep 04 2015 16:41:25 GMT+0800 (Malay Peninsula Standard Time),,s2w36,focus,
Fri Sep 04 2015 16:41:26 GMT+0800 (Malay Peninsula Standard Time),,s2w37,focus,
Fri Sep 04 2015 16:41:29 GMT+0800 (Malay Peninsula Standard Time),,s2w37,label,"N"
Fri Sep 04 2015 16:41:29 GMT+0800 (Malay Peninsula Standard Time),,s2w38,focus,
Fri Sep 04 2015 16:41:30 GMT+0800 (Malay Peninsula Standard Time),,s2w39,focus,
Fri Sep 04 2015 16:41:31 GMT+0800 (Malay Peninsula Standard Time),,s2w40,focus,
Fri Sep 04 2015 16:41:32 GMT+0800 (Malay Peninsula Standard Time),,s2w41,focus,
Fri Sep 04 2015 16:41:32 GMT+0800 (Malay Peninsula Standard Time),,s2w42,focus,
Fri Sep 04 2015 16:41:33 GMT+0800 (Malay Peninsula Standard Time),,s2w42,label,"N"
Fri Sep 04 2015 16:41:35 GMT+0800 (Malay Peninsula Standard Time),,s2w43,focus,
Fri Sep 04 2015 16:41:36 GMT+0800 (Malay Peninsula Standard Time),,s2w44,focus,
Fri Sep 04 2015 16:41:39 GMT+0800 (Malay Peninsula Standard Time),,s2w45,focus,
Fri Sep 04 2015 16:41:40 GMT+0800 (Malay Peninsula Standard Time),,s3w1,focus,
Fri Sep 04 2015 16:41:47 GMT+0800 (Malay Peninsula Standard Time),,s3w2,focus,
Fri Sep 04 2015 16:41:47 GMT+0800 (Malay Peninsula Standard Time),,s3w3,focus,
Fri Sep 04 2015 16:41:48 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Fri Sep 04 2015 16:41:48 GMT+0800 (Malay Peninsula Standard Time),,s3w5,focus,
Fri Sep 04 2015 16:41:51 GMT+0800 (Malay Peninsula Standard Time),,s3w5,label,"V"
Fri Sep 04 2015 16:41:51 GMT+0800 (Malay Peninsula Standard Time),,s3w6,focus,
Fri Sep 04 2015 16:41:52 GMT+0800 (Malay Peninsula Standard Time),,s3w7,focus,
Fri Sep 04 2015 16:41:52 GMT+0800 (Malay Peninsula Standard Time),,s3w8,focus,
Fri Sep 04 2015 16:41:52 GMT+0800 (Malay Peninsula Standard Time),,s3w9,focus,
Fri Sep 04 2015 16:41:53 GMT+0800 (Malay Peninsula Standard Time),,s3w10,focus,
Fri Sep 04 2015 16:41:55 GMT+0800 (Malay Peninsula Standard Time),,s3w11,focus,
Fri Sep 04 2015 16:41:56 GMT+0800 (Malay Peninsula Standard Time),,s3w12,focus,
Fri Sep 04 2015 16:41:57 GMT+0800 (Malay Peninsula Standard Time),,s3w13,focus,
Fri Sep 04 2015 16:41:57 GMT+0800 (Malay Peninsula Standard Time),,s3w14,focus,
Fri Sep 04 2015 16:41:57 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Fri Sep 04 2015 16:41:58 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Fri Sep 04 2015 16:41:58 GMT+0800 (Malay Peninsula Standard Time),,s3w17,focus,
Fri Sep 04 2015 16:41:59 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Fri Sep 04 2015 16:42:00 GMT+0800 (Malay Peninsula Standard Time),,s3w19,focus,
Fri Sep 04 2015 16:42:00 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Fri Sep 04 2015 16:42:01 GMT+0800 (Malay Peninsula Standard Time),,s3w21,focus,
Fri Sep 04 2015 16:42:01 GMT+0800 (Malay Peninsula Standard Time),,s3w22,focus,
Fri Sep 04 2015 16:42:02 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Fri Sep 04 2015 16:42:02 GMT+0800 (Malay Peninsula Standard Time),,s3w24,focus,
Fri Sep 04 2015 16:42:03 GMT+0800 (Malay Peninsula Standard Time),,s3w25,focus,
Fri Sep 04 2015 16:42:03 GMT+0800 (Malay Peninsula Standard Time),,s3w26,focus,
Fri Sep 04 2015 16:42:04 GMT+0800 (Malay Peninsula Standard Time),,s3w27,focus,
Fri Sep 04 2015 16:42:04 GMT+0800 (Malay Peninsula Standard Time),,s3w28,focus,
Fri Sep 04 2015 16:42:04 GMT+0800 (Malay Peninsula Standard Time),,s3w29,focus,
Fri Sep 04 2015 16:42:06 GMT+0800 (Malay Peninsula Standard Time),,s3w30,focus,
Fri Sep 04 2015 16:42:06 GMT+0800 (Malay Peninsula Standard Time),,s3w31,focus,
Fri Sep 04 2015 16:42:06 GMT+0800 (Malay Peninsula Standard Time),,s3w32,focus,
Fri Sep 04 2015 16:42:07 GMT+0800 (Malay Peninsula Standard Time),,s3w33,focus,
Fri Sep 04 2015 16:42:08 GMT+0800 (Malay Peninsula Standard Time),,s3w34,focus,
Fri Sep 04 2015 16:42:08 GMT+0800 (Malay Peninsula Standard Time),,s3w35,focus,
Fri Sep 04 2015 16:42:09 GMT+0800 (Malay Peninsula Standard Time),,s3w36,focus,
Fri Sep 04 2015 16:42:09 GMT+0800 (Malay Peninsula Standard Time),,s3w37,focus,
Fri Sep 04 2015 16:42:10 GMT+0800 (Malay Peninsula Standard Time),,s3w38,focus,
Fri Sep 04 2015 16:42:10 GMT+0800 (Malay Peninsula Standard Time),,s3w39,focus,
Fri Sep 04 2015 16:42:12 GMT+0800 (Malay Peninsula Standard Time),,s3w40,focus,
Fri Sep 04 2015 16:42:12 GMT+0800 (Malay Peninsula Standard Time),,s3w41,focus,
Fri Sep 04 2015 16:42:13 GMT+0800 (Malay Peninsula Standard Time),,s3w42,focus,
Fri Sep 04 2015 16:42:13 GMT+0800 (Malay Peninsula Standard Time),,s3w43,focus,
Fri Sep 04 2015 16:42:14 GMT+0800 (Malay Peninsula Standard Time),,s3w44,focus,
Fri Sep 04 2015 16:42:14 GMT+0800 (Malay Peninsula Standard Time),,s3w45,focus,
Fri Sep 04 2015 16:42:15 GMT+0800 (Malay Peninsula Standard Time),,s3w46,focus,
Fri Sep 04 2015 16:42:15 GMT+0800 (Malay Peninsula Standard Time),,s3w47,focus,
Fri Sep 04 2015 16:42:16 GMT+0800 (Malay Peninsula Standard Time),,s3w48,focus,
Fri Sep 04 2015 16:42:17 GMT+0800 (Malay Peninsula Standard Time),,s3w49,focus,
Fri Sep 04 2015 16:42:17 GMT+0800 (Malay Peninsula Standard Time),,s3w50,focus,
Fri Sep 04 2015 16:42:18 GMT+0800 (Malay Peninsula Standard Time),,s3w51,focus,
Fri Sep 04 2015 16:42:18 GMT+0800 (Malay Peninsula Standard Time),,s3w52,focus,
Fri Sep 04 2015 16:42:19 GMT+0800 (Malay Peninsula Standard Time),,s3w53,focus,
Fri Sep 04 2015 16:42:19 GMT+0800 (Malay Peninsula Standard Time),,s3w54,focus,
Fri Sep 04 2015 16:42:21 GMT+0800 (Malay Peninsula Standard Time),,s3w55,focus,
Fri Sep 04 2015 16:42:23 GMT+0800 (Malay Peninsula Standard Time),,s3w56,focus,
Fri Sep 04 2015 16:42:23 GMT+0800 (Malay Peninsula Standard Time),,s3w57,focus,
Fri Sep 04 2015 16:42:24 GMT+0800 (Malay Peninsula Standard Time),,s3w58,focus,
Fri Sep 04 2015 16:42:24 GMT+0800 (Malay Peninsula Standard Time),,s3w59,focus,
Fri Sep 04 2015 16:42:25 GMT+0800 (Malay Peninsula Standard Time),,s3w60,focus,
Fri Sep 04 2015 16:42:25 GMT+0800 (Malay Peninsula Standard Time),,s3w61,focus,
Fri Sep 04 2015 16:42:25 GMT+0800 (Malay Peninsula Standard Time),,s3w62,focus,
Fri Sep 04 2015 16:42:27 GMT+0800 (Malay Peninsula Standard Time),,s3w62,label,"N"
Fri Sep 04 2015 16:42:28 GMT+0800 (Malay Peninsula Standard Time),,s3w63,focus,
Fri Sep 04 2015 16:42:28 GMT+0800 (Malay Peninsula Standard Time),,s3w64,focus,
Fri Sep 04 2015 16:42:29 GMT+0800 (Malay Peninsula Standard Time),,s3w65,focus,
Fri Sep 04 2015 16:42:36 GMT+0800 (Malay Peninsula Standard Time),,s3w65,label,"N"
Fri Sep 04 2015 16:42:36 GMT+0800 (Malay Peninsula Standard Time),,s3w66,focus,
Fri Sep 04 2015 16:42:38 GMT+0800 (Malay Peninsula Standard Time),,s3w67,focus,
Fri Sep 04 2015 16:42:39 GMT+0800 (Malay Peninsula Standard Time),,s3w68,focus,
Fri Sep 04 2015 16:42:40 GMT+0800 (Malay Peninsula Standard Time),,s3w69,focus,
Fri Sep 04 2015 16:42:40 GMT+0800 (Malay Peninsula Standard Time),,s3w70,focus,
Fri Sep 04 2015 16:42:41 GMT+0800 (Malay Peninsula Standard Time),,s3w71,focus,
Fri Sep 04 2015 16:42:41 GMT+0800 (Malay Peninsula Standard Time),,s3w72,focus,
Fri Sep 04 2015 16:42:42 GMT+0800 (Malay Peninsula Standard Time),,s3w73,focus,
Fri Sep 04 2015 16:42:42 GMT+0800 (Malay Peninsula Standard Time),,s3w74,focus,
Fri Sep 04 2015 16:42:43 GMT+0800 (Malay Peninsula Standard Time),,s3w75,focus,
Fri Sep 04 2015 16:42:43 GMT+0800 (Malay Peninsula Standard Time),,s3w76,focus,
Fri Sep 04 2015 16:42:44 GMT+0800 (Malay Peninsula Standard Time),,s3w77,focus,
Fri Sep 04 2015 16:42:44 GMT+0800 (Malay Peninsula Standard Time),,s3w78,focus,
Fri Sep 04 2015 16:42:46 GMT+0800 (Malay Peninsula Standard Time),,s3w79,focus,
Fri Sep 04 2015 16:42:46 GMT+0800 (Malay Peninsula Standard Time),,s3w80,focus,
Fri Sep 04 2015 16:42:46 GMT+0800 (Malay Peninsula Standard Time),,s3w81,focus,
Fri Sep 04 2015 16:42:47 GMT+0800 (Malay Peninsula Standard Time),,s3w82,focus,
Fri Sep 04 2015 16:42:47 GMT+0800 (Malay Peninsula Standard Time),,s3w83,focus,
Fri Sep 04 2015 16:42:48 GMT+0800 (Malay Peninsula Standard Time),,s3w84,focus,
Fri Sep 04 2015 16:42:49 GMT+0800 (Malay Peninsula Standard Time),,s3w85,focus,
Fri Sep 04 2015 16:42:50 GMT+0800 (Malay Peninsula Standard Time),,s3w86,focus,
Fri Sep 04 2015 16:42:51 GMT+0800 (Malay Peninsula Standard Time),,s3w87,focus,
Fri Sep 04 2015 16:42:51 GMT+0800 (Malay Peninsula Standard Time),,s3w88,focus,
Fri Sep 04 2015 16:42:52 GMT+0800 (Malay Peninsula Standard Time),,s3w89,focus,
Fri Sep 04 2015 16:42:52 GMT+0800 (Malay Peninsula Standard Time),,s3w90,focus,
Fri Sep 04 2015 16:42:53 GMT+0800 (Malay Peninsula Standard Time),,s3w91,focus,
Fri Sep 04 2015 16:42:53 GMT+0800 (Malay Peninsula Standard Time),,s3w92,focus,
Fri Sep 04 2015 16:42:54 GMT+0800 (Malay Peninsula Standard Time),,s3w93,focus,
Fri Sep 04 2015 16:42:55 GMT+0800 (Malay Peninsula Standard Time),,s3w94,focus,
Fri Sep 04 2015 16:42:55 GMT+0800 (Malay Peninsula Standard Time),,s3w95,focus,
Fri Sep 04 2015 16:42:56 GMT+0800 (Malay Peninsula Standard Time),,s3w96,focus,
Fri Sep 04 2015 16:42:56 GMT+0800 (Malay Peninsula Standard Time),,s3w97,focus,
Fri Sep 04 2015 16:42:57 GMT+0800 (Malay Peninsula Standard Time),,s3w98,focus,
Fri Sep 04 2015 16:42:57 GMT+0800 (Malay Peninsula Standard Time),,s3w99,focus,
Fri Sep 04 2015 16:43:00 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
