Fri Aug 21 2015 16:32:33 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Aug 21 2015 16:34:47 GMT+0800 (Malay Peninsula Standard Time),,s1w38,focus,
Fri Aug 21 2015 16:34:52 GMT+0800 (Malay Peninsula Standard Time),,s1w38,label,"G"
Fri Aug 21 2015 16:34:53 GMT+0800 (Malay Peninsula Standard Time),,s1w39,focus,
Fri Aug 21 2015 16:34:54 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Fri Aug 21 2015 16:34:56 GMT+0800 (Malay Peninsula Standard Time),,s1w41,focus,
Fri Aug 21 2015 16:34:56 GMT+0800 (Malay Peninsula Standard Time),,s1w42,focus,
Fri Aug 21 2015 16:34:57 GMT+0800 (Malay Peninsula Standard Time),,s1w43,focus,
Fri Aug 21 2015 16:35:03 GMT+0800 (Malay Peninsula Standard Time),,s1w44,focus,
Fri Aug 21 2015 16:35:03 GMT+0800 (Malay Peninsula Standard Time),,s1w45,focus,
Fri Aug 21 2015 16:35:03 GMT+0800 (Malay Peninsula Standard Time),,s1w46,focus,
Fri Aug 21 2015 16:35:04 GMT+0800 (Malay Peninsula Standard Time),,s1w47,focus,
Fri Aug 21 2015 16:35:04 GMT+0800 (Malay Peninsula Standard Time),,s1w48,focus,
Fri Aug 21 2015 16:35:05 GMT+0800 (Malay Peninsula Standard Time),,s1w49,focus,
Fri Aug 21 2015 16:35:06 GMT+0800 (Malay Peninsula Standard Time),,s1w50,focus,
Fri Aug 21 2015 16:35:07 GMT+0800 (Malay Peninsula Standard Time),,s1w51,focus,
Fri Aug 21 2015 16:35:09 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Fri Aug 21 2015 16:35:09 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Fri Aug 21 2015 16:35:10 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Fri Aug 21 2015 16:35:10 GMT+0800 (Malay Peninsula Standard Time),,s1w55,focus,
Fri Aug 21 2015 16:35:10 GMT+0800 (Malay Peninsula Standard Time),,s1w56,focus,
Fri Aug 21 2015 16:35:11 GMT+0800 (Malay Peninsula Standard Time),,s1w57,focus,
Fri Aug 21 2015 16:35:11 GMT+0800 (Malay Peninsula Standard Time),,s1w58,focus,
Fri Aug 21 2015 16:35:12 GMT+0800 (Malay Peninsula Standard Time),,s1w59,focus,
Fri Aug 21 2015 16:35:13 GMT+0800 (Malay Peninsula Standard Time),,s1w60,focus,
Fri Aug 21 2015 16:35:13 GMT+0800 (Malay Peninsula Standard Time),,s1w61,focus,
Fri Aug 21 2015 16:35:14 GMT+0800 (Malay Peninsula Standard Time),,s1w62,focus,
Fri Aug 21 2015 16:35:14 GMT+0800 (Malay Peninsula Standard Time),,s1w63,focus,
Fri Aug 21 2015 16:35:16 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Fri Aug 21 2015 16:35:16 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Fri Aug 21 2015 16:35:16 GMT+0800 (Malay Peninsula Standard Time),,s1w66,focus,
Fri Aug 21 2015 16:35:17 GMT+0800 (Malay Peninsula Standard Time),,s1w67,focus,
Fri Aug 21 2015 16:35:17 GMT+0800 (Malay Peninsula Standard Time),,s1w68,focus,
Fri Aug 21 2015 16:35:18 GMT+0800 (Malay Peninsula Standard Time),,s1w68,label,"G"
Fri Aug 21 2015 16:35:19 GMT+0800 (Malay Peninsula Standard Time),,s1w69,focus,
Fri Aug 21 2015 16:35:19 GMT+0800 (Malay Peninsula Standard Time),,s1w70,focus,
Fri Aug 21 2015 16:35:20 GMT+0800 (Malay Peninsula Standard Time),,s1w71,focus,
Fri Aug 21 2015 16:35:22 GMT+0800 (Malay Peninsula Standard Time),,s1w72,focus,
Fri Aug 21 2015 16:35:24 GMT+0800 (Malay Peninsula Standard Time),,s1w73,focus,
Fri Aug 21 2015 16:35:25 GMT+0800 (Malay Peninsula Standard Time),,s1w74,focus,
Fri Aug 21 2015 16:35:29 GMT+0800 (Malay Peninsula Standard Time),,s1w75,focus,
Fri Aug 21 2015 16:35:31 GMT+0800 (Malay Peninsula Standard Time),,s1w76,focus,
Fri Aug 21 2015 16:35:33 GMT+0800 (Malay Peninsula Standard Time),,s1w77,focus,
Fri Aug 21 2015 16:35:33 GMT+0800 (Malay Peninsula Standard Time),,s1w78,focus,
Fri Aug 21 2015 16:35:34 GMT+0800 (Malay Peninsula Standard Time),,s1w79,focus,
Fri Aug 21 2015 16:35:34 GMT+0800 (Malay Peninsula Standard Time),,s1w80,focus,
Fri Aug 21 2015 16:35:35 GMT+0800 (Malay Peninsula Standard Time),,s1w81,focus,
Fri Aug 21 2015 16:35:36 GMT+0800 (Malay Peninsula Standard Time),,s1w82,focus,
Fri Aug 21 2015 16:35:36 GMT+0800 (Malay Peninsula Standard Time),,s1w83,focus,
Fri Aug 21 2015 16:35:36 GMT+0800 (Malay Peninsula Standard Time),,s1w84,focus,
Fri Aug 21 2015 16:35:37 GMT+0800 (Malay Peninsula Standard Time),,s1w85,focus,
Fri Aug 21 2015 16:35:37 GMT+0800 (Malay Peninsula Standard Time),,s1w86,focus,
Fri Aug 21 2015 16:35:39 GMT+0800 (Malay Peninsula Standard Time),,s1w86,label,"^"
Fri Aug 21 2015 16:35:39 GMT+0800 (Malay Peninsula Standard Time),,s1w87,focus,
Fri Aug 21 2015 16:35:40 GMT+0800 (Malay Peninsula Standard Time),,s1w88,focus,
Fri Aug 21 2015 16:35:40 GMT+0800 (Malay Peninsula Standard Time),,s1w89,focus,
Fri Aug 21 2015 16:35:41 GMT+0800 (Malay Peninsula Standard Time),,s1w90,focus,
Fri Aug 21 2015 16:35:41 GMT+0800 (Malay Peninsula Standard Time),,s1w91,focus,
Fri Aug 21 2015 16:35:42 GMT+0800 (Malay Peninsula Standard Time),,s1w91,label,"G"
Fri Aug 21 2015 16:35:43 GMT+0800 (Malay Peninsula Standard Time),,s1w92,focus,
Fri Aug 21 2015 16:35:43 GMT+0800 (Malay Peninsula Standard Time),,s1w93,focus,
Fri Aug 21 2015 16:35:44 GMT+0800 (Malay Peninsula Standard Time),,s1w94,focus,
Fri Aug 21 2015 16:35:45 GMT+0800 (Malay Peninsula Standard Time),,s1w93,focus,
Fri Aug 21 2015 16:35:53 GMT+0800 (Malay Peninsula Standard Time),,s1w93,label,"&"
Fri Aug 21 2015 16:35:54 GMT+0800 (Malay Peninsula Standard Time),,s1w94,focus,
Fri Aug 21 2015 16:35:55 GMT+0800 (Malay Peninsula Standard Time),,s1w95,focus,
Fri Aug 21 2015 16:35:55 GMT+0800 (Malay Peninsula Standard Time),,s1w96,focus,
Fri Aug 21 2015 16:35:56 GMT+0800 (Malay Peninsula Standard Time),,s1w97,focus,
Fri Aug 21 2015 16:35:57 GMT+0800 (Malay Peninsula Standard Time),,s1w98,focus,
Fri Aug 21 2015 16:35:57 GMT+0800 (Malay Peninsula Standard Time),,s1w99,focus,
Fri Aug 21 2015 16:35:58 GMT+0800 (Malay Peninsula Standard Time),,s1w100,focus,
Fri Aug 21 2015 16:35:58 GMT+0800 (Malay Peninsula Standard Time),,s1w101,focus,
Fri Aug 21 2015 16:35:58 GMT+0800 (Malay Peninsula Standard Time),,s1w102,focus,
Fri Aug 21 2015 16:35:59 GMT+0800 (Malay Peninsula Standard Time),,s1w103,focus,
Fri Aug 21 2015 16:35:59 GMT+0800 (Malay Peninsula Standard Time),,s1w104,focus,
Fri Aug 21 2015 16:35:59 GMT+0800 (Malay Peninsula Standard Time),,s1w105,focus,
Fri Aug 21 2015 16:36:01 GMT+0800 (Malay Peninsula Standard Time),,s1w106,focus,
Fri Aug 21 2015 16:36:01 GMT+0800 (Malay Peninsula Standard Time),,s1w107,focus,
Fri Aug 21 2015 16:36:02 GMT+0800 (Malay Peninsula Standard Time),,s1w108,focus,
Fri Aug 21 2015 16:36:02 GMT+0800 (Malay Peninsula Standard Time),,s1w109,focus,
Fri Aug 21 2015 16:36:03 GMT+0800 (Malay Peninsula Standard Time),,s1w110,focus,
Fri Aug 21 2015 16:36:03 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Fri Aug 21 2015 16:36:04 GMT+0800 (Malay Peninsula Standard Time),,s1w112,focus,
Fri Aug 21 2015 16:36:05 GMT+0800 (Malay Peninsula Standard Time),,s1w112,label,"^"
Fri Aug 21 2015 16:36:06 GMT+0800 (Malay Peninsula Standard Time),,s1w113,focus,
Fri Aug 21 2015 16:36:06 GMT+0800 (Malay Peninsula Standard Time),,s1w114,focus,
Fri Aug 21 2015 16:36:07 GMT+0800 (Malay Peninsula Standard Time),,s1w115,focus,
Fri Aug 21 2015 16:36:08 GMT+0800 (Malay Peninsula Standard Time),,s1w116,focus,
Fri Aug 21 2015 16:36:08 GMT+0800 (Malay Peninsula Standard Time),,s1w117,focus,
Fri Aug 21 2015 16:36:09 GMT+0800 (Malay Peninsula Standard Time),,s1w118,focus,
Fri Aug 21 2015 16:36:10 GMT+0800 (Malay Peninsula Standard Time),,s1w118,label,"G"
Fri Aug 21 2015 16:36:10 GMT+0800 (Malay Peninsula Standard Time),,s1w119,focus,
Fri Aug 21 2015 16:36:11 GMT+0800 (Malay Peninsula Standard Time),,s1w120,focus,
Fri Aug 21 2015 16:36:11 GMT+0800 (Malay Peninsula Standard Time),,s1w121,focus,
Fri Aug 21 2015 16:36:12 GMT+0800 (Malay Peninsula Standard Time),,s1w122,focus,
Fri Aug 21 2015 16:36:13 GMT+0800 (Malay Peninsula Standard Time),,s1w123,focus,
Fri Aug 21 2015 16:36:13 GMT+0800 (Malay Peninsula Standard Time),,s1w124,focus,
Fri Aug 21 2015 16:36:14 GMT+0800 (Malay Peninsula Standard Time),,s1w125,focus,
Fri Aug 21 2015 16:36:14 GMT+0800 (Malay Peninsula Standard Time),,s1w126,focus,
Fri Aug 21 2015 16:36:15 GMT+0800 (Malay Peninsula Standard Time),,s1w127,focus,
Fri Aug 21 2015 16:36:15 GMT+0800 (Malay Peninsula Standard Time),,s1w128,focus,
Fri Aug 21 2015 16:36:16 GMT+0800 (Malay Peninsula Standard Time),,s1w129,focus,
Fri Aug 21 2015 16:36:16 GMT+0800 (Malay Peninsula Standard Time),,s1w130,focus,
Fri Aug 21 2015 16:36:17 GMT+0800 (Malay Peninsula Standard Time),,s1w131,focus,
Fri Aug 21 2015 16:36:17 GMT+0800 (Malay Peninsula Standard Time),,s1w132,focus,
Fri Aug 21 2015 16:36:17 GMT+0800 (Malay Peninsula Standard Time),,s1w133,focus,
Fri Aug 21 2015 16:36:18 GMT+0800 (Malay Peninsula Standard Time),,s1w134,focus,
Fri Aug 21 2015 16:36:18 GMT+0800 (Malay Peninsula Standard Time),,s1w135,focus,
Fri Aug 21 2015 16:36:19 GMT+0800 (Malay Peninsula Standard Time),,s1w136,focus,
Fri Aug 21 2015 16:36:20 GMT+0800 (Malay Peninsula Standard Time),,s1w137,focus,
Fri Aug 21 2015 16:36:20 GMT+0800 (Malay Peninsula Standard Time),,s1w138,focus,
Fri Aug 21 2015 16:36:21 GMT+0800 (Malay Peninsula Standard Time),,s1w139,focus,
Fri Aug 21 2015 16:36:21 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Fri Aug 21 2015 16:36:26 GMT+0800 (Malay Peninsula Standard Time),,s2w2,focus,
Fri Aug 21 2015 16:36:28 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Fri Aug 21 2015 16:36:30 GMT+0800 (Malay Peninsula Standard Time),,s2w4,focus,
Fri Aug 21 2015 16:36:30 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Fri Aug 21 2015 16:36:32 GMT+0800 (Malay Peninsula Standard Time),,s2w6,focus,
Fri Aug 21 2015 16:36:39 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Fri Aug 21 2015 16:36:39 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Fri Aug 21 2015 16:36:39 GMT+0800 (Malay Peninsula Standard Time),,s2w9,focus,
Fri Aug 21 2015 16:36:40 GMT+0800 (Malay Peninsula Standard Time),,s2w10,focus,
Fri Aug 21 2015 16:36:40 GMT+0800 (Malay Peninsula Standard Time),,s3w1,focus,
Fri Aug 21 2015 16:36:42 GMT+0800 (Malay Peninsula Standard Time),,s3w2,focus,
Fri Aug 21 2015 16:36:43 GMT+0800 (Malay Peninsula Standard Time),,s3w3,focus,
Fri Aug 21 2015 16:36:45 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Fri Aug 21 2015 16:36:45 GMT+0800 (Malay Peninsula Standard Time),,s3w5,focus,
Fri Aug 21 2015 16:36:46 GMT+0800 (Malay Peninsula Standard Time),,s3w6,focus,
Fri Aug 21 2015 16:36:46 GMT+0800 (Malay Peninsula Standard Time),,s3w7,focus,
Fri Aug 21 2015 16:36:47 GMT+0800 (Malay Peninsula Standard Time),,s3w8,focus,
Fri Aug 21 2015 16:36:48 GMT+0800 (Malay Peninsula Standard Time),,s3w8,label,"^"
Fri Aug 21 2015 16:36:49 GMT+0800 (Malay Peninsula Standard Time),,s3w9,focus,
Fri Aug 21 2015 16:36:53 GMT+0800 (Malay Peninsula Standard Time),,s3w10,focus,
Fri Aug 21 2015 16:36:54 GMT+0800 (Malay Peninsula Standard Time),,s3w11,focus,
Fri Aug 21 2015 16:36:58 GMT+0800 (Malay Peninsula Standard Time),,s3w12,focus,
Fri Aug 21 2015 16:36:58 GMT+0800 (Malay Peninsula Standard Time),,s3w13,focus,
Fri Aug 21 2015 16:36:59 GMT+0800 (Malay Peninsula Standard Time),,s3w14,focus,
Fri Aug 21 2015 16:37:00 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Fri Aug 21 2015 16:37:00 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Fri Aug 21 2015 16:37:00 GMT+0800 (Malay Peninsula Standard Time),,s3w17,focus,
Fri Aug 21 2015 16:37:01 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Fri Aug 21 2015 16:37:02 GMT+0800 (Malay Peninsula Standard Time),,s3w19,focus,
Fri Aug 21 2015 16:37:04 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Fri Aug 21 2015 16:37:05 GMT+0800 (Malay Peninsula Standard Time),,s3w21,focus,
Fri Aug 21 2015 16:37:05 GMT+0800 (Malay Peninsula Standard Time),,s3w22,focus,
Fri Aug 21 2015 16:37:06 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Fri Aug 21 2015 16:37:06 GMT+0800 (Malay Peninsula Standard Time),,s3w24,focus,
Fri Aug 21 2015 16:37:07 GMT+0800 (Malay Peninsula Standard Time),,s3w25,focus,
Fri Aug 21 2015 16:37:07 GMT+0800 (Malay Peninsula Standard Time),,s3w26,focus,
Fri Aug 21 2015 16:37:08 GMT+0800 (Malay Peninsula Standard Time),,s3w27,focus,
Fri Aug 21 2015 16:37:08 GMT+0800 (Malay Peninsula Standard Time),,s3w28,focus,
Fri Aug 21 2015 16:37:09 GMT+0800 (Malay Peninsula Standard Time),,s3w29,focus,
Fri Aug 21 2015 16:37:10 GMT+0800 (Malay Peninsula Standard Time),,s3w30,focus,
Fri Aug 21 2015 16:37:11 GMT+0800 (Malay Peninsula Standard Time),,s3w31,focus,
Fri Aug 21 2015 16:37:12 GMT+0800 (Malay Peninsula Standard Time),,s3w32,focus,
Fri Aug 21 2015 16:37:13 GMT+0800 (Malay Peninsula Standard Time),,s3w32,label,"^"
Fri Aug 21 2015 16:37:14 GMT+0800 (Malay Peninsula Standard Time),,s3w33,focus,
Fri Aug 21 2015 16:37:14 GMT+0800 (Malay Peninsula Standard Time),,s3w34,focus,
Fri Aug 21 2015 16:37:15 GMT+0800 (Malay Peninsula Standard Time),,s3w35,focus,
Fri Aug 21 2015 16:37:15 GMT+0800 (Malay Peninsula Standard Time),,s3w36,focus,
Fri Aug 21 2015 16:37:16 GMT+0800 (Malay Peninsula Standard Time),,s3w37,focus,
Fri Aug 21 2015 16:37:16 GMT+0800 (Malay Peninsula Standard Time),,s3w38,focus,
Fri Aug 21 2015 16:37:16 GMT+0800 (Malay Peninsula Standard Time),,s3w39,focus,
Fri Aug 21 2015 16:37:17 GMT+0800 (Malay Peninsula Standard Time),,s3w40,focus,
Fri Aug 21 2015 16:37:17 GMT+0800 (Malay Peninsula Standard Time),,s3w41,focus,
Fri Aug 21 2015 16:37:18 GMT+0800 (Malay Peninsula Standard Time),,s3w42,focus,
Fri Aug 21 2015 16:37:18 GMT+0800 (Malay Peninsula Standard Time),,s3w41,focus,
Fri Aug 21 2015 16:37:20 GMT+0800 (Malay Peninsula Standard Time),,s3w41,label,"^"
Fri Aug 21 2015 16:37:20 GMT+0800 (Malay Peninsula Standard Time),,s3w42,focus,
Fri Aug 21 2015 16:37:20 GMT+0800 (Malay Peninsula Standard Time),,s3w43,focus,
Fri Aug 21 2015 16:37:21 GMT+0800 (Malay Peninsula Standard Time),,s3w44,focus,
Fri Aug 21 2015 16:37:21 GMT+0800 (Malay Peninsula Standard Time),,s3w45,focus,
Fri Aug 21 2015 16:37:22 GMT+0800 (Malay Peninsula Standard Time),,s3w46,focus,
Fri Aug 21 2015 16:37:23 GMT+0800 (Malay Peninsula Standard Time),,s3w47,focus,
Fri Aug 21 2015 16:37:23 GMT+0800 (Malay Peninsula Standard Time),,s3w48,focus,
Fri Aug 21 2015 16:37:24 GMT+0800 (Malay Peninsula Standard Time),,s3w49,focus,
Fri Aug 21 2015 16:37:26 GMT+0800 (Malay Peninsula Standard Time),,s3w50,focus,
Fri Aug 21 2015 16:37:26 GMT+0800 (Malay Peninsula Standard Time),,s3w51,focus,
Fri Aug 21 2015 16:37:28 GMT+0800 (Malay Peninsula Standard Time),,s3w52,focus,
Fri Aug 21 2015 16:37:31 GMT+0800 (Malay Peninsula Standard Time),,s3w53,focus,
Fri Aug 21 2015 16:37:32 GMT+0800 (Malay Peninsula Standard Time),,s3w54,focus,
Fri Aug 21 2015 16:37:32 GMT+0800 (Malay Peninsula Standard Time),,s3w55,focus,
Fri Aug 21 2015 16:37:33 GMT+0800 (Malay Peninsula Standard Time),,s3w56,focus,
Fri Aug 21 2015 16:37:37 GMT+0800 (Malay Peninsula Standard Time),,s3w57,focus,
Fri Aug 21 2015 16:37:37 GMT+0800 (Malay Peninsula Standard Time),,s3w58,focus,
Fri Aug 21 2015 16:37:37 GMT+0800 (Malay Peninsula Standard Time),,s3w59,focus,
Fri Aug 21 2015 16:37:38 GMT+0800 (Malay Peninsula Standard Time),,s3w60,focus,
Fri Aug 21 2015 16:37:38 GMT+0800 (Malay Peninsula Standard Time),,s3w61,focus,
Fri Aug 21 2015 16:37:38 GMT+0800 (Malay Peninsula Standard Time),,s3w62,focus,
Fri Aug 21 2015 16:37:39 GMT+0800 (Malay Peninsula Standard Time),,s3w63,focus,
Fri Aug 21 2015 16:37:39 GMT+0800 (Malay Peninsula Standard Time),,s3w64,focus,
Fri Aug 21 2015 16:37:40 GMT+0800 (Malay Peninsula Standard Time),,s3w65,focus,
Fri Aug 21 2015 16:37:40 GMT+0800 (Malay Peninsula Standard Time),,s3w66,focus,
Fri Aug 21 2015 16:37:41 GMT+0800 (Malay Peninsula Standard Time),,s3w67,focus,
Fri Aug 21 2015 16:37:41 GMT+0800 (Malay Peninsula Standard Time),,s3w68,focus,
Fri Aug 21 2015 16:37:42 GMT+0800 (Malay Peninsula Standard Time),,s3w69,focus,
Fri Aug 21 2015 16:37:42 GMT+0800 (Malay Peninsula Standard Time),,s3w70,focus,
Fri Aug 21 2015 16:37:42 GMT+0800 (Malay Peninsula Standard Time),,s3w71,focus,
Fri Aug 21 2015 16:37:43 GMT+0800 (Malay Peninsula Standard Time),,s3w72,focus,
Fri Aug 21 2015 16:37:45 GMT+0800 (Malay Peninsula Standard Time),,s3w71,focus,
Fri Aug 21 2015 16:38:34 GMT+0800 (Malay Peninsula Standard Time),,s3w71,label,"G"
Fri Aug 21 2015 16:38:34 GMT+0800 (Malay Peninsula Standard Time),,s3w72,focus,
Fri Aug 21 2015 16:38:35 GMT+0800 (Malay Peninsula Standard Time),,s3w73,focus,
Fri Aug 21 2015 16:38:35 GMT+0800 (Malay Peninsula Standard Time),,s3w74,focus,
Fri Aug 21 2015 16:38:35 GMT+0800 (Malay Peninsula Standard Time),,s3w75,focus,
Fri Aug 21 2015 16:38:36 GMT+0800 (Malay Peninsula Standard Time),,s3w76,focus,
Fri Aug 21 2015 16:38:37 GMT+0800 (Malay Peninsula Standard Time),,s3w77,focus,
Fri Aug 21 2015 16:38:37 GMT+0800 (Malay Peninsula Standard Time),,s3w78,focus,
