Fri Sep 04 2015 16:49:38 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Sep 04 2015 16:50:59 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Fri Sep 04 2015 16:51:00 GMT+0800 (Malay Peninsula Standard Time),,s1w55,focus,
Fri Sep 04 2015 16:51:00 GMT+0800 (Malay Peninsula Standard Time),,s1w56,focus,
Fri Sep 04 2015 16:51:01 GMT+0800 (Malay Peninsula Standard Time),,s1w57,focus,
Fri Sep 04 2015 16:51:01 GMT+0800 (Malay Peninsula Standard Time),,s1w58,focus,
Fri Sep 04 2015 16:51:02 GMT+0800 (Malay Peninsula Standard Time),,s1w59,focus,
Fri Sep 04 2015 16:51:02 GMT+0800 (Malay Peninsula Standard Time),,s1w60,focus,
Fri Sep 04 2015 16:51:03 GMT+0800 (Malay Peninsula Standard Time),,s1w61,focus,
Fri Sep 04 2015 16:51:03 GMT+0800 (Malay Peninsula Standard Time),,s1w62,focus,
Fri Sep 04 2015 16:51:03 GMT+0800 (Malay Peninsula Standard Time),,s1w63,focus,
Fri Sep 04 2015 16:51:04 GMT+0800 (Malay Peninsula Standard Time),,s1w63,label,"N"
Fri Sep 04 2015 16:51:05 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Fri Sep 04 2015 16:51:05 GMT+0800 (Malay Peninsula Standard Time),,s1w64,label,"N"
Fri Sep 04 2015 16:51:05 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Fri Sep 04 2015 16:51:06 GMT+0800 (Malay Peninsula Standard Time),,s1w66,focus,
Fri Sep 04 2015 16:51:07 GMT+0800 (Malay Peninsula Standard Time),,s1w67,focus,
Fri Sep 04 2015 16:51:08 GMT+0800 (Malay Peninsula Standard Time),,s1w68,focus,
Fri Sep 04 2015 16:51:09 GMT+0800 (Malay Peninsula Standard Time),,s1w69,focus,
Fri Sep 04 2015 16:51:09 GMT+0800 (Malay Peninsula Standard Time),,s1w70,focus,
Fri Sep 04 2015 16:51:09 GMT+0800 (Malay Peninsula Standard Time),,s1w71,focus,
Fri Sep 04 2015 16:51:12 GMT+0800 (Malay Peninsula Standard Time),,s1w71,label,"N"
Fri Sep 04 2015 16:51:12 GMT+0800 (Malay Peninsula Standard Time),,s1w72,focus,
Fri Sep 04 2015 16:51:13 GMT+0800 (Malay Peninsula Standard Time),,s1w73,focus,
Fri Sep 04 2015 16:51:13 GMT+0800 (Malay Peninsula Standard Time),,s1w74,focus,
Fri Sep 04 2015 16:51:14 GMT+0800 (Malay Peninsula Standard Time),,s1w75,focus,
Fri Sep 04 2015 16:51:14 GMT+0800 (Malay Peninsula Standard Time),,s1w76,focus,
Fri Sep 04 2015 16:51:15 GMT+0800 (Malay Peninsula Standard Time),,s1w77,focus,
Fri Sep 04 2015 16:51:16 GMT+0800 (Malay Peninsula Standard Time),,s1w78,focus,
Fri Sep 04 2015 16:51:17 GMT+0800 (Malay Peninsula Standard Time),,s1w79,focus,
Fri Sep 04 2015 16:51:17 GMT+0800 (Malay Peninsula Standard Time),,s1w80,focus,
Fri Sep 04 2015 16:51:18 GMT+0800 (Malay Peninsula Standard Time),,s1w81,focus,
Fri Sep 04 2015 16:51:18 GMT+0800 (Malay Peninsula Standard Time),,s1w82,focus,
Fri Sep 04 2015 16:51:18 GMT+0800 (Malay Peninsula Standard Time),,s1w83,focus,
Fri Sep 04 2015 16:51:19 GMT+0800 (Malay Peninsula Standard Time),,s1w84,focus,
Fri Sep 04 2015 16:51:19 GMT+0800 (Malay Peninsula Standard Time),,s1w85,focus,
Fri Sep 04 2015 16:51:19 GMT+0800 (Malay Peninsula Standard Time),,s1w86,focus,
Fri Sep 04 2015 16:51:20 GMT+0800 (Malay Peninsula Standard Time),,s1w87,focus,
Fri Sep 04 2015 16:51:21 GMT+0800 (Malay Peninsula Standard Time),,s1w88,focus,
Fri Sep 04 2015 16:51:21 GMT+0800 (Malay Peninsula Standard Time),,s1w89,focus,
Fri Sep 04 2015 16:51:21 GMT+0800 (Malay Peninsula Standard Time),,s1w90,focus,
Fri Sep 04 2015 16:51:22 GMT+0800 (Malay Peninsula Standard Time),,s1w90,label,"N"
Fri Sep 04 2015 16:51:22 GMT+0800 (Malay Peninsula Standard Time),,s1w91,focus,
Fri Sep 04 2015 16:51:23 GMT+0800 (Malay Peninsula Standard Time),,s1w92,focus,
Fri Sep 04 2015 16:51:24 GMT+0800 (Malay Peninsula Standard Time),,s1w93,focus,
Fri Sep 04 2015 16:51:25 GMT+0800 (Malay Peninsula Standard Time),,s1w94,focus,
Fri Sep 04 2015 16:51:25 GMT+0800 (Malay Peninsula Standard Time),,s1w95,focus,
Fri Sep 04 2015 16:51:25 GMT+0800 (Malay Peninsula Standard Time),,s1w96,focus,
Fri Sep 04 2015 16:51:25 GMT+0800 (Malay Peninsula Standard Time),,s1w97,focus,
Fri Sep 04 2015 16:51:26 GMT+0800 (Malay Peninsula Standard Time),,s1w98,focus,
Fri Sep 04 2015 16:51:26 GMT+0800 (Malay Peninsula Standard Time),,s1w99,focus,
Fri Sep 04 2015 16:51:26 GMT+0800 (Malay Peninsula Standard Time),,s1w100,focus,
Fri Sep 04 2015 16:51:27 GMT+0800 (Malay Peninsula Standard Time),,s1w101,focus,
Fri Sep 04 2015 16:51:27 GMT+0800 (Malay Peninsula Standard Time),,s1w102,focus,
Fri Sep 04 2015 16:51:28 GMT+0800 (Malay Peninsula Standard Time),,s1w103,focus,
Fri Sep 04 2015 16:51:28 GMT+0800 (Malay Peninsula Standard Time),,s1w104,focus,
Fri Sep 04 2015 16:51:29 GMT+0800 (Malay Peninsula Standard Time),,s1w105,focus,
Fri Sep 04 2015 16:51:29 GMT+0800 (Malay Peninsula Standard Time),,s1w106,focus,
Fri Sep 04 2015 16:51:30 GMT+0800 (Malay Peninsula Standard Time),,s1w107,focus,
Fri Sep 04 2015 16:51:30 GMT+0800 (Malay Peninsula Standard Time),,s1w108,focus,
Fri Sep 04 2015 16:51:30 GMT+0800 (Malay Peninsula Standard Time),,s1w109,focus,
Fri Sep 04 2015 16:51:31 GMT+0800 (Malay Peninsula Standard Time),,s1w110,focus,
Fri Sep 04 2015 16:51:31 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Fri Sep 04 2015 16:51:32 GMT+0800 (Malay Peninsula Standard Time),,s1w112,focus,
Fri Sep 04 2015 16:51:32 GMT+0800 (Malay Peninsula Standard Time),,s1w113,focus,
Fri Sep 04 2015 16:51:32 GMT+0800 (Malay Peninsula Standard Time),,s1w114,focus,
Fri Sep 04 2015 16:51:33 GMT+0800 (Malay Peninsula Standard Time),,s1w115,focus,
Fri Sep 04 2015 16:51:33 GMT+0800 (Malay Peninsula Standard Time),,s1w116,focus,
Fri Sep 04 2015 16:51:33 GMT+0800 (Malay Peninsula Standard Time),,s1w117,focus,
Fri Sep 04 2015 16:51:34 GMT+0800 (Malay Peninsula Standard Time),,s1w118,focus,
Fri Sep 04 2015 16:51:34 GMT+0800 (Malay Peninsula Standard Time),,s1w119,focus,
Fri Sep 04 2015 16:51:34 GMT+0800 (Malay Peninsula Standard Time),,s1w120,focus,
Fri Sep 04 2015 16:51:35 GMT+0800 (Malay Peninsula Standard Time),,s1w121,focus,
Fri Sep 04 2015 16:51:35 GMT+0800 (Malay Peninsula Standard Time),,s1w122,focus,
Fri Sep 04 2015 16:51:35 GMT+0800 (Malay Peninsula Standard Time),,s1w123,focus,
Fri Sep 04 2015 16:51:37 GMT+0800 (Malay Peninsula Standard Time),,s1w124,focus,
Fri Sep 04 2015 16:51:37 GMT+0800 (Malay Peninsula Standard Time),,s1w125,focus,
Fri Sep 04 2015 16:51:38 GMT+0800 (Malay Peninsula Standard Time),,s1w126,focus,
Fri Sep 04 2015 16:51:38 GMT+0800 (Malay Peninsula Standard Time),,s1w127,focus,
Fri Sep 04 2015 16:51:39 GMT+0800 (Malay Peninsula Standard Time),,s1w128,focus,
Fri Sep 04 2015 16:51:40 GMT+0800 (Malay Peninsula Standard Time),,s1w129,focus,
Fri Sep 04 2015 16:51:40 GMT+0800 (Malay Peninsula Standard Time),,s1w130,focus,
Fri Sep 04 2015 16:51:41 GMT+0800 (Malay Peninsula Standard Time),,s1w131,focus,
Fri Sep 04 2015 16:51:41 GMT+0800 (Malay Peninsula Standard Time),,s1w132,focus,
Fri Sep 04 2015 16:51:42 GMT+0800 (Malay Peninsula Standard Time),,s1w133,focus,
Fri Sep 04 2015 16:51:42 GMT+0800 (Malay Peninsula Standard Time),,s1w134,focus,
Fri Sep 04 2015 16:51:43 GMT+0800 (Malay Peninsula Standard Time),,s1w135,focus,
Fri Sep 04 2015 16:51:43 GMT+0800 (Malay Peninsula Standard Time),,s1w136,focus,
Fri Sep 04 2015 16:51:43 GMT+0800 (Malay Peninsula Standard Time),,s1w137,focus,
Fri Sep 04 2015 16:51:44 GMT+0800 (Malay Peninsula Standard Time),,s1w138,focus,
Fri Sep 04 2015 16:51:44 GMT+0800 (Malay Peninsula Standard Time),,s1w139,focus,
Fri Sep 04 2015 16:51:44 GMT+0800 (Malay Peninsula Standard Time),,s1w140,focus,
Fri Sep 04 2015 16:51:45 GMT+0800 (Malay Peninsula Standard Time),,s1w141,focus,
Fri Sep 04 2015 16:51:45 GMT+0800 (Malay Peninsula Standard Time),,s1w142,focus,
Fri Sep 04 2015 16:51:49 GMT+0800 (Malay Peninsula Standard Time),,s1w143,focus,
Fri Sep 04 2015 16:51:49 GMT+0800 (Malay Peninsula Standard Time),,s2w18,focus,
Fri Sep 04 2015 16:51:50 GMT+0800 (Malay Peninsula Standard Time),,s2w18,focus,
Fri Sep 04 2015 16:51:50 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Fri Sep 04 2015 16:51:51 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Fri Sep 04 2015 16:51:51 GMT+0800 (Malay Peninsula Standard Time),,s2w2,focus,
Fri Sep 04 2015 16:51:51 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Fri Sep 04 2015 16:51:52 GMT+0800 (Malay Peninsula Standard Time),,s2w4,focus,
Fri Sep 04 2015 16:52:08 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Fri Sep 04 2015 16:52:09 GMT+0800 (Malay Peninsula Standard Time),,s2w6,focus,
Fri Sep 04 2015 16:52:09 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Fri Sep 04 2015 16:52:09 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Fri Sep 04 2015 16:52:10 GMT+0800 (Malay Peninsula Standard Time),,s2w9,focus,
Fri Sep 04 2015 16:52:11 GMT+0800 (Malay Peninsula Standard Time),,s2w10,focus,
Fri Sep 04 2015 16:52:11 GMT+0800 (Malay Peninsula Standard Time),,s2w11,focus,
Fri Sep 04 2015 16:52:12 GMT+0800 (Malay Peninsula Standard Time),,s2w12,focus,
Fri Sep 04 2015 16:52:12 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Fri Sep 04 2015 16:52:12 GMT+0800 (Malay Peninsula Standard Time),,s2w14,focus,
Fri Sep 04 2015 16:52:13 GMT+0800 (Malay Peninsula Standard Time),,s2w15,focus,
Fri Sep 04 2015 16:52:14 GMT+0800 (Malay Peninsula Standard Time),,s2w16,focus,
Fri Sep 04 2015 16:52:14 GMT+0800 (Malay Peninsula Standard Time),,s2w17,focus,
Fri Sep 04 2015 16:52:15 GMT+0800 (Malay Peninsula Standard Time),,s2w18,focus,
Fri Sep 04 2015 16:52:15 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Fri Sep 04 2015 16:52:16 GMT+0800 (Malay Peninsula Standard Time),,s2w20,focus,
Fri Sep 04 2015 16:52:16 GMT+0800 (Malay Peninsula Standard Time),,s2w21,focus,
Fri Sep 04 2015 16:52:16 GMT+0800 (Malay Peninsula Standard Time),,s2w22,focus,
Fri Sep 04 2015 16:52:17 GMT+0800 (Malay Peninsula Standard Time),,s2w23,focus,
Fri Sep 04 2015 16:52:17 GMT+0800 (Malay Peninsula Standard Time),,s2w24,focus,
Fri Sep 04 2015 16:52:18 GMT+0800 (Malay Peninsula Standard Time),,s2w25,focus,
Fri Sep 04 2015 16:52:19 GMT+0800 (Malay Peninsula Standard Time),,s2w26,focus,
Fri Sep 04 2015 16:52:19 GMT+0800 (Malay Peninsula Standard Time),,s2w27,focus,
Fri Sep 04 2015 16:52:19 GMT+0800 (Malay Peninsula Standard Time),,s2w28,focus,
Fri Sep 04 2015 16:52:20 GMT+0800 (Malay Peninsula Standard Time),,s3w1,focus,
Fri Sep 04 2015 16:52:20 GMT+0800 (Malay Peninsula Standard Time),,s3w2,focus,
Fri Sep 04 2015 16:52:21 GMT+0800 (Malay Peninsula Standard Time),,s3w3,focus,
Fri Sep 04 2015 16:52:21 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Fri Sep 04 2015 16:52:21 GMT+0800 (Malay Peninsula Standard Time),,s3w5,focus,
Fri Sep 04 2015 16:52:22 GMT+0800 (Malay Peninsula Standard Time),,s3w6,focus,
Fri Sep 04 2015 16:52:23 GMT+0800 (Malay Peninsula Standard Time),,s3w7,focus,
Fri Sep 04 2015 16:52:23 GMT+0800 (Malay Peninsula Standard Time),,s3w8,focus,
Fri Sep 04 2015 16:52:24 GMT+0800 (Malay Peninsula Standard Time),,s3w9,focus,
Fri Sep 04 2015 16:52:24 GMT+0800 (Malay Peninsula Standard Time),,s3w10,focus,
Fri Sep 04 2015 16:52:25 GMT+0800 (Malay Peninsula Standard Time),,s3w11,focus,
Fri Sep 04 2015 16:52:25 GMT+0800 (Malay Peninsula Standard Time),,s3w12,focus,
Fri Sep 04 2015 16:52:27 GMT+0800 (Malay Peninsula Standard Time),,s3w12,label,"^"
Fri Sep 04 2015 16:52:28 GMT+0800 (Malay Peninsula Standard Time),,s3w13,focus,
Fri Sep 04 2015 16:52:29 GMT+0800 (Malay Peninsula Standard Time),,s3w14,focus,
Fri Sep 04 2015 16:52:29 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Fri Sep 04 2015 16:52:31 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Fri Sep 04 2015 16:52:32 GMT+0800 (Malay Peninsula Standard Time),,s3w17,focus,
Fri Sep 04 2015 16:52:32 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Fri Sep 04 2015 16:52:33 GMT+0800 (Malay Peninsula Standard Time),,s3w19,focus,
Fri Sep 04 2015 16:52:33 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Fri Sep 04 2015 16:52:34 GMT+0800 (Malay Peninsula Standard Time),,s3w21,focus,
Fri Sep 04 2015 16:52:34 GMT+0800 (Malay Peninsula Standard Time),,s3w22,focus,
Fri Sep 04 2015 16:52:35 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Fri Sep 04 2015 16:52:36 GMT+0800 (Malay Peninsula Standard Time),,s3w24,focus,
Fri Sep 04 2015 16:52:38 GMT+0800 (Malay Peninsula Standard Time),,s3w25,focus,
Fri Sep 04 2015 16:52:38 GMT+0800 (Malay Peninsula Standard Time),,s3w26,focus,
Fri Sep 04 2015 16:52:38 GMT+0800 (Malay Peninsula Standard Time),,s3w27,focus,
Fri Sep 04 2015 16:52:39 GMT+0800 (Malay Peninsula Standard Time),,s3w28,focus,
Fri Sep 04 2015 16:52:40 GMT+0800 (Malay Peninsula Standard Time),,s3w28,label,"^"
Fri Sep 04 2015 16:52:40 GMT+0800 (Malay Peninsula Standard Time),,s3w29,focus,
Fri Sep 04 2015 16:52:41 GMT+0800 (Malay Peninsula Standard Time),,s3w30,focus,
Fri Sep 04 2015 16:52:41 GMT+0800 (Malay Peninsula Standard Time),,s3w31,focus,
Fri Sep 04 2015 16:52:42 GMT+0800 (Malay Peninsula Standard Time),,s3w32,focus,
Fri Sep 04 2015 16:52:42 GMT+0800 (Malay Peninsula Standard Time),,s3w33,focus,
Fri Sep 04 2015 16:52:43 GMT+0800 (Malay Peninsula Standard Time),,s3w34,focus,
Fri Sep 04 2015 16:52:44 GMT+0800 (Malay Peninsula Standard Time),,s3w35,focus,
Fri Sep 04 2015 16:52:47 GMT+0800 (Malay Peninsula Standard Time),,s3w35,label,"A"
Fri Sep 04 2015 16:52:48 GMT+0800 (Malay Peninsula Standard Time),,s3w36,focus,
Fri Sep 04 2015 16:52:49 GMT+0800 (Malay Peninsula Standard Time),,s3w37,focus,
Fri Sep 04 2015 16:52:49 GMT+0800 (Malay Peninsula Standard Time),,s3w38,focus,
Fri Sep 04 2015 16:52:50 GMT+0800 (Malay Peninsula Standard Time),,s3w39,focus,
Fri Sep 04 2015 16:52:50 GMT+0800 (Malay Peninsula Standard Time),,s3w40,focus,
Fri Sep 04 2015 16:52:51 GMT+0800 (Malay Peninsula Standard Time),,s3w41,focus,
Fri Sep 04 2015 16:52:51 GMT+0800 (Malay Peninsula Standard Time),,s3w42,focus,
Fri Sep 04 2015 16:52:52 GMT+0800 (Malay Peninsula Standard Time),,s3w43,focus,
Fri Sep 04 2015 16:52:53 GMT+0800 (Malay Peninsula Standard Time),,s3w44,focus,
Fri Sep 04 2015 16:52:54 GMT+0800 (Malay Peninsula Standard Time),,s3w45,focus,
Fri Sep 04 2015 16:52:54 GMT+0800 (Malay Peninsula Standard Time),,s3w46,focus,
Fri Sep 04 2015 16:52:54 GMT+0800 (Malay Peninsula Standard Time),,s3w47,focus,
Fri Sep 04 2015 16:52:55 GMT+0800 (Malay Peninsula Standard Time),,s3w48,focus,
Fri Sep 04 2015 16:52:55 GMT+0800 (Malay Peninsula Standard Time),,s3w49,focus,
Fri Sep 04 2015 16:52:56 GMT+0800 (Malay Peninsula Standard Time),,s3w50,focus,
Fri Sep 04 2015 16:52:56 GMT+0800 (Malay Peninsula Standard Time),,s3w51,focus,
Fri Sep 04 2015 16:52:57 GMT+0800 (Malay Peninsula Standard Time),,s3w52,focus,
Fri Sep 04 2015 16:52:58 GMT+0800 (Malay Peninsula Standard Time),,s3w53,focus,
Fri Sep 04 2015 16:52:59 GMT+0800 (Malay Peninsula Standard Time),,s3w54,focus,
Fri Sep 04 2015 16:52:59 GMT+0800 (Malay Peninsula Standard Time),,s3w55,focus,
Fri Sep 04 2015 16:53:02 GMT+0800 (Malay Peninsula Standard Time),,s3w56,focus,
Fri Sep 04 2015 16:53:02 GMT+0800 (Malay Peninsula Standard Time),,s3w57,focus,
Fri Sep 04 2015 16:53:02 GMT+0800 (Malay Peninsula Standard Time),,s3w58,focus,
Fri Sep 04 2015 16:53:03 GMT+0800 (Malay Peninsula Standard Time),,s3w59,focus,
Fri Sep 04 2015 16:53:04 GMT+0800 (Malay Peninsula Standard Time),,s3w59,label,"^"
Fri Sep 04 2015 16:53:04 GMT+0800 (Malay Peninsula Standard Time),,s3w60,focus,
Fri Sep 04 2015 16:53:05 GMT+0800 (Malay Peninsula Standard Time),,s3w61,focus,
Fri Sep 04 2015 16:53:07 GMT+0800 (Malay Peninsula Standard Time),,s3w62,focus,
Fri Sep 04 2015 16:53:07 GMT+0800 (Malay Peninsula Standard Time),,s3w63,focus,
