Fri Aug 21 2015 15:49:00 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Aug 21 2015 15:51:40 GMT+0800 (Malay Peninsula Standard Time),,s1w39,focus,
Fri Aug 21 2015 15:51:40 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Fri Aug 21 2015 15:51:41 GMT+0800 (Malay Peninsula Standard Time),,s1w41,focus,
Fri Aug 21 2015 15:51:42 GMT+0800 (Malay Peninsula Standard Time),,s1w42,focus,
Fri Aug 21 2015 15:51:44 GMT+0800 (Malay Peninsula Standard Time),,s1w42,label,"V"
Fri Aug 21 2015 15:51:46 GMT+0800 (Malay Peninsula Standard Time),,s1w43,focus,
Fri Aug 21 2015 15:51:46 GMT+0800 (Malay Peninsula Standard Time),,s1w44,focus,
Fri Aug 21 2015 15:51:47 GMT+0800 (Malay Peninsula Standard Time),,s1w45,focus,
Fri Aug 21 2015 15:51:48 GMT+0800 (Malay Peninsula Standard Time),,s1w46,focus,
Fri Aug 21 2015 15:51:49 GMT+0800 (Malay Peninsula Standard Time),,s1w47,focus,
Fri Aug 21 2015 15:51:50 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Fri Aug 21 2015 15:51:51 GMT+0800 (Malay Peninsula Standard Time),,s2w2,focus,
Fri Aug 21 2015 15:51:51 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Fri Aug 21 2015 15:51:52 GMT+0800 (Malay Peninsula Standard Time),,s2w4,focus,
Fri Aug 21 2015 15:51:53 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Fri Aug 21 2015 15:51:53 GMT+0800 (Malay Peninsula Standard Time),,s2w6,focus,
Fri Aug 21 2015 15:51:54 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Fri Aug 21 2015 15:51:55 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Fri Aug 21 2015 15:51:55 GMT+0800 (Malay Peninsula Standard Time),,s2w9,focus,
Fri Aug 21 2015 15:51:56 GMT+0800 (Malay Peninsula Standard Time),,s2w10,focus,
Fri Aug 21 2015 15:51:57 GMT+0800 (Malay Peninsula Standard Time),,s2w11,focus,
Fri Aug 21 2015 15:51:58 GMT+0800 (Malay Peninsula Standard Time),,s2w11,label,"^"
Fri Aug 21 2015 15:52:00 GMT+0800 (Malay Peninsula Standard Time),,s2w12,focus,
Fri Aug 21 2015 15:52:02 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Fri Aug 21 2015 15:52:03 GMT+0800 (Malay Peninsula Standard Time),,s2w14,focus,
Fri Aug 21 2015 15:52:04 GMT+0800 (Malay Peninsula Standard Time),,s2w15,focus,
Fri Aug 21 2015 15:52:04 GMT+0800 (Malay Peninsula Standard Time),,s2w16,focus,
Fri Aug 21 2015 15:52:05 GMT+0800 (Malay Peninsula Standard Time),,s2w17,focus,
Fri Aug 21 2015 15:52:05 GMT+0800 (Malay Peninsula Standard Time),,s2w18,focus,
Fri Aug 21 2015 15:52:06 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Fri Aug 21 2015 15:52:07 GMT+0800 (Malay Peninsula Standard Time),,s2w20,focus,
Fri Aug 21 2015 15:52:08 GMT+0800 (Malay Peninsula Standard Time),,s2w21,focus,
Fri Aug 21 2015 15:52:08 GMT+0800 (Malay Peninsula Standard Time),,s2w22,focus,
Fri Aug 21 2015 15:52:09 GMT+0800 (Malay Peninsula Standard Time),,s2w23,focus,
Fri Aug 21 2015 15:52:10 GMT+0800 (Malay Peninsula Standard Time),,s2w24,focus,
Fri Aug 21 2015 15:52:11 GMT+0800 (Malay Peninsula Standard Time),,s2w25,focus,
Fri Aug 21 2015 15:52:15 GMT+0800 (Malay Peninsula Standard Time),,s2w25,label,"^"
Fri Aug 21 2015 15:52:18 GMT+0800 (Malay Peninsula Standard Time),,s2w26,focus,
Fri Aug 21 2015 15:52:19 GMT+0800 (Malay Peninsula Standard Time),,s2w27,focus,
Fri Aug 21 2015 15:52:19 GMT+0800 (Malay Peninsula Standard Time),,s2w28,focus,
Fri Aug 21 2015 15:52:20 GMT+0800 (Malay Peninsula Standard Time),,s2w29,focus,
Fri Aug 21 2015 15:52:20 GMT+0800 (Malay Peninsula Standard Time),,s2w30,focus,
Fri Aug 21 2015 15:52:21 GMT+0800 (Malay Peninsula Standard Time),,s2w31,focus,
Fri Aug 21 2015 15:52:22 GMT+0800 (Malay Peninsula Standard Time),,s2w32,focus,
Fri Aug 21 2015 15:52:23 GMT+0800 (Malay Peninsula Standard Time),,s2w33,focus,
Fri Aug 21 2015 15:52:26 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
