Thu Aug 27 2015 13:41:40 GMT+0800 (China Standard Time),,,pageReady,0:100:100
Thu Aug 27 2015 13:42:01 GMT+0800 (China Standard Time),,s1w41,focus,
Thu Aug 27 2015 13:42:01 GMT+0800 (China Standard Time),,s1w42,focus,
Thu Aug 27 2015 13:42:02 GMT+0800 (China Standard Time),,s1w43,focus,
Thu Aug 27 2015 13:42:02 GMT+0800 (China Standard Time),,s1w44,focus,
Thu Aug 27 2015 13:42:02 GMT+0800 (China Standard Time),,s1w45,focus,
Thu Aug 27 2015 13:42:03 GMT+0800 (China Standard Time),,s1w46,focus,
Thu Aug 27 2015 13:42:03 GMT+0800 (China Standard Time),,s1w47,focus,
Thu Aug 27 2015 13:42:03 GMT+0800 (China Standard Time),,s1w48,focus,
Thu Aug 27 2015 13:42:04 GMT+0800 (China Standard Time),,s1w49,focus,
Thu Aug 27 2015 13:42:04 GMT+0800 (China Standard Time),,s1w50,focus,
Thu Aug 27 2015 13:42:05 GMT+0800 (China Standard Time),,s1w51,focus,
Thu Aug 27 2015 13:42:06 GMT+0800 (China Standard Time),,s1w52,focus,
Thu Aug 27 2015 13:42:06 GMT+0800 (China Standard Time),,s1w53,focus,
Thu Aug 27 2015 13:42:07 GMT+0800 (China Standard Time),,s1w54,focus,
Thu Aug 27 2015 13:42:07 GMT+0800 (China Standard Time),,s1w55,focus,
Thu Aug 27 2015 13:42:07 GMT+0800 (China Standard Time),,s1w56,focus,
Thu Aug 27 2015 13:42:07 GMT+0800 (China Standard Time),,s1w57,focus,
Thu Aug 27 2015 13:42:08 GMT+0800 (China Standard Time),,s1w58,focus,
Thu Aug 27 2015 13:42:08 GMT+0800 (China Standard Time),,s1w59,focus,
Thu Aug 27 2015 13:42:08 GMT+0800 (China Standard Time),,s1w60,focus,
Thu Aug 27 2015 13:42:08 GMT+0800 (China Standard Time),,s1w61,focus,
Thu Aug 27 2015 13:42:09 GMT+0800 (China Standard Time),,s1w62,focus,
Thu Aug 27 2015 13:42:09 GMT+0800 (China Standard Time),,s1w63,focus,
Thu Aug 27 2015 13:42:09 GMT+0800 (China Standard Time),,s1w64,focus,
Thu Aug 27 2015 13:42:10 GMT+0800 (China Standard Time),,s1w65,focus,
Thu Aug 27 2015 13:42:11 GMT+0800 (China Standard Time),,s1w66,focus,
Thu Aug 27 2015 13:42:11 GMT+0800 (China Standard Time),,s1w67,focus,
Thu Aug 27 2015 13:42:11 GMT+0800 (China Standard Time),,s1w68,focus,
Thu Aug 27 2015 13:42:12 GMT+0800 (China Standard Time),,s1w69,focus,
Thu Aug 27 2015 13:42:12 GMT+0800 (China Standard Time),,s1w70,focus,
Thu Aug 27 2015 13:42:14 GMT+0800 (China Standard Time),,s1w71,focus,
Thu Aug 27 2015 13:42:14 GMT+0800 (China Standard Time),,s1w72,focus,
Thu Aug 27 2015 13:42:15 GMT+0800 (China Standard Time),,s1w73,focus,
Thu Aug 27 2015 13:42:15 GMT+0800 (China Standard Time),,s1w74,focus,
Thu Aug 27 2015 13:42:15 GMT+0800 (China Standard Time),,s1w75,focus,
Thu Aug 27 2015 13:42:15 GMT+0800 (China Standard Time),,s1w76,focus,
Thu Aug 27 2015 13:42:16 GMT+0800 (China Standard Time),,s1w77,focus,
Thu Aug 27 2015 13:42:16 GMT+0800 (China Standard Time),,s1w78,focus,
Thu Aug 27 2015 13:42:16 GMT+0800 (China Standard Time),,s1w79,focus,
Thu Aug 27 2015 13:42:16 GMT+0800 (China Standard Time),,s1w80,focus,
Thu Aug 27 2015 13:42:17 GMT+0800 (China Standard Time),,s1w81,focus,
Thu Aug 27 2015 13:42:17 GMT+0800 (China Standard Time),,s1w82,focus,
Thu Aug 27 2015 13:42:17 GMT+0800 (China Standard Time),,s1w83,focus,
Thu Aug 27 2015 13:42:18 GMT+0800 (China Standard Time),,s1w84,focus,
Thu Aug 27 2015 13:42:20 GMT+0800 (China Standard Time),,s1w83,focus,
Thu Aug 27 2015 13:42:20 GMT+0800 (China Standard Time),,s1w83,focus,
Thu Aug 27 2015 13:42:20 GMT+0800 (China Standard Time),,s1w83,label,"N"
Thu Aug 27 2015 13:42:21 GMT+0800 (China Standard Time),,s1w84,focus,
Thu Aug 27 2015 13:42:22 GMT+0800 (China Standard Time),,s1w84,label,"^"
Thu Aug 27 2015 13:42:22 GMT+0800 (China Standard Time),,s1w85,focus,
Thu Aug 27 2015 13:42:23 GMT+0800 (China Standard Time),,s1w86,focus,
Thu Aug 27 2015 13:42:24 GMT+0800 (China Standard Time),,s1w87,focus,
Thu Aug 27 2015 13:42:24 GMT+0800 (China Standard Time),,s1w88,focus,
Thu Aug 27 2015 13:42:24 GMT+0800 (China Standard Time),,s1w89,focus,
Thu Aug 27 2015 13:42:25 GMT+0800 (China Standard Time),,s1w90,focus,
Thu Aug 27 2015 13:42:25 GMT+0800 (China Standard Time),,s1w91,focus,
Thu Aug 27 2015 13:42:25 GMT+0800 (China Standard Time),,s1w92,focus,
Thu Aug 27 2015 13:42:25 GMT+0800 (China Standard Time),,s1w93,focus,
Thu Aug 27 2015 13:42:26 GMT+0800 (China Standard Time),,s1w94,focus,
Thu Aug 27 2015 13:42:26 GMT+0800 (China Standard Time),,s1w95,focus,
Thu Aug 27 2015 13:42:26 GMT+0800 (China Standard Time),,s1w96,focus,
Thu Aug 27 2015 13:42:27 GMT+0800 (China Standard Time),,s1w97,focus,
Thu Aug 27 2015 13:42:27 GMT+0800 (China Standard Time),,s1w98,focus,
Thu Aug 27 2015 13:42:27 GMT+0800 (China Standard Time),,s1w99,focus,
Thu Aug 27 2015 13:42:27 GMT+0800 (China Standard Time),,s1w100,focus,
Thu Aug 27 2015 13:42:28 GMT+0800 (China Standard Time),,s1w101,focus,
Thu Aug 27 2015 13:42:29 GMT+0800 (China Standard Time),,s1w102,focus,
Thu Aug 27 2015 13:42:30 GMT+0800 (China Standard Time),,s1w103,focus,
Thu Aug 27 2015 13:42:30 GMT+0800 (China Standard Time),,s1w104,focus,
Thu Aug 27 2015 13:42:31 GMT+0800 (China Standard Time),,s1w105,focus,
Thu Aug 27 2015 13:42:31 GMT+0800 (China Standard Time),,s1w106,focus,
Thu Aug 27 2015 13:42:31 GMT+0800 (China Standard Time),,s1w107,focus,
Thu Aug 27 2015 13:42:31 GMT+0800 (China Standard Time),,s1w108,focus,
Thu Aug 27 2015 13:42:32 GMT+0800 (China Standard Time),,s1w109,focus,
Thu Aug 27 2015 13:42:32 GMT+0800 (China Standard Time),,s1w110,focus,
Thu Aug 27 2015 13:42:32 GMT+0800 (China Standard Time),,s1w111,focus,
Thu Aug 27 2015 13:42:32 GMT+0800 (China Standard Time),,s1w112,focus,
Thu Aug 27 2015 13:42:33 GMT+0800 (China Standard Time),,s2w1,focus,
Thu Aug 27 2015 13:42:35 GMT+0800 (China Standard Time),,s2w2,focus,
Thu Aug 27 2015 13:42:35 GMT+0800 (China Standard Time),,s2w3,focus,
Thu Aug 27 2015 13:42:35 GMT+0800 (China Standard Time),,s2w4,focus,
Thu Aug 27 2015 13:42:36 GMT+0800 (China Standard Time),,s2w5,focus,
Thu Aug 27 2015 13:42:36 GMT+0800 (China Standard Time),,s2w6,focus,
Thu Aug 27 2015 13:42:36 GMT+0800 (China Standard Time),,s2w7,focus,
Thu Aug 27 2015 13:42:36 GMT+0800 (China Standard Time),,s2w8,focus,
Thu Aug 27 2015 13:42:37 GMT+0800 (China Standard Time),,s2w9,focus,
Thu Aug 27 2015 13:42:37 GMT+0800 (China Standard Time),,s2w10,focus,
Thu Aug 27 2015 13:42:37 GMT+0800 (China Standard Time),,s2w11,focus,
Thu Aug 27 2015 13:42:38 GMT+0800 (China Standard Time),,s2w12,focus,
Thu Aug 27 2015 13:42:38 GMT+0800 (China Standard Time),,s2w13,focus,
Thu Aug 27 2015 13:42:38 GMT+0800 (China Standard Time),,s2w14,focus,
Thu Aug 27 2015 13:42:38 GMT+0800 (China Standard Time),,s2w15,focus,
Thu Aug 27 2015 13:42:39 GMT+0800 (China Standard Time),,s2w16,focus,
Thu Aug 27 2015 13:42:39 GMT+0800 (China Standard Time),,s2w17,focus,
Thu Aug 27 2015 13:42:40 GMT+0800 (China Standard Time),,s2w18,focus,
Thu Aug 27 2015 13:42:40 GMT+0800 (China Standard Time),,s2w19,focus,
Thu Aug 27 2015 13:42:40 GMT+0800 (China Standard Time),,s2w20,focus,
Thu Aug 27 2015 13:42:41 GMT+0800 (China Standard Time),,s2w21,focus,
Thu Aug 27 2015 13:42:41 GMT+0800 (China Standard Time),,s2w22,focus,
Thu Aug 27 2015 13:42:41 GMT+0800 (China Standard Time),,s2w23,focus,
Thu Aug 27 2015 13:42:42 GMT+0800 (China Standard Time),,s2w24,focus,
Thu Aug 27 2015 13:42:42 GMT+0800 (China Standard Time),,s2w25,focus,
Thu Aug 27 2015 13:42:42 GMT+0800 (China Standard Time),,s2w26,focus,
Thu Aug 27 2015 13:42:42 GMT+0800 (China Standard Time),,s2w27,focus,
Thu Aug 27 2015 13:42:43 GMT+0800 (China Standard Time),,s2w28,focus,
Thu Aug 27 2015 13:42:43 GMT+0800 (China Standard Time),,s2w29,focus,
Thu Aug 27 2015 13:42:43 GMT+0800 (China Standard Time),,s2w30,focus,
Thu Aug 27 2015 13:42:43 GMT+0800 (China Standard Time),,s2w31,focus,
Thu Aug 27 2015 13:42:44 GMT+0800 (China Standard Time),,s2w32,focus,
Thu Aug 27 2015 13:42:44 GMT+0800 (China Standard Time),,s2w33,focus,
Thu Aug 27 2015 13:42:44 GMT+0800 (China Standard Time),,s2w34,focus,
Thu Aug 27 2015 13:42:45 GMT+0800 (China Standard Time),,s2w35,focus,
Thu Aug 27 2015 13:42:45 GMT+0800 (China Standard Time),,s2w36,focus,
Thu Aug 27 2015 13:42:45 GMT+0800 (China Standard Time),,s2w37,focus,
Thu Aug 27 2015 13:42:46 GMT+0800 (China Standard Time),,s2w38,focus,
Thu Aug 27 2015 13:42:46 GMT+0800 (China Standard Time),,s2w39,focus,
Thu Aug 27 2015 13:42:46 GMT+0800 (China Standard Time),,s2w40,focus,
Thu Aug 27 2015 13:42:47 GMT+0800 (China Standard Time),,s2w41,focus,
Thu Aug 27 2015 13:42:47 GMT+0800 (China Standard Time),,s2w42,focus,
Thu Aug 27 2015 13:42:47 GMT+0800 (China Standard Time),,s2w43,focus,
Thu Aug 27 2015 13:42:48 GMT+0800 (China Standard Time),,s2w44,focus,
Thu Aug 27 2015 13:42:48 GMT+0800 (China Standard Time),,s2w45,focus,
Thu Aug 27 2015 13:42:51 GMT+0800 (China Standard Time),,s2w46,focus,
Thu Aug 27 2015 13:42:52 GMT+0800 (China Standard Time),,s2w46,label,"N"
Thu Aug 27 2015 13:42:53 GMT+0800 (China Standard Time),,s2w47,focus,
Thu Aug 27 2015 13:42:54 GMT+0800 (China Standard Time),,s2w47,label,"N"
Thu Aug 27 2015 13:42:54 GMT+0800 (China Standard Time),,s2w48,focus,
Thu Aug 27 2015 13:42:55 GMT+0800 (China Standard Time),,s2w49,focus,
Thu Aug 27 2015 13:42:55 GMT+0800 (China Standard Time),,s2w50,focus,
Thu Aug 27 2015 13:42:55 GMT+0800 (China Standard Time),,s2w51,focus,
Thu Aug 27 2015 13:42:55 GMT+0800 (China Standard Time),,s2w52,focus,
Thu Aug 27 2015 13:42:56 GMT+0800 (China Standard Time),,s2w53,focus,
Thu Aug 27 2015 13:42:56 GMT+0800 (China Standard Time),,s2w54,focus,
Thu Aug 27 2015 13:42:57 GMT+0800 (China Standard Time),,s2w55,focus,
Thu Aug 27 2015 13:42:57 GMT+0800 (China Standard Time),,s2w56,focus,
Thu Aug 27 2015 13:42:57 GMT+0800 (China Standard Time),,s2w57,focus,
Thu Aug 27 2015 13:42:57 GMT+0800 (China Standard Time),,s2w58,focus,
Thu Aug 27 2015 13:42:58 GMT+0800 (China Standard Time),,s2w59,focus,
Thu Aug 27 2015 13:42:58 GMT+0800 (China Standard Time),,s2w60,focus,
Thu Aug 27 2015 13:42:58 GMT+0800 (China Standard Time),,s2w61,focus,
Thu Aug 27 2015 13:42:58 GMT+0800 (China Standard Time),,s2w62,focus,
Thu Aug 27 2015 13:42:59 GMT+0800 (China Standard Time),,s2w63,focus,
Thu Aug 27 2015 13:43:00 GMT+0800 (China Standard Time),,s2w63,label,"^"
Thu Aug 27 2015 13:43:00 GMT+0800 (China Standard Time),,s2w64,focus,
Thu Aug 27 2015 13:43:00 GMT+0800 (China Standard Time),,s2w65,focus,
Thu Aug 27 2015 13:43:01 GMT+0800 (China Standard Time),,s2w66,focus,
Thu Aug 27 2015 13:43:01 GMT+0800 (China Standard Time),,s2w67,focus,
Thu Aug 27 2015 13:43:01 GMT+0800 (China Standard Time),,s2w68,focus,
Thu Aug 27 2015 13:43:02 GMT+0800 (China Standard Time),,s2w69,focus,
Thu Aug 27 2015 13:43:03 GMT+0800 (China Standard Time),,s2w70,focus,
Thu Aug 27 2015 13:43:03 GMT+0800 (China Standard Time),,s2w71,focus,
Thu Aug 27 2015 13:43:03 GMT+0800 (China Standard Time),,s2w72,focus,
Thu Aug 27 2015 13:43:04 GMT+0800 (China Standard Time),,s2w73,focus,
Thu Aug 27 2015 13:43:04 GMT+0800 (China Standard Time),,s2w74,focus,
Thu Aug 27 2015 13:43:04 GMT+0800 (China Standard Time),,s2w75,focus,
Thu Aug 27 2015 13:43:04 GMT+0800 (China Standard Time),,s2w76,focus,
Thu Aug 27 2015 13:43:05 GMT+0800 (China Standard Time),,s2w77,focus,
Thu Aug 27 2015 13:43:05 GMT+0800 (China Standard Time),,s2w78,focus,
Thu Aug 27 2015 13:43:05 GMT+0800 (China Standard Time),,s2w79,focus,
Thu Aug 27 2015 13:43:06 GMT+0800 (China Standard Time),,s2w80,focus,
Thu Aug 27 2015 13:43:06 GMT+0800 (China Standard Time),,s2w81,focus,
Thu Aug 27 2015 13:43:06 GMT+0800 (China Standard Time),,s2w82,focus,
Thu Aug 27 2015 13:43:06 GMT+0800 (China Standard Time),,s2w83,focus,
Thu Aug 27 2015 13:43:07 GMT+0800 (China Standard Time),,s3w1,focus,
Thu Aug 27 2015 13:43:07 GMT+0800 (China Standard Time),,s3w2,focus,
Thu Aug 27 2015 13:43:08 GMT+0800 (China Standard Time),,s3w3,focus,
Thu Aug 27 2015 13:43:08 GMT+0800 (China Standard Time),,s3w4,focus,
Thu Aug 27 2015 13:43:08 GMT+0800 (China Standard Time),,s3w5,focus,
Thu Aug 27 2015 13:43:09 GMT+0800 (China Standard Time),,s3w6,focus,
Thu Aug 27 2015 13:43:09 GMT+0800 (China Standard Time),,s3w7,focus,
Thu Aug 27 2015 13:43:09 GMT+0800 (China Standard Time),,s3w8,focus,
Thu Aug 27 2015 13:43:10 GMT+0800 (China Standard Time),,s3w9,focus,
Thu Aug 27 2015 13:43:10 GMT+0800 (China Standard Time),,s3w10,focus,
Thu Aug 27 2015 13:43:10 GMT+0800 (China Standard Time),,s3w11,focus,
Thu Aug 27 2015 13:43:10 GMT+0800 (China Standard Time),,s3w12,focus,
Thu Aug 27 2015 13:43:11 GMT+0800 (China Standard Time),,s3w13,focus,
Thu Aug 27 2015 13:43:11 GMT+0800 (China Standard Time),,s3w14,focus,
Thu Aug 27 2015 13:43:11 GMT+0800 (China Standard Time),,s3w15,focus,
Thu Aug 27 2015 13:43:11 GMT+0800 (China Standard Time),,s3w16,focus,
Thu Aug 27 2015 13:43:12 GMT+0800 (China Standard Time),,s3w17,focus,
Thu Aug 27 2015 13:43:12 GMT+0800 (China Standard Time),,s3w18,focus,
Thu Aug 27 2015 13:43:12 GMT+0800 (China Standard Time),,s3w19,focus,
Thu Aug 27 2015 13:43:12 GMT+0800 (China Standard Time),,s3w20,focus,
Thu Aug 27 2015 13:43:12 GMT+0800 (China Standard Time),,s3w21,focus,
Thu Aug 27 2015 13:43:13 GMT+0800 (China Standard Time),,s3w22,focus,
Thu Aug 27 2015 13:43:13 GMT+0800 (China Standard Time),,s3w23,focus,
Thu Aug 27 2015 13:43:13 GMT+0800 (China Standard Time),,s3w24,focus,
Thu Aug 27 2015 13:43:13 GMT+0800 (China Standard Time),,s3w25,focus,
Thu Aug 27 2015 13:43:14 GMT+0800 (China Standard Time),,s3w26,focus,
Thu Aug 27 2015 13:43:14 GMT+0800 (China Standard Time),,s3w27,focus,
Thu Aug 27 2015 13:43:14 GMT+0800 (China Standard Time),,s3w28,focus,
Thu Aug 27 2015 13:43:15 GMT+0800 (China Standard Time),,s3w29,focus,
Thu Aug 27 2015 13:43:15 GMT+0800 (China Standard Time),,s3w30,focus,
Thu Aug 27 2015 13:43:15 GMT+0800 (China Standard Time),,s3w31,focus,
Thu Aug 27 2015 13:43:16 GMT+0800 (China Standard Time),,s3w32,focus,
Thu Aug 27 2015 13:43:16 GMT+0800 (China Standard Time),,s3w33,focus,
Thu Aug 27 2015 13:43:17 GMT+0800 (China Standard Time),,s3w34,focus,
Thu Aug 27 2015 13:43:17 GMT+0800 (China Standard Time),,s3w35,focus,
Thu Aug 27 2015 13:43:17 GMT+0800 (China Standard Time),,s3w36,focus,
Thu Aug 27 2015 13:43:18 GMT+0800 (China Standard Time),,s3w37,focus,
Thu Aug 27 2015 13:43:18 GMT+0800 (China Standard Time),,s3w38,focus,
Thu Aug 27 2015 13:43:18 GMT+0800 (China Standard Time),,s3w39,focus,
Thu Aug 27 2015 13:43:18 GMT+0800 (China Standard Time),,s3w40,focus,
Thu Aug 27 2015 13:43:19 GMT+0800 (China Standard Time),,s3w41,focus,
Thu Aug 27 2015 13:43:19 GMT+0800 (China Standard Time),,s3w42,focus,
Thu Aug 27 2015 13:43:19 GMT+0800 (China Standard Time),,s3w43,focus,
Thu Aug 27 2015 13:43:20 GMT+0800 (China Standard Time),,s3w44,focus,
Thu Aug 27 2015 13:43:24 GMT+0800 (China Standard Time),,,submitPage,
