Fri Aug 21 2015 15:15:32 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Aug 21 2015 15:19:50 GMT+0800 (Malay Peninsula Standard Time),,s1w20,focus,
Fri Aug 21 2015 15:19:52 GMT+0800 (Malay Peninsula Standard Time),,s1w21,focus,
Fri Aug 21 2015 15:19:58 GMT+0800 (Malay Peninsula Standard Time),,s1w22,focus,
Fri Aug 21 2015 15:19:59 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Fri Aug 21 2015 15:20:00 GMT+0800 (Malay Peninsula Standard Time),,s1w24,focus,
Fri Aug 21 2015 15:20:01 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Fri Aug 21 2015 15:20:02 GMT+0800 (Malay Peninsula Standard Time),,s1w26,focus,
Fri Aug 21 2015 15:20:04 GMT+0800 (Malay Peninsula Standard Time),,s1w26,label,"^"
Fri Aug 21 2015 15:20:07 GMT+0800 (Malay Peninsula Standard Time),,s1w27,focus,
Fri Aug 21 2015 15:20:29 GMT+0800 (Malay Peninsula Standard Time),,s1w27,focus,
Fri Aug 21 2015 15:20:35 GMT+0800 (Malay Peninsula Standard Time),,s1w27,label,"D"
Fri Aug 21 2015 15:20:37 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Fri Aug 21 2015 15:20:39 GMT+0800 (Malay Peninsula Standard Time),,s1w29,focus,
Fri Aug 21 2015 15:20:40 GMT+0800 (Malay Peninsula Standard Time),,s1w30,focus,
Fri Aug 21 2015 15:20:45 GMT+0800 (Malay Peninsula Standard Time),,s1w31,focus,
Fri Aug 21 2015 15:20:46 GMT+0800 (Malay Peninsula Standard Time),,s1w32,focus,
Fri Aug 21 2015 15:20:49 GMT+0800 (Malay Peninsula Standard Time),,s1w33,focus,
Fri Aug 21 2015 15:20:55 GMT+0800 (Malay Peninsula Standard Time),,s1w34,focus,
Fri Aug 21 2015 15:20:56 GMT+0800 (Malay Peninsula Standard Time),,s1w35,focus,
Fri Aug 21 2015 15:20:57 GMT+0800 (Malay Peninsula Standard Time),,s1w36,focus,
Fri Aug 21 2015 15:21:23 GMT+0800 (Malay Peninsula Standard Time),,s1w36,focus,
Fri Aug 21 2015 15:21:55 GMT+0800 (Malay Peninsula Standard Time),,s1w36,focus,
Fri Aug 21 2015 15:22:00 GMT+0800 (Malay Peninsula Standard Time),,s1w37,focus,
Fri Aug 21 2015 15:22:06 GMT+0800 (Malay Peninsula Standard Time),,s1w38,focus,
Fri Aug 21 2015 15:22:10 GMT+0800 (Malay Peninsula Standard Time),,s1w39,focus,
Fri Aug 21 2015 15:22:11 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Fri Aug 21 2015 15:22:15 GMT+0800 (Malay Peninsula Standard Time),,s1w41,focus,
Fri Aug 21 2015 15:22:17 GMT+0800 (Malay Peninsula Standard Time),,s1w42,focus,
Fri Aug 21 2015 15:22:21 GMT+0800 (Malay Peninsula Standard Time),,s1w42,label,"D"
Fri Aug 21 2015 15:22:23 GMT+0800 (Malay Peninsula Standard Time),,s1w43,focus,
Fri Aug 21 2015 15:22:24 GMT+0800 (Malay Peninsula Standard Time),,s1w44,focus,
Fri Aug 21 2015 15:22:25 GMT+0800 (Malay Peninsula Standard Time),,s1w45,focus,
Fri Aug 21 2015 15:22:25 GMT+0800 (Malay Peninsula Standard Time),,s1w46,focus,
Fri Aug 21 2015 15:22:31 GMT+0800 (Malay Peninsula Standard Time),,s1w46,label,"D"
Fri Aug 21 2015 15:22:32 GMT+0800 (Malay Peninsula Standard Time),,s1w47,focus,
Fri Aug 21 2015 15:22:35 GMT+0800 (Malay Peninsula Standard Time),,s1w48,focus,
Fri Aug 21 2015 15:22:38 GMT+0800 (Malay Peninsula Standard Time),,s1w49,focus,
Fri Aug 21 2015 15:22:39 GMT+0800 (Malay Peninsula Standard Time),,s1w50,focus,
Fri Aug 21 2015 15:22:41 GMT+0800 (Malay Peninsula Standard Time),,s1w51,focus,
Fri Aug 21 2015 15:22:42 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Fri Aug 21 2015 15:22:42 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Fri Aug 21 2015 15:22:43 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Fri Aug 21 2015 15:23:14 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Fri Aug 21 2015 15:24:47 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Fri Aug 21 2015 15:24:54 GMT+0800 (Malay Peninsula Standard Time),,s1w55,focus,
Fri Aug 21 2015 15:24:59 GMT+0800 (Malay Peninsula Standard Time),,s1w56,focus,
Fri Aug 21 2015 15:25:03 GMT+0800 (Malay Peninsula Standard Time),,s1w56,label,"^"
Fri Aug 21 2015 15:25:05 GMT+0800 (Malay Peninsula Standard Time),,s1w57,focus,
Fri Aug 21 2015 15:25:09 GMT+0800 (Malay Peninsula Standard Time),,s1w58,focus,
Fri Aug 21 2015 15:25:10 GMT+0800 (Malay Peninsula Standard Time),,s1w59,focus,
Fri Aug 21 2015 15:25:11 GMT+0800 (Malay Peninsula Standard Time),,s1w60,focus,
Fri Aug 21 2015 15:25:12 GMT+0800 (Malay Peninsula Standard Time),,s1w61,focus,
Fri Aug 21 2015 15:25:15 GMT+0800 (Malay Peninsula Standard Time),,s1w62,focus,
Fri Aug 21 2015 15:25:17 GMT+0800 (Malay Peninsula Standard Time),,s1w63,focus,
Fri Aug 21 2015 15:25:19 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Fri Aug 21 2015 15:25:59 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Fri Aug 21 2015 15:26:02 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Fri Aug 21 2015 15:26:31 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Fri Aug 21 2015 15:26:40 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Fri Aug 21 2015 15:27:22 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Fri Aug 21 2015 15:27:59 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Fri Aug 21 2015 15:28:23 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Fri Aug 21 2015 15:28:24 GMT+0800 (Malay Peninsula Standard Time),,s1w66,focus,
Fri Aug 21 2015 15:28:28 GMT+0800 (Malay Peninsula Standard Time),,s1w67,focus,
Fri Aug 21 2015 15:28:29 GMT+0800 (Malay Peninsula Standard Time),,s1w68,focus,
Fri Aug 21 2015 15:28:29 GMT+0800 (Malay Peninsula Standard Time),,s1w69,focus,
Fri Aug 21 2015 15:28:35 GMT+0800 (Malay Peninsula Standard Time),,s1w70,focus,
Fri Aug 21 2015 15:28:37 GMT+0800 (Malay Peninsula Standard Time),,s1w71,focus,
Fri Aug 21 2015 15:28:38 GMT+0800 (Malay Peninsula Standard Time),,s1w72,focus,
Fri Aug 21 2015 15:28:39 GMT+0800 (Malay Peninsula Standard Time),,s1w73,focus,
Fri Aug 21 2015 15:28:44 GMT+0800 (Malay Peninsula Standard Time),,s1w74,focus,
Fri Aug 21 2015 15:28:46 GMT+0800 (Malay Peninsula Standard Time),,s1w75,focus,
Fri Aug 21 2015 15:28:47 GMT+0800 (Malay Peninsula Standard Time),,s1w76,focus,
Fri Aug 21 2015 15:28:50 GMT+0800 (Malay Peninsula Standard Time),,s1w77,focus,
Fri Aug 21 2015 15:28:53 GMT+0800 (Malay Peninsula Standard Time),,s1w78,focus,
Fri Aug 21 2015 15:28:59 GMT+0800 (Malay Peninsula Standard Time),,s1w79,focus,
Fri Aug 21 2015 15:29:01 GMT+0800 (Malay Peninsula Standard Time),,s1w79,label,"^"
Fri Aug 21 2015 15:29:03 GMT+0800 (Malay Peninsula Standard Time),,s1w80,focus,
Fri Aug 21 2015 15:29:05 GMT+0800 (Malay Peninsula Standard Time),,s1w81,focus,
Fri Aug 21 2015 15:29:08 GMT+0800 (Malay Peninsula Standard Time),,s1w82,focus,
Fri Aug 21 2015 15:29:09 GMT+0800 (Malay Peninsula Standard Time),,s1w83,focus,
Fri Aug 21 2015 15:29:10 GMT+0800 (Malay Peninsula Standard Time),,s1w84,focus,
Fri Aug 21 2015 15:29:12 GMT+0800 (Malay Peninsula Standard Time),,s1w85,focus,
Fri Aug 21 2015 15:29:12 GMT+0800 (Malay Peninsula Standard Time),,s1w86,focus,
Fri Aug 21 2015 15:29:13 GMT+0800 (Malay Peninsula Standard Time),,s1w87,focus,
Fri Aug 21 2015 15:29:16 GMT+0800 (Malay Peninsula Standard Time),,s1w87,label,"^"
Fri Aug 21 2015 15:29:18 GMT+0800 (Malay Peninsula Standard Time),,s1w88,focus,
Fri Aug 21 2015 15:29:18 GMT+0800 (Malay Peninsula Standard Time),,s1w89,focus,
Fri Aug 21 2015 15:29:18 GMT+0800 (Malay Peninsula Standard Time),,s1w90,focus,
Fri Aug 21 2015 15:29:19 GMT+0800 (Malay Peninsula Standard Time),,s1w91,focus,
Fri Aug 21 2015 15:29:19 GMT+0800 (Malay Peninsula Standard Time),,s1w92,focus,
Fri Aug 21 2015 15:29:47 GMT+0800 (Malay Peninsula Standard Time),,s1w92,focus,
Fri Aug 21 2015 15:30:19 GMT+0800 (Malay Peninsula Standard Time),,s1w92,focus,
Fri Aug 21 2015 15:30:59 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Fri Aug 21 2015 15:30:59 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Fri Aug 21 2015 15:31:07 GMT+0800 (Malay Peninsula Standard Time),,s1w65,label,"&"
Fri Aug 21 2015 15:31:08 GMT+0800 (Malay Peninsula Standard Time),,s1w92,focus,
Fri Aug 21 2015 15:31:08 GMT+0800 (Malay Peninsula Standard Time),,s1w92,focus,
Fri Aug 21 2015 15:31:10 GMT+0800 (Malay Peninsula Standard Time),,s1w92,label,"&"
Fri Aug 21 2015 15:31:45 GMT+0800 (Malay Peninsula Standard Time),,s1w92,focus,
Fri Aug 21 2015 15:32:35 GMT+0800 (Malay Peninsula Standard Time),,s1w93,focus,
Fri Aug 21 2015 15:32:35 GMT+0800 (Malay Peninsula Standard Time),,s1w94,focus,
Fri Aug 21 2015 15:32:36 GMT+0800 (Malay Peninsula Standard Time),,s1w95,focus,
Fri Aug 21 2015 15:32:39 GMT+0800 (Malay Peninsula Standard Time),,s1w94,focus,
Fri Aug 21 2015 15:32:40 GMT+0800 (Malay Peninsula Standard Time),,s1w94,focus,
Fri Aug 21 2015 15:32:41 GMT+0800 (Malay Peninsula Standard Time),,s1w94,label,"^"
Fri Aug 21 2015 15:32:42 GMT+0800 (Malay Peninsula Standard Time),,s1w95,focus,
Fri Aug 21 2015 15:32:42 GMT+0800 (Malay Peninsula Standard Time),,s1w96,focus,
Fri Aug 21 2015 15:32:43 GMT+0800 (Malay Peninsula Standard Time),,s1w97,focus,
Fri Aug 21 2015 15:32:44 GMT+0800 (Malay Peninsula Standard Time),,s1w98,focus,
Fri Aug 21 2015 15:32:45 GMT+0800 (Malay Peninsula Standard Time),,s1w98,label,"^"
Fri Aug 21 2015 15:32:46 GMT+0800 (Malay Peninsula Standard Time),,s1w99,focus,
Fri Aug 21 2015 15:32:47 GMT+0800 (Malay Peninsula Standard Time),,s1w100,focus,
Fri Aug 21 2015 15:32:49 GMT+0800 (Malay Peninsula Standard Time),,s1w101,focus,
Fri Aug 21 2015 15:32:50 GMT+0800 (Malay Peninsula Standard Time),,s1w102,focus,
Fri Aug 21 2015 15:32:50 GMT+0800 (Malay Peninsula Standard Time),,s1w103,focus,
Fri Aug 21 2015 15:32:51 GMT+0800 (Malay Peninsula Standard Time),,s1w104,focus,
Fri Aug 21 2015 15:32:51 GMT+0800 (Malay Peninsula Standard Time),,s1w105,focus,
Fri Aug 21 2015 15:32:53 GMT+0800 (Malay Peninsula Standard Time),,s1w105,label,"^"
Fri Aug 21 2015 15:32:54 GMT+0800 (Malay Peninsula Standard Time),,s1w106,focus,
Fri Aug 21 2015 15:32:56 GMT+0800 (Malay Peninsula Standard Time),,s1w107,focus,
Fri Aug 21 2015 15:32:58 GMT+0800 (Malay Peninsula Standard Time),,s1w108,focus,
Fri Aug 21 2015 15:32:58 GMT+0800 (Malay Peninsula Standard Time),,s1w109,focus,
Fri Aug 21 2015 15:32:59 GMT+0800 (Malay Peninsula Standard Time),,s1w110,focus,
Fri Aug 21 2015 15:33:02 GMT+0800 (Malay Peninsula Standard Time),,s1w111,focus,
Fri Aug 21 2015 15:33:08 GMT+0800 (Malay Peninsula Standard Time),,s1w112,focus,
Fri Aug 21 2015 15:33:21 GMT+0800 (Malay Peninsula Standard Time),,s1w113,focus,
Fri Aug 21 2015 15:33:21 GMT+0800 (Malay Peninsula Standard Time),,s1w114,focus,
Fri Aug 21 2015 15:33:21 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Fri Aug 21 2015 15:33:22 GMT+0800 (Malay Peninsula Standard Time),,s2w2,focus,
Fri Aug 21 2015 15:33:25 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Fri Aug 21 2015 15:33:25 GMT+0800 (Malay Peninsula Standard Time),,s2w4,focus,
Fri Aug 21 2015 15:33:28 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Fri Aug 21 2015 15:33:29 GMT+0800 (Malay Peninsula Standard Time),,s2w6,focus,
Fri Aug 21 2015 15:33:31 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Fri Aug 21 2015 15:33:34 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Fri Aug 21 2015 15:33:36 GMT+0800 (Malay Peninsula Standard Time),,s2w9,focus,
Fri Aug 21 2015 15:33:42 GMT+0800 (Malay Peninsula Standard Time),,s2w10,focus,
Fri Aug 21 2015 15:33:43 GMT+0800 (Malay Peninsula Standard Time),,s2w11,focus,
Fri Aug 21 2015 15:33:48 GMT+0800 (Malay Peninsula Standard Time),,s2w12,focus,
Fri Aug 21 2015 15:33:50 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Fri Aug 21 2015 15:33:52 GMT+0800 (Malay Peninsula Standard Time),,s2w14,focus,
Fri Aug 21 2015 15:33:55 GMT+0800 (Malay Peninsula Standard Time),,s2w15,focus,
Fri Aug 21 2015 15:33:58 GMT+0800 (Malay Peninsula Standard Time),,s2w16,focus,
Fri Aug 21 2015 15:34:02 GMT+0800 (Malay Peninsula Standard Time),,s2w17,focus,
Fri Aug 21 2015 15:34:03 GMT+0800 (Malay Peninsula Standard Time),,s2w18,focus,
Fri Aug 21 2015 15:34:05 GMT+0800 (Malay Peninsula Standard Time),,s2w18,label,"^"
Fri Aug 21 2015 15:34:06 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Fri Aug 21 2015 15:34:08 GMT+0800 (Malay Peninsula Standard Time),,s2w20,focus,
Fri Aug 21 2015 15:34:09 GMT+0800 (Malay Peninsula Standard Time),,s2w21,focus,
Fri Aug 21 2015 15:34:14 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Fri Aug 21 2015 15:34:14 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Fri Aug 21 2015 15:34:18 GMT+0800 (Malay Peninsula Standard Time),,s2w19,label,"N"
Fri Aug 21 2015 15:34:19 GMT+0800 (Malay Peninsula Standard Time),,s2w20,focus,
Fri Aug 21 2015 15:34:20 GMT+0800 (Malay Peninsula Standard Time),,s2w21,focus,
Fri Aug 21 2015 15:34:21 GMT+0800 (Malay Peninsula Standard Time),,s2w22,focus,
Fri Aug 21 2015 15:34:21 GMT+0800 (Malay Peninsula Standard Time),,s2w23,focus,
Fri Aug 21 2015 15:34:22 GMT+0800 (Malay Peninsula Standard Time),,s2w24,focus,
Fri Aug 21 2015 15:34:23 GMT+0800 (Malay Peninsula Standard Time),,s2w25,focus,
Fri Aug 21 2015 15:34:24 GMT+0800 (Malay Peninsula Standard Time),,s2w26,focus,
Fri Aug 21 2015 15:34:26 GMT+0800 (Malay Peninsula Standard Time),,s3w1,focus,
Fri Aug 21 2015 15:34:26 GMT+0800 (Malay Peninsula Standard Time),,s3w2,focus,
Fri Aug 21 2015 15:34:27 GMT+0800 (Malay Peninsula Standard Time),,s3w3,focus,
Fri Aug 21 2015 15:34:28 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Fri Aug 21 2015 15:34:29 GMT+0800 (Malay Peninsula Standard Time),,s3w5,focus,
Fri Aug 21 2015 15:34:30 GMT+0800 (Malay Peninsula Standard Time),,s3w5,label,"^"
Fri Aug 21 2015 15:34:32 GMT+0800 (Malay Peninsula Standard Time),,s3w6,focus,
Fri Aug 21 2015 15:34:33 GMT+0800 (Malay Peninsula Standard Time),,s3w7,focus,
Fri Aug 21 2015 15:34:35 GMT+0800 (Malay Peninsula Standard Time),,s3w8,focus,
Fri Aug 21 2015 15:34:37 GMT+0800 (Malay Peninsula Standard Time),,s3w9,focus,
Fri Aug 21 2015 15:34:40 GMT+0800 (Malay Peninsula Standard Time),,s3w10,focus,
Fri Aug 21 2015 15:34:42 GMT+0800 (Malay Peninsula Standard Time),,s3w11,focus,
Fri Aug 21 2015 15:34:44 GMT+0800 (Malay Peninsula Standard Time),,s3w12,focus,
Fri Aug 21 2015 15:34:46 GMT+0800 (Malay Peninsula Standard Time),,s3w13,focus,
Fri Aug 21 2015 15:34:46 GMT+0800 (Malay Peninsula Standard Time),,s3w14,focus,
Fri Aug 21 2015 15:34:48 GMT+0800 (Malay Peninsula Standard Time),,s3w14,label,"^"
Fri Aug 21 2015 15:34:50 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Fri Aug 21 2015 15:34:50 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Fri Aug 21 2015 15:34:50 GMT+0800 (Malay Peninsula Standard Time),,s3w17,focus,
Fri Aug 21 2015 15:34:50 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Fri Aug 21 2015 15:34:51 GMT+0800 (Malay Peninsula Standard Time),,s3w19,focus,
Fri Aug 21 2015 15:34:51 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Fri Aug 21 2015 15:34:57 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Fri Aug 21 2015 15:34:57 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Fri Aug 21 2015 15:35:00 GMT+0800 (Malay Peninsula Standard Time),,s3w15,label,"N"
Fri Aug 21 2015 15:35:04 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Fri Aug 21 2015 15:35:05 GMT+0800 (Malay Peninsula Standard Time),,s3w17,focus,
Fri Aug 21 2015 15:35:09 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Fri Aug 21 2015 15:35:10 GMT+0800 (Malay Peninsula Standard Time),,s3w19,focus,
Fri Aug 21 2015 15:35:10 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Fri Aug 21 2015 15:35:12 GMT+0800 (Malay Peninsula Standard Time),,s3w21,focus,
Fri Aug 21 2015 15:35:13 GMT+0800 (Malay Peninsula Standard Time),,s3w22,focus,
Fri Aug 21 2015 15:35:18 GMT+0800 (Malay Peninsula Standard Time),,s3w22,label,"A"
Fri Aug 21 2015 15:35:19 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Fri Aug 21 2015 15:35:21 GMT+0800 (Malay Peninsula Standard Time),,s3w23,label,"^"
Fri Aug 21 2015 15:35:44 GMT+0800 (Malay Peninsula Standard Time),,s3w24,focus,
Fri Aug 21 2015 15:35:46 GMT+0800 (Malay Peninsula Standard Time),,s3w25,focus,
Fri Aug 21 2015 15:35:48 GMT+0800 (Malay Peninsula Standard Time),,s3w26,focus,
Fri Aug 21 2015 15:35:50 GMT+0800 (Malay Peninsula Standard Time),,s3w27,focus,
Fri Aug 21 2015 15:35:52 GMT+0800 (Malay Peninsula Standard Time),,s3w27,label,"^"
Fri Aug 21 2015 15:35:53 GMT+0800 (Malay Peninsula Standard Time),,s3w28,focus,
Fri Aug 21 2015 15:35:55 GMT+0800 (Malay Peninsula Standard Time),,s3w29,focus,
Fri Aug 21 2015 15:35:55 GMT+0800 (Malay Peninsula Standard Time),,s3w30,focus,
Fri Aug 21 2015 15:35:56 GMT+0800 (Malay Peninsula Standard Time),,s3w31,focus,
Fri Aug 21 2015 15:36:08 GMT+0800 (Malay Peninsula Standard Time),,s3w32,focus,
Fri Aug 21 2015 15:36:10 GMT+0800 (Malay Peninsula Standard Time),,s3w33,focus,
Fri Aug 21 2015 15:36:13 GMT+0800 (Malay Peninsula Standard Time),,s3w34,focus,
Fri Aug 21 2015 15:36:14 GMT+0800 (Malay Peninsula Standard Time),,s3w35,focus,
Fri Aug 21 2015 15:36:15 GMT+0800 (Malay Peninsula Standard Time),,s3w36,focus,
Fri Aug 21 2015 15:36:19 GMT+0800 (Malay Peninsula Standard Time),,s3w37,focus,
Fri Aug 21 2015 15:36:23 GMT+0800 (Malay Peninsula Standard Time),,s3w37,label,"V"
Fri Aug 21 2015 15:36:25 GMT+0800 (Malay Peninsula Standard Time),,s3w38,focus,
Fri Aug 21 2015 15:36:27 GMT+0800 (Malay Peninsula Standard Time),,s3w38,label,"^"
Fri Aug 21 2015 15:36:28 GMT+0800 (Malay Peninsula Standard Time),,s3w39,focus,
Fri Aug 21 2015 15:36:38 GMT+0800 (Malay Peninsula Standard Time),,s3w40,focus,
Fri Aug 21 2015 15:36:46 GMT+0800 (Malay Peninsula Standard Time),,s3w41,focus,
Fri Aug 21 2015 15:36:46 GMT+0800 (Malay Peninsula Standard Time),,s4w1,focus,
Fri Aug 21 2015 15:36:57 GMT+0800 (Malay Peninsula Standard Time),,s4w2,focus,
Fri Aug 21 2015 15:36:58 GMT+0800 (Malay Peninsula Standard Time),,s4w3,focus,
Fri Aug 21 2015 15:36:59 GMT+0800 (Malay Peninsula Standard Time),,s4w4,focus,
Fri Aug 21 2015 15:37:31 GMT+0800 (Malay Peninsula Standard Time),,s4w4,focus,
Fri Aug 21 2015 15:37:33 GMT+0800 (Malay Peninsula Standard Time),,s4w5,focus,
Fri Aug 21 2015 15:37:34 GMT+0800 (Malay Peninsula Standard Time),,s4w6,focus,
Fri Aug 21 2015 15:37:34 GMT+0800 (Malay Peninsula Standard Time),,s4w7,focus,
Fri Aug 21 2015 15:37:35 GMT+0800 (Malay Peninsula Standard Time),,s4w8,focus,
Fri Aug 21 2015 15:37:36 GMT+0800 (Malay Peninsula Standard Time),,s4w9,focus,
Fri Aug 21 2015 15:37:37 GMT+0800 (Malay Peninsula Standard Time),,s4w10,focus,
Fri Aug 21 2015 15:37:38 GMT+0800 (Malay Peninsula Standard Time),,s4w11,focus,
Fri Aug 21 2015 15:37:46 GMT+0800 (Malay Peninsula Standard Time),,s4w12,focus,
Fri Aug 21 2015 15:37:47 GMT+0800 (Malay Peninsula Standard Time),,s4w13,focus,
Fri Aug 21 2015 15:37:48 GMT+0800 (Malay Peninsula Standard Time),,s4w14,focus,
Fri Aug 21 2015 15:37:52 GMT+0800 (Malay Peninsula Standard Time),,s4w15,focus,
Fri Aug 21 2015 15:37:52 GMT+0800 (Malay Peninsula Standard Time),,s4w16,focus,
