Fri Aug 21 2015 17:03:23 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Aug 21 2015 17:04:24 GMT+0800 (Malay Peninsula Standard Time),,s9w3,focus,
Fri Aug 21 2015 17:04:25 GMT+0800 (Malay Peninsula Standard Time),,s9w4,focus,
Fri Aug 21 2015 17:04:25 GMT+0800 (Malay Peninsula Standard Time),,s9w5,focus,
Fri Aug 21 2015 17:04:25 GMT+0800 (Malay Peninsula Standard Time),,s9w6,focus,
Fri Aug 21 2015 17:04:26 GMT+0800 (Malay Peninsula Standard Time),,s9w7,focus,
Fri Aug 21 2015 17:04:26 GMT+0800 (Malay Peninsula Standard Time),,s9w8,focus,
Fri Aug 21 2015 17:04:26 GMT+0800 (Malay Peninsula Standard Time),,s9w9,focus,
Fri Aug 21 2015 17:04:27 GMT+0800 (Malay Peninsula Standard Time),,s9w10,focus,
Fri Aug 21 2015 17:04:28 GMT+0800 (Malay Peninsula Standard Time),,s9w11,focus,
Fri Aug 21 2015 17:04:28 GMT+0800 (Malay Peninsula Standard Time),,s9w12,focus,
Fri Aug 21 2015 17:04:29 GMT+0800 (Malay Peninsula Standard Time),,s9w13,focus,
Fri Aug 21 2015 17:04:29 GMT+0800 (Malay Peninsula Standard Time),,s9w14,focus,
Fri Aug 21 2015 17:04:30 GMT+0800 (Malay Peninsula Standard Time),,s9w15,focus,
Fri Aug 21 2015 17:04:30 GMT+0800 (Malay Peninsula Standard Time),,s9w16,focus,
Fri Aug 21 2015 17:04:30 GMT+0800 (Malay Peninsula Standard Time),,s9w17,focus,
Fri Aug 21 2015 17:04:31 GMT+0800 (Malay Peninsula Standard Time),,s9w18,focus,
Fri Aug 21 2015 17:04:31 GMT+0800 (Malay Peninsula Standard Time),,s9w19,focus,
Fri Aug 21 2015 17:04:31 GMT+0800 (Malay Peninsula Standard Time),,s9w20,focus,
Fri Aug 21 2015 17:04:31 GMT+0800 (Malay Peninsula Standard Time),,s9w21,focus,
Fri Aug 21 2015 17:04:32 GMT+0800 (Malay Peninsula Standard Time),,s9w22,focus,
Fri Aug 21 2015 17:04:32 GMT+0800 (Malay Peninsula Standard Time),,s9w23,focus,
Fri Aug 21 2015 17:04:32 GMT+0800 (Malay Peninsula Standard Time),,s9w24,focus,
Fri Aug 21 2015 17:04:33 GMT+0800 (Malay Peninsula Standard Time),,s9w25,focus,
Fri Aug 21 2015 17:04:33 GMT+0800 (Malay Peninsula Standard Time),,s9w26,focus,
Fri Aug 21 2015 17:04:33 GMT+0800 (Malay Peninsula Standard Time),,s9w27,focus,
Fri Aug 21 2015 17:04:34 GMT+0800 (Malay Peninsula Standard Time),,s9w28,focus,
Fri Aug 21 2015 17:04:34 GMT+0800 (Malay Peninsula Standard Time),,s9w29,focus,
Fri Aug 21 2015 17:04:34 GMT+0800 (Malay Peninsula Standard Time),,s9w30,focus,
Fri Aug 21 2015 17:04:35 GMT+0800 (Malay Peninsula Standard Time),,s9w31,focus,
Fri Aug 21 2015 17:04:35 GMT+0800 (Malay Peninsula Standard Time),,s9w32,focus,
Fri Aug 21 2015 17:04:35 GMT+0800 (Malay Peninsula Standard Time),,s9w33,focus,
Fri Aug 21 2015 17:04:36 GMT+0800 (Malay Peninsula Standard Time),,s9w34,focus,
Fri Aug 21 2015 17:04:36 GMT+0800 (Malay Peninsula Standard Time),,s9w35,focus,
Fri Aug 21 2015 17:04:36 GMT+0800 (Malay Peninsula Standard Time),,s9w36,focus,
Fri Aug 21 2015 17:04:36 GMT+0800 (Malay Peninsula Standard Time),,s9w37,focus,
Fri Aug 21 2015 17:04:37 GMT+0800 (Malay Peninsula Standard Time),,s9w38,focus,
Fri Aug 21 2015 17:04:37 GMT+0800 (Malay Peninsula Standard Time),,s9w39,focus,
Fri Aug 21 2015 17:04:37 GMT+0800 (Malay Peninsula Standard Time),,s9w40,focus,
Fri Aug 21 2015 17:04:38 GMT+0800 (Malay Peninsula Standard Time),,s9w41,focus,
Fri Aug 21 2015 17:04:38 GMT+0800 (Malay Peninsula Standard Time),,s9w42,focus,
Fri Aug 21 2015 17:04:38 GMT+0800 (Malay Peninsula Standard Time),,s9w43,focus,
Fri Aug 21 2015 17:04:39 GMT+0800 (Malay Peninsula Standard Time),,s9w44,focus,
Fri Aug 21 2015 17:04:39 GMT+0800 (Malay Peninsula Standard Time),,s9w45,focus,
Fri Aug 21 2015 17:04:39 GMT+0800 (Malay Peninsula Standard Time),,s9w46,focus,
Fri Aug 21 2015 17:04:40 GMT+0800 (Malay Peninsula Standard Time),,s9w47,focus,
Fri Aug 21 2015 17:04:40 GMT+0800 (Malay Peninsula Standard Time),,s9w48,focus,
Fri Aug 21 2015 17:04:42 GMT+0800 (Malay Peninsula Standard Time),,s9w49,focus,
Fri Aug 21 2015 17:04:42 GMT+0800 (Malay Peninsula Standard Time),,s9w50,focus,
Fri Aug 21 2015 17:04:42 GMT+0800 (Malay Peninsula Standard Time),,s9w51,focus,
Fri Aug 21 2015 17:04:43 GMT+0800 (Malay Peninsula Standard Time),,s9w52,focus,
Fri Aug 21 2015 17:04:43 GMT+0800 (Malay Peninsula Standard Time),,s9w53,focus,
Fri Aug 21 2015 17:04:43 GMT+0800 (Malay Peninsula Standard Time),,s9w54,focus,
Fri Aug 21 2015 17:04:44 GMT+0800 (Malay Peninsula Standard Time),,s9w55,focus,
Fri Aug 21 2015 17:04:44 GMT+0800 (Malay Peninsula Standard Time),,s9w56,focus,
Fri Aug 21 2015 17:04:47 GMT+0800 (Malay Peninsula Standard Time),,s10w1,focus,
Fri Aug 21 2015 17:04:48 GMT+0800 (Malay Peninsula Standard Time),,s10w2,focus,
Fri Aug 21 2015 17:04:48 GMT+0800 (Malay Peninsula Standard Time),,s10w3,focus,
Fri Aug 21 2015 17:04:48 GMT+0800 (Malay Peninsula Standard Time),,s10w4,focus,
Fri Aug 21 2015 17:04:51 GMT+0800 (Malay Peninsula Standard Time),,s10w5,focus,
Fri Aug 21 2015 17:04:51 GMT+0800 (Malay Peninsula Standard Time),,s10w6,focus,
Fri Aug 21 2015 17:04:52 GMT+0800 (Malay Peninsula Standard Time),,s10w7,focus,
Fri Aug 21 2015 17:04:53 GMT+0800 (Malay Peninsula Standard Time),,s10w8,focus,
Fri Aug 21 2015 17:04:54 GMT+0800 (Malay Peninsula Standard Time),,s10w9,focus,
Fri Aug 21 2015 17:04:54 GMT+0800 (Malay Peninsula Standard Time),,s10w10,focus,
Fri Aug 21 2015 17:04:54 GMT+0800 (Malay Peninsula Standard Time),,s10w11,focus,
Fri Aug 21 2015 17:04:56 GMT+0800 (Malay Peninsula Standard Time),,s10w12,focus,
Fri Aug 21 2015 17:04:56 GMT+0800 (Malay Peninsula Standard Time),,s10w13,focus,
Fri Aug 21 2015 17:04:58 GMT+0800 (Malay Peninsula Standard Time),,s10w14,focus,
Fri Aug 21 2015 17:04:59 GMT+0800 (Malay Peninsula Standard Time),,s10w14,label,"N"
Fri Aug 21 2015 17:05:02 GMT+0800 (Malay Peninsula Standard Time),,s10w15,focus,
Fri Aug 21 2015 17:05:03 GMT+0800 (Malay Peninsula Standard Time),,s10w16,focus,
Fri Aug 21 2015 17:05:03 GMT+0800 (Malay Peninsula Standard Time),,s10w17,focus,
Fri Aug 21 2015 17:05:04 GMT+0800 (Malay Peninsula Standard Time),,s10w18,focus,
Fri Aug 21 2015 17:05:05 GMT+0800 (Malay Peninsula Standard Time),,s10w19,focus,
Fri Aug 21 2015 17:05:05 GMT+0800 (Malay Peninsula Standard Time),,s10w20,focus,
Fri Aug 21 2015 17:05:06 GMT+0800 (Malay Peninsula Standard Time),,s10w21,focus,
Fri Aug 21 2015 17:05:06 GMT+0800 (Malay Peninsula Standard Time),,s10w22,focus,
Fri Aug 21 2015 17:05:07 GMT+0800 (Malay Peninsula Standard Time),,s10w23,focus,
Fri Aug 21 2015 17:05:07 GMT+0800 (Malay Peninsula Standard Time),,s10w24,focus,
Fri Aug 21 2015 17:05:07 GMT+0800 (Malay Peninsula Standard Time),,s10w25,focus,
Fri Aug 21 2015 17:05:08 GMT+0800 (Malay Peninsula Standard Time),,s10w26,focus,
Fri Aug 21 2015 17:05:08 GMT+0800 (Malay Peninsula Standard Time),,s10w27,focus,
Fri Aug 21 2015 17:05:08 GMT+0800 (Malay Peninsula Standard Time),,s10w28,focus,
Fri Aug 21 2015 17:05:09 GMT+0800 (Malay Peninsula Standard Time),,s10w29,focus,
Fri Aug 21 2015 17:05:09 GMT+0800 (Malay Peninsula Standard Time),,s10w30,focus,
Fri Aug 21 2015 17:05:09 GMT+0800 (Malay Peninsula Standard Time),,s10w31,focus,
Fri Aug 21 2015 17:05:10 GMT+0800 (Malay Peninsula Standard Time),,s10w32,focus,
Fri Aug 21 2015 17:05:10 GMT+0800 (Malay Peninsula Standard Time),,s10w33,focus,
Fri Aug 21 2015 17:05:10 GMT+0800 (Malay Peninsula Standard Time),,s10w34,focus,
Fri Aug 21 2015 17:05:11 GMT+0800 (Malay Peninsula Standard Time),,s10w35,focus,
Fri Aug 21 2015 17:05:11 GMT+0800 (Malay Peninsula Standard Time),,s10w36,focus,
Fri Aug 21 2015 17:05:12 GMT+0800 (Malay Peninsula Standard Time),,s10w37,focus,
Fri Aug 21 2015 17:05:12 GMT+0800 (Malay Peninsula Standard Time),,s10w38,focus,
Fri Aug 21 2015 17:05:12 GMT+0800 (Malay Peninsula Standard Time),,s10w39,focus,
Fri Aug 21 2015 17:05:14 GMT+0800 (Malay Peninsula Standard Time),,s10w40,focus,
Fri Aug 21 2015 17:05:14 GMT+0800 (Malay Peninsula Standard Time),,s10w41,focus,
Fri Aug 21 2015 17:05:14 GMT+0800 (Malay Peninsula Standard Time),,s11w1,focus,
Fri Aug 21 2015 17:05:15 GMT+0800 (Malay Peninsula Standard Time),,s11w2,focus,
Fri Aug 21 2015 17:05:15 GMT+0800 (Malay Peninsula Standard Time),,s11w3,focus,
Fri Aug 21 2015 17:05:15 GMT+0800 (Malay Peninsula Standard Time),,s11w4,focus,
Fri Aug 21 2015 17:05:15 GMT+0800 (Malay Peninsula Standard Time),,s11w5,focus,
Fri Aug 21 2015 17:05:16 GMT+0800 (Malay Peninsula Standard Time),,s11w6,focus,
Fri Aug 21 2015 17:05:16 GMT+0800 (Malay Peninsula Standard Time),,s11w7,focus,
Fri Aug 21 2015 17:05:17 GMT+0800 (Malay Peninsula Standard Time),,s11w7,label,"^"
Fri Aug 21 2015 17:05:18 GMT+0800 (Malay Peninsula Standard Time),,s11w8,focus,
Fri Aug 21 2015 17:05:19 GMT+0800 (Malay Peninsula Standard Time),,s11w9,focus,
Fri Aug 21 2015 17:05:19 GMT+0800 (Malay Peninsula Standard Time),,s11w10,focus,
Fri Aug 21 2015 17:05:22 GMT+0800 (Malay Peninsula Standard Time),,s11w11,focus,
Fri Aug 21 2015 17:05:23 GMT+0800 (Malay Peninsula Standard Time),,s11w12,focus,
Fri Aug 21 2015 17:05:24 GMT+0800 (Malay Peninsula Standard Time),,s11w13,focus,
Fri Aug 21 2015 17:05:24 GMT+0800 (Malay Peninsula Standard Time),,s11w14,focus,
Fri Aug 21 2015 17:05:25 GMT+0800 (Malay Peninsula Standard Time),,s11w15,focus,
Fri Aug 21 2015 17:05:25 GMT+0800 (Malay Peninsula Standard Time),,s11w16,focus,
Fri Aug 21 2015 17:05:25 GMT+0800 (Malay Peninsula Standard Time),,s11w17,focus,
Fri Aug 21 2015 17:05:26 GMT+0800 (Malay Peninsula Standard Time),,s11w18,focus,
Fri Aug 21 2015 17:05:26 GMT+0800 (Malay Peninsula Standard Time),,s11w19,focus,
Fri Aug 21 2015 17:05:26 GMT+0800 (Malay Peninsula Standard Time),,s11w20,focus,
Fri Aug 21 2015 17:05:27 GMT+0800 (Malay Peninsula Standard Time),,s11w21,focus,
Fri Aug 21 2015 17:05:27 GMT+0800 (Malay Peninsula Standard Time),,s11w22,focus,
Fri Aug 21 2015 17:05:28 GMT+0800 (Malay Peninsula Standard Time),,s11w23,focus,
Fri Aug 21 2015 17:05:28 GMT+0800 (Malay Peninsula Standard Time),,s11w24,focus,
Fri Aug 21 2015 17:05:29 GMT+0800 (Malay Peninsula Standard Time),,s11w25,focus,
Fri Aug 21 2015 17:05:30 GMT+0800 (Malay Peninsula Standard Time),,s11w26,focus,
Fri Aug 21 2015 17:05:30 GMT+0800 (Malay Peninsula Standard Time),,s11w27,focus,
Fri Aug 21 2015 17:05:31 GMT+0800 (Malay Peninsula Standard Time),,s11w28,focus,
Fri Aug 21 2015 17:05:31 GMT+0800 (Malay Peninsula Standard Time),,s11w29,focus,
Fri Aug 21 2015 17:05:31 GMT+0800 (Malay Peninsula Standard Time),,s11w30,focus,
Fri Aug 21 2015 17:05:32 GMT+0800 (Malay Peninsula Standard Time),,s11w31,focus,
Fri Aug 21 2015 17:05:32 GMT+0800 (Malay Peninsula Standard Time),,s11w32,focus,
Fri Aug 21 2015 17:05:32 GMT+0800 (Malay Peninsula Standard Time),,s11w33,focus,
Fri Aug 21 2015 17:05:33 GMT+0800 (Malay Peninsula Standard Time),,s12w1,focus,
Fri Aug 21 2015 17:05:33 GMT+0800 (Malay Peninsula Standard Time),,s12w2,focus,
Fri Aug 21 2015 17:05:34 GMT+0800 (Malay Peninsula Standard Time),,s12w3,focus,
Fri Aug 21 2015 17:05:34 GMT+0800 (Malay Peninsula Standard Time),,s12w4,focus,
Fri Aug 21 2015 17:05:34 GMT+0800 (Malay Peninsula Standard Time),,s12w5,focus,
Fri Aug 21 2015 17:05:36 GMT+0800 (Malay Peninsula Standard Time),,s12w6,focus,
Fri Aug 21 2015 17:05:37 GMT+0800 (Malay Peninsula Standard Time),,s12w6,label,"^"
Fri Aug 21 2015 17:05:39 GMT+0800 (Malay Peninsula Standard Time),,s12w7,focus,
Fri Aug 21 2015 17:05:40 GMT+0800 (Malay Peninsula Standard Time),,s12w8,focus,
Fri Aug 21 2015 17:05:40 GMT+0800 (Malay Peninsula Standard Time),,s12w9,focus,
Fri Aug 21 2015 17:05:40 GMT+0800 (Malay Peninsula Standard Time),,s12w10,focus,
Fri Aug 21 2015 17:05:40 GMT+0800 (Malay Peninsula Standard Time),,s12w11,focus,
Fri Aug 21 2015 17:05:41 GMT+0800 (Malay Peninsula Standard Time),,s12w12,focus,
Fri Aug 21 2015 17:05:41 GMT+0800 (Malay Peninsula Standard Time),,s12w13,focus,
Fri Aug 21 2015 17:05:41 GMT+0800 (Malay Peninsula Standard Time),,s12w14,focus,
Fri Aug 21 2015 17:05:42 GMT+0800 (Malay Peninsula Standard Time),,s12w15,focus,
Fri Aug 21 2015 17:05:42 GMT+0800 (Malay Peninsula Standard Time),,s12w16,focus,
Fri Aug 21 2015 17:05:42 GMT+0800 (Malay Peninsula Standard Time),,s12w17,focus,
Fri Aug 21 2015 17:05:43 GMT+0800 (Malay Peninsula Standard Time),,s12w18,focus,
Fri Aug 21 2015 17:05:43 GMT+0800 (Malay Peninsula Standard Time),,s12w19,focus,
Fri Aug 21 2015 17:05:43 GMT+0800 (Malay Peninsula Standard Time),,s12w20,focus,
Fri Aug 21 2015 17:05:44 GMT+0800 (Malay Peninsula Standard Time),,s12w21,focus,
Fri Aug 21 2015 17:05:44 GMT+0800 (Malay Peninsula Standard Time),,s12w22,focus,
Fri Aug 21 2015 17:05:44 GMT+0800 (Malay Peninsula Standard Time),,s12w23,focus,
Fri Aug 21 2015 17:05:45 GMT+0800 (Malay Peninsula Standard Time),,s12w24,focus,
Fri Aug 21 2015 17:05:45 GMT+0800 (Malay Peninsula Standard Time),,s12w25,focus,
Fri Aug 21 2015 17:05:45 GMT+0800 (Malay Peninsula Standard Time),,s12w26,focus,
Fri Aug 21 2015 17:05:46 GMT+0800 (Malay Peninsula Standard Time),,s12w27,focus,
Fri Aug 21 2015 17:05:46 GMT+0800 (Malay Peninsula Standard Time),,s12w28,focus,
Fri Aug 21 2015 17:05:46 GMT+0800 (Malay Peninsula Standard Time),,s12w29,focus,
Fri Aug 21 2015 17:05:47 GMT+0800 (Malay Peninsula Standard Time),,s12w30,focus,
Fri Aug 21 2015 17:05:47 GMT+0800 (Malay Peninsula Standard Time),,s12w31,focus,
Fri Aug 21 2015 17:05:48 GMT+0800 (Malay Peninsula Standard Time),,s12w32,focus,
Fri Aug 21 2015 17:05:48 GMT+0800 (Malay Peninsula Standard Time),,s12w33,focus,
Fri Aug 21 2015 17:05:50 GMT+0800 (Malay Peninsula Standard Time),,s12w32,focus,
Fri Aug 21 2015 17:05:50 GMT+0800 (Malay Peninsula Standard Time),,s12w32,focus,
Fri Aug 21 2015 17:05:51 GMT+0800 (Malay Peninsula Standard Time),,s12w32,label,"^"
Fri Aug 21 2015 17:05:52 GMT+0800 (Malay Peninsula Standard Time),,s12w33,focus,
Fri Aug 21 2015 17:05:52 GMT+0800 (Malay Peninsula Standard Time),,s12w34,focus,
Fri Aug 21 2015 17:05:53 GMT+0800 (Malay Peninsula Standard Time),,s12w35,focus,
Fri Aug 21 2015 17:05:53 GMT+0800 (Malay Peninsula Standard Time),,s12w36,focus,
Fri Aug 21 2015 17:05:53 GMT+0800 (Malay Peninsula Standard Time),,s12w37,focus,
Fri Aug 21 2015 17:05:54 GMT+0800 (Malay Peninsula Standard Time),,s12w38,focus,
Fri Aug 21 2015 17:05:54 GMT+0800 (Malay Peninsula Standard Time),,s12w39,focus,
Fri Aug 21 2015 17:05:54 GMT+0800 (Malay Peninsula Standard Time),,s12w40,focus,
Fri Aug 21 2015 17:05:54 GMT+0800 (Malay Peninsula Standard Time),,s12w41,focus,
Fri Aug 21 2015 17:05:55 GMT+0800 (Malay Peninsula Standard Time),,s12w42,focus,
Fri Aug 21 2015 17:05:55 GMT+0800 (Malay Peninsula Standard Time),,s12w43,focus,
Fri Aug 21 2015 17:05:55 GMT+0800 (Malay Peninsula Standard Time),,s12w44,focus,
Fri Aug 21 2015 17:05:55 GMT+0800 (Malay Peninsula Standard Time),,s12w45,focus,
Fri Aug 21 2015 17:05:56 GMT+0800 (Malay Peninsula Standard Time),,s12w46,focus,
Fri Aug 21 2015 17:05:56 GMT+0800 (Malay Peninsula Standard Time),,s12w47,focus,
Fri Aug 21 2015 17:05:56 GMT+0800 (Malay Peninsula Standard Time),,s12w48,focus,
Fri Aug 21 2015 17:05:57 GMT+0800 (Malay Peninsula Standard Time),,s12w49,focus,
Fri Aug 21 2015 17:05:57 GMT+0800 (Malay Peninsula Standard Time),,s12w50,focus,
Fri Aug 21 2015 17:05:57 GMT+0800 (Malay Peninsula Standard Time),,s12w51,focus,
Fri Aug 21 2015 17:05:58 GMT+0800 (Malay Peninsula Standard Time),,s12w52,focus,
Fri Aug 21 2015 17:05:58 GMT+0800 (Malay Peninsula Standard Time),,s12w53,focus,
Fri Aug 21 2015 17:05:58 GMT+0800 (Malay Peninsula Standard Time),,s12w54,focus,
Fri Aug 21 2015 17:05:59 GMT+0800 (Malay Peninsula Standard Time),,s12w55,focus,
Fri Aug 21 2015 17:05:59 GMT+0800 (Malay Peninsula Standard Time),,s12w56,focus,
Fri Aug 21 2015 17:05:59 GMT+0800 (Malay Peninsula Standard Time),,s12w57,focus,
Fri Aug 21 2015 17:05:59 GMT+0800 (Malay Peninsula Standard Time),,s12w58,focus,
Fri Aug 21 2015 17:06:00 GMT+0800 (Malay Peninsula Standard Time),,s12w59,focus,
Fri Aug 21 2015 17:06:00 GMT+0800 (Malay Peninsula Standard Time),,s12w60,focus,
Fri Aug 21 2015 17:06:00 GMT+0800 (Malay Peninsula Standard Time),,s13w1,focus,
Fri Aug 21 2015 17:06:01 GMT+0800 (Malay Peninsula Standard Time),,s13w2,focus,
Fri Aug 21 2015 17:06:01 GMT+0800 (Malay Peninsula Standard Time),,s13w3,focus,
Fri Aug 21 2015 17:06:02 GMT+0800 (Malay Peninsula Standard Time),,s13w4,focus,
Fri Aug 21 2015 17:06:03 GMT+0800 (Malay Peninsula Standard Time),,s13w5,focus,
Fri Aug 21 2015 17:06:03 GMT+0800 (Malay Peninsula Standard Time),,s13w6,focus,
Fri Aug 21 2015 17:06:04 GMT+0800 (Malay Peninsula Standard Time),,s13w7,focus,
Fri Aug 21 2015 17:06:04 GMT+0800 (Malay Peninsula Standard Time),,s13w8,focus,
Fri Aug 21 2015 17:06:04 GMT+0800 (Malay Peninsula Standard Time),,s13w9,focus,
Fri Aug 21 2015 17:06:05 GMT+0800 (Malay Peninsula Standard Time),,s13w10,focus,
Fri Aug 21 2015 17:06:06 GMT+0800 (Malay Peninsula Standard Time),,s13w10,label,"^"
Fri Aug 21 2015 17:06:06 GMT+0800 (Malay Peninsula Standard Time),,s13w11,focus,
Fri Aug 21 2015 17:06:07 GMT+0800 (Malay Peninsula Standard Time),,s13w12,focus,
Fri Aug 21 2015 17:06:08 GMT+0800 (Malay Peninsula Standard Time),,s13w13,focus,
Fri Aug 21 2015 17:06:08 GMT+0800 (Malay Peninsula Standard Time),,s13w14,focus,
