Thu Aug 27 2015 13:30:42 GMT+0800 (China Standard Time),,,pageReady,0:100:100
Thu Aug 27 2015 13:31:35 GMT+0800 (China Standard Time),,s1w69,focus,
Thu Aug 27 2015 13:31:35 GMT+0800 (China Standard Time),,s1w70,focus,
Thu Aug 27 2015 13:31:35 GMT+0800 (China Standard Time),,s1w71,focus,
Thu Aug 27 2015 13:31:36 GMT+0800 (China Standard Time),,s1w72,focus,
Thu Aug 27 2015 13:31:36 GMT+0800 (China Standard Time),,s1w73,focus,
Thu Aug 27 2015 13:31:36 GMT+0800 (China Standard Time),,s1w74,focus,
Thu Aug 27 2015 13:31:37 GMT+0800 (China Standard Time),,s1w75,focus,
Thu Aug 27 2015 13:31:37 GMT+0800 (China Standard Time),,s1w76,focus,
Thu Aug 27 2015 13:31:37 GMT+0800 (China Standard Time),,s1w77,focus,
Thu Aug 27 2015 13:31:37 GMT+0800 (China Standard Time),,s1w78,focus,
Thu Aug 27 2015 13:31:38 GMT+0800 (China Standard Time),,s1w79,focus,
Thu Aug 27 2015 13:31:38 GMT+0800 (China Standard Time),,s1w80,focus,
Thu Aug 27 2015 13:31:38 GMT+0800 (China Standard Time),,s1w81,focus,
Thu Aug 27 2015 13:31:38 GMT+0800 (China Standard Time),,s1w82,focus,
Thu Aug 27 2015 13:31:39 GMT+0800 (China Standard Time),,s1w83,focus,
Thu Aug 27 2015 13:31:39 GMT+0800 (China Standard Time),,s1w84,focus,
Thu Aug 27 2015 13:31:39 GMT+0800 (China Standard Time),,s1w85,focus,
Thu Aug 27 2015 13:31:40 GMT+0800 (China Standard Time),,s1w86,focus,
Thu Aug 27 2015 13:31:40 GMT+0800 (China Standard Time),,s1w87,focus,
Thu Aug 27 2015 13:31:41 GMT+0800 (China Standard Time),,s1w88,focus,
Thu Aug 27 2015 13:31:41 GMT+0800 (China Standard Time),,s1w89,focus,
Thu Aug 27 2015 13:31:41 GMT+0800 (China Standard Time),,s1w90,focus,
Thu Aug 27 2015 13:31:42 GMT+0800 (China Standard Time),,s1w91,focus,
Thu Aug 27 2015 13:31:42 GMT+0800 (China Standard Time),,s1w92,focus,
Thu Aug 27 2015 13:31:42 GMT+0800 (China Standard Time),,s1w93,focus,
Thu Aug 27 2015 13:31:42 GMT+0800 (China Standard Time),,s1w94,focus,
Thu Aug 27 2015 13:31:43 GMT+0800 (China Standard Time),,s1w95,focus,
Thu Aug 27 2015 13:31:43 GMT+0800 (China Standard Time),,s1w96,focus,
Thu Aug 27 2015 13:31:43 GMT+0800 (China Standard Time),,s1w97,focus,
Thu Aug 27 2015 13:31:43 GMT+0800 (China Standard Time),,s1w98,focus,
Thu Aug 27 2015 13:31:44 GMT+0800 (China Standard Time),,s1w99,focus,
Thu Aug 27 2015 13:31:44 GMT+0800 (China Standard Time),,s1w100,focus,
Thu Aug 27 2015 13:31:44 GMT+0800 (China Standard Time),,s1w101,focus,
Thu Aug 27 2015 13:31:44 GMT+0800 (China Standard Time),,s1w102,focus,
Thu Aug 27 2015 13:31:45 GMT+0800 (China Standard Time),,s1w103,focus,
Thu Aug 27 2015 13:31:45 GMT+0800 (China Standard Time),,s1w104,focus,
Thu Aug 27 2015 13:31:45 GMT+0800 (China Standard Time),,s1w105,focus,
Thu Aug 27 2015 13:31:46 GMT+0800 (China Standard Time),,s1w106,focus,
Thu Aug 27 2015 13:31:46 GMT+0800 (China Standard Time),,s1w107,focus,
Thu Aug 27 2015 13:31:46 GMT+0800 (China Standard Time),,s1w108,focus,
Thu Aug 27 2015 13:31:46 GMT+0800 (China Standard Time),,s1w109,focus,
Thu Aug 27 2015 13:31:47 GMT+0800 (China Standard Time),,s1w110,focus,
Thu Aug 27 2015 13:31:47 GMT+0800 (China Standard Time),,s1w111,focus,
Thu Aug 27 2015 13:31:47 GMT+0800 (China Standard Time),,s1w112,focus,
Thu Aug 27 2015 13:31:48 GMT+0800 (China Standard Time),,s1w113,focus,
Thu Aug 27 2015 13:31:48 GMT+0800 (China Standard Time),,s1w114,focus,
Thu Aug 27 2015 13:31:48 GMT+0800 (China Standard Time),,s1w115,focus,
Thu Aug 27 2015 13:31:49 GMT+0800 (China Standard Time),,s1w116,focus,
Thu Aug 27 2015 13:31:50 GMT+0800 (China Standard Time),,s1w116,label,"N"
Thu Aug 27 2015 13:31:50 GMT+0800 (China Standard Time),,s1w117,focus,
Thu Aug 27 2015 13:31:50 GMT+0800 (China Standard Time),,s1w118,focus,
Thu Aug 27 2015 13:31:51 GMT+0800 (China Standard Time),,s1w119,focus,
Thu Aug 27 2015 13:31:52 GMT+0800 (China Standard Time),,s1w120,focus,
Thu Aug 27 2015 13:31:53 GMT+0800 (China Standard Time),,s1w120,label,"^"
Thu Aug 27 2015 13:31:54 GMT+0800 (China Standard Time),,s1w121,focus,
Thu Aug 27 2015 13:31:55 GMT+0800 (China Standard Time),,s1w122,focus,
Thu Aug 27 2015 13:31:55 GMT+0800 (China Standard Time),,s1w123,focus,
Thu Aug 27 2015 13:31:55 GMT+0800 (China Standard Time),,s1w124,focus,
Thu Aug 27 2015 13:31:55 GMT+0800 (China Standard Time),,s1w125,focus,
Thu Aug 27 2015 13:31:56 GMT+0800 (China Standard Time),,s1w126,focus,
Thu Aug 27 2015 13:31:56 GMT+0800 (China Standard Time),,s1w127,focus,
Thu Aug 27 2015 13:31:56 GMT+0800 (China Standard Time),,s1w128,focus,
Thu Aug 27 2015 13:31:57 GMT+0800 (China Standard Time),,s1w129,focus,
Thu Aug 27 2015 13:31:57 GMT+0800 (China Standard Time),,s1w130,focus,
Thu Aug 27 2015 13:31:57 GMT+0800 (China Standard Time),,s1w131,focus,
Thu Aug 27 2015 13:31:57 GMT+0800 (China Standard Time),,s1w132,focus,
Thu Aug 27 2015 13:31:58 GMT+0800 (China Standard Time),,s1w133,focus,
Thu Aug 27 2015 13:31:58 GMT+0800 (China Standard Time),,s1w134,focus,
Thu Aug 27 2015 13:31:58 GMT+0800 (China Standard Time),,s1w135,focus,
Thu Aug 27 2015 13:31:58 GMT+0800 (China Standard Time),,s1w136,focus,
Thu Aug 27 2015 13:31:59 GMT+0800 (China Standard Time),,s1w137,focus,
Thu Aug 27 2015 13:31:59 GMT+0800 (China Standard Time),,s1w138,focus,
Thu Aug 27 2015 13:31:59 GMT+0800 (China Standard Time),,s1w139,focus,
Thu Aug 27 2015 13:31:59 GMT+0800 (China Standard Time),,s1w140,focus,
Thu Aug 27 2015 13:32:00 GMT+0800 (China Standard Time),,s1w141,focus,
Thu Aug 27 2015 13:32:00 GMT+0800 (China Standard Time),,s1w142,focus,
Thu Aug 27 2015 13:32:00 GMT+0800 (China Standard Time),,s1w143,focus,
Thu Aug 27 2015 13:32:01 GMT+0800 (China Standard Time),,s1w144,focus,
Thu Aug 27 2015 13:32:01 GMT+0800 (China Standard Time),,s1w145,focus,
Thu Aug 27 2015 13:32:01 GMT+0800 (China Standard Time),,s1w146,focus,
Thu Aug 27 2015 13:32:01 GMT+0800 (China Standard Time),,s1w147,focus,
Thu Aug 27 2015 13:32:02 GMT+0800 (China Standard Time),,s1w148,focus,
Thu Aug 27 2015 13:32:02 GMT+0800 (China Standard Time),,s1w149,focus,
Thu Aug 27 2015 13:32:02 GMT+0800 (China Standard Time),,s1w150,focus,
Thu Aug 27 2015 13:32:02 GMT+0800 (China Standard Time),,s1w151,focus,
Thu Aug 27 2015 13:32:03 GMT+0800 (China Standard Time),,s1w152,focus,
Thu Aug 27 2015 13:32:03 GMT+0800 (China Standard Time),,s1w153,focus,
Thu Aug 27 2015 13:32:03 GMT+0800 (China Standard Time),,s1w154,focus,
Thu Aug 27 2015 13:32:04 GMT+0800 (China Standard Time),,s1w155,focus,
Thu Aug 27 2015 13:32:04 GMT+0800 (China Standard Time),,s1w156,focus,
Thu Aug 27 2015 13:32:04 GMT+0800 (China Standard Time),,s1w157,focus,
Thu Aug 27 2015 13:32:04 GMT+0800 (China Standard Time),,s1w158,focus,
Thu Aug 27 2015 13:32:05 GMT+0800 (China Standard Time),,s1w159,focus,
Thu Aug 27 2015 13:32:05 GMT+0800 (China Standard Time),,s1w160,focus,
Thu Aug 27 2015 13:32:05 GMT+0800 (China Standard Time),,s1w161,focus,
Thu Aug 27 2015 13:32:06 GMT+0800 (China Standard Time),,s1w162,focus,
Thu Aug 27 2015 13:32:06 GMT+0800 (China Standard Time),,s1w163,focus,
Thu Aug 27 2015 13:32:06 GMT+0800 (China Standard Time),,s1w164,focus,
Thu Aug 27 2015 13:32:07 GMT+0800 (China Standard Time),,s1w165,focus,
Thu Aug 27 2015 13:32:07 GMT+0800 (China Standard Time),,s1w166,focus,
Thu Aug 27 2015 13:32:07 GMT+0800 (China Standard Time),,s1w167,focus,
Thu Aug 27 2015 13:32:07 GMT+0800 (China Standard Time),,s1w168,focus,
Thu Aug 27 2015 13:32:08 GMT+0800 (China Standard Time),,s1w169,focus,
Thu Aug 27 2015 13:32:08 GMT+0800 (China Standard Time),,s1w170,focus,
Thu Aug 27 2015 13:32:08 GMT+0800 (China Standard Time),,s1w171,focus,
Thu Aug 27 2015 13:32:09 GMT+0800 (China Standard Time),,s1w172,focus,
Thu Aug 27 2015 13:32:09 GMT+0800 (China Standard Time),,s1w173,focus,
Thu Aug 27 2015 13:32:09 GMT+0800 (China Standard Time),,s1w174,focus,
Thu Aug 27 2015 13:32:09 GMT+0800 (China Standard Time),,s1w175,focus,
Thu Aug 27 2015 13:32:10 GMT+0800 (China Standard Time),,s1w176,focus,
Thu Aug 27 2015 13:32:10 GMT+0800 (China Standard Time),,s1w177,focus,
Thu Aug 27 2015 13:32:10 GMT+0800 (China Standard Time),,s1w178,focus,
Thu Aug 27 2015 13:32:10 GMT+0800 (China Standard Time),,s1w179,focus,
Thu Aug 27 2015 13:32:11 GMT+0800 (China Standard Time),,s1w180,focus,
Thu Aug 27 2015 13:32:11 GMT+0800 (China Standard Time),,s1w181,focus,
Thu Aug 27 2015 13:32:12 GMT+0800 (China Standard Time),,s1w182,focus,
Thu Aug 27 2015 13:32:12 GMT+0800 (China Standard Time),,s1w183,focus,
Thu Aug 27 2015 13:32:13 GMT+0800 (China Standard Time),,s1w184,focus,
Thu Aug 27 2015 13:32:13 GMT+0800 (China Standard Time),,s1w185,focus,
Thu Aug 27 2015 13:32:13 GMT+0800 (China Standard Time),,s1w186,focus,
Thu Aug 27 2015 13:32:13 GMT+0800 (China Standard Time),,s1w187,focus,
Thu Aug 27 2015 13:32:14 GMT+0800 (China Standard Time),,s1w188,focus,
Thu Aug 27 2015 13:32:14 GMT+0800 (China Standard Time),,s1w189,focus,
Thu Aug 27 2015 13:32:16 GMT+0800 (China Standard Time),,s1w190,focus,
Thu Aug 27 2015 13:32:16 GMT+0800 (China Standard Time),,s1w191,focus,
Thu Aug 27 2015 13:32:17 GMT+0800 (China Standard Time),,s1w189,focus,
Thu Aug 27 2015 13:32:17 GMT+0800 (China Standard Time),,s1w189,focus,
Thu Aug 27 2015 13:32:18 GMT+0800 (China Standard Time),,s1w189,label,"N"
Thu Aug 27 2015 13:32:19 GMT+0800 (China Standard Time),,s1w190,focus,
Thu Aug 27 2015 13:32:19 GMT+0800 (China Standard Time),,s1w191,focus,
Thu Aug 27 2015 13:32:19 GMT+0800 (China Standard Time),,s1w192,focus,
Thu Aug 27 2015 13:32:20 GMT+0800 (China Standard Time),,s2w1,focus,
Thu Aug 27 2015 13:32:20 GMT+0800 (China Standard Time),,s2w2,focus,
Thu Aug 27 2015 13:32:21 GMT+0800 (China Standard Time),,s2w3,focus,
Thu Aug 27 2015 13:32:23 GMT+0800 (China Standard Time),,s2w2,focus,
Thu Aug 27 2015 13:32:23 GMT+0800 (China Standard Time),,s2w2,focus,
Thu Aug 27 2015 13:32:24 GMT+0800 (China Standard Time),,s2w2,label,"^"
Thu Aug 27 2015 13:32:25 GMT+0800 (China Standard Time),,s2w3,focus,
Thu Aug 27 2015 13:32:25 GMT+0800 (China Standard Time),,s2w4,focus,
Thu Aug 27 2015 13:32:27 GMT+0800 (China Standard Time),,s2w5,focus,
Thu Aug 27 2015 13:32:28 GMT+0800 (China Standard Time),,s2w6,focus,
Thu Aug 27 2015 13:32:28 GMT+0800 (China Standard Time),,s2w7,focus,
Thu Aug 27 2015 13:32:28 GMT+0800 (China Standard Time),,s2w8,focus,
Thu Aug 27 2015 13:32:29 GMT+0800 (China Standard Time),,s2w9,focus,
Thu Aug 27 2015 13:32:30 GMT+0800 (China Standard Time),,s2w10,focus,
Thu Aug 27 2015 13:32:31 GMT+0800 (China Standard Time),,s2w11,focus,
Thu Aug 27 2015 13:32:35 GMT+0800 (China Standard Time),,s2w12,focus,
Thu Aug 27 2015 13:32:35 GMT+0800 (China Standard Time),,s2w13,focus,
Thu Aug 27 2015 13:32:36 GMT+0800 (China Standard Time),,s2w14,focus,
Thu Aug 27 2015 13:32:36 GMT+0800 (China Standard Time),,s2w15,focus,
Thu Aug 27 2015 13:32:37 GMT+0800 (China Standard Time),,s2w16,focus,
Thu Aug 27 2015 13:32:37 GMT+0800 (China Standard Time),,s2w17,focus,
Thu Aug 27 2015 13:32:37 GMT+0800 (China Standard Time),,s2w18,focus,
Thu Aug 27 2015 13:32:38 GMT+0800 (China Standard Time),,s2w19,focus,
Thu Aug 27 2015 13:32:38 GMT+0800 (China Standard Time),,s2w20,focus,
Thu Aug 27 2015 13:32:38 GMT+0800 (China Standard Time),,s2w21,focus,
Thu Aug 27 2015 13:32:39 GMT+0800 (China Standard Time),,s2w22,focus,
Thu Aug 27 2015 13:32:39 GMT+0800 (China Standard Time),,s2w23,focus,
Thu Aug 27 2015 13:32:40 GMT+0800 (China Standard Time),,s2w24,focus,
Thu Aug 27 2015 13:32:40 GMT+0800 (China Standard Time),,s2w25,focus,
Thu Aug 27 2015 13:32:40 GMT+0800 (China Standard Time),,s2w26,focus,
Thu Aug 27 2015 13:32:40 GMT+0800 (China Standard Time),,s2w27,focus,
Thu Aug 27 2015 13:32:42 GMT+0800 (China Standard Time),,s2w27,label,"V"
Thu Aug 27 2015 13:32:43 GMT+0800 (China Standard Time),,s2w28,focus,
Thu Aug 27 2015 13:32:43 GMT+0800 (China Standard Time),,s2w29,focus,
Thu Aug 27 2015 13:32:43 GMT+0800 (China Standard Time),,s2w30,focus,
Thu Aug 27 2015 13:32:44 GMT+0800 (China Standard Time),,s2w31,focus,
Thu Aug 27 2015 13:32:44 GMT+0800 (China Standard Time),,s3w1,focus,
Thu Aug 27 2015 13:32:44 GMT+0800 (China Standard Time),,s3w2,focus,
Thu Aug 27 2015 13:32:46 GMT+0800 (China Standard Time),,s3w3,focus,
Thu Aug 27 2015 13:32:46 GMT+0800 (China Standard Time),,s3w4,focus,
Thu Aug 27 2015 13:32:46 GMT+0800 (China Standard Time),,s3w5,focus,
Thu Aug 27 2015 13:32:46 GMT+0800 (China Standard Time),,s3w6,focus,
Thu Aug 27 2015 13:32:47 GMT+0800 (China Standard Time),,s3w7,focus,
Thu Aug 27 2015 13:32:47 GMT+0800 (China Standard Time),,s3w8,focus,
Thu Aug 27 2015 13:32:47 GMT+0800 (China Standard Time),,s3w9,focus,
Thu Aug 27 2015 13:32:47 GMT+0800 (China Standard Time),,s3w10,focus,
Thu Aug 27 2015 13:32:48 GMT+0800 (China Standard Time),,s3w11,focus,
Thu Aug 27 2015 13:32:48 GMT+0800 (China Standard Time),,s3w12,focus,
Thu Aug 27 2015 13:32:48 GMT+0800 (China Standard Time),,s3w13,focus,
Thu Aug 27 2015 13:32:48 GMT+0800 (China Standard Time),,s3w14,focus,
Thu Aug 27 2015 13:32:48 GMT+0800 (China Standard Time),,s3w15,focus,
Thu Aug 27 2015 13:32:49 GMT+0800 (China Standard Time),,s3w16,focus,
Thu Aug 27 2015 13:32:49 GMT+0800 (China Standard Time),,s3w17,focus,
Thu Aug 27 2015 13:32:49 GMT+0800 (China Standard Time),,s3w18,focus,
Thu Aug 27 2015 13:32:49 GMT+0800 (China Standard Time),,s4w1,focus,
Thu Aug 27 2015 13:32:50 GMT+0800 (China Standard Time),,s4w2,focus,
Thu Aug 27 2015 13:32:50 GMT+0800 (China Standard Time),,s4w3,focus,
Thu Aug 27 2015 13:32:51 GMT+0800 (China Standard Time),,s4w4,focus,
Thu Aug 27 2015 13:32:51 GMT+0800 (China Standard Time),,s4w5,focus,
Thu Aug 27 2015 13:32:51 GMT+0800 (China Standard Time),,s4w6,focus,
Thu Aug 27 2015 13:32:51 GMT+0800 (China Standard Time),,s4w7,focus,
Thu Aug 27 2015 13:32:52 GMT+0800 (China Standard Time),,s4w8,focus,
Thu Aug 27 2015 13:32:52 GMT+0800 (China Standard Time),,s4w9,focus,
Thu Aug 27 2015 13:32:52 GMT+0800 (China Standard Time),,s4w10,focus,
Thu Aug 27 2015 13:32:53 GMT+0800 (China Standard Time),,s4w11,focus,
Thu Aug 27 2015 13:32:53 GMT+0800 (China Standard Time),,s4w12,focus,
Thu Aug 27 2015 13:32:54 GMT+0800 (China Standard Time),,s4w13,focus,
Thu Aug 27 2015 13:32:54 GMT+0800 (China Standard Time),,s4w14,focus,
Thu Aug 27 2015 13:32:54 GMT+0800 (China Standard Time),,s4w15,focus,
Thu Aug 27 2015 13:32:54 GMT+0800 (China Standard Time),,s4w16,focus,
Thu Aug 27 2015 13:32:55 GMT+0800 (China Standard Time),,s4w17,focus,
Thu Aug 27 2015 13:32:55 GMT+0800 (China Standard Time),,s4w18,focus,
Thu Aug 27 2015 13:32:55 GMT+0800 (China Standard Time),,s4w19,focus,
Thu Aug 27 2015 13:32:55 GMT+0800 (China Standard Time),,s4w20,focus,
Thu Aug 27 2015 13:32:56 GMT+0800 (China Standard Time),,s4w21,focus,
Thu Aug 27 2015 13:32:56 GMT+0800 (China Standard Time),,s4w22,focus,
Thu Aug 27 2015 13:32:56 GMT+0800 (China Standard Time),,s4w23,focus,
Thu Aug 27 2015 13:32:57 GMT+0800 (China Standard Time),,s4w24,focus,
Thu Aug 27 2015 13:32:57 GMT+0800 (China Standard Time),,s4w25,focus,
Thu Aug 27 2015 13:32:57 GMT+0800 (China Standard Time),,s4w26,focus,
Thu Aug 27 2015 13:32:57 GMT+0800 (China Standard Time),,s4w27,focus,
Thu Aug 27 2015 13:32:57 GMT+0800 (China Standard Time),,s4w28,focus,
Thu Aug 27 2015 13:32:58 GMT+0800 (China Standard Time),,s4w29,focus,
Thu Aug 27 2015 13:32:58 GMT+0800 (China Standard Time),,s4w30,focus,
Thu Aug 27 2015 13:32:58 GMT+0800 (China Standard Time),,s4w31,focus,
Thu Aug 27 2015 13:32:59 GMT+0800 (China Standard Time),,s4w32,focus,
Thu Aug 27 2015 13:32:59 GMT+0800 (China Standard Time),,s4w33,focus,
Thu Aug 27 2015 13:32:59 GMT+0800 (China Standard Time),,s4w34,focus,
Thu Aug 27 2015 13:32:59 GMT+0800 (China Standard Time),,s4w35,focus,
Thu Aug 27 2015 13:33:00 GMT+0800 (China Standard Time),,s4w36,focus,
Thu Aug 27 2015 13:33:00 GMT+0800 (China Standard Time),,s4w37,focus,
Thu Aug 27 2015 13:33:00 GMT+0800 (China Standard Time),,s4w38,focus,
Thu Aug 27 2015 13:33:01 GMT+0800 (China Standard Time),,s4w39,focus,
Thu Aug 27 2015 13:33:01 GMT+0800 (China Standard Time),,s4w40,focus,
Thu Aug 27 2015 13:33:01 GMT+0800 (China Standard Time),,s4w41,focus,
Thu Aug 27 2015 13:33:02 GMT+0800 (China Standard Time),,s4w42,focus,
