Wed Aug 26 2015 20:57:04 GMT+0800 (China Standard Time),,,pageReady,0:100:100
Wed Aug 26 2015 21:02:45 GMT+0800 (China Standard Time),,s5w19,focus,
Wed Aug 26 2015 21:02:45 GMT+0800 (China Standard Time),,s5w20,focus,
Wed Aug 26 2015 21:02:45 GMT+0800 (China Standard Time),,s5w21,focus,
Wed Aug 26 2015 21:02:46 GMT+0800 (China Standard Time),,s5w22,focus,
Wed Aug 26 2015 21:02:46 GMT+0800 (China Standard Time),,s5w23,focus,
Wed Aug 26 2015 21:02:46 GMT+0800 (China Standard Time),,s5w24,focus,
Wed Aug 26 2015 21:02:47 GMT+0800 (China Standard Time),,s5w25,focus,
Wed Aug 26 2015 21:02:47 GMT+0800 (China Standard Time),,s5w26,focus,
Wed Aug 26 2015 21:02:47 GMT+0800 (China Standard Time),,s5w27,focus,
Wed Aug 26 2015 21:02:48 GMT+0800 (China Standard Time),,s5w28,focus,
Wed Aug 26 2015 21:02:49 GMT+0800 (China Standard Time),,s5w29,focus,
Wed Aug 26 2015 21:02:49 GMT+0800 (China Standard Time),,s5w30,focus,
Wed Aug 26 2015 21:02:50 GMT+0800 (China Standard Time),,s5w31,focus,
Wed Aug 26 2015 21:02:50 GMT+0800 (China Standard Time),,s5w32,focus,
Wed Aug 26 2015 21:02:51 GMT+0800 (China Standard Time),,s5w33,focus,
Wed Aug 26 2015 21:02:51 GMT+0800 (China Standard Time),,s5w34,focus,
Wed Aug 26 2015 21:02:51 GMT+0800 (China Standard Time),,s5w35,focus,
Wed Aug 26 2015 21:02:52 GMT+0800 (China Standard Time),,s5w36,focus,
Wed Aug 26 2015 21:02:52 GMT+0800 (China Standard Time),,s5w37,focus,
Wed Aug 26 2015 21:02:53 GMT+0800 (China Standard Time),,s5w38,focus,
Wed Aug 26 2015 21:02:53 GMT+0800 (China Standard Time),,s5w39,focus,
Wed Aug 26 2015 21:02:53 GMT+0800 (China Standard Time),,s5w40,focus,
Wed Aug 26 2015 21:02:53 GMT+0800 (China Standard Time),,s5w41,focus,
Wed Aug 26 2015 21:02:54 GMT+0800 (China Standard Time),,s5w42,focus,
Wed Aug 26 2015 21:02:54 GMT+0800 (China Standard Time),,s5w43,focus,
Wed Aug 26 2015 21:02:54 GMT+0800 (China Standard Time),,s5w44,focus,
Wed Aug 26 2015 21:02:55 GMT+0800 (China Standard Time),,s5w45,focus,
Wed Aug 26 2015 21:02:55 GMT+0800 (China Standard Time),,s5w46,focus,
Wed Aug 26 2015 21:02:55 GMT+0800 (China Standard Time),,s5w47,focus,
Wed Aug 26 2015 21:02:57 GMT+0800 (China Standard Time),,s5w46,focus,
Wed Aug 26 2015 21:02:57 GMT+0800 (China Standard Time),,s5w46,focus,
Wed Aug 26 2015 21:02:58 GMT+0800 (China Standard Time),,s5w46,label,"^"
Wed Aug 26 2015 21:02:58 GMT+0800 (China Standard Time),,s5w47,focus,
Wed Aug 26 2015 21:02:59 GMT+0800 (China Standard Time),,s5w48,focus,
Wed Aug 26 2015 21:02:59 GMT+0800 (China Standard Time),,s5w49,focus,
Wed Aug 26 2015 21:03:02 GMT+0800 (China Standard Time),,s6w1,focus,
Wed Aug 26 2015 21:03:03 GMT+0800 (China Standard Time),,s6w2,focus,
Wed Aug 26 2015 21:03:03 GMT+0800 (China Standard Time),,s6w3,focus,
Wed Aug 26 2015 21:03:04 GMT+0800 (China Standard Time),,s6w4,focus,
Wed Aug 26 2015 21:03:05 GMT+0800 (China Standard Time),,s6w5,focus,
Wed Aug 26 2015 21:03:05 GMT+0800 (China Standard Time),,s7w1,focus,
Wed Aug 26 2015 21:03:06 GMT+0800 (China Standard Time),,s7w2,focus,
Wed Aug 26 2015 21:03:11 GMT+0800 (China Standard Time),,s7w2,label,","
Wed Aug 26 2015 21:03:12 GMT+0800 (China Standard Time),,s7w3,focus,
Wed Aug 26 2015 21:03:14 GMT+0800 (China Standard Time),,s7w3,label,"N"
Wed Aug 26 2015 21:03:16 GMT+0800 (China Standard Time),,s7w4,focus,
Wed Aug 26 2015 21:03:18 GMT+0800 (China Standard Time),,s7w5,focus,
Wed Aug 26 2015 21:03:19 GMT+0800 (China Standard Time),,s7w6,focus,
Wed Aug 26 2015 21:03:19 GMT+0800 (China Standard Time),,s7w7,focus,
Wed Aug 26 2015 21:03:19 GMT+0800 (China Standard Time),,s7w8,focus,
Wed Aug 26 2015 21:03:19 GMT+0800 (China Standard Time),,s7w9,focus,
Wed Aug 26 2015 21:03:20 GMT+0800 (China Standard Time),,s7w10,focus,
Wed Aug 26 2015 21:03:21 GMT+0800 (China Standard Time),,s7w11,focus,
Wed Aug 26 2015 21:03:22 GMT+0800 (China Standard Time),,s7w12,focus,
Wed Aug 26 2015 21:03:22 GMT+0800 (China Standard Time),,s7w13,focus,
Wed Aug 26 2015 21:03:22 GMT+0800 (China Standard Time),,s7w14,focus,
Wed Aug 26 2015 21:03:23 GMT+0800 (China Standard Time),,s7w15,focus,
Wed Aug 26 2015 21:03:23 GMT+0800 (China Standard Time),,s7w16,focus,
Wed Aug 26 2015 21:03:25 GMT+0800 (China Standard Time),,s7w16,label,"R"
Wed Aug 26 2015 21:03:28 GMT+0800 (China Standard Time),,s7w17,focus,
Wed Aug 26 2015 21:03:29 GMT+0800 (China Standard Time),,s7w18,focus,
Wed Aug 26 2015 21:03:30 GMT+0800 (China Standard Time),,s7w19,focus,
Wed Aug 26 2015 21:03:31 GMT+0800 (China Standard Time),,s7w19,label,"^"
Wed Aug 26 2015 21:03:32 GMT+0800 (China Standard Time),,s7w20,focus,
Wed Aug 26 2015 21:03:33 GMT+0800 (China Standard Time),,s7w21,focus,
Wed Aug 26 2015 21:03:33 GMT+0800 (China Standard Time),,s7w22,focus,
Wed Aug 26 2015 21:03:34 GMT+0800 (China Standard Time),,s7w23,focus,
Wed Aug 26 2015 21:03:34 GMT+0800 (China Standard Time),,s7w24,focus,
Wed Aug 26 2015 21:03:35 GMT+0800 (China Standard Time),,s7w25,focus,
Wed Aug 26 2015 21:03:36 GMT+0800 (China Standard Time),,s7w26,focus,
Wed Aug 26 2015 21:03:38 GMT+0800 (China Standard Time),,s7w27,focus,
Wed Aug 26 2015 21:03:39 GMT+0800 (China Standard Time),,s7w28,focus,
Wed Aug 26 2015 21:03:39 GMT+0800 (China Standard Time),,s7w29,focus,
Wed Aug 26 2015 21:03:40 GMT+0800 (China Standard Time),,s7w30,focus,
Wed Aug 26 2015 21:03:40 GMT+0800 (China Standard Time),,s7w31,focus,
Wed Aug 26 2015 21:03:41 GMT+0800 (China Standard Time),,s7w32,focus,
Wed Aug 26 2015 21:03:44 GMT+0800 (China Standard Time),,s7w33,focus,
Wed Aug 26 2015 21:03:44 GMT+0800 (China Standard Time),,s7w34,focus,
Wed Aug 26 2015 21:03:45 GMT+0800 (China Standard Time),,s7w35,focus,
Wed Aug 26 2015 21:03:45 GMT+0800 (China Standard Time),,s7w36,focus,
Wed Aug 26 2015 21:03:45 GMT+0800 (China Standard Time),,s7w37,focus,
Wed Aug 26 2015 21:03:45 GMT+0800 (China Standard Time),,s7w38,focus,
Wed Aug 26 2015 21:03:46 GMT+0800 (China Standard Time),,s7w39,focus,
Wed Aug 26 2015 21:03:47 GMT+0800 (China Standard Time),,s7w40,focus,
Wed Aug 26 2015 21:03:48 GMT+0800 (China Standard Time),,s7w41,focus,
Wed Aug 26 2015 21:03:48 GMT+0800 (China Standard Time),,s7w42,focus,
Wed Aug 26 2015 21:03:49 GMT+0800 (China Standard Time),,s7w43,focus,
Wed Aug 26 2015 21:03:49 GMT+0800 (China Standard Time),,s7w44,focus,
Wed Aug 26 2015 21:03:50 GMT+0800 (China Standard Time),,s7w45,focus,
Wed Aug 26 2015 21:03:51 GMT+0800 (China Standard Time),,s7w46,focus,
Wed Aug 26 2015 21:03:51 GMT+0800 (China Standard Time),,s7w47,focus,
Wed Aug 26 2015 21:03:52 GMT+0800 (China Standard Time),,s7w48,focus,
Wed Aug 26 2015 21:03:53 GMT+0800 (China Standard Time),,s7w49,focus,
Wed Aug 26 2015 21:03:53 GMT+0800 (China Standard Time),,s7w50,focus,
Wed Aug 26 2015 21:03:54 GMT+0800 (China Standard Time),,s8w1,focus,
Wed Aug 26 2015 21:03:55 GMT+0800 (China Standard Time),,s8w2,focus,
Wed Aug 26 2015 21:03:56 GMT+0800 (China Standard Time),,s8w3,focus,
Wed Aug 26 2015 21:04:01 GMT+0800 (China Standard Time),,s8w3,label,"N"
Wed Aug 26 2015 21:04:02 GMT+0800 (China Standard Time),,s8w4,focus,
Wed Aug 26 2015 21:04:07 GMT+0800 (China Standard Time),,s8w5,focus,
Wed Aug 26 2015 21:04:08 GMT+0800 (China Standard Time),,s8w6,focus,
Wed Aug 26 2015 21:04:08 GMT+0800 (China Standard Time),,s8w7,focus,
Wed Aug 26 2015 21:04:09 GMT+0800 (China Standard Time),,s8w8,focus,
Wed Aug 26 2015 21:04:09 GMT+0800 (China Standard Time),,s8w9,focus,
Wed Aug 26 2015 21:04:11 GMT+0800 (China Standard Time),,s8w10,focus,
Wed Aug 26 2015 21:04:12 GMT+0800 (China Standard Time),,s8w9,focus,
Wed Aug 26 2015 21:04:13 GMT+0800 (China Standard Time),,s8w9,focus,
Wed Aug 26 2015 21:04:13 GMT+0800 (China Standard Time),,s8w9,label,"N"
Wed Aug 26 2015 21:04:15 GMT+0800 (China Standard Time),,s8w10,focus,
Wed Aug 26 2015 21:04:15 GMT+0800 (China Standard Time),,s8w10,focus,
Wed Aug 26 2015 21:04:17 GMT+0800 (China Standard Time),,s8w10,label,"^"
Wed Aug 26 2015 21:04:18 GMT+0800 (China Standard Time),,s8w11,focus,
Wed Aug 26 2015 21:04:19 GMT+0800 (China Standard Time),,s8w12,focus,
Wed Aug 26 2015 21:04:20 GMT+0800 (China Standard Time),,s8w13,focus,
Wed Aug 26 2015 21:04:21 GMT+0800 (China Standard Time),,s8w14,focus,
Wed Aug 26 2015 21:04:21 GMT+0800 (China Standard Time),,s8w15,focus,
Wed Aug 26 2015 21:04:21 GMT+0800 (China Standard Time),,s8w16,focus,
Wed Aug 26 2015 21:04:21 GMT+0800 (China Standard Time),,s8w17,focus,
Wed Aug 26 2015 21:04:22 GMT+0800 (China Standard Time),,s8w18,focus,
Wed Aug 26 2015 21:04:22 GMT+0800 (China Standard Time),,s8w19,focus,
Wed Aug 26 2015 21:04:22 GMT+0800 (China Standard Time),,s8w20,focus,
Wed Aug 26 2015 21:04:23 GMT+0800 (China Standard Time),,s9w1,focus,
Wed Aug 26 2015 21:04:24 GMT+0800 (China Standard Time),,s9w2,focus,
Wed Aug 26 2015 21:04:24 GMT+0800 (China Standard Time),,s9w3,focus,
Wed Aug 26 2015 21:04:25 GMT+0800 (China Standard Time),,s9w4,focus,
Wed Aug 26 2015 21:04:25 GMT+0800 (China Standard Time),,s9w5,focus,
Wed Aug 26 2015 21:04:25 GMT+0800 (China Standard Time),,s9w6,focus,
Wed Aug 26 2015 21:04:26 GMT+0800 (China Standard Time),,s9w7,focus,
