Fri Aug 21 2015 15:43:14 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Fri Aug 21 2015 15:44:07 GMT+0800 (Malay Peninsula Standard Time),,s1w9,focus,
Fri Aug 21 2015 15:44:08 GMT+0800 (Malay Peninsula Standard Time),,s1w10,focus,
Fri Aug 21 2015 15:44:10 GMT+0800 (Malay Peninsula Standard Time),,s1w10,label,"^"
Fri Aug 21 2015 15:44:11 GMT+0800 (Malay Peninsula Standard Time),,s1w11,focus,
Fri Aug 21 2015 15:44:12 GMT+0800 (Malay Peninsula Standard Time),,s1w12,focus,
Fri Aug 21 2015 15:44:12 GMT+0800 (Malay Peninsula Standard Time),,s1w13,focus,
Fri Aug 21 2015 15:44:19 GMT+0800 (Malay Peninsula Standard Time),,s1w14,focus,
Fri Aug 21 2015 15:44:19 GMT+0800 (Malay Peninsula Standard Time),,s1w15,focus,
Fri Aug 21 2015 15:44:20 GMT+0800 (Malay Peninsula Standard Time),,s1w16,focus,
Fri Aug 21 2015 15:44:20 GMT+0800 (Malay Peninsula Standard Time),,s1w17,focus,
Fri Aug 21 2015 15:44:20 GMT+0800 (Malay Peninsula Standard Time),,s1w18,focus,
Fri Aug 21 2015 15:44:21 GMT+0800 (Malay Peninsula Standard Time),,s1w19,focus,
Fri Aug 21 2015 15:44:21 GMT+0800 (Malay Peninsula Standard Time),,s1w20,focus,
Fri Aug 21 2015 15:44:21 GMT+0800 (Malay Peninsula Standard Time),,s1w21,focus,
Fri Aug 21 2015 15:44:26 GMT+0800 (Malay Peninsula Standard Time),,s1w22,focus,
Fri Aug 21 2015 15:44:27 GMT+0800 (Malay Peninsula Standard Time),,s1w23,focus,
Fri Aug 21 2015 15:44:28 GMT+0800 (Malay Peninsula Standard Time),,s1w24,focus,
Fri Aug 21 2015 15:44:29 GMT+0800 (Malay Peninsula Standard Time),,s1w25,focus,
Fri Aug 21 2015 15:44:30 GMT+0800 (Malay Peninsula Standard Time),,s1w26,focus,
Fri Aug 21 2015 15:44:31 GMT+0800 (Malay Peninsula Standard Time),,s1w27,focus,
Fri Aug 21 2015 15:44:31 GMT+0800 (Malay Peninsula Standard Time),,s1w28,focus,
Fri Aug 21 2015 15:44:32 GMT+0800 (Malay Peninsula Standard Time),,s1w29,focus,
Fri Aug 21 2015 15:44:32 GMT+0800 (Malay Peninsula Standard Time),,s1w30,focus,
Fri Aug 21 2015 15:44:32 GMT+0800 (Malay Peninsula Standard Time),,s1w31,focus,
Fri Aug 21 2015 15:44:33 GMT+0800 (Malay Peninsula Standard Time),,s1w32,focus,
Fri Aug 21 2015 15:44:34 GMT+0800 (Malay Peninsula Standard Time),,s1w33,focus,
Fri Aug 21 2015 15:44:35 GMT+0800 (Malay Peninsula Standard Time),,s1w34,focus,
Fri Aug 21 2015 15:44:47 GMT+0800 (Malay Peninsula Standard Time),,s1w35,focus,
Fri Aug 21 2015 15:44:48 GMT+0800 (Malay Peninsula Standard Time),,s1w36,focus,
Fri Aug 21 2015 15:44:52 GMT+0800 (Malay Peninsula Standard Time),,s1w36,label,"^"
Fri Aug 21 2015 15:44:53 GMT+0800 (Malay Peninsula Standard Time),,s1w37,focus,
Fri Aug 21 2015 15:44:54 GMT+0800 (Malay Peninsula Standard Time),,s1w38,focus,
Fri Aug 21 2015 15:44:55 GMT+0800 (Malay Peninsula Standard Time),,s1w39,focus,
Fri Aug 21 2015 15:44:56 GMT+0800 (Malay Peninsula Standard Time),,s1w40,focus,
Fri Aug 21 2015 15:45:00 GMT+0800 (Malay Peninsula Standard Time),,s1w41,focus,
Fri Aug 21 2015 15:45:05 GMT+0800 (Malay Peninsula Standard Time),,s1w41,label,"V"
Fri Aug 21 2015 15:45:07 GMT+0800 (Malay Peninsula Standard Time),,s1w42,focus,
Fri Aug 21 2015 15:45:08 GMT+0800 (Malay Peninsula Standard Time),,s1w43,focus,
Fri Aug 21 2015 15:45:11 GMT+0800 (Malay Peninsula Standard Time),,s1w44,focus,
Fri Aug 21 2015 15:45:12 GMT+0800 (Malay Peninsula Standard Time),,s1w45,focus,
Fri Aug 21 2015 15:45:13 GMT+0800 (Malay Peninsula Standard Time),,s1w46,focus,
Fri Aug 21 2015 15:45:13 GMT+0800 (Malay Peninsula Standard Time),,s1w47,focus,
Fri Aug 21 2015 15:45:19 GMT+0800 (Malay Peninsula Standard Time),,s1w48,focus,
Fri Aug 21 2015 15:45:19 GMT+0800 (Malay Peninsula Standard Time),,s1w49,focus,
Fri Aug 21 2015 15:45:20 GMT+0800 (Malay Peninsula Standard Time),,s1w50,focus,
Fri Aug 21 2015 15:45:20 GMT+0800 (Malay Peninsula Standard Time),,s1w51,focus,
Fri Aug 21 2015 15:45:21 GMT+0800 (Malay Peninsula Standard Time),,s1w52,focus,
Fri Aug 21 2015 15:45:22 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Fri Aug 21 2015 15:45:25 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Fri Aug 21 2015 15:45:26 GMT+0800 (Malay Peninsula Standard Time),,s1w55,focus,
Fri Aug 21 2015 15:45:27 GMT+0800 (Malay Peninsula Standard Time),,s1w56,focus,
Fri Aug 21 2015 15:45:27 GMT+0800 (Malay Peninsula Standard Time),,s1w57,focus,
Fri Aug 21 2015 15:45:28 GMT+0800 (Malay Peninsula Standard Time),,s1w58,focus,
Fri Aug 21 2015 15:45:29 GMT+0800 (Malay Peninsula Standard Time),,s1w59,focus,
Fri Aug 21 2015 15:45:30 GMT+0800 (Malay Peninsula Standard Time),,s1w60,focus,
Fri Aug 21 2015 15:45:30 GMT+0800 (Malay Peninsula Standard Time),,s1w61,focus,
Fri Aug 21 2015 15:45:34 GMT+0800 (Malay Peninsula Standard Time),,s1w61,label,"^"
Fri Aug 21 2015 15:45:35 GMT+0800 (Malay Peninsula Standard Time),,s1w62,focus,
Fri Aug 21 2015 15:45:35 GMT+0800 (Malay Peninsula Standard Time),,s1w63,focus,
Fri Aug 21 2015 15:45:36 GMT+0800 (Malay Peninsula Standard Time),,s1w64,focus,
Fri Aug 21 2015 15:45:36 GMT+0800 (Malay Peninsula Standard Time),,s1w65,focus,
Fri Aug 21 2015 15:45:37 GMT+0800 (Malay Peninsula Standard Time),,s1w66,focus,
Fri Aug 21 2015 15:45:38 GMT+0800 (Malay Peninsula Standard Time),,s1w67,focus,
Fri Aug 21 2015 15:45:38 GMT+0800 (Malay Peninsula Standard Time),,s1w68,focus,
Fri Aug 21 2015 15:45:39 GMT+0800 (Malay Peninsula Standard Time),,s1w69,focus,
Fri Aug 21 2015 15:45:39 GMT+0800 (Malay Peninsula Standard Time),,s1w70,focus,
Fri Aug 21 2015 15:45:40 GMT+0800 (Malay Peninsula Standard Time),,s1w71,focus,
Fri Aug 21 2015 15:45:40 GMT+0800 (Malay Peninsula Standard Time),,s1w72,focus,
Fri Aug 21 2015 15:45:40 GMT+0800 (Malay Peninsula Standard Time),,s1w73,focus,
Fri Aug 21 2015 15:45:40 GMT+0800 (Malay Peninsula Standard Time),,s1w74,focus,
Fri Aug 21 2015 15:45:48 GMT+0800 (Malay Peninsula Standard Time),,s1w75,focus,
Fri Aug 21 2015 15:45:51 GMT+0800 (Malay Peninsula Standard Time),,s1w76,focus,
Fri Aug 21 2015 15:45:51 GMT+0800 (Malay Peninsula Standard Time),,s1w77,focus,
Fri Aug 21 2015 15:45:52 GMT+0800 (Malay Peninsula Standard Time),,s1w78,focus,
Fri Aug 21 2015 15:45:52 GMT+0800 (Malay Peninsula Standard Time),,s1w79,focus,
Fri Aug 21 2015 15:45:52 GMT+0800 (Malay Peninsula Standard Time),,s1w80,focus,
Fri Aug 21 2015 15:45:53 GMT+0800 (Malay Peninsula Standard Time),,s1w81,focus,
Fri Aug 21 2015 15:45:53 GMT+0800 (Malay Peninsula Standard Time),,s1w82,focus,
Fri Aug 21 2015 15:45:54 GMT+0800 (Malay Peninsula Standard Time),,s1w83,focus,
Fri Aug 21 2015 15:45:54 GMT+0800 (Malay Peninsula Standard Time),,s1w84,focus,
Fri Aug 21 2015 15:45:57 GMT+0800 (Malay Peninsula Standard Time),,s1w85,focus,
Fri Aug 21 2015 15:45:59 GMT+0800 (Malay Peninsula Standard Time),,s1w86,focus,
Fri Aug 21 2015 15:45:59 GMT+0800 (Malay Peninsula Standard Time),,s1w87,focus,
Fri Aug 21 2015 15:45:59 GMT+0800 (Malay Peninsula Standard Time),,s1w88,focus,
Fri Aug 21 2015 15:46:00 GMT+0800 (Malay Peninsula Standard Time),,s1w89,focus,
Fri Aug 21 2015 15:46:00 GMT+0800 (Malay Peninsula Standard Time),,s1w90,focus,
Fri Aug 21 2015 15:46:01 GMT+0800 (Malay Peninsula Standard Time),,s1w91,focus,
Fri Aug 21 2015 15:46:03 GMT+0800 (Malay Peninsula Standard Time),,s1w91,label,"^"
Fri Aug 21 2015 15:46:06 GMT+0800 (Malay Peninsula Standard Time),,s1w92,focus,
Fri Aug 21 2015 15:46:08 GMT+0800 (Malay Peninsula Standard Time),,s1w93,focus,
Fri Aug 21 2015 15:46:09 GMT+0800 (Malay Peninsula Standard Time),,s1w94,focus,
Fri Aug 21 2015 15:46:10 GMT+0800 (Malay Peninsula Standard Time),,s1w95,focus,
Fri Aug 21 2015 15:46:11 GMT+0800 (Malay Peninsula Standard Time),,s1w96,focus,
Fri Aug 21 2015 15:46:12 GMT+0800 (Malay Peninsula Standard Time),,s1w97,focus,
Fri Aug 21 2015 15:46:13 GMT+0800 (Malay Peninsula Standard Time),,s1w98,focus,
Fri Aug 21 2015 15:46:13 GMT+0800 (Malay Peninsula Standard Time),,s1w99,focus,
Fri Aug 21 2015 15:46:14 GMT+0800 (Malay Peninsula Standard Time),,s1w100,focus,
Fri Aug 21 2015 15:46:15 GMT+0800 (Malay Peninsula Standard Time),,s1w101,focus,
Fri Aug 21 2015 15:46:15 GMT+0800 (Malay Peninsula Standard Time),,s1w102,focus,
Fri Aug 21 2015 15:46:16 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Fri Aug 21 2015 15:46:16 GMT+0800 (Malay Peninsula Standard Time),,s2w2,focus,
Fri Aug 21 2015 15:46:17 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Fri Aug 21 2015 15:46:18 GMT+0800 (Malay Peninsula Standard Time),,s2w4,focus,
Fri Aug 21 2015 15:46:19 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Fri Aug 21 2015 15:46:19 GMT+0800 (Malay Peninsula Standard Time),,s2w6,focus,
Fri Aug 21 2015 15:46:19 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Fri Aug 21 2015 15:46:20 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Fri Aug 21 2015 15:46:22 GMT+0800 (Malay Peninsula Standard Time),,s2w9,focus,
Fri Aug 21 2015 15:46:52 GMT+0800 (Malay Peninsula Standard Time),,s2w9,focus,
Fri Aug 21 2015 15:47:02 GMT+0800 (Malay Peninsula Standard Time),,s2w10,focus,
Fri Aug 21 2015 15:47:02 GMT+0800 (Malay Peninsula Standard Time),,s2w11,focus,
Fri Aug 21 2015 15:47:05 GMT+0800 (Malay Peninsula Standard Time),,s2w12,focus,
Fri Aug 21 2015 15:47:06 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Fri Aug 21 2015 15:47:06 GMT+0800 (Malay Peninsula Standard Time),,s2w14,focus,
Fri Aug 21 2015 15:47:07 GMT+0800 (Malay Peninsula Standard Time),,s2w15,focus,
Fri Aug 21 2015 15:47:07 GMT+0800 (Malay Peninsula Standard Time),,s2w16,focus,
Fri Aug 21 2015 15:47:08 GMT+0800 (Malay Peninsula Standard Time),,s2w17,focus,
Fri Aug 21 2015 15:47:16 GMT+0800 (Malay Peninsula Standard Time),,s2w17,label,","
Fri Aug 21 2015 15:47:19 GMT+0800 (Malay Peninsula Standard Time),,s3w1,focus,
Fri Aug 21 2015 15:47:22 GMT+0800 (Malay Peninsula Standard Time),,s3w2,focus,
Fri Aug 21 2015 15:47:23 GMT+0800 (Malay Peninsula Standard Time),,s3w3,focus,
Fri Aug 21 2015 15:47:26 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Fri Aug 21 2015 15:47:27 GMT+0800 (Malay Peninsula Standard Time),,s3w5,focus,
Fri Aug 21 2015 15:47:30 GMT+0800 (Malay Peninsula Standard Time),,s3w6,focus,
Fri Aug 21 2015 15:47:31 GMT+0800 (Malay Peninsula Standard Time),,s3w7,focus,
Fri Aug 21 2015 15:47:31 GMT+0800 (Malay Peninsula Standard Time),,s4w1,focus,
Fri Aug 21 2015 15:47:32 GMT+0800 (Malay Peninsula Standard Time),,s4w2,focus,
Fri Aug 21 2015 15:47:34 GMT+0800 (Malay Peninsula Standard Time),,s4w3,focus,
Fri Aug 21 2015 15:47:35 GMT+0800 (Malay Peninsula Standard Time),,s4w4,focus,
Fri Aug 21 2015 15:47:36 GMT+0800 (Malay Peninsula Standard Time),,s4w5,focus,
Fri Aug 21 2015 15:47:36 GMT+0800 (Malay Peninsula Standard Time),,s4w6,focus,
Fri Aug 21 2015 15:47:37 GMT+0800 (Malay Peninsula Standard Time),,s4w7,focus,
Fri Aug 21 2015 15:47:37 GMT+0800 (Malay Peninsula Standard Time),,s4w8,focus,
Fri Aug 21 2015 15:47:37 GMT+0800 (Malay Peninsula Standard Time),,s4w9,focus,
Fri Aug 21 2015 15:47:38 GMT+0800 (Malay Peninsula Standard Time),,s4w10,focus,
Fri Aug 21 2015 15:47:39 GMT+0800 (Malay Peninsula Standard Time),,s4w11,focus,
Fri Aug 21 2015 15:47:39 GMT+0800 (Malay Peninsula Standard Time),,s4w12,focus,
Fri Aug 21 2015 15:47:39 GMT+0800 (Malay Peninsula Standard Time),,s4w13,focus,
Fri Aug 21 2015 15:47:40 GMT+0800 (Malay Peninsula Standard Time),,s4w14,focus,
Fri Aug 21 2015 15:47:42 GMT+0800 (Malay Peninsula Standard Time),,s4w15,focus,
Fri Aug 21 2015 15:47:43 GMT+0800 (Malay Peninsula Standard Time),,s4w15,label,"V"
Fri Aug 21 2015 15:47:44 GMT+0800 (Malay Peninsula Standard Time),,s4w16,focus,
Fri Aug 21 2015 15:47:46 GMT+0800 (Malay Peninsula Standard Time),,s4w17,focus,
Fri Aug 21 2015 15:47:51 GMT+0800 (Malay Peninsula Standard Time),,s4w17,label,"N"
Fri Aug 21 2015 15:47:53 GMT+0800 (Malay Peninsula Standard Time),,s4w18,focus,
Fri Aug 21 2015 15:47:53 GMT+0800 (Malay Peninsula Standard Time),,s4w19,focus,
Fri Aug 21 2015 15:47:53 GMT+0800 (Malay Peninsula Standard Time),,s4w20,focus,
Fri Aug 21 2015 15:47:54 GMT+0800 (Malay Peninsula Standard Time),,s4w21,focus,
Fri Aug 21 2015 15:47:54 GMT+0800 (Malay Peninsula Standard Time),,s4w22,focus,
Fri Aug 21 2015 15:47:55 GMT+0800 (Malay Peninsula Standard Time),,s4w23,focus,
Fri Aug 21 2015 15:47:57 GMT+0800 (Malay Peninsula Standard Time),,s4w24,focus,
Fri Aug 21 2015 15:47:57 GMT+0800 (Malay Peninsula Standard Time),,s4w25,focus,
Fri Aug 21 2015 15:48:01 GMT+0800 (Malay Peninsula Standard Time),,s4w26,focus,
Fri Aug 21 2015 15:48:07 GMT+0800 (Malay Peninsula Standard Time),,s4w26,focus,
Fri Aug 21 2015 15:48:14 GMT+0800 (Malay Peninsula Standard Time),,s4w27,focus,
Fri Aug 21 2015 15:48:15 GMT+0800 (Malay Peninsula Standard Time),,s5w1,focus,
Fri Aug 21 2015 15:48:16 GMT+0800 (Malay Peninsula Standard Time),,s5w2,focus,
Fri Aug 21 2015 15:48:20 GMT+0800 (Malay Peninsula Standard Time),,s5w3,focus,
Fri Aug 21 2015 15:48:21 GMT+0800 (Malay Peninsula Standard Time),,s5w4,focus,
Fri Aug 21 2015 15:48:21 GMT+0800 (Malay Peninsula Standard Time),,s5w5,focus,
Fri Aug 21 2015 15:48:21 GMT+0800 (Malay Peninsula Standard Time),,s5w6,focus,
Fri Aug 21 2015 15:48:22 GMT+0800 (Malay Peninsula Standard Time),,s5w7,focus,
Fri Aug 21 2015 15:48:23 GMT+0800 (Malay Peninsula Standard Time),,s5w8,focus,
Fri Aug 21 2015 15:48:23 GMT+0800 (Malay Peninsula Standard Time),,s5w9,focus,
Fri Aug 21 2015 15:48:24 GMT+0800 (Malay Peninsula Standard Time),,s5w10,focus,
Fri Aug 21 2015 15:48:24 GMT+0800 (Malay Peninsula Standard Time),,s5w11,focus,
Fri Aug 21 2015 15:48:25 GMT+0800 (Malay Peninsula Standard Time),,s5w12,focus,
Fri Aug 21 2015 15:48:28 GMT+0800 (Malay Peninsula Standard Time),,s5w13,focus,
Fri Aug 21 2015 15:48:28 GMT+0800 (Malay Peninsula Standard Time),,s5w14,focus,
Fri Aug 21 2015 15:48:28 GMT+0800 (Malay Peninsula Standard Time),,s5w15,focus,
Fri Aug 21 2015 15:48:30 GMT+0800 (Malay Peninsula Standard Time),,s5w16,focus,
Fri Aug 21 2015 15:48:30 GMT+0800 (Malay Peninsula Standard Time),,s5w17,focus,
Fri Aug 21 2015 15:48:32 GMT+0800 (Malay Peninsula Standard Time),,s5w18,focus,
Fri Aug 21 2015 15:48:32 GMT+0800 (Malay Peninsula Standard Time),,s5w19,focus,
Fri Aug 21 2015 15:48:33 GMT+0800 (Malay Peninsula Standard Time),,s5w20,focus,
Fri Aug 21 2015 15:48:33 GMT+0800 (Malay Peninsula Standard Time),,s5w21,focus,
Fri Aug 21 2015 15:48:35 GMT+0800 (Malay Peninsula Standard Time),,s5w22,focus,
Fri Aug 21 2015 15:48:36 GMT+0800 (Malay Peninsula Standard Time),,s5w23,focus,
Fri Aug 21 2015 15:48:37 GMT+0800 (Malay Peninsula Standard Time),,s5w24,focus,
Fri Aug 21 2015 15:48:37 GMT+0800 (Malay Peninsula Standard Time),,s5w25,focus,
Fri Aug 21 2015 15:48:38 GMT+0800 (Malay Peninsula Standard Time),,s6w1,focus,
Fri Aug 21 2015 15:48:39 GMT+0800 (Malay Peninsula Standard Time),,s6w2,focus,
Fri Aug 21 2015 15:48:40 GMT+0800 (Malay Peninsula Standard Time),,s6w3,focus,
Fri Aug 21 2015 15:48:41 GMT+0800 (Malay Peninsula Standard Time),,s6w4,focus,
Fri Aug 21 2015 15:48:41 GMT+0800 (Malay Peninsula Standard Time),,s6w5,focus,
Fri Aug 21 2015 15:48:42 GMT+0800 (Malay Peninsula Standard Time),,s6w6,focus,
Fri Aug 21 2015 15:48:42 GMT+0800 (Malay Peninsula Standard Time),,s6w7,focus,
Fri Aug 21 2015 15:48:43 GMT+0800 (Malay Peninsula Standard Time),,s6w8,focus,
Fri Aug 21 2015 15:48:44 GMT+0800 (Malay Peninsula Standard Time),,s6w9,focus,
Fri Aug 21 2015 15:48:45 GMT+0800 (Malay Peninsula Standard Time),,s6w10,focus,
Fri Aug 21 2015 15:48:45 GMT+0800 (Malay Peninsula Standard Time),,s6w11,focus,
Fri Aug 21 2015 15:48:46 GMT+0800 (Malay Peninsula Standard Time),,s6w12,focus,
Fri Aug 21 2015 15:48:47 GMT+0800 (Malay Peninsula Standard Time),,s6w13,focus,
Fri Aug 21 2015 15:48:49 GMT+0800 (Malay Peninsula Standard Time),,s6w14,focus,
Fri Aug 21 2015 15:48:49 GMT+0800 (Malay Peninsula Standard Time),,s6w15,focus,
Fri Aug 21 2015 15:48:50 GMT+0800 (Malay Peninsula Standard Time),,s6w16,focus,
Fri Aug 21 2015 15:48:50 GMT+0800 (Malay Peninsula Standard Time),,s6w17,focus,
Fri Aug 21 2015 15:48:51 GMT+0800 (Malay Peninsula Standard Time),,s6w18,focus,
Fri Aug 21 2015 15:48:54 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
