Wed Aug 26 2015 21:17:07 GMT+0800 (China Standard Time),,,pageReady,0:100:100
Wed Aug 26 2015 21:18:00 GMT+0800 (China Standard Time),,s1w82,focus,
Wed Aug 26 2015 21:18:00 GMT+0800 (China Standard Time),,s1w83,focus,
Wed Aug 26 2015 21:18:01 GMT+0800 (China Standard Time),,s1w84,focus,
Wed Aug 26 2015 21:18:01 GMT+0800 (China Standard Time),,s1w85,focus,
Wed Aug 26 2015 21:18:01 GMT+0800 (China Standard Time),,s1w86,focus,
Wed Aug 26 2015 21:18:01 GMT+0800 (China Standard Time),,s1w87,focus,
Wed Aug 26 2015 21:18:02 GMT+0800 (China Standard Time),,s1w88,focus,
Wed Aug 26 2015 21:18:02 GMT+0800 (China Standard Time),,s1w89,focus,
Wed Aug 26 2015 21:18:02 GMT+0800 (China Standard Time),,s1w90,focus,
Wed Aug 26 2015 21:18:03 GMT+0800 (China Standard Time),,s1w91,focus,
Wed Aug 26 2015 21:18:03 GMT+0800 (China Standard Time),,s1w92,focus,
Wed Aug 26 2015 21:18:03 GMT+0800 (China Standard Time),,s1w93,focus,
Wed Aug 26 2015 21:18:03 GMT+0800 (China Standard Time),,s1w94,focus,
Wed Aug 26 2015 21:18:04 GMT+0800 (China Standard Time),,s1w95,focus,
Wed Aug 26 2015 21:18:04 GMT+0800 (China Standard Time),,s1w96,focus,
Wed Aug 26 2015 21:18:05 GMT+0800 (China Standard Time),,s1w97,focus,
Wed Aug 26 2015 21:18:05 GMT+0800 (China Standard Time),,s1w98,focus,
Wed Aug 26 2015 21:18:05 GMT+0800 (China Standard Time),,s1w99,focus,
Wed Aug 26 2015 21:18:06 GMT+0800 (China Standard Time),,s1w100,focus,
Wed Aug 26 2015 21:18:06 GMT+0800 (China Standard Time),,s1w101,focus,
Wed Aug 26 2015 21:18:06 GMT+0800 (China Standard Time),,s1w102,focus,
Wed Aug 26 2015 21:18:07 GMT+0800 (China Standard Time),,s1w103,focus,
Wed Aug 26 2015 21:18:07 GMT+0800 (China Standard Time),,s1w104,focus,
Wed Aug 26 2015 21:18:07 GMT+0800 (China Standard Time),,s1w105,focus,
Wed Aug 26 2015 21:18:07 GMT+0800 (China Standard Time),,s1w106,focus,
Wed Aug 26 2015 21:18:08 GMT+0800 (China Standard Time),,s1w107,focus,
Wed Aug 26 2015 21:18:08 GMT+0800 (China Standard Time),,s1w108,focus,
Wed Aug 26 2015 21:18:08 GMT+0800 (China Standard Time),,s1w109,focus,
Wed Aug 26 2015 21:18:09 GMT+0800 (China Standard Time),,s1w110,focus,
Wed Aug 26 2015 21:18:10 GMT+0800 (China Standard Time),,s1w111,focus,
Wed Aug 26 2015 21:18:11 GMT+0800 (China Standard Time),,s1w112,focus,
Wed Aug 26 2015 21:18:11 GMT+0800 (China Standard Time),,s1w113,focus,
Wed Aug 26 2015 21:18:11 GMT+0800 (China Standard Time),,s1w114,focus,
Wed Aug 26 2015 21:18:11 GMT+0800 (China Standard Time),,s1w115,focus,
Wed Aug 26 2015 21:18:12 GMT+0800 (China Standard Time),,s1w116,focus,
Wed Aug 26 2015 21:18:12 GMT+0800 (China Standard Time),,s1w117,focus,
Wed Aug 26 2015 21:18:12 GMT+0800 (China Standard Time),,s1w118,focus,
Wed Aug 26 2015 21:18:13 GMT+0800 (China Standard Time),,s1w119,focus,
Wed Aug 26 2015 21:18:13 GMT+0800 (China Standard Time),,s1w120,focus,
Wed Aug 26 2015 21:18:13 GMT+0800 (China Standard Time),,s1w121,focus,
Wed Aug 26 2015 21:18:13 GMT+0800 (China Standard Time),,s1w122,focus,
Wed Aug 26 2015 21:18:13 GMT+0800 (China Standard Time),,s1w123,focus,
Wed Aug 26 2015 21:18:14 GMT+0800 (China Standard Time),,s1w124,focus,
Wed Aug 26 2015 21:18:14 GMT+0800 (China Standard Time),,s1w125,focus,
Wed Aug 26 2015 21:18:14 GMT+0800 (China Standard Time),,s1w126,focus,
Wed Aug 26 2015 21:18:15 GMT+0800 (China Standard Time),,s1w127,focus,
Wed Aug 26 2015 21:18:15 GMT+0800 (China Standard Time),,s1w128,focus,
Wed Aug 26 2015 21:18:15 GMT+0800 (China Standard Time),,s1w129,focus,
Wed Aug 26 2015 21:18:15 GMT+0800 (China Standard Time),,s1w130,focus,
Wed Aug 26 2015 21:18:16 GMT+0800 (China Standard Time),,s1w131,focus,
Wed Aug 26 2015 21:18:16 GMT+0800 (China Standard Time),,s1w132,focus,
Wed Aug 26 2015 21:18:17 GMT+0800 (China Standard Time),,s1w133,focus,
Wed Aug 26 2015 21:18:18 GMT+0800 (China Standard Time),,s1w134,focus,
Wed Aug 26 2015 21:18:18 GMT+0800 (China Standard Time),,s1w135,focus,
Wed Aug 26 2015 21:18:18 GMT+0800 (China Standard Time),,s1w136,focus,
Wed Aug 26 2015 21:18:19 GMT+0800 (China Standard Time),,s1w137,focus,
Wed Aug 26 2015 21:18:19 GMT+0800 (China Standard Time),,s1w138,focus,
Wed Aug 26 2015 21:18:19 GMT+0800 (China Standard Time),,s1w139,focus,
Wed Aug 26 2015 21:18:19 GMT+0800 (China Standard Time),,s1w140,focus,
Wed Aug 26 2015 21:18:20 GMT+0800 (China Standard Time),,s1w141,focus,
Wed Aug 26 2015 21:18:21 GMT+0800 (China Standard Time),,s1w142,focus,
Wed Aug 26 2015 21:18:21 GMT+0800 (China Standard Time),,s1w143,focus,
Wed Aug 26 2015 21:18:21 GMT+0800 (China Standard Time),,s1w144,focus,
Wed Aug 26 2015 21:18:21 GMT+0800 (China Standard Time),,s1w145,focus,
Wed Aug 26 2015 21:18:22 GMT+0800 (China Standard Time),,s1w146,focus,
Wed Aug 26 2015 21:18:22 GMT+0800 (China Standard Time),,s1w147,focus,
Wed Aug 26 2015 21:18:22 GMT+0800 (China Standard Time),,s1w148,focus,
Wed Aug 26 2015 21:18:23 GMT+0800 (China Standard Time),,s1w149,focus,
Wed Aug 26 2015 21:18:23 GMT+0800 (China Standard Time),,s1w150,focus,
Wed Aug 26 2015 21:18:23 GMT+0800 (China Standard Time),,s1w151,focus,
Wed Aug 26 2015 21:18:23 GMT+0800 (China Standard Time),,s1w152,focus,
Wed Aug 26 2015 21:18:24 GMT+0800 (China Standard Time),,s1w153,focus,
Wed Aug 26 2015 21:18:24 GMT+0800 (China Standard Time),,s1w154,focus,
Wed Aug 26 2015 21:18:24 GMT+0800 (China Standard Time),,s1w155,focus,
Wed Aug 26 2015 21:18:24 GMT+0800 (China Standard Time),,s1w156,focus,
Wed Aug 26 2015 21:18:24 GMT+0800 (China Standard Time),,s1w157,focus,
Wed Aug 26 2015 21:18:24 GMT+0800 (China Standard Time),,s1w158,focus,
Wed Aug 26 2015 21:18:25 GMT+0800 (China Standard Time),,s1w159,focus,
Wed Aug 26 2015 21:18:25 GMT+0800 (China Standard Time),,s1w160,focus,
Wed Aug 26 2015 21:18:26 GMT+0800 (China Standard Time),,s1w161,focus,
Wed Aug 26 2015 21:18:26 GMT+0800 (China Standard Time),,s1w162,focus,
Wed Aug 26 2015 21:18:26 GMT+0800 (China Standard Time),,s1w163,focus,
Wed Aug 26 2015 21:18:26 GMT+0800 (China Standard Time),,s1w164,focus,
Wed Aug 26 2015 21:18:26 GMT+0800 (China Standard Time),,s1w165,focus,
Wed Aug 26 2015 21:18:26 GMT+0800 (China Standard Time),,s1w166,focus,
Wed Aug 26 2015 21:18:26 GMT+0800 (China Standard Time),,s1w167,focus,
Wed Aug 26 2015 21:18:26 GMT+0800 (China Standard Time),,s1w168,focus,
Wed Aug 26 2015 21:18:26 GMT+0800 (China Standard Time),,s1w169,focus,
Wed Aug 26 2015 21:18:26 GMT+0800 (China Standard Time),,s1w170,focus,
Wed Aug 26 2015 21:18:26 GMT+0800 (China Standard Time),,s1w171,focus,
Wed Aug 26 2015 21:18:27 GMT+0800 (China Standard Time),,s1w172,focus,
Wed Aug 26 2015 21:18:28 GMT+0800 (China Standard Time),,s1w173,focus,
Wed Aug 26 2015 21:18:28 GMT+0800 (China Standard Time),,s1w174,focus,
Wed Aug 26 2015 21:18:28 GMT+0800 (China Standard Time),,s1w175,focus,
Wed Aug 26 2015 21:18:28 GMT+0800 (China Standard Time),,s2w1,focus,
Wed Aug 26 2015 21:18:28 GMT+0800 (China Standard Time),,s2w2,focus,
Wed Aug 26 2015 21:18:28 GMT+0800 (China Standard Time),,s2w3,focus,
Wed Aug 26 2015 21:18:28 GMT+0800 (China Standard Time),,s2w4,focus,
Wed Aug 26 2015 21:18:29 GMT+0800 (China Standard Time),,s2w5,focus,
Wed Aug 26 2015 21:18:29 GMT+0800 (China Standard Time),,s2w6,focus,
Wed Aug 26 2015 21:18:30 GMT+0800 (China Standard Time),,s2w7,focus,
Wed Aug 26 2015 21:18:30 GMT+0800 (China Standard Time),,s2w8,focus,
Wed Aug 26 2015 21:18:31 GMT+0800 (China Standard Time),,s2w9,focus,
Wed Aug 26 2015 21:18:31 GMT+0800 (China Standard Time),,s2w10,focus,
Wed Aug 26 2015 21:18:32 GMT+0800 (China Standard Time),,s2w11,focus,
Wed Aug 26 2015 21:18:33 GMT+0800 (China Standard Time),,s2w12,focus,
Wed Aug 26 2015 21:18:33 GMT+0800 (China Standard Time),,s2w13,focus,
Wed Aug 26 2015 21:18:33 GMT+0800 (China Standard Time),,s2w14,focus,
Wed Aug 26 2015 21:18:34 GMT+0800 (China Standard Time),,s2w15,focus,
Wed Aug 26 2015 21:18:34 GMT+0800 (China Standard Time),,s2w16,focus,
Wed Aug 26 2015 21:18:35 GMT+0800 (China Standard Time),,s2w17,focus,
Wed Aug 26 2015 21:18:35 GMT+0800 (China Standard Time),,s3w1,focus,
Wed Aug 26 2015 21:18:36 GMT+0800 (China Standard Time),,s3w2,focus,
Wed Aug 26 2015 21:18:36 GMT+0800 (China Standard Time),,s3w3,focus,
Wed Aug 26 2015 21:18:37 GMT+0800 (China Standard Time),,s3w4,focus,
Wed Aug 26 2015 21:18:37 GMT+0800 (China Standard Time),,s3w5,focus,
Wed Aug 26 2015 21:18:38 GMT+0800 (China Standard Time),,s3w6,focus,
Wed Aug 26 2015 21:18:38 GMT+0800 (China Standard Time),,s3w7,focus,
Wed Aug 26 2015 21:18:39 GMT+0800 (China Standard Time),,s3w8,focus,
Wed Aug 26 2015 21:18:39 GMT+0800 (China Standard Time),,s3w9,focus,
Wed Aug 26 2015 21:18:39 GMT+0800 (China Standard Time),,s3w10,focus,
Wed Aug 26 2015 21:18:39 GMT+0800 (China Standard Time),,s3w11,focus,
Wed Aug 26 2015 21:18:40 GMT+0800 (China Standard Time),,s3w12,focus,
Wed Aug 26 2015 21:18:40 GMT+0800 (China Standard Time),,s3w13,focus,
Wed Aug 26 2015 21:18:40 GMT+0800 (China Standard Time),,s3w14,focus,
Wed Aug 26 2015 21:18:41 GMT+0800 (China Standard Time),,s3w15,focus,
Wed Aug 26 2015 21:18:41 GMT+0800 (China Standard Time),,s3w16,focus,
Wed Aug 26 2015 21:18:41 GMT+0800 (China Standard Time),,s3w17,focus,
Wed Aug 26 2015 21:18:42 GMT+0800 (China Standard Time),,s3w18,focus,
Wed Aug 26 2015 21:18:43 GMT+0800 (China Standard Time),,s4w1,focus,
Wed Aug 26 2015 21:18:43 GMT+0800 (China Standard Time),,s4w2,focus,
Wed Aug 26 2015 21:18:43 GMT+0800 (China Standard Time),,s4w3,focus,
Wed Aug 26 2015 21:18:43 GMT+0800 (China Standard Time),,s4w4,focus,
Wed Aug 26 2015 21:18:45 GMT+0800 (China Standard Time),,s4w5,focus,
Wed Aug 26 2015 21:18:46 GMT+0800 (China Standard Time),,s4w6,focus,
Wed Aug 26 2015 21:18:46 GMT+0800 (China Standard Time),,s4w7,focus,
Wed Aug 26 2015 21:18:47 GMT+0800 (China Standard Time),,s4w8,focus,
Wed Aug 26 2015 21:18:47 GMT+0800 (China Standard Time),,s4w9,focus,
Wed Aug 26 2015 21:18:47 GMT+0800 (China Standard Time),,s4w10,focus,
Wed Aug 26 2015 21:18:49 GMT+0800 (China Standard Time),,s4w9,focus,
Wed Aug 26 2015 21:18:49 GMT+0800 (China Standard Time),,s4w9,focus,
Wed Aug 26 2015 21:18:50 GMT+0800 (China Standard Time),,s4w10,focus,
Wed Aug 26 2015 21:18:51 GMT+0800 (China Standard Time),,s4w11,focus,
Wed Aug 26 2015 21:18:52 GMT+0800 (China Standard Time),,s4w9,focus,
Wed Aug 26 2015 21:18:53 GMT+0800 (China Standard Time),,s4w9,focus,
Wed Aug 26 2015 21:18:54 GMT+0800 (China Standard Time),,s4w9,label,"^"
Wed Aug 26 2015 21:18:55 GMT+0800 (China Standard Time),,s4w10,focus,
Wed Aug 26 2015 21:18:55 GMT+0800 (China Standard Time),,s4w11,focus,
Wed Aug 26 2015 21:18:56 GMT+0800 (China Standard Time),,s4w12,focus,
Wed Aug 26 2015 21:18:57 GMT+0800 (China Standard Time),,s4w12,label,"^"
Wed Aug 26 2015 21:18:58 GMT+0800 (China Standard Time),,s4w13,focus,
Wed Aug 26 2015 21:18:59 GMT+0800 (China Standard Time),,s4w14,focus,
Wed Aug 26 2015 21:19:00 GMT+0800 (China Standard Time),,s4w15,focus,
Wed Aug 26 2015 21:19:00 GMT+0800 (China Standard Time),,s4w16,focus,
Wed Aug 26 2015 21:19:01 GMT+0800 (China Standard Time),,s4w17,focus,
Wed Aug 26 2015 21:19:01 GMT+0800 (China Standard Time),,s5w1,focus,
Wed Aug 26 2015 21:19:02 GMT+0800 (China Standard Time),,s5w2,focus,
Wed Aug 26 2015 21:19:02 GMT+0800 (China Standard Time),,s5w3,focus,
Wed Aug 26 2015 21:19:02 GMT+0800 (China Standard Time),,s5w4,focus,
Wed Aug 26 2015 21:19:03 GMT+0800 (China Standard Time),,s5w5,focus,
Wed Aug 26 2015 21:19:03 GMT+0800 (China Standard Time),,s5w6,focus,
Wed Aug 26 2015 21:19:03 GMT+0800 (China Standard Time),,s5w7,focus,
Wed Aug 26 2015 21:19:03 GMT+0800 (China Standard Time),,s5w8,focus,
Wed Aug 26 2015 21:19:04 GMT+0800 (China Standard Time),,s5w9,focus,
Wed Aug 26 2015 21:19:04 GMT+0800 (China Standard Time),,s5w10,focus,
Wed Aug 26 2015 21:19:05 GMT+0800 (China Standard Time),,s5w11,focus,
Wed Aug 26 2015 21:19:05 GMT+0800 (China Standard Time),,s5w12,focus,
Wed Aug 26 2015 21:19:05 GMT+0800 (China Standard Time),,s5w13,focus,
Wed Aug 26 2015 21:19:06 GMT+0800 (China Standard Time),,s5w14,focus,
Wed Aug 26 2015 21:19:06 GMT+0800 (China Standard Time),,s5w15,focus,
Wed Aug 26 2015 21:19:06 GMT+0800 (China Standard Time),,s5w16,focus,
Wed Aug 26 2015 21:19:06 GMT+0800 (China Standard Time),,s5w17,focus,
Wed Aug 26 2015 21:19:07 GMT+0800 (China Standard Time),,s5w18,focus,
Wed Aug 26 2015 21:19:07 GMT+0800 (China Standard Time),,s5w19,focus,
Wed Aug 26 2015 21:19:07 GMT+0800 (China Standard Time),,s5w20,focus,
Wed Aug 26 2015 21:19:07 GMT+0800 (China Standard Time),,s5w21,focus,
Wed Aug 26 2015 21:19:07 GMT+0800 (China Standard Time),,s5w22,focus,
Wed Aug 26 2015 21:19:08 GMT+0800 (China Standard Time),,s5w23,focus,
Wed Aug 26 2015 21:19:08 GMT+0800 (China Standard Time),,s5w24,focus,
Wed Aug 26 2015 21:19:09 GMT+0800 (China Standard Time),,s5w25,focus,
Wed Aug 26 2015 21:19:09 GMT+0800 (China Standard Time),,s5w26,focus,
Wed Aug 26 2015 21:19:09 GMT+0800 (China Standard Time),,s5w27,focus,
Wed Aug 26 2015 21:19:09 GMT+0800 (China Standard Time),,s5w28,focus,
Wed Aug 26 2015 21:19:10 GMT+0800 (China Standard Time),,s5w29,focus,
Wed Aug 26 2015 21:19:10 GMT+0800 (China Standard Time),,s5w30,focus,
Wed Aug 26 2015 21:19:11 GMT+0800 (China Standard Time),,s5w31,focus,
Wed Aug 26 2015 21:19:11 GMT+0800 (China Standard Time),,s5w32,focus,
Wed Aug 26 2015 21:19:11 GMT+0800 (China Standard Time),,s5w33,focus,
Wed Aug 26 2015 21:19:11 GMT+0800 (China Standard Time),,s5w34,focus,
Wed Aug 26 2015 21:19:12 GMT+0800 (China Standard Time),,s5w35,focus,
Wed Aug 26 2015 21:19:12 GMT+0800 (China Standard Time),,s5w36,focus,
Wed Aug 26 2015 21:19:12 GMT+0800 (China Standard Time),,s5w37,focus,
Wed Aug 26 2015 21:19:12 GMT+0800 (China Standard Time),,s5w38,focus,
Wed Aug 26 2015 21:19:13 GMT+0800 (China Standard Time),,s5w39,focus,
Wed Aug 26 2015 21:19:13 GMT+0800 (China Standard Time),,s5w40,focus,
Wed Aug 26 2015 21:19:13 GMT+0800 (China Standard Time),,s5w41,focus,
Wed Aug 26 2015 21:19:14 GMT+0800 (China Standard Time),,s5w42,focus,
Wed Aug 26 2015 21:19:14 GMT+0800 (China Standard Time),,s5w43,focus,
Wed Aug 26 2015 21:19:14 GMT+0800 (China Standard Time),,s5w44,focus,
Wed Aug 26 2015 21:19:15 GMT+0800 (China Standard Time),,s5w45,focus,
Wed Aug 26 2015 21:19:15 GMT+0800 (China Standard Time),,s5w46,focus,
Wed Aug 26 2015 21:19:16 GMT+0800 (China Standard Time),,s5w46,label,"^"
Wed Aug 26 2015 21:19:16 GMT+0800 (China Standard Time),,s5w47,focus,
Wed Aug 26 2015 21:19:17 GMT+0800 (China Standard Time),,s5w48,focus,
Wed Aug 26 2015 21:19:18 GMT+0800 (China Standard Time),,s5w49,focus,
Wed Aug 26 2015 21:19:18 GMT+0800 (China Standard Time),,s5w50,focus,
Wed Aug 26 2015 21:19:18 GMT+0800 (China Standard Time),,s5w51,focus,
Wed Aug 26 2015 21:19:19 GMT+0800 (China Standard Time),,s5w52,focus,
Wed Aug 26 2015 21:19:19 GMT+0800 (China Standard Time),,s5w53,focus,
Wed Aug 26 2015 21:19:19 GMT+0800 (China Standard Time),,s5w54,focus,
Wed Aug 26 2015 21:19:20 GMT+0800 (China Standard Time),,s5w55,focus,
Wed Aug 26 2015 21:19:20 GMT+0800 (China Standard Time),,s5w56,focus,
Wed Aug 26 2015 21:19:20 GMT+0800 (China Standard Time),,s5w57,focus,
