Thu Sep 03 2015 20:22:00 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 20:23:31 GMT+0800 (Malay Peninsula Standard Time),,s9w433,focus,
Thu Sep 03 2015 20:23:31 GMT+0800 (Malay Peninsula Standard Time),,s9w433,focus,
Thu Sep 03 2015 20:23:32 GMT+0800 (Malay Peninsula Standard Time),,s9w433,label,"^"
Thu Sep 03 2015 20:23:37 GMT+0800 (Malay Peninsula Standard Time),,s10w32,focus,
Thu Sep 03 2015 20:23:37 GMT+0800 (Malay Peninsula Standard Time),,s10w32,focus,
Thu Sep 03 2015 20:23:38 GMT+0800 (Malay Peninsula Standard Time),,s10w32,label,"^"
Thu Sep 03 2015 20:23:43 GMT+0800 (Malay Peninsula Standard Time),,s10w64,focus,
Thu Sep 03 2015 20:23:43 GMT+0800 (Malay Peninsula Standard Time),,s10w64,focus,
Thu Sep 03 2015 20:23:44 GMT+0800 (Malay Peninsula Standard Time),,s10w64,label,"^"
Thu Sep 03 2015 20:23:49 GMT+0800 (Malay Peninsula Standard Time),,s11w32,focus,
Thu Sep 03 2015 20:23:49 GMT+0800 (Malay Peninsula Standard Time),,s11w32,focus,
Thu Sep 03 2015 20:23:50 GMT+0800 (Malay Peninsula Standard Time),,s11w32,label,"^"
Thu Sep 03 2015 20:23:55 GMT+0800 (Malay Peninsula Standard Time),,s11w194,focus,
Thu Sep 03 2015 20:23:55 GMT+0800 (Malay Peninsula Standard Time),,s11w194,focus,
Thu Sep 03 2015 20:23:57 GMT+0800 (Malay Peninsula Standard Time),,s11w194,label,"L"
Thu Sep 03 2015 20:24:04 GMT+0800 (Malay Peninsula Standard Time),,s11w294,focus,
Thu Sep 03 2015 20:24:04 GMT+0800 (Malay Peninsula Standard Time),,s11w294,focus,
Thu Sep 03 2015 20:24:05 GMT+0800 (Malay Peninsula Standard Time),,s11w294,label,"^"
Thu Sep 03 2015 20:24:11 GMT+0800 (Malay Peninsula Standard Time),,s12w7,focus,
Thu Sep 03 2015 20:24:11 GMT+0800 (Malay Peninsula Standard Time),,s12w7,focus,
Thu Sep 03 2015 20:24:12 GMT+0800 (Malay Peninsula Standard Time),,s12w7,label,"^"
Thu Sep 03 2015 20:24:16 GMT+0800 (Malay Peninsula Standard Time),,s12w121,focus,
Thu Sep 03 2015 20:24:16 GMT+0800 (Malay Peninsula Standard Time),,s12w121,focus,
Thu Sep 03 2015 20:24:17 GMT+0800 (Malay Peninsula Standard Time),,s12w121,label,"^"
Thu Sep 03 2015 20:24:23 GMT+0800 (Malay Peninsula Standard Time),,s13w27,focus,
Thu Sep 03 2015 20:24:23 GMT+0800 (Malay Peninsula Standard Time),,s13w27,focus,
Thu Sep 03 2015 20:24:25 GMT+0800 (Malay Peninsula Standard Time),,s13w27,label,"^"
Thu Sep 03 2015 20:24:31 GMT+0800 (Malay Peninsula Standard Time),,s15w3,focus,
Thu Sep 03 2015 20:24:31 GMT+0800 (Malay Peninsula Standard Time),,s15w3,focus,
Thu Sep 03 2015 20:24:32 GMT+0800 (Malay Peninsula Standard Time),,s15w3,label,"^"
Thu Sep 03 2015 20:24:36 GMT+0800 (Malay Peninsula Standard Time),,s15w60,focus,
Thu Sep 03 2015 20:24:36 GMT+0800 (Malay Peninsula Standard Time),,s15w60,focus,
Thu Sep 03 2015 20:24:37 GMT+0800 (Malay Peninsula Standard Time),,s15w60,label,"^"
Thu Sep 03 2015 20:24:58 GMT+0800 (Malay Peninsula Standard Time),,s15w164,focus,
Thu Sep 03 2015 20:24:58 GMT+0800 (Malay Peninsula Standard Time),,s15w164,focus,
Thu Sep 03 2015 20:24:59 GMT+0800 (Malay Peninsula Standard Time),,s15w164,label,"^"
Thu Sep 03 2015 20:25:04 GMT+0800 (Malay Peninsula Standard Time),,s16w33,focus,
Thu Sep 03 2015 20:25:04 GMT+0800 (Malay Peninsula Standard Time),,s16w33,focus,
Thu Sep 03 2015 20:25:05 GMT+0800 (Malay Peninsula Standard Time),,s16w33,label,"^"
Thu Sep 03 2015 20:25:15 GMT+0800 (Malay Peninsula Standard Time),,s9w330,focus,
Thu Sep 03 2015 20:25:15 GMT+0800 (Malay Peninsula Standard Time),,s9w330,focus,
Thu Sep 03 2015 20:25:16 GMT+0800 (Malay Peninsula Standard Time),,s9w330,label,"Z"
Thu Sep 03 2015 20:26:16 GMT+0800 (Malay Peninsula Standard Time),,s9w330,focus,
Thu Sep 03 2015 20:26:33 GMT+0800 (Malay Peninsula Standard Time),,s1w49,focus,
Thu Sep 03 2015 20:26:33 GMT+0800 (Malay Peninsula Standard Time),,s1w49,focus,
Thu Sep 03 2015 20:26:34 GMT+0800 (Malay Peninsula Standard Time),,s1w49,label,"^"
Thu Sep 03 2015 20:26:38 GMT+0800 (Malay Peninsula Standard Time),,s1w51,focus,
Thu Sep 03 2015 20:26:38 GMT+0800 (Malay Peninsula Standard Time),,s1w51,focus,
Thu Sep 03 2015 20:26:40 GMT+0800 (Malay Peninsula Standard Time),,s1w51,label,"^"
Thu Sep 03 2015 20:26:48 GMT+0800 (Malay Peninsula Standard Time),,s6w36,focus,
Thu Sep 03 2015 20:26:48 GMT+0800 (Malay Peninsula Standard Time),,s6w36,focus,
Thu Sep 03 2015 20:26:50 GMT+0800 (Malay Peninsula Standard Time),,s6w36,label,"^"
Thu Sep 03 2015 20:26:54 GMT+0800 (Malay Peninsula Standard Time),,s6w96,focus,
Thu Sep 03 2015 20:26:54 GMT+0800 (Malay Peninsula Standard Time),,s6w96,focus,
Thu Sep 03 2015 20:26:55 GMT+0800 (Malay Peninsula Standard Time),,s6w96,label,"^"
Thu Sep 03 2015 20:27:01 GMT+0800 (Malay Peninsula Standard Time),,s9w111,focus,
Thu Sep 03 2015 20:27:01 GMT+0800 (Malay Peninsula Standard Time),,s9w111,focus,
Thu Sep 03 2015 20:27:02 GMT+0800 (Malay Peninsula Standard Time),,s9w111,label,"^"
Thu Sep 03 2015 20:27:06 GMT+0800 (Malay Peninsula Standard Time),,s9w161,focus,
Thu Sep 03 2015 20:27:06 GMT+0800 (Malay Peninsula Standard Time),,s9w161,focus,
Thu Sep 03 2015 20:27:07 GMT+0800 (Malay Peninsula Standard Time),,s9w161,label,"^"
Thu Sep 03 2015 20:27:11 GMT+0800 (Malay Peninsula Standard Time),,s9w273,focus,
Thu Sep 03 2015 20:27:11 GMT+0800 (Malay Peninsula Standard Time),,s9w273,focus,
Thu Sep 03 2015 20:27:12 GMT+0800 (Malay Peninsula Standard Time),,s9w273,label,"^"
Thu Sep 03 2015 20:27:17 GMT+0800 (Malay Peninsula Standard Time),,s9w316,focus,
Thu Sep 03 2015 20:27:17 GMT+0800 (Malay Peninsula Standard Time),,s9w316,focus,
Thu Sep 03 2015 20:27:18 GMT+0800 (Malay Peninsula Standard Time),,s9w316,label,"^"
Thu Sep 03 2015 20:27:23 GMT+0800 (Malay Peninsula Standard Time),,s9w324,focus,
Thu Sep 03 2015 20:27:23 GMT+0800 (Malay Peninsula Standard Time),,s9w324,focus,
Thu Sep 03 2015 20:27:24 GMT+0800 (Malay Peninsula Standard Time),,s9w324,label,"^"
Thu Sep 03 2015 20:27:28 GMT+0800 (Malay Peninsula Standard Time),,s9w498,focus,
Thu Sep 03 2015 20:27:29 GMT+0800 (Malay Peninsula Standard Time),,s9w498,focus,
Thu Sep 03 2015 20:27:30 GMT+0800 (Malay Peninsula Standard Time),,s9w498,label,"^"
Thu Sep 03 2015 20:27:35 GMT+0800 (Malay Peninsula Standard Time),,s9w595,focus,
Thu Sep 03 2015 20:27:36 GMT+0800 (Malay Peninsula Standard Time),,s9w595,focus,
Thu Sep 03 2015 20:27:37 GMT+0800 (Malay Peninsula Standard Time),,s9w595,label,"^"
Thu Sep 03 2015 20:28:10 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Thu Sep 03 2015 20:28:10 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Thu Sep 03 2015 20:28:11 GMT+0800 (Malay Peninsula Standard Time),,s1w53,label,"&"
Thu Sep 03 2015 20:29:02 GMT+0800 (Malay Peninsula Standard Time),,s3w10,focus,
Thu Sep 03 2015 20:29:02 GMT+0800 (Malay Peninsula Standard Time),,s3w10,focus,
Thu Sep 03 2015 20:29:06 GMT+0800 (Malay Peninsula Standard Time),,s3w10,label,"N"
Thu Sep 03 2015 20:29:12 GMT+0800 (Malay Peninsula Standard Time),,s3w27,focus,
Thu Sep 03 2015 20:29:12 GMT+0800 (Malay Peninsula Standard Time),,s3w27,focus,
Thu Sep 03 2015 20:29:13 GMT+0800 (Malay Peninsula Standard Time),,s3w27,label,"A"
Thu Sep 03 2015 20:29:22 GMT+0800 (Malay Peninsula Standard Time),,s5w1,focus,
Thu Sep 03 2015 20:29:22 GMT+0800 (Malay Peninsula Standard Time),,s5w1,focus,
Thu Sep 03 2015 20:29:27 GMT+0800 (Malay Peninsula Standard Time),,s5w1,label,"!"
Thu Sep 03 2015 20:29:42 GMT+0800 (Malay Peninsula Standard Time),,s5w1,focus,
Thu Sep 03 2015 20:30:09 GMT+0800 (Malay Peninsula Standard Time),,s5w70,focus,
Thu Sep 03 2015 20:30:09 GMT+0800 (Malay Peninsula Standard Time),,s5w70,focus,
Thu Sep 03 2015 20:30:11 GMT+0800 (Malay Peninsula Standard Time),,s5w70,label,"N"
Thu Sep 03 2015 20:30:50 GMT+0800 (Malay Peninsula Standard Time),,s6w59,focus,
Thu Sep 03 2015 20:30:50 GMT+0800 (Malay Peninsula Standard Time),,s6w59,focus,
Thu Sep 03 2015 20:30:52 GMT+0800 (Malay Peninsula Standard Time),,s6w59,label,"R"
Thu Sep 03 2015 20:31:04 GMT+0800 (Malay Peninsula Standard Time),,s6w68,focus,
Thu Sep 03 2015 20:31:04 GMT+0800 (Malay Peninsula Standard Time),,s6w68,focus,
Thu Sep 03 2015 20:31:10 GMT+0800 (Malay Peninsula Standard Time),,s6w68,label,"A"
Thu Sep 03 2015 20:31:35 GMT+0800 (Malay Peninsula Standard Time),,s6w87,focus,
Thu Sep 03 2015 20:31:35 GMT+0800 (Malay Peninsula Standard Time),,s6w87,focus,
Thu Sep 03 2015 20:32:22 GMT+0800 (Malay Peninsula Standard Time),,s8w39,focus,
Thu Sep 03 2015 20:32:22 GMT+0800 (Malay Peninsula Standard Time),,s8w39,focus,
Thu Sep 03 2015 20:32:23 GMT+0800 (Malay Peninsula Standard Time),,s8w39,label,"N"
Thu Sep 03 2015 20:32:56 GMT+0800 (Malay Peninsula Standard Time),,s8w92,focus,
Thu Sep 03 2015 20:32:56 GMT+0800 (Malay Peninsula Standard Time),,s8w92,focus,
Thu Sep 03 2015 20:33:06 GMT+0800 (Malay Peninsula Standard Time),,s8w92,focus,
Thu Sep 03 2015 20:33:06 GMT+0800 (Malay Peninsula Standard Time),,s8w92,focus,
Thu Sep 03 2015 20:33:08 GMT+0800 (Malay Peninsula Standard Time),,s8w92,label,"A"
Thu Sep 03 2015 20:33:15 GMT+0800 (Malay Peninsula Standard Time),,s8w104,focus,
Thu Sep 03 2015 20:33:16 GMT+0800 (Malay Peninsula Standard Time),,s8w104,focus,
Thu Sep 03 2015 20:33:16 GMT+0800 (Malay Peninsula Standard Time),,s8w104,label,"A"
Thu Sep 03 2015 20:42:45 GMT+0800 (Malay Peninsula Standard Time),,s9w16,focus,
Thu Sep 03 2015 20:42:45 GMT+0800 (Malay Peninsula Standard Time),,s9w16,focus,
Thu Sep 03 2015 20:42:49 GMT+0800 (Malay Peninsula Standard Time),,s9w16,label,"L"
Thu Sep 03 2015 20:43:36 GMT+0800 (Malay Peninsula Standard Time),,s9w16,focus,
Thu Sep 03 2015 20:43:56 GMT+0800 (Malay Peninsula Standard Time),,s9w31,focus,
Thu Sep 03 2015 20:43:56 GMT+0800 (Malay Peninsula Standard Time),,s9w31,focus,
Thu Sep 03 2015 20:43:57 GMT+0800 (Malay Peninsula Standard Time),,s9w31,label,"A"
Thu Sep 03 2015 20:43:58 GMT+0800 (Malay Peninsula Standard Time),,s9w33,focus,
Thu Sep 03 2015 20:43:58 GMT+0800 (Malay Peninsula Standard Time),,s9w33,focus,
Thu Sep 03 2015 20:44:00 GMT+0800 (Malay Peninsula Standard Time),,s9w33,label,"N"
Thu Sep 03 2015 20:44:29 GMT+0800 (Malay Peninsula Standard Time),,s9w95,focus,
Thu Sep 03 2015 20:44:29 GMT+0800 (Malay Peninsula Standard Time),,s9w95,focus,
Thu Sep 03 2015 20:44:29 GMT+0800 (Malay Peninsula Standard Time),,s9w95,label,"A"
Thu Sep 03 2015 20:44:49 GMT+0800 (Malay Peninsula Standard Time),,s9w120,focus,
Thu Sep 03 2015 20:44:50 GMT+0800 (Malay Peninsula Standard Time),,s9w120,focus,
Thu Sep 03 2015 20:44:53 GMT+0800 (Malay Peninsula Standard Time),,s9w120,label,"G"
Thu Sep 03 2015 20:45:01 GMT+0800 (Malay Peninsula Standard Time),,s9w120,focus,
Thu Sep 03 2015 20:45:01 GMT+0800 (Malay Peninsula Standard Time),,s9w120,focus,
Thu Sep 03 2015 20:45:02 GMT+0800 (Malay Peninsula Standard Time),,s9w120,label,"^"
Thu Sep 03 2015 20:45:42 GMT+0800 (Malay Peninsula Standard Time),,s9w200,focus,
Thu Sep 03 2015 20:45:42 GMT+0800 (Malay Peninsula Standard Time),,s9w200,focus,
Thu Sep 03 2015 20:45:48 GMT+0800 (Malay Peninsula Standard Time),,s9w200,label,"N"
Thu Sep 03 2015 20:46:04 GMT+0800 (Malay Peninsula Standard Time),,s9w200,focus,
Thu Sep 03 2015 20:46:04 GMT+0800 (Malay Peninsula Standard Time),,s9w200,focus,
Thu Sep 03 2015 20:46:04 GMT+0800 (Malay Peninsula Standard Time),,s9w200,label,"A"
Thu Sep 03 2015 20:47:43 GMT+0800 (Malay Peninsula Standard Time),,s9w200,focus,
Thu Sep 03 2015 20:47:43 GMT+0800 (Malay Peninsula Standard Time),,s9w225,focus,
Thu Sep 03 2015 20:47:43 GMT+0800 (Malay Peninsula Standard Time),,s9w225,focus,
Thu Sep 03 2015 20:47:45 GMT+0800 (Malay Peninsula Standard Time),,s9w225,label,"N"
Thu Sep 03 2015 20:48:02 GMT+0800 (Malay Peninsula Standard Time),,s9w244,focus,
Thu Sep 03 2015 20:48:03 GMT+0800 (Malay Peninsula Standard Time),,s9w244,focus,
Thu Sep 03 2015 20:48:04 GMT+0800 (Malay Peninsula Standard Time),,s9w244,label,"^"
Thu Sep 03 2015 20:48:37 GMT+0800 (Malay Peninsula Standard Time),,s9w284,focus,
Thu Sep 03 2015 20:48:37 GMT+0800 (Malay Peninsula Standard Time),,s9w284,focus,
Thu Sep 03 2015 20:48:48 GMT+0800 (Malay Peninsula Standard Time),,s9w284,focus,
Thu Sep 03 2015 20:48:48 GMT+0800 (Malay Peninsula Standard Time),,s9w284,focus,
Thu Sep 03 2015 20:48:50 GMT+0800 (Malay Peninsula Standard Time),,s9w284,label,"&"
Thu Sep 03 2015 20:48:52 GMT+0800 (Malay Peninsula Standard Time),,s9w285,focus,
Thu Sep 03 2015 20:48:52 GMT+0800 (Malay Peninsula Standard Time),,s9w285,focus,
Thu Sep 03 2015 20:49:01 GMT+0800 (Malay Peninsula Standard Time),,s9w285,focus,
Thu Sep 03 2015 20:49:01 GMT+0800 (Malay Peninsula Standard Time),,s9w297,focus,
Thu Sep 03 2015 20:49:01 GMT+0800 (Malay Peninsula Standard Time),,s9w297,focus,
Thu Sep 03 2015 20:49:02 GMT+0800 (Malay Peninsula Standard Time),,s9w285,focus,
Thu Sep 03 2015 20:49:02 GMT+0800 (Malay Peninsula Standard Time),,s9w285,focus,
Thu Sep 03 2015 20:49:04 GMT+0800 (Malay Peninsula Standard Time),,s9w285,label,"&"
Thu Sep 03 2015 20:49:09 GMT+0800 (Malay Peninsula Standard Time),,s9w297,focus,
Thu Sep 03 2015 20:49:09 GMT+0800 (Malay Peninsula Standard Time),,s9w297,focus,
Thu Sep 03 2015 20:49:10 GMT+0800 (Malay Peninsula Standard Time),,s9w297,label,"A"
Thu Sep 03 2015 20:49:45 GMT+0800 (Malay Peninsula Standard Time),,s9w371,focus,
Thu Sep 03 2015 20:49:45 GMT+0800 (Malay Peninsula Standard Time),,s9w371,focus,
Thu Sep 03 2015 20:49:47 GMT+0800 (Malay Peninsula Standard Time),,s9w371,label,"V"
Thu Sep 03 2015 20:49:52 GMT+0800 (Malay Peninsula Standard Time),,s9w372,focus,
Thu Sep 03 2015 20:49:52 GMT+0800 (Malay Peninsula Standard Time),,s9w372,focus,
Thu Sep 03 2015 20:49:53 GMT+0800 (Malay Peninsula Standard Time),,s9w372,label,"A"
Thu Sep 03 2015 20:49:57 GMT+0800 (Malay Peninsula Standard Time),,s9w379,focus,
Thu Sep 03 2015 20:49:57 GMT+0800 (Malay Peninsula Standard Time),,s9w379,focus,
Thu Sep 03 2015 20:49:58 GMT+0800 (Malay Peninsula Standard Time),,s9w379,label,"G"
Thu Sep 03 2015 20:49:59 GMT+0800 (Malay Peninsula Standard Time),,s9w380,focus,
Thu Sep 03 2015 20:50:01 GMT+0800 (Malay Peninsula Standard Time),,s9w380,label,","
Thu Sep 03 2015 20:50:04 GMT+0800 (Malay Peninsula Standard Time),,s9w381,focus,
Thu Sep 03 2015 20:50:04 GMT+0800 (Malay Peninsula Standard Time),,s9w381,label,"G"
Thu Sep 03 2015 20:50:05 GMT+0800 (Malay Peninsula Standard Time),,s9w382,focus,
Thu Sep 03 2015 20:50:17 GMT+0800 (Malay Peninsula Standard Time),,s9w383,focus,
Thu Sep 03 2015 20:50:18 GMT+0800 (Malay Peninsula Standard Time),,s9w384,focus,
Thu Sep 03 2015 20:50:18 GMT+0800 (Malay Peninsula Standard Time),,s9w385,focus,
Thu Sep 03 2015 20:50:19 GMT+0800 (Malay Peninsula Standard Time),,s9w386,focus,
Thu Sep 03 2015 20:50:19 GMT+0800 (Malay Peninsula Standard Time),,s9w387,focus,
Thu Sep 03 2015 20:50:19 GMT+0800 (Malay Peninsula Standard Time),,s9w388,focus,
Thu Sep 03 2015 20:50:20 GMT+0800 (Malay Peninsula Standard Time),,s9w389,focus,
Thu Sep 03 2015 20:50:20 GMT+0800 (Malay Peninsula Standard Time),,s9w390,focus,
Thu Sep 03 2015 20:50:20 GMT+0800 (Malay Peninsula Standard Time),,s9w391,focus,
Thu Sep 03 2015 20:50:20 GMT+0800 (Malay Peninsula Standard Time),,s9w392,focus,
Thu Sep 03 2015 20:50:21 GMT+0800 (Malay Peninsula Standard Time),,s9w393,focus,
Thu Sep 03 2015 20:50:21 GMT+0800 (Malay Peninsula Standard Time),,s9w394,focus,
Thu Sep 03 2015 20:50:21 GMT+0800 (Malay Peninsula Standard Time),,s9w395,focus,
Thu Sep 03 2015 20:50:21 GMT+0800 (Malay Peninsula Standard Time),,s9w396,focus,
Thu Sep 03 2015 20:50:22 GMT+0800 (Malay Peninsula Standard Time),,s9w397,focus,
Thu Sep 03 2015 20:50:23 GMT+0800 (Malay Peninsula Standard Time),,s9w398,focus,
Thu Sep 03 2015 20:50:24 GMT+0800 (Malay Peninsula Standard Time),,s9w399,focus,
Thu Sep 03 2015 20:50:24 GMT+0800 (Malay Peninsula Standard Time),,s9w400,focus,
Thu Sep 03 2015 20:50:24 GMT+0800 (Malay Peninsula Standard Time),,s9w401,focus,
Thu Sep 03 2015 20:50:24 GMT+0800 (Malay Peninsula Standard Time),,s9w402,focus,
Thu Sep 03 2015 20:50:25 GMT+0800 (Malay Peninsula Standard Time),,s9w403,focus,
Thu Sep 03 2015 20:50:25 GMT+0800 (Malay Peninsula Standard Time),,s9w404,focus,
Thu Sep 03 2015 20:50:28 GMT+0800 (Malay Peninsula Standard Time),,s9w404,label,"^"
Thu Sep 03 2015 20:50:29 GMT+0800 (Malay Peninsula Standard Time),,s9w405,focus,
Thu Sep 03 2015 20:50:29 GMT+0800 (Malay Peninsula Standard Time),,s9w406,focus,
Thu Sep 03 2015 20:50:30 GMT+0800 (Malay Peninsula Standard Time),,s9w407,focus,
Thu Sep 03 2015 20:50:30 GMT+0800 (Malay Peninsula Standard Time),,s9w408,focus,
Thu Sep 03 2015 20:50:30 GMT+0800 (Malay Peninsula Standard Time),,s9w409,focus,
Thu Sep 03 2015 20:50:30 GMT+0800 (Malay Peninsula Standard Time),,s9w410,focus,
Thu Sep 03 2015 20:50:31 GMT+0800 (Malay Peninsula Standard Time),,s9w411,focus,
Thu Sep 03 2015 20:50:31 GMT+0800 (Malay Peninsula Standard Time),,s9w412,focus,
Thu Sep 03 2015 20:50:32 GMT+0800 (Malay Peninsula Standard Time),,s9w413,focus,
Thu Sep 03 2015 20:50:32 GMT+0800 (Malay Peninsula Standard Time),,s9w414,focus,
Thu Sep 03 2015 20:50:32 GMT+0800 (Malay Peninsula Standard Time),,s9w415,focus,
Thu Sep 03 2015 20:50:32 GMT+0800 (Malay Peninsula Standard Time),,s9w416,focus,
Thu Sep 03 2015 20:50:32 GMT+0800 (Malay Peninsula Standard Time),,s9w417,focus,
Thu Sep 03 2015 20:50:32 GMT+0800 (Malay Peninsula Standard Time),,s9w418,focus,
Thu Sep 03 2015 20:50:32 GMT+0800 (Malay Peninsula Standard Time),,s9w419,focus,
Thu Sep 03 2015 20:50:32 GMT+0800 (Malay Peninsula Standard Time),,s9w420,focus,
Thu Sep 03 2015 20:50:32 GMT+0800 (Malay Peninsula Standard Time),,s9w421,focus,
Thu Sep 03 2015 20:50:32 GMT+0800 (Malay Peninsula Standard Time),,s9w422,focus,
Thu Sep 03 2015 20:50:32 GMT+0800 (Malay Peninsula Standard Time),,s9w423,focus,
Thu Sep 03 2015 20:50:41 GMT+0800 (Malay Peninsula Standard Time),,s9w424,focus,
Thu Sep 03 2015 20:50:41 GMT+0800 (Malay Peninsula Standard Time),,s9w425,focus,
Thu Sep 03 2015 20:50:42 GMT+0800 (Malay Peninsula Standard Time),,s9w426,focus,
Thu Sep 03 2015 20:50:43 GMT+0800 (Malay Peninsula Standard Time),,s9w427,focus,
Thu Sep 03 2015 20:50:43 GMT+0800 (Malay Peninsula Standard Time),,s9w428,focus,
Thu Sep 03 2015 20:50:43 GMT+0800 (Malay Peninsula Standard Time),,s9w429,focus,
Thu Sep 03 2015 20:50:44 GMT+0800 (Malay Peninsula Standard Time),,s9w430,focus,
Thu Sep 03 2015 20:50:45 GMT+0800 (Malay Peninsula Standard Time),,s9w431,focus,
Thu Sep 03 2015 20:50:45 GMT+0800 (Malay Peninsula Standard Time),,s9w432,focus,
Thu Sep 03 2015 20:50:45 GMT+0800 (Malay Peninsula Standard Time),,s9w433,focus,
Thu Sep 03 2015 20:50:45 GMT+0800 (Malay Peninsula Standard Time),,s9w434,focus,
Thu Sep 03 2015 20:50:46 GMT+0800 (Malay Peninsula Standard Time),,s9w435,focus,
Thu Sep 03 2015 20:50:46 GMT+0800 (Malay Peninsula Standard Time),,s9w436,focus,
Thu Sep 03 2015 20:50:46 GMT+0800 (Malay Peninsula Standard Time),,s9w437,focus,
Thu Sep 03 2015 20:50:53 GMT+0800 (Malay Peninsula Standard Time),,s9w438,focus,
Thu Sep 03 2015 20:50:53 GMT+0800 (Malay Peninsula Standard Time),,s9w439,focus,
