Wed Sep 02 2015 21:01:51 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 21:12:52 GMT+0800 (Malay Peninsula Standard Time),,s1w139,focus,
Wed Sep 02 2015 21:12:53 GMT+0800 (Malay Peninsula Standard Time),,s1w139,label,"^"
Wed Sep 02 2015 21:13:29 GMT+0800 (Malay Peninsula Standard Time),,s1w173,focus,
Wed Sep 02 2015 21:13:29 GMT+0800 (Malay Peninsula Standard Time),,s1w173,focus,
Wed Sep 02 2015 21:13:31 GMT+0800 (Malay Peninsula Standard Time),,s1w173,label,"^"
Wed Sep 02 2015 21:13:34 GMT+0800 (Malay Peninsula Standard Time),,s1w175,focus,
Wed Sep 02 2015 21:13:34 GMT+0800 (Malay Peninsula Standard Time),,s1w175,focus,
Wed Sep 02 2015 21:13:34 GMT+0800 (Malay Peninsula Standard Time),,s1w175,label,"^"
Wed Sep 02 2015 21:13:53 GMT+0800 (Malay Peninsula Standard Time),,s1w191,focus,
Wed Sep 02 2015 21:13:53 GMT+0800 (Malay Peninsula Standard Time),,s1w191,focus,
Wed Sep 02 2015 21:13:53 GMT+0800 (Malay Peninsula Standard Time),,s1w191,label,"^"
Wed Sep 02 2015 21:14:19 GMT+0800 (Malay Peninsula Standard Time),,s1w191,focus,
Wed Sep 02 2015 21:14:19 GMT+0800 (Malay Peninsula Standard Time),,s1w191,focus,
Wed Sep 02 2015 21:14:21 GMT+0800 (Malay Peninsula Standard Time),,s1w191,label,"N"
Wed Sep 02 2015 21:15:34 GMT+0800 (Malay Peninsula Standard Time),,s1w210,focus,
Wed Sep 02 2015 21:15:34 GMT+0800 (Malay Peninsula Standard Time),,s1w210,focus,
Wed Sep 02 2015 21:15:36 GMT+0800 (Malay Peninsula Standard Time),,s1w210,label,"V"
Wed Sep 02 2015 21:15:49 GMT+0800 (Malay Peninsula Standard Time),,s1w218,focus,
Wed Sep 02 2015 21:15:49 GMT+0800 (Malay Peninsula Standard Time),,s1w218,focus,
Wed Sep 02 2015 21:15:52 GMT+0800 (Malay Peninsula Standard Time),,s1w218,label,"N"
Wed Sep 02 2015 21:15:57 GMT+0800 (Malay Peninsula Standard Time),,s1w218,label,"O"
Wed Sep 02 2015 21:16:33 GMT+0800 (Malay Peninsula Standard Time),,s1w225,focus,
Wed Sep 02 2015 21:16:33 GMT+0800 (Malay Peninsula Standard Time),,s1w225,focus,
Wed Sep 02 2015 21:16:34 GMT+0800 (Malay Peninsula Standard Time),,s1w225,label,"A"
Wed Sep 02 2015 21:17:01 GMT+0800 (Malay Peninsula Standard Time),,s1w225,label,"T"
Wed Sep 02 2015 21:17:49 GMT+0800 (Malay Peninsula Standard Time),,s1w59,focus,
Wed Sep 02 2015 21:17:49 GMT+0800 (Malay Peninsula Standard Time),,s1w59,focus,
Wed Sep 02 2015 21:18:25 GMT+0800 (Malay Peninsula Standard Time),,s1w59,focus,
Wed Sep 02 2015 21:18:25 GMT+0800 (Malay Peninsula Standard Time),,s1w59,focus,
Wed Sep 02 2015 21:18:30 GMT+0800 (Malay Peninsula Standard Time),,s1w59,label,"D"
Wed Sep 02 2015 21:18:31 GMT+0800 (Malay Peninsula Standard Time),,s1w59,label,"O"
Wed Sep 02 2015 21:18:48 GMT+0800 (Malay Peninsula Standard Time),,s1w225,focus,
Wed Sep 02 2015 21:18:48 GMT+0800 (Malay Peninsula Standard Time),,s1w225,focus,
Wed Sep 02 2015 21:18:50 GMT+0800 (Malay Peninsula Standard Time),,s1w225,label,"A"
Wed Sep 02 2015 21:19:48 GMT+0800 (Malay Peninsula Standard Time),,s1w237,focus,
Wed Sep 02 2015 21:19:48 GMT+0800 (Malay Peninsula Standard Time),,s1w237,focus,
Wed Sep 02 2015 21:19:52 GMT+0800 (Malay Peninsula Standard Time),,s1w237,label,"&"
Wed Sep 02 2015 21:19:56 GMT+0800 (Malay Peninsula Standard Time),,s1w237,focus,
Wed Sep 02 2015 21:22:48 GMT+0800 (Malay Peninsula Standard Time),,s1w259,focus,
Wed Sep 02 2015 21:22:48 GMT+0800 (Malay Peninsula Standard Time),,s1w259,focus,
Wed Sep 02 2015 21:23:38 GMT+0800 (Malay Peninsula Standard Time),,s1w259,focus,
Wed Sep 02 2015 21:24:38 GMT+0800 (Malay Peninsula Standard Time),,s1w259,focus,
Wed Sep 02 2015 21:24:38 GMT+0800 (Malay Peninsula Standard Time),,s1w259,focus,
Wed Sep 02 2015 21:24:40 GMT+0800 (Malay Peninsula Standard Time),,s1w259,label,"&"
Wed Sep 02 2015 21:25:12 GMT+0800 (Malay Peninsula Standard Time),,s1w280,focus,
Wed Sep 02 2015 21:25:12 GMT+0800 (Malay Peninsula Standard Time),,s1w280,focus,
Wed Sep 02 2015 21:25:25 GMT+0800 (Malay Peninsula Standard Time),,s1w280,label,"V"
Wed Sep 02 2015 21:25:53 GMT+0800 (Malay Peninsula Standard Time),,s0w6,focus,
Wed Sep 02 2015 21:25:53 GMT+0800 (Malay Peninsula Standard Time),,s0w6,focus,
Wed Sep 02 2015 21:25:55 GMT+0800 (Malay Peninsula Standard Time),,s0w6,label,"N"
Wed Sep 02 2015 21:26:08 GMT+0800 (Malay Peninsula Standard Time),,s1w296,focus,
Wed Sep 02 2015 21:26:08 GMT+0800 (Malay Peninsula Standard Time),,s1w296,focus,
Wed Sep 02 2015 21:26:09 GMT+0800 (Malay Peninsula Standard Time),,s1w296,label,","
Wed Sep 02 2015 21:26:33 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Wed Sep 02 2015 21:26:33 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Wed Sep 02 2015 21:26:36 GMT+0800 (Malay Peninsula Standard Time),,s2w13,label,"R"
Wed Sep 02 2015 21:27:22 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Wed Sep 02 2015 21:27:22 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Wed Sep 02 2015 21:27:23 GMT+0800 (Malay Peninsula Standard Time),,s2w19,label,"D"
Wed Sep 02 2015 21:27:41 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Wed Sep 02 2015 21:28:29 GMT+0800 (Malay Peninsula Standard Time),,s2w38,focus,
Wed Sep 02 2015 21:28:30 GMT+0800 (Malay Peninsula Standard Time),,s2w38,focus,
Wed Sep 02 2015 21:28:32 GMT+0800 (Malay Peninsula Standard Time),,s2w38,label,"$"
Wed Sep 02 2015 21:29:44 GMT+0800 (Malay Peninsula Standard Time),,s2w38,focus,
Wed Sep 02 2015 21:29:44 GMT+0800 (Malay Peninsula Standard Time),,s2w79,focus,
Wed Sep 02 2015 21:29:44 GMT+0800 (Malay Peninsula Standard Time),,s2w79,focus,
Wed Sep 02 2015 21:29:46 GMT+0800 (Malay Peninsula Standard Time),,s2w79,label,"^"
Wed Sep 02 2015 21:29:54 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
