Wed Sep 02 2015 21:47:57 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 21:50:28 GMT+0800 (Malay Peninsula Standard Time),,s1w110,focus,
Wed Sep 02 2015 21:50:28 GMT+0800 (Malay Peninsula Standard Time),,s1w110,label,"^"
Wed Sep 02 2015 21:50:31 GMT+0800 (Malay Peninsula Standard Time),,s1w113,focus,
Wed Sep 02 2015 21:50:31 GMT+0800 (Malay Peninsula Standard Time),,s1w113,focus,
Wed Sep 02 2015 21:50:32 GMT+0800 (Malay Peninsula Standard Time),,s1w113,label,"^"
Wed Sep 02 2015 21:50:33 GMT+0800 (Malay Peninsula Standard Time),,s1w117,focus,
Wed Sep 02 2015 21:50:33 GMT+0800 (Malay Peninsula Standard Time),,s1w117,focus,
Wed Sep 02 2015 21:50:33 GMT+0800 (Malay Peninsula Standard Time),,s1w117,label,"^"
Wed Sep 02 2015 21:51:23 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Wed Sep 02 2015 21:51:23 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Wed Sep 02 2015 21:51:25 GMT+0800 (Malay Peninsula Standard Time),,s3w4,label,"A"
Wed Sep 02 2015 21:51:41 GMT+0800 (Malay Peninsula Standard Time),,s3w12,focus,
Wed Sep 02 2015 21:51:41 GMT+0800 (Malay Peninsula Standard Time),,s3w12,focus,
Wed Sep 02 2015 21:51:42 GMT+0800 (Malay Peninsula Standard Time),,s3w12,label,"O"
Wed Sep 02 2015 21:51:44 GMT+0800 (Malay Peninsula Standard Time),,s3w17,focus,
Wed Sep 02 2015 21:51:45 GMT+0800 (Malay Peninsula Standard Time),,s3w17,focus,
Wed Sep 02 2015 21:51:45 GMT+0800 (Malay Peninsula Standard Time),,s3w17,label,"A"
Wed Sep 02 2015 21:51:48 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Wed Sep 02 2015 21:51:48 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Wed Sep 02 2015 21:51:50 GMT+0800 (Malay Peninsula Standard Time),,s3w18,label,"P"
Wed Sep 02 2015 21:51:58 GMT+0800 (Malay Peninsula Standard Time),,s3w18,label,"R"
Wed Sep 02 2015 21:52:03 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Wed Sep 02 2015 21:52:03 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Wed Sep 02 2015 21:52:11 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Wed Sep 02 2015 21:52:11 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Wed Sep 02 2015 21:52:13 GMT+0800 (Malay Peninsula Standard Time),,s3w23,label,"R"
Wed Sep 02 2015 21:52:47 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Wed Sep 02 2015 21:52:47 GMT+0800 (Malay Peninsula Standard Time),,s4w1,focus,
Wed Sep 02 2015 21:52:47 GMT+0800 (Malay Peninsula Standard Time),,s4w1,focus,
Wed Sep 02 2015 21:52:49 GMT+0800 (Malay Peninsula Standard Time),,s4w1,label,"R"
Wed Sep 02 2015 21:53:07 GMT+0800 (Malay Peninsula Standard Time),,s4w25,focus,
Wed Sep 02 2015 21:53:07 GMT+0800 (Malay Peninsula Standard Time),,s4w25,focus,
Wed Sep 02 2015 21:53:09 GMT+0800 (Malay Peninsula Standard Time),,s4w25,label,"^"
Wed Sep 02 2015 21:53:34 GMT+0800 (Malay Peninsula Standard Time),,s5w2,focus,
Wed Sep 02 2015 21:53:34 GMT+0800 (Malay Peninsula Standard Time),,s5w2,focus,
Wed Sep 02 2015 21:53:36 GMT+0800 (Malay Peninsula Standard Time),,s5w2,label,"P"
Wed Sep 02 2015 21:53:57 GMT+0800 (Malay Peninsula Standard Time),,s5w29,focus,
Wed Sep 02 2015 21:53:57 GMT+0800 (Malay Peninsula Standard Time),,s5w29,focus,
Wed Sep 02 2015 21:54:00 GMT+0800 (Malay Peninsula Standard Time),,s5w29,label,"N"
Wed Sep 02 2015 21:54:07 GMT+0800 (Malay Peninsula Standard Time),,s5w32,focus,
Wed Sep 02 2015 21:54:08 GMT+0800 (Malay Peninsula Standard Time),,s5w32,focus,
Wed Sep 02 2015 21:54:08 GMT+0800 (Malay Peninsula Standard Time),,s5w33,focus,
Wed Sep 02 2015 21:54:08 GMT+0800 (Malay Peninsula Standard Time),,s5w33,focus,
Wed Sep 02 2015 21:54:14 GMT+0800 (Malay Peninsula Standard Time),,s5w36,focus,
Wed Sep 02 2015 21:54:14 GMT+0800 (Malay Peninsula Standard Time),,s5w36,focus,
Wed Sep 02 2015 21:54:20 GMT+0800 (Malay Peninsula Standard Time),,s5w2,focus,
Wed Sep 02 2015 21:54:21 GMT+0800 (Malay Peninsula Standard Time),,s5w2,focus,
Wed Sep 02 2015 21:54:22 GMT+0800 (Malay Peninsula Standard Time),,s5w2,label,"O"
Wed Sep 02 2015 21:54:24 GMT+0800 (Malay Peninsula Standard Time),,s4w1,focus,
Wed Sep 02 2015 21:54:24 GMT+0800 (Malay Peninsula Standard Time),,s4w1,focus,
Wed Sep 02 2015 21:54:41 GMT+0800 (Malay Peninsula Standard Time),,s6w2,focus,
Wed Sep 02 2015 21:54:41 GMT+0800 (Malay Peninsula Standard Time),,s6w2,focus,
Wed Sep 02 2015 21:54:45 GMT+0800 (Malay Peninsula Standard Time),,s6w2,label,"A"
Wed Sep 02 2015 21:54:49 GMT+0800 (Malay Peninsula Standard Time),,s6w7,focus,
Wed Sep 02 2015 21:54:49 GMT+0800 (Malay Peninsula Standard Time),,s6w7,focus,
Wed Sep 02 2015 21:54:53 GMT+0800 (Malay Peninsula Standard Time),,s6w7,label,"A"
Wed Sep 02 2015 21:54:58 GMT+0800 (Malay Peninsula Standard Time),,s6w11,focus,
Wed Sep 02 2015 21:54:58 GMT+0800 (Malay Peninsula Standard Time),,s6w11,focus,
Wed Sep 02 2015 21:55:00 GMT+0800 (Malay Peninsula Standard Time),,s6w11,label,"V"
Wed Sep 02 2015 21:55:07 GMT+0800 (Malay Peninsula Standard Time),,s6w14,focus,
Wed Sep 02 2015 21:55:07 GMT+0800 (Malay Peninsula Standard Time),,s6w14,focus,
Wed Sep 02 2015 21:55:08 GMT+0800 (Malay Peninsula Standard Time),,s6w2,focus,
Wed Sep 02 2015 21:55:08 GMT+0800 (Malay Peninsula Standard Time),,s6w2,focus,
Wed Sep 02 2015 21:55:09 GMT+0800 (Malay Peninsula Standard Time),,s6w2,label,"V"
Wed Sep 02 2015 21:55:13 GMT+0800 (Malay Peninsula Standard Time),,s6w2,focus,
Wed Sep 02 2015 21:55:13 GMT+0800 (Malay Peninsula Standard Time),,s6w2,label,"A"
Wed Sep 02 2015 21:55:14 GMT+0800 (Malay Peninsula Standard Time),,s6w14,focus,
Wed Sep 02 2015 21:55:14 GMT+0800 (Malay Peninsula Standard Time),,s6w14,focus,
Wed Sep 02 2015 21:55:14 GMT+0800 (Malay Peninsula Standard Time),,s6w14,label,"A"
Wed Sep 02 2015 21:55:38 GMT+0800 (Malay Peninsula Standard Time),,s6w41,focus,
Wed Sep 02 2015 21:55:38 GMT+0800 (Malay Peninsula Standard Time),,s6w41,focus,
Wed Sep 02 2015 21:55:39 GMT+0800 (Malay Peninsula Standard Time),,s6w41,label,"A"
Wed Sep 02 2015 21:55:49 GMT+0800 (Malay Peninsula Standard Time),,s6w58,focus,
Wed Sep 02 2015 21:55:49 GMT+0800 (Malay Peninsula Standard Time),,s6w58,focus,
Wed Sep 02 2015 21:55:51 GMT+0800 (Malay Peninsula Standard Time),,s6w58,label,"O"
Wed Sep 02 2015 21:55:54 GMT+0800 (Malay Peninsula Standard Time),,s6w55,focus,
Wed Sep 02 2015 21:55:54 GMT+0800 (Malay Peninsula Standard Time),,s6w55,focus,
Wed Sep 02 2015 21:55:54 GMT+0800 (Malay Peninsula Standard Time),,s6w55,label,"A"
Wed Sep 02 2015 21:56:13 GMT+0800 (Malay Peninsula Standard Time),,s6w82,focus,
Wed Sep 02 2015 21:56:13 GMT+0800 (Malay Peninsula Standard Time),,s6w82,focus,
Wed Sep 02 2015 21:56:15 GMT+0800 (Malay Peninsula Standard Time),,s6w82,label,"V"
Wed Sep 02 2015 21:56:41 GMT+0800 (Malay Peninsula Standard Time),,s8w2,focus,
Wed Sep 02 2015 21:56:41 GMT+0800 (Malay Peninsula Standard Time),,s8w2,focus,
Wed Sep 02 2015 21:56:43 GMT+0800 (Malay Peninsula Standard Time),,s8w2,label,"O"
Wed Sep 02 2015 21:56:53 GMT+0800 (Malay Peninsula Standard Time),,s8w2,label,","
Wed Sep 02 2015 21:57:05 GMT+0800 (Malay Peninsula Standard Time),,s8w11,focus,
Wed Sep 02 2015 21:57:05 GMT+0800 (Malay Peninsula Standard Time),,s8w11,focus,
Wed Sep 02 2015 21:57:13 GMT+0800 (Malay Peninsula Standard Time),,s8w11,label,"R"
Wed Sep 02 2015 21:57:30 GMT+0800 (Malay Peninsula Standard Time),,s9w7,focus,
Wed Sep 02 2015 21:57:31 GMT+0800 (Malay Peninsula Standard Time),,s9w7,focus,
Wed Sep 02 2015 21:57:32 GMT+0800 (Malay Peninsula Standard Time),,s9w7,label,"^"
Wed Sep 02 2015 21:58:00 GMT+0800 (Malay Peninsula Standard Time),,s9w40,focus,
Wed Sep 02 2015 21:58:00 GMT+0800 (Malay Peninsula Standard Time),,s9w40,focus,
Wed Sep 02 2015 21:58:01 GMT+0800 (Malay Peninsula Standard Time),,s9w40,label,","
Wed Sep 02 2015 21:58:05 GMT+0800 (Malay Peninsula Standard Time),,s9w42,focus,
Wed Sep 02 2015 21:58:05 GMT+0800 (Malay Peninsula Standard Time),,s9w42,focus,
Wed Sep 02 2015 21:58:06 GMT+0800 (Malay Peninsula Standard Time),,s9w42,label,","
Wed Sep 02 2015 21:58:21 GMT+0800 (Malay Peninsula Standard Time),,s10w14,focus,
Wed Sep 02 2015 21:58:21 GMT+0800 (Malay Peninsula Standard Time),,s10w14,focus,
Wed Sep 02 2015 21:58:28 GMT+0800 (Malay Peninsula Standard Time),,s10w14,label,"&"
Wed Sep 02 2015 21:59:13 GMT+0800 (Malay Peninsula Standard Time),,s10w68,focus,
Wed Sep 02 2015 21:59:13 GMT+0800 (Malay Peninsula Standard Time),,s10w68,focus,
Wed Sep 02 2015 21:59:14 GMT+0800 (Malay Peninsula Standard Time),,s10w68,label,","
Wed Sep 02 2015 21:59:19 GMT+0800 (Malay Peninsula Standard Time),,s10w71,focus,
Wed Sep 02 2015 21:59:19 GMT+0800 (Malay Peninsula Standard Time),,s10w71,focus,
Wed Sep 02 2015 21:59:23 GMT+0800 (Malay Peninsula Standard Time),,s10w71,label,"R"
Wed Sep 02 2015 21:59:27 GMT+0800 (Malay Peninsula Standard Time),,s10w71,label,"P"
Wed Sep 02 2015 21:59:36 GMT+0800 (Malay Peninsula Standard Time),,s10w84,focus,
Wed Sep 02 2015 21:59:36 GMT+0800 (Malay Peninsula Standard Time),,s10w84,focus,
Wed Sep 02 2015 21:59:42 GMT+0800 (Malay Peninsula Standard Time),,s10w84,label,"R"
Wed Sep 02 2015 21:59:57 GMT+0800 (Malay Peninsula Standard Time),,s10w96,focus,
Wed Sep 02 2015 21:59:57 GMT+0800 (Malay Peninsula Standard Time),,s10w96,focus,
Wed Sep 02 2015 21:59:58 GMT+0800 (Malay Peninsula Standard Time),,s10w96,label,"A"
Wed Sep 02 2015 22:00:20 GMT+0800 (Malay Peninsula Standard Time),,s10w96,focus,
Wed Sep 02 2015 22:00:20 GMT+0800 (Malay Peninsula Standard Time),,s10w107,focus,
Wed Sep 02 2015 22:00:21 GMT+0800 (Malay Peninsula Standard Time),,s10w107,focus,
Wed Sep 02 2015 22:00:22 GMT+0800 (Malay Peninsula Standard Time),,s10w107,label,"R"
Wed Sep 02 2015 22:00:38 GMT+0800 (Malay Peninsula Standard Time),,s10w107,focus,
Wed Sep 02 2015 22:02:06 GMT+0800 (Malay Peninsula Standard Time),,s10w71,focus,
Wed Sep 02 2015 22:02:06 GMT+0800 (Malay Peninsula Standard Time),,s10w71,focus,
Wed Sep 02 2015 22:02:08 GMT+0800 (Malay Peninsula Standard Time),,s10w71,label,"T"
Wed Sep 02 2015 22:02:29 GMT+0800 (Malay Peninsula Standard Time),,s12w14,focus,
Wed Sep 02 2015 22:02:30 GMT+0800 (Malay Peninsula Standard Time),,s12w14,focus,
Wed Sep 02 2015 22:02:30 GMT+0800 (Malay Peninsula Standard Time),,s12w15,focus,
Wed Sep 02 2015 22:02:31 GMT+0800 (Malay Peninsula Standard Time),,s12w15,focus,
Wed Sep 02 2015 22:02:42 GMT+0800 (Malay Peninsula Standard Time),,s12w30,focus,
Wed Sep 02 2015 22:02:43 GMT+0800 (Malay Peninsula Standard Time),,s12w30,focus,
Wed Sep 02 2015 22:02:44 GMT+0800 (Malay Peninsula Standard Time),,s12w30,label,"N"
Wed Sep 02 2015 22:03:07 GMT+0800 (Malay Peninsula Standard Time),,s12w78,focus,
Wed Sep 02 2015 22:03:07 GMT+0800 (Malay Peninsula Standard Time),,s12w78,focus,
Wed Sep 02 2015 22:03:07 GMT+0800 (Malay Peninsula Standard Time),,s12w67,focus,
Wed Sep 02 2015 22:03:07 GMT+0800 (Malay Peninsula Standard Time),,s12w67,focus,
Wed Sep 02 2015 22:03:09 GMT+0800 (Malay Peninsula Standard Time),,s12w67,label,"N"
Wed Sep 02 2015 22:03:11 GMT+0800 (Malay Peninsula Standard Time),,s12w70,focus,
Wed Sep 02 2015 22:03:11 GMT+0800 (Malay Peninsula Standard Time),,s12w70,focus,
Wed Sep 02 2015 22:03:11 GMT+0800 (Malay Peninsula Standard Time),,s12w70,label,"N"
Wed Sep 02 2015 22:03:15 GMT+0800 (Malay Peninsula Standard Time),,s12w76,focus,
Wed Sep 02 2015 22:03:15 GMT+0800 (Malay Peninsula Standard Time),,s12w76,focus,
Wed Sep 02 2015 22:03:17 GMT+0800 (Malay Peninsula Standard Time),,s12w76,label,"^"
Wed Sep 02 2015 22:03:18 GMT+0800 (Malay Peninsula Standard Time),,s12w78,focus,
Wed Sep 02 2015 22:03:18 GMT+0800 (Malay Peninsula Standard Time),,s12w78,focus,
Wed Sep 02 2015 22:03:24 GMT+0800 (Malay Peninsula Standard Time),,s12w78,label,"^"
Wed Sep 02 2015 22:03:27 GMT+0800 (Malay Peninsula Standard Time),,s12w78,focus,
Wed Sep 02 2015 22:03:27 GMT+0800 (Malay Peninsula Standard Time),,s12w78,label,"N"
Wed Sep 02 2015 22:03:31 GMT+0800 (Malay Peninsula Standard Time),,s12w80,focus,
Wed Sep 02 2015 22:03:31 GMT+0800 (Malay Peninsula Standard Time),,s12w80,focus,
Wed Sep 02 2015 22:03:33 GMT+0800 (Malay Peninsula Standard Time),,s12w78,focus,
Wed Sep 02 2015 22:03:33 GMT+0800 (Malay Peninsula Standard Time),,s12w78,focus,
Wed Sep 02 2015 22:03:34 GMT+0800 (Malay Peninsula Standard Time),,s12w78,label,"^"
Wed Sep 02 2015 22:03:35 GMT+0800 (Malay Peninsula Standard Time),,s12w92,focus,
Wed Sep 02 2015 22:03:35 GMT+0800 (Malay Peninsula Standard Time),,s12w92,focus,
Wed Sep 02 2015 22:03:35 GMT+0800 (Malay Peninsula Standard Time),,s12w92,label,"^"
Wed Sep 02 2015 22:03:36 GMT+0800 (Malay Peninsula Standard Time),,s12w80,focus,
Wed Sep 02 2015 22:03:36 GMT+0800 (Malay Peninsula Standard Time),,s12w80,focus,
Wed Sep 02 2015 22:03:37 GMT+0800 (Malay Peninsula Standard Time),,s12w80,label,"^"
Wed Sep 02 2015 22:03:37 GMT+0800 (Malay Peninsula Standard Time),,s12w92,focus,
Wed Sep 02 2015 22:03:37 GMT+0800 (Malay Peninsula Standard Time),,s12w92,focus,
Wed Sep 02 2015 22:03:38 GMT+0800 (Malay Peninsula Standard Time),,s12w92,label,"A"
Wed Sep 02 2015 22:04:55 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
