Thu Sep 03 2015 09:46:12 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 09:52:02 GMT+0800 (Malay Peninsula Standard Time),,s2w2,focus,
Thu Sep 03 2015 09:52:03 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Thu Sep 03 2015 09:52:05 GMT+0800 (Malay Peninsula Standard Time),,s2w3,label,"V"
Thu Sep 03 2015 09:52:05 GMT+0800 (Malay Peninsula Standard Time),,s2w4,focus,
Thu Sep 03 2015 09:52:06 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Thu Sep 03 2015 09:52:06 GMT+0800 (Malay Peninsula Standard Time),,s2w6,focus,
Thu Sep 03 2015 09:52:07 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Thu Sep 03 2015 09:52:07 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Thu Sep 03 2015 09:52:07 GMT+0800 (Malay Peninsula Standard Time),,s2w9,focus,
Thu Sep 03 2015 09:52:08 GMT+0800 (Malay Peninsula Standard Time),,s2w10,focus,
Thu Sep 03 2015 09:52:08 GMT+0800 (Malay Peninsula Standard Time),,s2w11,focus,
Thu Sep 03 2015 09:52:09 GMT+0800 (Malay Peninsula Standard Time),,s3w1,focus,
Thu Sep 03 2015 09:52:09 GMT+0800 (Malay Peninsula Standard Time),,s3w2,focus,
Thu Sep 03 2015 09:52:10 GMT+0800 (Malay Peninsula Standard Time),,s3w3,focus,
Thu Sep 03 2015 09:52:11 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Thu Sep 03 2015 09:52:12 GMT+0800 (Malay Peninsula Standard Time),,s3w5,focus,
Thu Sep 03 2015 09:52:13 GMT+0800 (Malay Peninsula Standard Time),,s3w6,focus,
Thu Sep 03 2015 09:52:14 GMT+0800 (Malay Peninsula Standard Time),,s3w7,focus,
Thu Sep 03 2015 09:52:14 GMT+0800 (Malay Peninsula Standard Time),,s3w8,focus,
Thu Sep 03 2015 09:52:15 GMT+0800 (Malay Peninsula Standard Time),,s3w9,focus,
Thu Sep 03 2015 09:52:15 GMT+0800 (Malay Peninsula Standard Time),,s3w10,focus,
Thu Sep 03 2015 09:52:16 GMT+0800 (Malay Peninsula Standard Time),,s3w11,focus,
Thu Sep 03 2015 09:52:17 GMT+0800 (Malay Peninsula Standard Time),,s3w10,focus,
Thu Sep 03 2015 09:52:21 GMT+0800 (Malay Peninsula Standard Time),,s3w11,focus,
Thu Sep 03 2015 09:52:22 GMT+0800 (Malay Peninsula Standard Time),,s3w12,focus,
Thu Sep 03 2015 09:52:23 GMT+0800 (Malay Peninsula Standard Time),,s3w13,focus,
Thu Sep 03 2015 09:52:25 GMT+0800 (Malay Peninsula Standard Time),,s3w12,focus,
Thu Sep 03 2015 09:52:26 GMT+0800 (Malay Peninsula Standard Time),,s3w13,focus,
Thu Sep 03 2015 09:52:27 GMT+0800 (Malay Peninsula Standard Time),,s3w14,focus,
Thu Sep 03 2015 09:52:28 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Thu Sep 03 2015 09:52:31 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Thu Sep 03 2015 09:52:31 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Thu Sep 03 2015 09:52:32 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Thu Sep 03 2015 09:52:32 GMT+0800 (Malay Peninsula Standard Time),,s3w17,focus,
Thu Sep 03 2015 09:52:33 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Thu Sep 03 2015 09:52:33 GMT+0800 (Malay Peninsula Standard Time),,s3w19,focus,
Thu Sep 03 2015 09:52:34 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Thu Sep 03 2015 09:52:34 GMT+0800 (Malay Peninsula Standard Time),,s3w21,focus,
Thu Sep 03 2015 09:52:35 GMT+0800 (Malay Peninsula Standard Time),,s3w22,focus,
Thu Sep 03 2015 09:52:36 GMT+0800 (Malay Peninsula Standard Time),,s3w21,focus,
Thu Sep 03 2015 09:52:39 GMT+0800 (Malay Peninsula Standard Time),,s3w21,label,"N"
Thu Sep 03 2015 09:52:40 GMT+0800 (Malay Peninsula Standard Time),,s3w22,focus,
Thu Sep 03 2015 09:52:40 GMT+0800 (Malay Peninsula Standard Time),,s3w22,label,"N"
Thu Sep 03 2015 09:52:41 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Thu Sep 03 2015 09:52:42 GMT+0800 (Malay Peninsula Standard Time),,s3w24,focus,
Thu Sep 03 2015 09:52:43 GMT+0800 (Malay Peninsula Standard Time),,s3w25,focus,
Thu Sep 03 2015 09:52:43 GMT+0800 (Malay Peninsula Standard Time),,s3w26,focus,
Thu Sep 03 2015 09:52:44 GMT+0800 (Malay Peninsula Standard Time),,s3w27,focus,
Thu Sep 03 2015 09:52:44 GMT+0800 (Malay Peninsula Standard Time),,s3w28,focus,
Thu Sep 03 2015 09:52:45 GMT+0800 (Malay Peninsula Standard Time),,s3w29,focus,
Thu Sep 03 2015 09:52:45 GMT+0800 (Malay Peninsula Standard Time),,s3w28,focus,
Thu Sep 03 2015 09:52:47 GMT+0800 (Malay Peninsula Standard Time),,s3w28,label,"^"
Thu Sep 03 2015 09:52:47 GMT+0800 (Malay Peninsula Standard Time),,s3w29,focus,
Thu Sep 03 2015 09:52:48 GMT+0800 (Malay Peninsula Standard Time),,s3w30,focus,
Thu Sep 03 2015 09:52:48 GMT+0800 (Malay Peninsula Standard Time),,s3w31,focus,
Thu Sep 03 2015 09:52:49 GMT+0800 (Malay Peninsula Standard Time),,s3w32,focus,
Thu Sep 03 2015 09:52:49 GMT+0800 (Malay Peninsula Standard Time),,s3w33,focus,
Thu Sep 03 2015 09:52:50 GMT+0800 (Malay Peninsula Standard Time),,s3w34,focus,
Thu Sep 03 2015 09:52:50 GMT+0800 (Malay Peninsula Standard Time),,s3w35,focus,
Thu Sep 03 2015 09:52:51 GMT+0800 (Malay Peninsula Standard Time),,s3w36,focus,
Thu Sep 03 2015 09:52:52 GMT+0800 (Malay Peninsula Standard Time),,s3w37,focus,
Thu Sep 03 2015 09:52:55 GMT+0800 (Malay Peninsula Standard Time),,s3w36,focus,
Thu Sep 03 2015 09:52:57 GMT+0800 (Malay Peninsula Standard Time),,s3w35,focus,
Thu Sep 03 2015 09:52:58 GMT+0800 (Malay Peninsula Standard Time),,s3w34,focus,
Thu Sep 03 2015 09:53:02 GMT+0800 (Malay Peninsula Standard Time),,s3w34,label,"N"
Thu Sep 03 2015 09:53:03 GMT+0800 (Malay Peninsula Standard Time),,s3w35,focus,
Thu Sep 03 2015 09:53:03 GMT+0800 (Malay Peninsula Standard Time),,s3w36,focus,
Thu Sep 03 2015 09:53:03 GMT+0800 (Malay Peninsula Standard Time),,s3w37,focus,
Thu Sep 03 2015 09:53:04 GMT+0800 (Malay Peninsula Standard Time),,s3w38,focus,
Thu Sep 03 2015 09:53:04 GMT+0800 (Malay Peninsula Standard Time),,s3w39,focus,
Thu Sep 03 2015 09:53:04 GMT+0800 (Malay Peninsula Standard Time),,s3w40,focus,
Thu Sep 03 2015 09:53:05 GMT+0800 (Malay Peninsula Standard Time),,s4w1,focus,
Thu Sep 03 2015 09:53:05 GMT+0800 (Malay Peninsula Standard Time),,s3w40,focus,
Thu Sep 03 2015 09:53:06 GMT+0800 (Malay Peninsula Standard Time),,s3w39,focus,
Thu Sep 03 2015 09:53:06 GMT+0800 (Malay Peninsula Standard Time),,s3w38,focus,
Thu Sep 03 2015 09:53:06 GMT+0800 (Malay Peninsula Standard Time),,s3w39,focus,
Thu Sep 03 2015 09:53:08 GMT+0800 (Malay Peninsula Standard Time),,s3w39,label,"P"
Thu Sep 03 2015 09:53:09 GMT+0800 (Malay Peninsula Standard Time),,s3w40,focus,
Thu Sep 03 2015 09:53:09 GMT+0800 (Malay Peninsula Standard Time),,s4w1,focus,
Thu Sep 03 2015 09:53:12 GMT+0800 (Malay Peninsula Standard Time),,s4w2,focus,
Thu Sep 03 2015 09:53:13 GMT+0800 (Malay Peninsula Standard Time),,s4w3,focus,
Thu Sep 03 2015 09:53:13 GMT+0800 (Malay Peninsula Standard Time),,s4w4,focus,
Thu Sep 03 2015 09:53:14 GMT+0800 (Malay Peninsula Standard Time),,s4w5,focus,
Thu Sep 03 2015 09:53:14 GMT+0800 (Malay Peninsula Standard Time),,s4w6,focus,
Thu Sep 03 2015 09:53:14 GMT+0800 (Malay Peninsula Standard Time),,s4w7,focus,
Thu Sep 03 2015 09:53:14 GMT+0800 (Malay Peninsula Standard Time),,s4w8,focus,
Thu Sep 03 2015 09:53:15 GMT+0800 (Malay Peninsula Standard Time),,s4w9,focus,
Thu Sep 03 2015 09:53:16 GMT+0800 (Malay Peninsula Standard Time),,s4w10,focus,
Thu Sep 03 2015 09:53:16 GMT+0800 (Malay Peninsula Standard Time),,s4w11,focus,
Thu Sep 03 2015 09:53:24 GMT+0800 (Malay Peninsula Standard Time),,s4w12,focus,
Thu Sep 03 2015 09:53:29 GMT+0800 (Malay Peninsula Standard Time),,s4w12,label,"N"
Thu Sep 03 2015 09:54:26 GMT+0800 (Malay Peninsula Standard Time),,s4w12,focus,
Thu Sep 03 2015 09:54:36 GMT+0800 (Malay Peninsula Standard Time),,s4w13,focus,
Thu Sep 03 2015 09:54:36 GMT+0800 (Malay Peninsula Standard Time),,s4w13,focus,
Thu Sep 03 2015 09:54:38 GMT+0800 (Malay Peninsula Standard Time),,s4w14,focus,
Thu Sep 03 2015 09:54:38 GMT+0800 (Malay Peninsula Standard Time),,s4w15,focus,
Thu Sep 03 2015 09:54:39 GMT+0800 (Malay Peninsula Standard Time),,s4w16,focus,
Thu Sep 03 2015 09:54:39 GMT+0800 (Malay Peninsula Standard Time),,s4w17,focus,
Thu Sep 03 2015 09:54:41 GMT+0800 (Malay Peninsula Standard Time),,s4w17,label,"^"
Thu Sep 03 2015 09:54:41 GMT+0800 (Malay Peninsula Standard Time),,s4w18,focus,
Thu Sep 03 2015 09:54:43 GMT+0800 (Malay Peninsula Standard Time),,s4w19,focus,
Thu Sep 03 2015 09:54:43 GMT+0800 (Malay Peninsula Standard Time),,s4w20,focus,
Thu Sep 03 2015 09:54:43 GMT+0800 (Malay Peninsula Standard Time),,s4w21,focus,
Thu Sep 03 2015 09:54:44 GMT+0800 (Malay Peninsula Standard Time),,s4w22,focus,
Thu Sep 03 2015 09:54:44 GMT+0800 (Malay Peninsula Standard Time),,s4w23,focus,
Thu Sep 03 2015 09:54:44 GMT+0800 (Malay Peninsula Standard Time),,s4w24,focus,
Thu Sep 03 2015 09:54:45 GMT+0800 (Malay Peninsula Standard Time),,s4w25,focus,
Thu Sep 03 2015 09:54:45 GMT+0800 (Malay Peninsula Standard Time),,s4w26,focus,
Thu Sep 03 2015 09:54:46 GMT+0800 (Malay Peninsula Standard Time),,s4w25,focus,
Thu Sep 03 2015 09:54:48 GMT+0800 (Malay Peninsula Standard Time),,s4w25,label,"^"
Thu Sep 03 2015 09:54:49 GMT+0800 (Malay Peninsula Standard Time),,s4w25,label,"N"
Thu Sep 03 2015 09:54:49 GMT+0800 (Malay Peninsula Standard Time),,s4w26,focus,
Thu Sep 03 2015 09:54:50 GMT+0800 (Malay Peninsula Standard Time),,s4w27,focus,
Thu Sep 03 2015 09:54:50 GMT+0800 (Malay Peninsula Standard Time),,s4w28,focus,
Thu Sep 03 2015 09:54:50 GMT+0800 (Malay Peninsula Standard Time),,s4w29,focus,
Thu Sep 03 2015 09:54:51 GMT+0800 (Malay Peninsula Standard Time),,s4w30,focus,
Thu Sep 03 2015 09:54:51 GMT+0800 (Malay Peninsula Standard Time),,s4w31,focus,
Thu Sep 03 2015 09:54:51 GMT+0800 (Malay Peninsula Standard Time),,s4w32,focus,
Thu Sep 03 2015 09:54:52 GMT+0800 (Malay Peninsula Standard Time),,s4w33,focus,
Thu Sep 03 2015 09:54:53 GMT+0800 (Malay Peninsula Standard Time),,s4w34,focus,
Thu Sep 03 2015 09:54:54 GMT+0800 (Malay Peninsula Standard Time),,s4w33,focus,
Thu Sep 03 2015 09:54:57 GMT+0800 (Malay Peninsula Standard Time),,s4w33,label,"G"
Thu Sep 03 2015 09:54:58 GMT+0800 (Malay Peninsula Standard Time),,s4w34,focus,
Thu Sep 03 2015 09:54:59 GMT+0800 (Malay Peninsula Standard Time),,s4w35,focus,
Thu Sep 03 2015 09:55:00 GMT+0800 (Malay Peninsula Standard Time),,s4w36,focus,
Thu Sep 03 2015 09:55:00 GMT+0800 (Malay Peninsula Standard Time),,s4w37,focus,
Thu Sep 03 2015 09:55:01 GMT+0800 (Malay Peninsula Standard Time),,s4w38,focus,
Thu Sep 03 2015 09:55:02 GMT+0800 (Malay Peninsula Standard Time),,s4w38,label,"^"
Thu Sep 03 2015 09:55:02 GMT+0800 (Malay Peninsula Standard Time),,s4w39,focus,
Thu Sep 03 2015 09:55:04 GMT+0800 (Malay Peninsula Standard Time),,s4w40,focus,
Thu Sep 03 2015 09:55:04 GMT+0800 (Malay Peninsula Standard Time),,s4w41,focus,
Thu Sep 03 2015 09:55:04 GMT+0800 (Malay Peninsula Standard Time),,s4w42,focus,
Thu Sep 03 2015 09:55:05 GMT+0800 (Malay Peninsula Standard Time),,s4w41,focus,
Thu Sep 03 2015 09:55:06 GMT+0800 (Malay Peninsula Standard Time),,s4w40,focus,
Thu Sep 03 2015 09:55:06 GMT+0800 (Malay Peninsula Standard Time),,s4w39,focus,
Thu Sep 03 2015 09:55:07 GMT+0800 (Malay Peninsula Standard Time),,s4w40,focus,
Thu Sep 03 2015 09:55:24 GMT+0800 (Malay Peninsula Standard Time),,s4w40,label,"A"
Thu Sep 03 2015 09:55:25 GMT+0800 (Malay Peninsula Standard Time),,s4w41,focus,
Thu Sep 03 2015 09:55:27 GMT+0800 (Malay Peninsula Standard Time),,s4w42,focus,
Thu Sep 03 2015 09:55:27 GMT+0800 (Malay Peninsula Standard Time),,s4w43,focus,
Thu Sep 03 2015 09:55:28 GMT+0800 (Malay Peninsula Standard Time),,s4w44,focus,
Thu Sep 03 2015 09:55:28 GMT+0800 (Malay Peninsula Standard Time),,s4w45,focus,
Thu Sep 03 2015 09:55:29 GMT+0800 (Malay Peninsula Standard Time),,s4w46,focus,
Thu Sep 03 2015 09:55:29 GMT+0800 (Malay Peninsula Standard Time),,s5w1,focus,
Thu Sep 03 2015 09:55:31 GMT+0800 (Malay Peninsula Standard Time),,s5w2,focus,
Thu Sep 03 2015 09:55:31 GMT+0800 (Malay Peninsula Standard Time),,s5w3,focus,
Thu Sep 03 2015 09:55:32 GMT+0800 (Malay Peninsula Standard Time),,s5w4,focus,
Thu Sep 03 2015 09:55:32 GMT+0800 (Malay Peninsula Standard Time),,s5w5,focus,
Thu Sep 03 2015 09:55:33 GMT+0800 (Malay Peninsula Standard Time),,s5w6,focus,
Thu Sep 03 2015 09:55:33 GMT+0800 (Malay Peninsula Standard Time),,s5w7,focus,
Thu Sep 03 2015 09:55:34 GMT+0800 (Malay Peninsula Standard Time),,s5w8,focus,
Thu Sep 03 2015 09:55:35 GMT+0800 (Malay Peninsula Standard Time),,s5w9,focus,
Thu Sep 03 2015 09:55:35 GMT+0800 (Malay Peninsula Standard Time),,s5w10,focus,
Thu Sep 03 2015 09:55:36 GMT+0800 (Malay Peninsula Standard Time),,s5w11,focus,
Thu Sep 03 2015 09:55:37 GMT+0800 (Malay Peninsula Standard Time),,s5w12,focus,
Thu Sep 03 2015 09:55:39 GMT+0800 (Malay Peninsula Standard Time),,s5w12,label,"N"
Thu Sep 03 2015 09:55:40 GMT+0800 (Malay Peninsula Standard Time),,s5w13,focus,
Thu Sep 03 2015 09:55:42 GMT+0800 (Malay Peninsula Standard Time),,s5w14,focus,
Thu Sep 03 2015 09:55:42 GMT+0800 (Malay Peninsula Standard Time),,s5w15,focus,
Thu Sep 03 2015 09:55:43 GMT+0800 (Malay Peninsula Standard Time),,s5w16,focus,
Thu Sep 03 2015 09:55:43 GMT+0800 (Malay Peninsula Standard Time),,s5w17,focus,
Thu Sep 03 2015 09:55:44 GMT+0800 (Malay Peninsula Standard Time),,s5w18,focus,
Thu Sep 03 2015 09:55:45 GMT+0800 (Malay Peninsula Standard Time),,s5w17,focus,
Thu Sep 03 2015 09:55:46 GMT+0800 (Malay Peninsula Standard Time),,s5w16,focus,
Thu Sep 03 2015 09:55:49 GMT+0800 (Malay Peninsula Standard Time),,s5w16,label,"N"
Thu Sep 03 2015 09:55:50 GMT+0800 (Malay Peninsula Standard Time),,s5w17,focus,
Thu Sep 03 2015 09:55:51 GMT+0800 (Malay Peninsula Standard Time),,s5w18,focus,
Thu Sep 03 2015 09:55:52 GMT+0800 (Malay Peninsula Standard Time),,s5w19,focus,
Thu Sep 03 2015 09:55:52 GMT+0800 (Malay Peninsula Standard Time),,s5w20,focus,
Thu Sep 03 2015 09:55:53 GMT+0800 (Malay Peninsula Standard Time),,s5w21,focus,
Thu Sep 03 2015 09:55:54 GMT+0800 (Malay Peninsula Standard Time),,s5w22,focus,
Thu Sep 03 2015 09:55:54 GMT+0800 (Malay Peninsula Standard Time),,s5w23,focus,
Thu Sep 03 2015 09:55:57 GMT+0800 (Malay Peninsula Standard Time),,s5w23,label,"D"
Thu Sep 03 2015 09:55:58 GMT+0800 (Malay Peninsula Standard Time),,s5w24,focus,
Thu Sep 03 2015 09:55:59 GMT+0800 (Malay Peninsula Standard Time),,s5w25,focus,
Thu Sep 03 2015 09:56:01 GMT+0800 (Malay Peninsula Standard Time),,s5w26,focus,
Thu Sep 03 2015 09:56:02 GMT+0800 (Malay Peninsula Standard Time),,s5w27,focus,
Thu Sep 03 2015 09:56:05 GMT+0800 (Malay Peninsula Standard Time),,s5w27,label,"V"
Thu Sep 03 2015 09:56:05 GMT+0800 (Malay Peninsula Standard Time),,s5w28,focus,
Thu Sep 03 2015 09:56:06 GMT+0800 (Malay Peninsula Standard Time),,s5w29,focus,
Thu Sep 03 2015 09:56:08 GMT+0800 (Malay Peninsula Standard Time),,s5w29,label,"N"
Thu Sep 03 2015 09:56:09 GMT+0800 (Malay Peninsula Standard Time),,s5w30,focus,
Thu Sep 03 2015 09:56:10 GMT+0800 (Malay Peninsula Standard Time),,s5w31,focus,
Thu Sep 03 2015 09:56:11 GMT+0800 (Malay Peninsula Standard Time),,s5w32,focus,
Thu Sep 03 2015 09:56:12 GMT+0800 (Malay Peninsula Standard Time),,s5w33,focus,
Thu Sep 03 2015 09:56:12 GMT+0800 (Malay Peninsula Standard Time),,s5w34,focus,
Thu Sep 03 2015 09:56:13 GMT+0800 (Malay Peninsula Standard Time),,s5w34,label,"N"
Thu Sep 03 2015 09:56:14 GMT+0800 (Malay Peninsula Standard Time),,s5w35,focus,
Thu Sep 03 2015 09:56:14 GMT+0800 (Malay Peninsula Standard Time),,s5w36,focus,
Thu Sep 03 2015 09:56:15 GMT+0800 (Malay Peninsula Standard Time),,s5w37,focus,
Thu Sep 03 2015 09:56:15 GMT+0800 (Malay Peninsula Standard Time),,s5w38,focus,
Thu Sep 03 2015 09:56:43 GMT+0800 (Malay Peninsula Standard Time),,s5w38,focus,
Thu Sep 03 2015 09:56:43 GMT+0800 (Malay Peninsula Standard Time),,s5w38,focus,
Thu Sep 03 2015 09:56:45 GMT+0800 (Malay Peninsula Standard Time),,s5w38,label,"A"
Thu Sep 03 2015 09:56:57 GMT+0800 (Malay Peninsula Standard Time),,s5w38,focus,
Thu Sep 03 2015 09:57:24 GMT+0800 (Malay Peninsula Standard Time),,s5w38,focus,
Thu Sep 03 2015 10:03:08 GMT+0800 (Malay Peninsula Standard Time),,s5w45,focus,
Thu Sep 03 2015 10:03:09 GMT+0800 (Malay Peninsula Standard Time),,s5w45,focus,
Thu Sep 03 2015 10:03:11 GMT+0800 (Malay Peninsula Standard Time),,s5w45,label,"R"
Thu Sep 03 2015 10:03:35 GMT+0800 (Malay Peninsula Standard Time),,s5w61,focus,
Thu Sep 03 2015 10:03:35 GMT+0800 (Malay Peninsula Standard Time),,s5w61,focus,
Thu Sep 03 2015 10:03:39 GMT+0800 (Malay Peninsula Standard Time),,s5w61,label,"G"
Thu Sep 03 2015 10:03:44 GMT+0800 (Malay Peninsula Standard Time),,s5w63,focus,
Thu Sep 03 2015 10:03:44 GMT+0800 (Malay Peninsula Standard Time),,s5w63,focus,
Thu Sep 03 2015 10:03:47 GMT+0800 (Malay Peninsula Standard Time),,s5w63,label,"N"
Thu Sep 03 2015 10:03:50 GMT+0800 (Malay Peninsula Standard Time),,s5w66,focus,
Thu Sep 03 2015 10:03:50 GMT+0800 (Malay Peninsula Standard Time),,s5w66,focus,
Thu Sep 03 2015 10:03:54 GMT+0800 (Malay Peninsula Standard Time),,s5w66,label,"^"
Thu Sep 03 2015 10:04:14 GMT+0800 (Malay Peninsula Standard Time),,s5w72,focus,
Thu Sep 03 2015 10:04:14 GMT+0800 (Malay Peninsula Standard Time),,s5w72,focus,
Thu Sep 03 2015 10:04:21 GMT+0800 (Malay Peninsula Standard Time),,s5w72,label,"^"
Thu Sep 03 2015 10:04:23 GMT+0800 (Malay Peninsula Standard Time),,s5w82,focus,
Thu Sep 03 2015 10:04:23 GMT+0800 (Malay Peninsula Standard Time),,s5w82,focus,
Thu Sep 03 2015 10:04:24 GMT+0800 (Malay Peninsula Standard Time),,s5w73,focus,
Thu Sep 03 2015 10:04:24 GMT+0800 (Malay Peninsula Standard Time),,s5w73,focus,
Thu Sep 03 2015 10:04:25 GMT+0800 (Malay Peninsula Standard Time),,s5w73,label,","
Thu Sep 03 2015 10:04:26 GMT+0800 (Malay Peninsula Standard Time),,s5w74,focus,
Thu Sep 03 2015 10:04:26 GMT+0800 (Malay Peninsula Standard Time),,s5w74,focus,
Thu Sep 03 2015 10:04:28 GMT+0800 (Malay Peninsula Standard Time),,s5w74,label,"G"
Thu Sep 03 2015 10:04:56 GMT+0800 (Malay Peninsula Standard Time),,s5w74,focus,
Thu Sep 03 2015 10:04:56 GMT+0800 (Malay Peninsula Standard Time),,s5w75,focus,
Thu Sep 03 2015 10:04:56 GMT+0800 (Malay Peninsula Standard Time),,s5w75,focus,
Thu Sep 03 2015 10:04:59 GMT+0800 (Malay Peninsula Standard Time),,s5w75,label,"N"
Thu Sep 03 2015 10:05:02 GMT+0800 (Malay Peninsula Standard Time),,s5w76,focus,
Thu Sep 03 2015 10:05:02 GMT+0800 (Malay Peninsula Standard Time),,s5w76,focus,
Thu Sep 03 2015 10:05:14 GMT+0800 (Malay Peninsula Standard Time),,s5w76,label,"="
Thu Sep 03 2015 10:05:18 GMT+0800 (Malay Peninsula Standard Time),,s5w77,focus,
Thu Sep 03 2015 10:05:19 GMT+0800 (Malay Peninsula Standard Time),,s5w77,focus,
Thu Sep 03 2015 10:05:21 GMT+0800 (Malay Peninsula Standard Time),,s5w77,label,","
Thu Sep 03 2015 10:05:23 GMT+0800 (Malay Peninsula Standard Time),,s5w78,focus,
Thu Sep 03 2015 10:05:23 GMT+0800 (Malay Peninsula Standard Time),,s5w78,focus,
Thu Sep 03 2015 10:05:28 GMT+0800 (Malay Peninsula Standard Time),,s5w78,label,"N"
Thu Sep 03 2015 10:05:30 GMT+0800 (Malay Peninsula Standard Time),,s5w79,focus,
Thu Sep 03 2015 10:05:30 GMT+0800 (Malay Peninsula Standard Time),,s5w79,focus,
Thu Sep 03 2015 10:05:31 GMT+0800 (Malay Peninsula Standard Time),,s5w79,label,","
Thu Sep 03 2015 10:05:33 GMT+0800 (Malay Peninsula Standard Time),,s5w81,focus,
