Wed Sep 02 2015 21:39:55 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 21:43:40 GMT+0800 (Malay Peninsula Standard Time),,s4w22,label,"U"
Wed Sep 02 2015 21:43:41 GMT+0800 (Malay Peninsula Standard Time),,s4w22,focus,
Wed Sep 02 2015 21:44:35 GMT+0800 (Malay Peninsula Standard Time),,s4w22,focus,
Wed Sep 02 2015 21:44:37 GMT+0800 (Malay Peninsula Standard Time),,s4w22,label,"G"
Wed Sep 02 2015 21:44:38 GMT+0800 (Malay Peninsula Standard Time),,s4w23,focus,
Wed Sep 02 2015 21:44:38 GMT+0800 (Malay Peninsula Standard Time),,s4w23,focus,
Wed Sep 02 2015 21:44:38 GMT+0800 (Malay Peninsula Standard Time),,s4w23,label,"G"
Wed Sep 02 2015 21:44:39 GMT+0800 (Malay Peninsula Standard Time),,s4w24,focus,
Wed Sep 02 2015 21:44:39 GMT+0800 (Malay Peninsula Standard Time),,s4w24,focus,
Wed Sep 02 2015 21:44:40 GMT+0800 (Malay Peninsula Standard Time),,s4w24,label,"G"
Wed Sep 02 2015 21:45:28 GMT+0800 (Malay Peninsula Standard Time),,s4w24,focus,
Wed Sep 02 2015 21:45:30 GMT+0800 (Malay Peninsula Standard Time),,s4w27,focus,
Wed Sep 02 2015 21:45:30 GMT+0800 (Malay Peninsula Standard Time),,s4w27,focus,
Wed Sep 02 2015 21:45:32 GMT+0800 (Malay Peninsula Standard Time),,s4w27,label,"!"
Wed Sep 02 2015 21:46:06 GMT+0800 (Malay Peninsula Standard Time),,s5w32,focus,
Wed Sep 02 2015 21:46:06 GMT+0800 (Malay Peninsula Standard Time),,s5w32,focus,
Wed Sep 02 2015 21:46:09 GMT+0800 (Malay Peninsula Standard Time),,s5w32,label,"O"
Wed Sep 02 2015 21:46:25 GMT+0800 (Malay Peninsula Standard Time),,s5w32,focus,
Wed Sep 02 2015 21:46:32 GMT+0800 (Malay Peninsula Standard Time),,s6w6,focus,
Wed Sep 02 2015 21:46:32 GMT+0800 (Malay Peninsula Standard Time),,s6w6,focus,
Wed Sep 02 2015 21:46:33 GMT+0800 (Malay Peninsula Standard Time),,s6w6,label,"^"
Wed Sep 02 2015 21:46:47 GMT+0800 (Malay Peninsula Standard Time),,s6w11,focus,
Wed Sep 02 2015 21:46:47 GMT+0800 (Malay Peninsula Standard Time),,s6w11,focus,
Wed Sep 02 2015 21:46:49 GMT+0800 (Malay Peninsula Standard Time),,s6w11,label,"O"
Wed Sep 02 2015 21:47:00 GMT+0800 (Malay Peninsula Standard Time),,s6w21,focus,
Wed Sep 02 2015 21:47:00 GMT+0800 (Malay Peninsula Standard Time),,s6w21,focus,
Wed Sep 02 2015 21:47:01 GMT+0800 (Malay Peninsula Standard Time),,s6w21,label,"^"
Wed Sep 02 2015 21:47:06 GMT+0800 (Malay Peninsula Standard Time),,s6w24,focus,
Wed Sep 02 2015 21:47:06 GMT+0800 (Malay Peninsula Standard Time),,s6w24,focus,
Wed Sep 02 2015 21:47:08 GMT+0800 (Malay Peninsula Standard Time),,s6w24,label,","
Wed Sep 02 2015 21:47:19 GMT+0800 (Malay Peninsula Standard Time),,s6w38,focus,
Wed Sep 02 2015 21:47:19 GMT+0800 (Malay Peninsula Standard Time),,s6w38,focus,
Wed Sep 02 2015 21:47:20 GMT+0800 (Malay Peninsula Standard Time),,s6w38,label,"^"
Wed Sep 02 2015 21:47:29 GMT+0800 (Malay Peninsula Standard Time),,s6w44,focus,
Wed Sep 02 2015 21:47:29 GMT+0800 (Malay Peninsula Standard Time),,s6w44,focus,
Wed Sep 02 2015 21:47:31 GMT+0800 (Malay Peninsula Standard Time),,s6w44,label,"V"
Wed Sep 02 2015 21:47:36 GMT+0800 (Malay Peninsula Standard Time),,s6w50,focus,
Wed Sep 02 2015 21:47:36 GMT+0800 (Malay Peninsula Standard Time),,s6w50,focus,
Wed Sep 02 2015 21:47:39 GMT+0800 (Malay Peninsula Standard Time),,s6w50,label,"V"
Wed Sep 02 2015 21:47:48 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
