Thu Sep 03 2015 19:41:57 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 19:54:45 GMT+0800 (Malay Peninsula Standard Time),,s4w5,label,"^"
Thu Sep 03 2015 19:54:49 GMT+0800 (Malay Peninsula Standard Time),,s4w15,focus,
Thu Sep 03 2015 19:54:50 GMT+0800 (Malay Peninsula Standard Time),,s4w15,focus,
Thu Sep 03 2015 19:54:51 GMT+0800 (Malay Peninsula Standard Time),,s4w15,label,"^"
Thu Sep 03 2015 19:54:53 GMT+0800 (Malay Peninsula Standard Time),,s4w28,focus,
Thu Sep 03 2015 19:54:53 GMT+0800 (Malay Peninsula Standard Time),,s4w28,focus,
Thu Sep 03 2015 19:54:54 GMT+0800 (Malay Peninsula Standard Time),,s4w17,focus,
Thu Sep 03 2015 19:54:54 GMT+0800 (Malay Peninsula Standard Time),,s4w17,focus,
Thu Sep 03 2015 19:55:07 GMT+0800 (Malay Peninsula Standard Time),,s4w17,label,","
Thu Sep 03 2015 19:55:14 GMT+0800 (Malay Peninsula Standard Time),,s4w30,focus,
Thu Sep 03 2015 19:55:14 GMT+0800 (Malay Peninsula Standard Time),,s4w30,focus,
Thu Sep 03 2015 19:55:18 GMT+0800 (Malay Peninsula Standard Time),,s4w30,focus,
Thu Sep 03 2015 19:55:19 GMT+0800 (Malay Peninsula Standard Time),,s4w30,label,"^"
Thu Sep 03 2015 19:55:24 GMT+0800 (Malay Peninsula Standard Time),,s4w34,focus,
Thu Sep 03 2015 19:55:24 GMT+0800 (Malay Peninsula Standard Time),,s4w34,focus,
Thu Sep 03 2015 19:55:32 GMT+0800 (Malay Peninsula Standard Time),,s5w10,focus,
Thu Sep 03 2015 19:55:32 GMT+0800 (Malay Peninsula Standard Time),,s5w10,focus,
Thu Sep 03 2015 19:55:33 GMT+0800 (Malay Peninsula Standard Time),,s5w10,label,"V"
Thu Sep 03 2015 19:55:35 GMT+0800 (Malay Peninsula Standard Time),,s5w11,focus,
Thu Sep 03 2015 19:55:35 GMT+0800 (Malay Peninsula Standard Time),,s5w11,focus,
Thu Sep 03 2015 19:55:49 GMT+0800 (Malay Peninsula Standard Time),,s5w13,focus,
Thu Sep 03 2015 19:55:49 GMT+0800 (Malay Peninsula Standard Time),,s5w13,focus,
Thu Sep 03 2015 19:55:50 GMT+0800 (Malay Peninsula Standard Time),,s5w13,label,"R"
Thu Sep 03 2015 19:55:54 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
