Thu Sep 03 2015 14:29:23 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 18:53:02 GMT+0800 (Malay Peninsula Standard Time),,s2w79,focus,
Thu Sep 03 2015 18:53:02 GMT+0800 (Malay Peninsula Standard Time),,s2w80,focus,
Thu Sep 03 2015 18:53:03 GMT+0800 (Malay Peninsula Standard Time),,s2w79,focus,
Thu Sep 03 2015 18:53:03 GMT+0800 (Malay Peninsula Standard Time),,s2w80,focus,
Thu Sep 03 2015 18:53:04 GMT+0800 (Malay Peninsula Standard Time),,s2w81,focus,
Thu Sep 03 2015 18:53:04 GMT+0800 (Malay Peninsula Standard Time),,s3w1,focus,
Thu Sep 03 2015 18:53:04 GMT+0800 (Malay Peninsula Standard Time),,s3w2,focus,
Thu Sep 03 2015 18:53:04 GMT+0800 (Malay Peninsula Standard Time),,s3w3,focus,
Thu Sep 03 2015 18:53:04 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Thu Sep 03 2015 18:53:05 GMT+0800 (Malay Peninsula Standard Time),,s3w5,focus,
Thu Sep 03 2015 18:53:05 GMT+0800 (Malay Peninsula Standard Time),,s3w6,focus,
Thu Sep 03 2015 18:53:05 GMT+0800 (Malay Peninsula Standard Time),,s3w5,focus,
Thu Sep 03 2015 18:53:15 GMT+0800 (Malay Peninsula Standard Time),,s3w6,focus,
Thu Sep 03 2015 18:53:16 GMT+0800 (Malay Peninsula Standard Time),,s3w7,focus,
Thu Sep 03 2015 18:53:17 GMT+0800 (Malay Peninsula Standard Time),,s3w8,focus,
Thu Sep 03 2015 18:53:17 GMT+0800 (Malay Peninsula Standard Time),,s3w9,focus,
Thu Sep 03 2015 18:53:18 GMT+0800 (Malay Peninsula Standard Time),,s3w10,focus,
Thu Sep 03 2015 18:53:18 GMT+0800 (Malay Peninsula Standard Time),,s3w11,focus,
Thu Sep 03 2015 18:53:19 GMT+0800 (Malay Peninsula Standard Time),,s3w12,focus,
Thu Sep 03 2015 18:53:19 GMT+0800 (Malay Peninsula Standard Time),,s3w13,focus,
Thu Sep 03 2015 18:53:20 GMT+0800 (Malay Peninsula Standard Time),,s3w14,focus,
Thu Sep 03 2015 18:53:20 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Thu Sep 03 2015 18:53:20 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Thu Sep 03 2015 18:53:23 GMT+0800 (Malay Peninsula Standard Time),,s3w17,focus,
Thu Sep 03 2015 18:53:24 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Thu Sep 03 2015 18:53:24 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Thu Sep 03 2015 18:53:24 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Thu Sep 03 2015 18:53:25 GMT+0800 (Malay Peninsula Standard Time),,s3w17,focus,
Thu Sep 03 2015 18:53:25 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Thu Sep 03 2015 18:53:25 GMT+0800 (Malay Peninsula Standard Time),,s3w19,focus,
Thu Sep 03 2015 18:53:25 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Thu Sep 03 2015 18:53:25 GMT+0800 (Malay Peninsula Standard Time),,s3w21,focus,
Thu Sep 03 2015 18:53:26 GMT+0800 (Malay Peninsula Standard Time),,s3w22,focus,
Thu Sep 03 2015 18:53:26 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Thu Sep 03 2015 18:53:26 GMT+0800 (Malay Peninsula Standard Time),,s3w24,focus,
Thu Sep 03 2015 18:53:27 GMT+0800 (Malay Peninsula Standard Time),,s3w25,focus,
Thu Sep 03 2015 18:53:27 GMT+0800 (Malay Peninsula Standard Time),,s3w26,focus,
Thu Sep 03 2015 18:53:27 GMT+0800 (Malay Peninsula Standard Time),,s3w27,focus,
Thu Sep 03 2015 18:53:27 GMT+0800 (Malay Peninsula Standard Time),,s3w28,focus,
Thu Sep 03 2015 18:53:28 GMT+0800 (Malay Peninsula Standard Time),,s3w29,focus,
Thu Sep 03 2015 18:53:28 GMT+0800 (Malay Peninsula Standard Time),,s3w30,focus,
Thu Sep 03 2015 18:53:28 GMT+0800 (Malay Peninsula Standard Time),,s4w1,focus,
Thu Sep 03 2015 18:53:29 GMT+0800 (Malay Peninsula Standard Time),,s4w2,focus,
Thu Sep 03 2015 18:53:29 GMT+0800 (Malay Peninsula Standard Time),,s4w3,focus,
Thu Sep 03 2015 18:53:29 GMT+0800 (Malay Peninsula Standard Time),,s4w4,focus,
Thu Sep 03 2015 18:53:29 GMT+0800 (Malay Peninsula Standard Time),,s4w5,focus,
Thu Sep 03 2015 18:53:30 GMT+0800 (Malay Peninsula Standard Time),,s4w6,focus,
Thu Sep 03 2015 18:53:30 GMT+0800 (Malay Peninsula Standard Time),,s4w7,focus,
Thu Sep 03 2015 18:53:30 GMT+0800 (Malay Peninsula Standard Time),,s4w6,focus,
Thu Sep 03 2015 18:53:31 GMT+0800 (Malay Peninsula Standard Time),,s4w5,focus,
Thu Sep 03 2015 18:53:31 GMT+0800 (Malay Peninsula Standard Time),,s4w4,focus,
Thu Sep 03 2015 18:53:31 GMT+0800 (Malay Peninsula Standard Time),,s4w3,focus,
Thu Sep 03 2015 18:53:31 GMT+0800 (Malay Peninsula Standard Time),,s4w2,focus,
Thu Sep 03 2015 18:53:31 GMT+0800 (Malay Peninsula Standard Time),,s4w1,focus,
Thu Sep 03 2015 18:53:32 GMT+0800 (Malay Peninsula Standard Time),,s3w30,focus,
Thu Sep 03 2015 18:53:32 GMT+0800 (Malay Peninsula Standard Time),,s3w29,focus,
Thu Sep 03 2015 18:53:35 GMT+0800 (Malay Peninsula Standard Time),,s3w29,label,"N"
Thu Sep 03 2015 18:53:36 GMT+0800 (Malay Peninsula Standard Time),,s3w28,focus,
Thu Sep 03 2015 18:53:37 GMT+0800 (Malay Peninsula Standard Time),,s3w29,focus,
Thu Sep 03 2015 18:53:37 GMT+0800 (Malay Peninsula Standard Time),,s3w28,focus,
Thu Sep 03 2015 18:53:38 GMT+0800 (Malay Peninsula Standard Time),,s3w29,focus,
Thu Sep 03 2015 18:53:38 GMT+0800 (Malay Peninsula Standard Time),,s3w30,focus,
Thu Sep 03 2015 18:53:39 GMT+0800 (Malay Peninsula Standard Time),,s4w1,focus,
Thu Sep 03 2015 18:53:39 GMT+0800 (Malay Peninsula Standard Time),,s4w2,focus,
Thu Sep 03 2015 18:53:44 GMT+0800 (Malay Peninsula Standard Time),,s4w3,focus,
Thu Sep 03 2015 18:53:44 GMT+0800 (Malay Peninsula Standard Time),,s4w4,focus,
Thu Sep 03 2015 18:53:44 GMT+0800 (Malay Peninsula Standard Time),,s4w5,focus,
Thu Sep 03 2015 18:53:47 GMT+0800 (Malay Peninsula Standard Time),,s4w5,label,"^"
Thu Sep 03 2015 18:53:47 GMT+0800 (Malay Peninsula Standard Time),,s4w6,focus,
Thu Sep 03 2015 18:53:48 GMT+0800 (Malay Peninsula Standard Time),,s4w7,focus,
Thu Sep 03 2015 18:53:48 GMT+0800 (Malay Peninsula Standard Time),,s4w8,focus,
Thu Sep 03 2015 18:53:52 GMT+0800 (Malay Peninsula Standard Time),,s4w8,label,"G"
Thu Sep 03 2015 18:53:53 GMT+0800 (Malay Peninsula Standard Time),,s4w9,focus,
Thu Sep 03 2015 18:53:53 GMT+0800 (Malay Peninsula Standard Time),,s4w10,focus,
Thu Sep 03 2015 18:53:54 GMT+0800 (Malay Peninsula Standard Time),,s4w9,focus,
Thu Sep 03 2015 18:53:54 GMT+0800 (Malay Peninsula Standard Time),,s4w8,focus,
Thu Sep 03 2015 18:53:54 GMT+0800 (Malay Peninsula Standard Time),,s4w7,focus,
Thu Sep 03 2015 18:53:55 GMT+0800 (Malay Peninsula Standard Time),,s4w8,focus,
Thu Sep 03 2015 18:54:00 GMT+0800 (Malay Peninsula Standard Time),,s4w9,focus,
Thu Sep 03 2015 18:54:02 GMT+0800 (Malay Peninsula Standard Time),,s4w10,focus,
Thu Sep 03 2015 18:54:02 GMT+0800 (Malay Peninsula Standard Time),,s4w9,focus,
Thu Sep 03 2015 18:54:03 GMT+0800 (Malay Peninsula Standard Time),,s4w8,focus,
Thu Sep 03 2015 18:54:12 GMT+0800 (Malay Peninsula Standard Time),,s4w9,focus,
Thu Sep 03 2015 18:54:12 GMT+0800 (Malay Peninsula Standard Time),,s4w10,focus,
Thu Sep 03 2015 18:54:13 GMT+0800 (Malay Peninsula Standard Time),,s4w11,focus,
Thu Sep 03 2015 18:54:13 GMT+0800 (Malay Peninsula Standard Time),,s4w10,focus,
Thu Sep 03 2015 18:54:14 GMT+0800 (Malay Peninsula Standard Time),,s4w9,focus,
Thu Sep 03 2015 18:54:14 GMT+0800 (Malay Peninsula Standard Time),,s4w10,focus,
Thu Sep 03 2015 18:54:14 GMT+0800 (Malay Peninsula Standard Time),,s4w11,focus,
Thu Sep 03 2015 18:54:15 GMT+0800 (Malay Peninsula Standard Time),,s4w12,focus,
Thu Sep 03 2015 18:54:15 GMT+0800 (Malay Peninsula Standard Time),,s4w13,focus,
Thu Sep 03 2015 18:54:16 GMT+0800 (Malay Peninsula Standard Time),,s4w14,focus,
Thu Sep 03 2015 18:54:17 GMT+0800 (Malay Peninsula Standard Time),,s4w15,focus,
Thu Sep 03 2015 18:54:18 GMT+0800 (Malay Peninsula Standard Time),,s4w16,focus,
Thu Sep 03 2015 18:54:18 GMT+0800 (Malay Peninsula Standard Time),,s4w17,focus,
Thu Sep 03 2015 18:54:19 GMT+0800 (Malay Peninsula Standard Time),,s4w16,focus,
Thu Sep 03 2015 18:54:21 GMT+0800 (Malay Peninsula Standard Time),,s4w17,focus,
Thu Sep 03 2015 18:54:22 GMT+0800 (Malay Peninsula Standard Time),,s4w18,focus,
Thu Sep 03 2015 18:54:22 GMT+0800 (Malay Peninsula Standard Time),,s4w19,focus,
Thu Sep 03 2015 18:54:23 GMT+0800 (Malay Peninsula Standard Time),,s4w18,focus,
Thu Sep 03 2015 18:54:23 GMT+0800 (Malay Peninsula Standard Time),,s4w17,focus,
Thu Sep 03 2015 18:54:24 GMT+0800 (Malay Peninsula Standard Time),,s4w16,focus,
Thu Sep 03 2015 18:54:24 GMT+0800 (Malay Peninsula Standard Time),,s4w16,label,"&"
Thu Sep 03 2015 18:54:45 GMT+0800 (Malay Peninsula Standard Time),,s4w16,focus,
Thu Sep 03 2015 18:54:51 GMT+0800 (Malay Peninsula Standard Time),,s4w16,focus,
Thu Sep 03 2015 18:54:57 GMT+0800 (Malay Peninsula Standard Time),,s4w16,focus,
Thu Sep 03 2015 18:54:57 GMT+0800 (Malay Peninsula Standard Time),,s4w16,focus,
Thu Sep 03 2015 18:55:01 GMT+0800 (Malay Peninsula Standard Time),,s4w16,label,"O"
Thu Sep 03 2015 18:55:04 GMT+0800 (Malay Peninsula Standard Time),,s4w16,label,"&"
Thu Sep 03 2015 18:55:04 GMT+0800 (Malay Peninsula Standard Time),,s4w15,focus,
Thu Sep 03 2015 18:55:04 GMT+0800 (Malay Peninsula Standard Time),,s4w14,focus,
Thu Sep 03 2015 18:55:05 GMT+0800 (Malay Peninsula Standard Time),,s4w15,focus,
Thu Sep 03 2015 18:55:06 GMT+0800 (Malay Peninsula Standard Time),,s4w14,focus,
Thu Sep 03 2015 18:55:06 GMT+0800 (Malay Peninsula Standard Time),,s4w13,focus,
Thu Sep 03 2015 18:55:06 GMT+0800 (Malay Peninsula Standard Time),,s4w12,focus,
Thu Sep 03 2015 18:55:06 GMT+0800 (Malay Peninsula Standard Time),,s4w11,focus,
Thu Sep 03 2015 18:55:06 GMT+0800 (Malay Peninsula Standard Time),,s4w12,focus,
Thu Sep 03 2015 18:55:07 GMT+0800 (Malay Peninsula Standard Time),,s4w13,focus,
Thu Sep 03 2015 18:55:07 GMT+0800 (Malay Peninsula Standard Time),,s4w14,focus,
Thu Sep 03 2015 18:55:07 GMT+0800 (Malay Peninsula Standard Time),,s4w15,focus,
Thu Sep 03 2015 18:55:07 GMT+0800 (Malay Peninsula Standard Time),,s4w16,focus,
Thu Sep 03 2015 18:55:08 GMT+0800 (Malay Peninsula Standard Time),,s4w17,focus,
Thu Sep 03 2015 18:55:08 GMT+0800 (Malay Peninsula Standard Time),,s4w18,focus,
Thu Sep 03 2015 18:55:08 GMT+0800 (Malay Peninsula Standard Time),,s4w19,focus,
Thu Sep 03 2015 18:55:08 GMT+0800 (Malay Peninsula Standard Time),,s4w20,focus,
Thu Sep 03 2015 18:55:08 GMT+0800 (Malay Peninsula Standard Time),,s4w21,focus,
Thu Sep 03 2015 18:55:09 GMT+0800 (Malay Peninsula Standard Time),,s4w22,focus,
Thu Sep 03 2015 18:55:09 GMT+0800 (Malay Peninsula Standard Time),,s4w23,focus,
Thu Sep 03 2015 18:55:09 GMT+0800 (Malay Peninsula Standard Time),,s4w24,focus,
Thu Sep 03 2015 18:55:10 GMT+0800 (Malay Peninsula Standard Time),,s4w25,focus,
Thu Sep 03 2015 18:55:10 GMT+0800 (Malay Peninsula Standard Time),,s4w24,focus,
Thu Sep 03 2015 18:55:11 GMT+0800 (Malay Peninsula Standard Time),,s4w23,focus,
Thu Sep 03 2015 18:55:11 GMT+0800 (Malay Peninsula Standard Time),,s4w24,focus,
Thu Sep 03 2015 18:55:11 GMT+0800 (Malay Peninsula Standard Time),,s4w25,focus,
Thu Sep 03 2015 18:55:12 GMT+0800 (Malay Peninsula Standard Time),,s4w26,focus,
Thu Sep 03 2015 18:55:12 GMT+0800 (Malay Peninsula Standard Time),,s4w27,focus,
Thu Sep 03 2015 18:55:12 GMT+0800 (Malay Peninsula Standard Time),,s4w28,focus,
Thu Sep 03 2015 18:55:13 GMT+0800 (Malay Peninsula Standard Time),,s4w27,focus,
Thu Sep 03 2015 18:55:13 GMT+0800 (Malay Peninsula Standard Time),,s4w26,focus,
Thu Sep 03 2015 18:55:13 GMT+0800 (Malay Peninsula Standard Time),,s4w27,focus,
Thu Sep 03 2015 18:55:14 GMT+0800 (Malay Peninsula Standard Time),,s4w26,focus,
Thu Sep 03 2015 18:55:14 GMT+0800 (Malay Peninsula Standard Time),,s4w27,focus,
Thu Sep 03 2015 18:55:14 GMT+0800 (Malay Peninsula Standard Time),,s4w26,focus,
Thu Sep 03 2015 18:55:14 GMT+0800 (Malay Peninsula Standard Time),,s4w27,focus,
Thu Sep 03 2015 18:55:14 GMT+0800 (Malay Peninsula Standard Time),,s4w26,focus,
Thu Sep 03 2015 18:55:14 GMT+0800 (Malay Peninsula Standard Time),,s4w27,focus,
Thu Sep 03 2015 18:55:14 GMT+0800 (Malay Peninsula Standard Time),,s4w26,focus,
Thu Sep 03 2015 18:55:15 GMT+0800 (Malay Peninsula Standard Time),,s4w27,focus,
Thu Sep 03 2015 18:55:15 GMT+0800 (Malay Peninsula Standard Time),,s4w28,focus,
Thu Sep 03 2015 18:55:15 GMT+0800 (Malay Peninsula Standard Time),,s4w29,focus,
Thu Sep 03 2015 18:55:15 GMT+0800 (Malay Peninsula Standard Time),,s4w30,focus,
Thu Sep 03 2015 18:55:15 GMT+0800 (Malay Peninsula Standard Time),,s4w31,focus,
Thu Sep 03 2015 18:55:16 GMT+0800 (Malay Peninsula Standard Time),,s4w32,focus,
Thu Sep 03 2015 18:55:16 GMT+0800 (Malay Peninsula Standard Time),,s4w33,focus,
Thu Sep 03 2015 18:55:16 GMT+0800 (Malay Peninsula Standard Time),,s4w34,focus,
Thu Sep 03 2015 18:55:17 GMT+0800 (Malay Peninsula Standard Time),,s4w33,focus,
Thu Sep 03 2015 18:55:18 GMT+0800 (Malay Peninsula Standard Time),,s4w33,label,"D"
Thu Sep 03 2015 18:55:19 GMT+0800 (Malay Peninsula Standard Time),,s4w34,focus,
Thu Sep 03 2015 18:55:21 GMT+0800 (Malay Peninsula Standard Time),,s4w34,label,"G"
Thu Sep 03 2015 18:55:23 GMT+0800 (Malay Peninsula Standard Time),,s4w35,focus,
Thu Sep 03 2015 18:55:23 GMT+0800 (Malay Peninsula Standard Time),,s4w36,focus,
Thu Sep 03 2015 18:55:24 GMT+0800 (Malay Peninsula Standard Time),,s4w37,focus,
Thu Sep 03 2015 18:55:24 GMT+0800 (Malay Peninsula Standard Time),,s4w38,focus,
Thu Sep 03 2015 18:55:25 GMT+0800 (Malay Peninsula Standard Time),,s4w39,focus,
Thu Sep 03 2015 18:55:25 GMT+0800 (Malay Peninsula Standard Time),,s4w40,focus,
Thu Sep 03 2015 18:55:26 GMT+0800 (Malay Peninsula Standard Time),,s4w41,focus,
Thu Sep 03 2015 18:55:26 GMT+0800 (Malay Peninsula Standard Time),,s4w42,focus,
Thu Sep 03 2015 18:55:27 GMT+0800 (Malay Peninsula Standard Time),,s4w43,focus,
Thu Sep 03 2015 18:55:28 GMT+0800 (Malay Peninsula Standard Time),,s4w44,focus,
Thu Sep 03 2015 18:55:30 GMT+0800 (Malay Peninsula Standard Time),,s4w44,label,"&"
Thu Sep 03 2015 18:55:31 GMT+0800 (Malay Peninsula Standard Time),,s4w45,focus,
Thu Sep 03 2015 18:55:31 GMT+0800 (Malay Peninsula Standard Time),,s4w46,focus,
Thu Sep 03 2015 18:55:31 GMT+0800 (Malay Peninsula Standard Time),,s4w46,label,"&"
Thu Sep 03 2015 18:55:32 GMT+0800 (Malay Peninsula Standard Time),,s4w46,label,"&"
Thu Sep 03 2015 18:55:33 GMT+0800 (Malay Peninsula Standard Time),,s4w45,focus,
Thu Sep 03 2015 18:55:33 GMT+0800 (Malay Peninsula Standard Time),,s4w44,focus,
Thu Sep 03 2015 18:55:33 GMT+0800 (Malay Peninsula Standard Time),,s4w43,focus,
Thu Sep 03 2015 18:55:34 GMT+0800 (Malay Peninsula Standard Time),,s4w42,focus,
Thu Sep 03 2015 18:55:34 GMT+0800 (Malay Peninsula Standard Time),,s4w41,focus,
Thu Sep 03 2015 18:55:34 GMT+0800 (Malay Peninsula Standard Time),,s4w42,focus,
Thu Sep 03 2015 18:55:34 GMT+0800 (Malay Peninsula Standard Time),,s4w43,focus,
Thu Sep 03 2015 18:55:35 GMT+0800 (Malay Peninsula Standard Time),,s4w44,focus,
Thu Sep 03 2015 18:55:35 GMT+0800 (Malay Peninsula Standard Time),,s4w45,focus,
