Wed Sep 02 2015 18:42:58 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Wed Sep 02 2015 18:50:15 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Wed Sep 02 2015 18:50:52 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Wed Sep 02 2015 18:50:52 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Wed Sep 02 2015 18:50:53 GMT+0800 (Malay Peninsula Standard Time),,s3w18,label,"R"
Wed Sep 02 2015 18:51:05 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Wed Sep 02 2015 18:51:05 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Wed Sep 02 2015 18:51:07 GMT+0800 (Malay Peninsula Standard Time),,s3w20,label,"P"
Wed Sep 02 2015 18:51:19 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Wed Sep 02 2015 18:52:50 GMT+0800 (Malay Peninsula Standard Time),,s3w51,focus,
Wed Sep 02 2015 18:52:50 GMT+0800 (Malay Peninsula Standard Time),,s3w51,focus,
Wed Sep 02 2015 18:52:52 GMT+0800 (Malay Peninsula Standard Time),,s3w51,label,"N"
Wed Sep 02 2015 18:53:12 GMT+0800 (Malay Peninsula Standard Time),,s4w5,focus,
Wed Sep 02 2015 18:53:13 GMT+0800 (Malay Peninsula Standard Time),,s4w5,focus,
Wed Sep 02 2015 18:53:14 GMT+0800 (Malay Peninsula Standard Time),,s4w5,label,"G"
Wed Sep 02 2015 18:53:34 GMT+0800 (Malay Peninsula Standard Time),,s4w5,focus,
Wed Sep 02 2015 18:53:44 GMT+0800 (Malay Peninsula Standard Time),,s5w5,focus,
Wed Sep 02 2015 18:53:45 GMT+0800 (Malay Peninsula Standard Time),,s5w5,focus,
Wed Sep 02 2015 18:53:47 GMT+0800 (Malay Peninsula Standard Time),,s5w5,label,"^"
Wed Sep 02 2015 18:54:18 GMT+0800 (Malay Peninsula Standard Time),,s5w5,focus,
Wed Sep 02 2015 18:54:18 GMT+0800 (Malay Peninsula Standard Time),,s5w17,focus,
Wed Sep 02 2015 18:54:18 GMT+0800 (Malay Peninsula Standard Time),,s5w17,focus,
Wed Sep 02 2015 18:54:19 GMT+0800 (Malay Peninsula Standard Time),,s5w17,label,"A"
Wed Sep 02 2015 18:54:28 GMT+0800 (Malay Peninsula Standard Time),,s5w22,focus,
Wed Sep 02 2015 18:54:28 GMT+0800 (Malay Peninsula Standard Time),,s5w22,focus,
Wed Sep 02 2015 18:54:30 GMT+0800 (Malay Peninsula Standard Time),,s5w22,label,"G"
Wed Sep 02 2015 18:54:44 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
