Thu Sep 03 2015 12:57:19 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 13:11:24 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Thu Sep 03 2015 13:11:24 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Thu Sep 03 2015 13:11:25 GMT+0800 (Malay Peninsula Standard Time),,s1w53,focus,
Thu Sep 03 2015 13:11:31 GMT+0800 (Malay Peninsula Standard Time),,s1w53,label,"!"
Thu Sep 03 2015 13:11:32 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Thu Sep 03 2015 13:11:33 GMT+0800 (Malay Peninsula Standard Time),,s1w55,focus,
Thu Sep 03 2015 13:11:33 GMT+0800 (Malay Peninsula Standard Time),,s1w56,focus,
Thu Sep 03 2015 13:11:33 GMT+0800 (Malay Peninsula Standard Time),,s2w1,focus,
Thu Sep 03 2015 13:11:34 GMT+0800 (Malay Peninsula Standard Time),,s2w2,focus,
Thu Sep 03 2015 13:11:34 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Thu Sep 03 2015 13:11:35 GMT+0800 (Malay Peninsula Standard Time),,s2w4,focus,
Thu Sep 03 2015 13:11:35 GMT+0800 (Malay Peninsula Standard Time),,s2w5,focus,
Thu Sep 03 2015 13:11:35 GMT+0800 (Malay Peninsula Standard Time),,s2w6,focus,
Thu Sep 03 2015 13:11:36 GMT+0800 (Malay Peninsula Standard Time),,s2w7,focus,
Thu Sep 03 2015 13:11:36 GMT+0800 (Malay Peninsula Standard Time),,s2w8,focus,
Thu Sep 03 2015 13:11:37 GMT+0800 (Malay Peninsula Standard Time),,s2w9,focus,
Thu Sep 03 2015 13:11:37 GMT+0800 (Malay Peninsula Standard Time),,s2w10,focus,
Thu Sep 03 2015 13:11:38 GMT+0800 (Malay Peninsula Standard Time),,s2w11,focus,
Thu Sep 03 2015 13:11:38 GMT+0800 (Malay Peninsula Standard Time),,s2w12,focus,
Thu Sep 03 2015 13:11:39 GMT+0800 (Malay Peninsula Standard Time),,s2w13,focus,
Thu Sep 03 2015 13:11:39 GMT+0800 (Malay Peninsula Standard Time),,s2w14,focus,
Thu Sep 03 2015 13:11:40 GMT+0800 (Malay Peninsula Standard Time),,s2w15,focus,
Thu Sep 03 2015 13:11:40 GMT+0800 (Malay Peninsula Standard Time),,s2w16,focus,
Thu Sep 03 2015 13:11:41 GMT+0800 (Malay Peninsula Standard Time),,s2w17,focus,
Thu Sep 03 2015 13:11:41 GMT+0800 (Malay Peninsula Standard Time),,s2w18,focus,
Thu Sep 03 2015 13:11:42 GMT+0800 (Malay Peninsula Standard Time),,s2w19,focus,
Thu Sep 03 2015 13:11:42 GMT+0800 (Malay Peninsula Standard Time),,s3w1,focus,
Thu Sep 03 2015 13:11:43 GMT+0800 (Malay Peninsula Standard Time),,s3w2,focus,
Thu Sep 03 2015 13:11:43 GMT+0800 (Malay Peninsula Standard Time),,s3w3,focus,
Thu Sep 03 2015 13:11:44 GMT+0800 (Malay Peninsula Standard Time),,s3w4,focus,
Thu Sep 03 2015 13:11:44 GMT+0800 (Malay Peninsula Standard Time),,s3w5,focus,
Thu Sep 03 2015 13:11:45 GMT+0800 (Malay Peninsula Standard Time),,s3w6,focus,
Thu Sep 03 2015 13:11:46 GMT+0800 (Malay Peninsula Standard Time),,s3w7,focus,
Thu Sep 03 2015 13:11:46 GMT+0800 (Malay Peninsula Standard Time),,s3w6,focus,
Thu Sep 03 2015 13:11:46 GMT+0800 (Malay Peninsula Standard Time),,s3w5,focus,
Thu Sep 03 2015 13:11:49 GMT+0800 (Malay Peninsula Standard Time),,s3w5,label,"A"
Thu Sep 03 2015 13:11:49 GMT+0800 (Malay Peninsula Standard Time),,s3w6,focus,
Thu Sep 03 2015 13:11:51 GMT+0800 (Malay Peninsula Standard Time),,s3w7,focus,
Thu Sep 03 2015 13:11:51 GMT+0800 (Malay Peninsula Standard Time),,s3w8,focus,
Thu Sep 03 2015 13:11:52 GMT+0800 (Malay Peninsula Standard Time),,s3w9,focus,
Thu Sep 03 2015 13:11:52 GMT+0800 (Malay Peninsula Standard Time),,s3w10,focus,
Thu Sep 03 2015 13:11:52 GMT+0800 (Malay Peninsula Standard Time),,s3w11,focus,
Thu Sep 03 2015 13:11:53 GMT+0800 (Malay Peninsula Standard Time),,s3w12,focus,
Thu Sep 03 2015 13:11:53 GMT+0800 (Malay Peninsula Standard Time),,s3w13,focus,
Thu Sep 03 2015 13:11:53 GMT+0800 (Malay Peninsula Standard Time),,s3w14,focus,
Thu Sep 03 2015 13:11:53 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Thu Sep 03 2015 13:11:54 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Thu Sep 03 2015 13:11:54 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Thu Sep 03 2015 13:11:54 GMT+0800 (Malay Peninsula Standard Time),,s3w14,focus,
Thu Sep 03 2015 13:11:54 GMT+0800 (Malay Peninsula Standard Time),,s3w13,focus,
Thu Sep 03 2015 13:11:55 GMT+0800 (Malay Peninsula Standard Time),,s3w14,focus,
Thu Sep 03 2015 13:11:55 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Thu Sep 03 2015 13:11:55 GMT+0800 (Malay Peninsula Standard Time),,s3w16,focus,
Thu Sep 03 2015 13:11:55 GMT+0800 (Malay Peninsula Standard Time),,s3w17,focus,
Thu Sep 03 2015 13:11:56 GMT+0800 (Malay Peninsula Standard Time),,s3w18,focus,
Thu Sep 03 2015 13:11:56 GMT+0800 (Malay Peninsula Standard Time),,s3w19,focus,
Thu Sep 03 2015 13:11:56 GMT+0800 (Malay Peninsula Standard Time),,s3w20,focus,
Thu Sep 03 2015 13:11:56 GMT+0800 (Malay Peninsula Standard Time),,s3w21,focus,
Thu Sep 03 2015 13:11:57 GMT+0800 (Malay Peninsula Standard Time),,s3w22,focus,
Thu Sep 03 2015 13:11:57 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Thu Sep 03 2015 13:11:58 GMT+0800 (Malay Peninsula Standard Time),,s3w24,focus,
Thu Sep 03 2015 13:11:58 GMT+0800 (Malay Peninsula Standard Time),,s3w25,focus,
Thu Sep 03 2015 13:11:58 GMT+0800 (Malay Peninsula Standard Time),,s3w26,focus,
Thu Sep 03 2015 13:11:59 GMT+0800 (Malay Peninsula Standard Time),,s3w27,focus,
Thu Sep 03 2015 13:11:59 GMT+0800 (Malay Peninsula Standard Time),,s3w28,focus,
Thu Sep 03 2015 13:12:00 GMT+0800 (Malay Peninsula Standard Time),,s3w29,focus,
Thu Sep 03 2015 13:12:00 GMT+0800 (Malay Peninsula Standard Time),,s3w30,focus,
Thu Sep 03 2015 13:12:00 GMT+0800 (Malay Peninsula Standard Time),,s3w31,focus,
Thu Sep 03 2015 13:12:01 GMT+0800 (Malay Peninsula Standard Time),,s3w32,focus,
Thu Sep 03 2015 13:12:01 GMT+0800 (Malay Peninsula Standard Time),,s3w33,focus,
Thu Sep 03 2015 13:12:01 GMT+0800 (Malay Peninsula Standard Time),,s3w34,focus,
Thu Sep 03 2015 13:12:01 GMT+0800 (Malay Peninsula Standard Time),,s3w35,focus,
Thu Sep 03 2015 13:12:02 GMT+0800 (Malay Peninsula Standard Time),,s3w36,focus,
Thu Sep 03 2015 13:12:02 GMT+0800 (Malay Peninsula Standard Time),,s3w37,focus,
Thu Sep 03 2015 13:12:02 GMT+0800 (Malay Peninsula Standard Time),,s3w38,focus,
Thu Sep 03 2015 13:12:02 GMT+0800 (Malay Peninsula Standard Time),,s3w39,focus,
Thu Sep 03 2015 13:12:03 GMT+0800 (Malay Peninsula Standard Time),,s3w40,focus,
Thu Sep 03 2015 13:12:03 GMT+0800 (Malay Peninsula Standard Time),,s3w41,focus,
Thu Sep 03 2015 13:12:04 GMT+0800 (Malay Peninsula Standard Time),,s3w42,focus,
Thu Sep 03 2015 13:12:04 GMT+0800 (Malay Peninsula Standard Time),,s3w43,focus,
Thu Sep 03 2015 13:12:04 GMT+0800 (Malay Peninsula Standard Time),,s3w44,focus,
Thu Sep 03 2015 13:12:05 GMT+0800 (Malay Peninsula Standard Time),,s3w45,focus,
Thu Sep 03 2015 13:12:05 GMT+0800 (Malay Peninsula Standard Time),,s3w46,focus,
Thu Sep 03 2015 13:12:05 GMT+0800 (Malay Peninsula Standard Time),,s3w47,focus,
Thu Sep 03 2015 13:12:06 GMT+0800 (Malay Peninsula Standard Time),,s3w48,focus,
Thu Sep 03 2015 13:12:07 GMT+0800 (Malay Peninsula Standard Time),,s3w49,focus,
Thu Sep 03 2015 13:12:07 GMT+0800 (Malay Peninsula Standard Time),,s3w50,focus,
Thu Sep 03 2015 13:12:08 GMT+0800 (Malay Peninsula Standard Time),,s3w51,focus,
Thu Sep 03 2015 13:12:16 GMT+0800 (Malay Peninsula Standard Time),,s3w52,focus,
Thu Sep 03 2015 13:12:16 GMT+0800 (Malay Peninsula Standard Time),,s3w53,focus,
Thu Sep 03 2015 13:12:17 GMT+0800 (Malay Peninsula Standard Time),,s3w54,focus,
Thu Sep 03 2015 13:12:18 GMT+0800 (Malay Peninsula Standard Time),,s3w54,label,","
Thu Sep 03 2015 13:12:20 GMT+0800 (Malay Peninsula Standard Time),,s4w1,focus,
Thu Sep 03 2015 13:12:21 GMT+0800 (Malay Peninsula Standard Time),,s4w2,focus,
Thu Sep 03 2015 13:12:22 GMT+0800 (Malay Peninsula Standard Time),,s4w3,focus,
Thu Sep 03 2015 13:12:22 GMT+0800 (Malay Peninsula Standard Time),,s4w4,focus,
Thu Sep 03 2015 13:12:22 GMT+0800 (Malay Peninsula Standard Time),,s4w5,focus,
Thu Sep 03 2015 13:12:23 GMT+0800 (Malay Peninsula Standard Time),,s4w6,focus,
Thu Sep 03 2015 13:12:23 GMT+0800 (Malay Peninsula Standard Time),,s4w7,focus,
Thu Sep 03 2015 13:12:24 GMT+0800 (Malay Peninsula Standard Time),,s4w8,focus,
Thu Sep 03 2015 13:12:24 GMT+0800 (Malay Peninsula Standard Time),,s4w9,focus,
Thu Sep 03 2015 13:12:25 GMT+0800 (Malay Peninsula Standard Time),,s4w9,label,"N"
Thu Sep 03 2015 13:12:26 GMT+0800 (Malay Peninsula Standard Time),,s4w10,focus,
Thu Sep 03 2015 13:12:27 GMT+0800 (Malay Peninsula Standard Time),,s4w11,focus,
Thu Sep 03 2015 13:12:28 GMT+0800 (Malay Peninsula Standard Time),,s4w12,focus,
Thu Sep 03 2015 13:12:28 GMT+0800 (Malay Peninsula Standard Time),,s4w13,focus,
Thu Sep 03 2015 13:12:29 GMT+0800 (Malay Peninsula Standard Time),,s4w14,focus,
Thu Sep 03 2015 13:12:29 GMT+0800 (Malay Peninsula Standard Time),,s4w15,focus,
Thu Sep 03 2015 13:12:30 GMT+0800 (Malay Peninsula Standard Time),,s4w16,focus,
Thu Sep 03 2015 13:12:31 GMT+0800 (Malay Peninsula Standard Time),,s4w17,focus,
Thu Sep 03 2015 13:12:31 GMT+0800 (Malay Peninsula Standard Time),,s4w16,focus,
Thu Sep 03 2015 13:12:36 GMT+0800 (Malay Peninsula Standard Time),,s4w16,label,"N"
Thu Sep 03 2015 13:12:36 GMT+0800 (Malay Peninsula Standard Time),,s4w17,focus,
Thu Sep 03 2015 13:12:37 GMT+0800 (Malay Peninsula Standard Time),,s4w18,focus,
Thu Sep 03 2015 13:12:38 GMT+0800 (Malay Peninsula Standard Time),,s4w19,focus,
Thu Sep 03 2015 13:12:39 GMT+0800 (Malay Peninsula Standard Time),,s4w20,focus,
Thu Sep 03 2015 13:12:39 GMT+0800 (Malay Peninsula Standard Time),,s4w21,focus,
Thu Sep 03 2015 13:12:39 GMT+0800 (Malay Peninsula Standard Time),,s4w22,focus,
Thu Sep 03 2015 13:12:40 GMT+0800 (Malay Peninsula Standard Time),,s4w23,focus,
Thu Sep 03 2015 13:12:40 GMT+0800 (Malay Peninsula Standard Time),,s4w24,focus,
Thu Sep 03 2015 13:12:40 GMT+0800 (Malay Peninsula Standard Time),,s4w25,focus,
Thu Sep 03 2015 13:12:41 GMT+0800 (Malay Peninsula Standard Time),,s4w26,focus,
Thu Sep 03 2015 13:12:41 GMT+0800 (Malay Peninsula Standard Time),,s4w27,focus,
Thu Sep 03 2015 13:12:42 GMT+0800 (Malay Peninsula Standard Time),,s4w28,focus,
Thu Sep 03 2015 13:12:43 GMT+0800 (Malay Peninsula Standard Time),,s4w29,focus,
Thu Sep 03 2015 13:12:43 GMT+0800 (Malay Peninsula Standard Time),,s4w30,focus,
Thu Sep 03 2015 13:12:44 GMT+0800 (Malay Peninsula Standard Time),,s4w31,focus,
Thu Sep 03 2015 13:12:44 GMT+0800 (Malay Peninsula Standard Time),,s4w32,focus,
Thu Sep 03 2015 13:12:45 GMT+0800 (Malay Peninsula Standard Time),,s4w33,focus,
Thu Sep 03 2015 13:12:45 GMT+0800 (Malay Peninsula Standard Time),,s4w34,focus,
Thu Sep 03 2015 13:12:45 GMT+0800 (Malay Peninsula Standard Time),,s4w35,focus,
Thu Sep 03 2015 13:12:46 GMT+0800 (Malay Peninsula Standard Time),,s4w36,focus,
Thu Sep 03 2015 13:12:46 GMT+0800 (Malay Peninsula Standard Time),,s4w37,focus,
Thu Sep 03 2015 13:12:47 GMT+0800 (Malay Peninsula Standard Time),,s4w38,focus,
Thu Sep 03 2015 13:12:48 GMT+0800 (Malay Peninsula Standard Time),,s4w39,focus,
Thu Sep 03 2015 13:12:48 GMT+0800 (Malay Peninsula Standard Time),,s4w40,focus,
Thu Sep 03 2015 13:12:49 GMT+0800 (Malay Peninsula Standard Time),,s4w41,focus,
Thu Sep 03 2015 13:12:49 GMT+0800 (Malay Peninsula Standard Time),,s4w42,focus,
Thu Sep 03 2015 13:12:49 GMT+0800 (Malay Peninsula Standard Time),,s4w43,focus,
Thu Sep 03 2015 13:12:50 GMT+0800 (Malay Peninsula Standard Time),,s4w44,focus,
Thu Sep 03 2015 13:12:50 GMT+0800 (Malay Peninsula Standard Time),,s4w45,focus,
Thu Sep 03 2015 13:12:51 GMT+0800 (Malay Peninsula Standard Time),,s4w46,focus,
Thu Sep 03 2015 13:12:51 GMT+0800 (Malay Peninsula Standard Time),,s4w47,focus,
Thu Sep 03 2015 13:12:52 GMT+0800 (Malay Peninsula Standard Time),,s4w48,focus,
Thu Sep 03 2015 13:12:52 GMT+0800 (Malay Peninsula Standard Time),,s4w49,focus,
Thu Sep 03 2015 13:12:53 GMT+0800 (Malay Peninsula Standard Time),,s4w50,focus,
Thu Sep 03 2015 13:12:53 GMT+0800 (Malay Peninsula Standard Time),,s4w51,focus,
Thu Sep 03 2015 13:12:54 GMT+0800 (Malay Peninsula Standard Time),,s4w52,focus,
Thu Sep 03 2015 13:12:54 GMT+0800 (Malay Peninsula Standard Time),,s4w53,focus,
Thu Sep 03 2015 13:14:07 GMT+0800 (Malay Peninsula Standard Time),,s4w53,focus,
Thu Sep 03 2015 13:14:35 GMT+0800 (Malay Peninsula Standard Time),,s4w63,focus,
Thu Sep 03 2015 13:14:35 GMT+0800 (Malay Peninsula Standard Time),,s4w63,focus,
Thu Sep 03 2015 13:14:35 GMT+0800 (Malay Peninsula Standard Time),,s4w63,label,"A"
Thu Sep 03 2015 13:15:03 GMT+0800 (Malay Peninsula Standard Time),,s5w27,focus,
Thu Sep 03 2015 13:15:03 GMT+0800 (Malay Peninsula Standard Time),,s5w27,focus,
Thu Sep 03 2015 13:15:18 GMT+0800 (Malay Peninsula Standard Time),,s5w27,label,"^"
Thu Sep 03 2015 13:15:22 GMT+0800 (Malay Peninsula Standard Time),,s5w32,focus,
Thu Sep 03 2015 13:15:22 GMT+0800 (Malay Peninsula Standard Time),,s5w32,focus,
Thu Sep 03 2015 13:15:23 GMT+0800 (Malay Peninsula Standard Time),,s5w32,label,"N"
Thu Sep 03 2015 13:15:35 GMT+0800 (Malay Peninsula Standard Time),,s5w39,focus,
Thu Sep 03 2015 13:15:35 GMT+0800 (Malay Peninsula Standard Time),,s5w39,focus,
Thu Sep 03 2015 13:15:41 GMT+0800 (Malay Peninsula Standard Time),,s5w39,label,"^"
Thu Sep 03 2015 13:15:48 GMT+0800 (Malay Peninsula Standard Time),,s5w39,focus,
Thu Sep 03 2015 13:15:51 GMT+0800 (Malay Peninsula Standard Time),,s5w39,label,"G"
Thu Sep 03 2015 13:15:51 GMT+0800 (Malay Peninsula Standard Time),,s5w27,focus,
Thu Sep 03 2015 13:15:51 GMT+0800 (Malay Peninsula Standard Time),,s5w27,focus,
Thu Sep 03 2015 13:15:52 GMT+0800 (Malay Peninsula Standard Time),,s5w27,label,"G"
Thu Sep 03 2015 13:16:05 GMT+0800 (Malay Peninsula Standard Time),,s6w6,focus,
Thu Sep 03 2015 13:16:05 GMT+0800 (Malay Peninsula Standard Time),,s6w6,focus,
Thu Sep 03 2015 13:16:06 GMT+0800 (Malay Peninsula Standard Time),,s6w6,label,"N"
Thu Sep 03 2015 13:16:15 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
