Thu Sep 03 2015 19:32:59 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 19:34:26 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Thu Sep 03 2015 19:34:26 GMT+0800 (Malay Peninsula Standard Time),,s1w54,focus,
Thu Sep 03 2015 19:34:27 GMT+0800 (Malay Peninsula Standard Time),,s1w54,label,"^"
Thu Sep 03 2015 19:34:31 GMT+0800 (Malay Peninsula Standard Time),,s1w56,focus,
Thu Sep 03 2015 19:34:31 GMT+0800 (Malay Peninsula Standard Time),,s1w56,focus,
Thu Sep 03 2015 19:34:32 GMT+0800 (Malay Peninsula Standard Time),,s1w56,label,"V"
Thu Sep 03 2015 19:34:34 GMT+0800 (Malay Peninsula Standard Time),,s1w59,focus,
Thu Sep 03 2015 19:34:35 GMT+0800 (Malay Peninsula Standard Time),,s1w59,focus,
Thu Sep 03 2015 19:34:40 GMT+0800 (Malay Peninsula Standard Time),,s1w59,label,"V"
Thu Sep 03 2015 19:34:44 GMT+0800 (Malay Peninsula Standard Time),,s1w59,label,"A"
Thu Sep 03 2015 19:34:48 GMT+0800 (Malay Peninsula Standard Time),,s1w62,focus,
Thu Sep 03 2015 19:34:48 GMT+0800 (Malay Peninsula Standard Time),,s1w62,focus,
Thu Sep 03 2015 19:34:49 GMT+0800 (Malay Peninsula Standard Time),,s1w62,label,"^"
Thu Sep 03 2015 19:35:08 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Thu Sep 03 2015 19:35:08 GMT+0800 (Malay Peninsula Standard Time),,s2w3,focus,
Thu Sep 03 2015 19:35:08 GMT+0800 (Malay Peninsula Standard Time),,s2w3,label,"A"
Thu Sep 03 2015 19:36:33 GMT+0800 (Malay Peninsula Standard Time),,s2w53,focus,
Thu Sep 03 2015 19:36:33 GMT+0800 (Malay Peninsula Standard Time),,s2w53,focus,
Thu Sep 03 2015 19:36:34 GMT+0800 (Malay Peninsula Standard Time),,s2w53,label,"A"
Thu Sep 03 2015 19:36:35 GMT+0800 (Malay Peninsula Standard Time),,s2w54,focus,
Thu Sep 03 2015 19:36:35 GMT+0800 (Malay Peninsula Standard Time),,s2w54,focus,
Thu Sep 03 2015 19:36:36 GMT+0800 (Malay Peninsula Standard Time),,s2w54,label,"^"
Thu Sep 03 2015 19:36:52 GMT+0800 (Malay Peninsula Standard Time),,s2w72,focus,
Thu Sep 03 2015 19:36:52 GMT+0800 (Malay Peninsula Standard Time),,s2w72,focus,
Thu Sep 03 2015 19:36:53 GMT+0800 (Malay Peninsula Standard Time),,s2w72,label,"N"
Thu Sep 03 2015 19:36:57 GMT+0800 (Malay Peninsula Standard Time),,s2w73,focus,
Thu Sep 03 2015 19:36:57 GMT+0800 (Malay Peninsula Standard Time),,s2w73,focus,
Thu Sep 03 2015 19:36:57 GMT+0800 (Malay Peninsula Standard Time),,s2w73,label,"N"
Thu Sep 03 2015 19:37:08 GMT+0800 (Malay Peninsula Standard Time),,s2w91,focus,
Thu Sep 03 2015 19:37:08 GMT+0800 (Malay Peninsula Standard Time),,s2w91,focus,
Thu Sep 03 2015 19:37:08 GMT+0800 (Malay Peninsula Standard Time),,s2w91,label,"N"
Thu Sep 03 2015 19:37:18 GMT+0800 (Malay Peninsula Standard Time),,s2w101,focus,
Thu Sep 03 2015 19:37:18 GMT+0800 (Malay Peninsula Standard Time),,s2w101,focus,
Thu Sep 03 2015 19:37:19 GMT+0800 (Malay Peninsula Standard Time),,s2w101,label,"V"
Thu Sep 03 2015 19:37:24 GMT+0800 (Malay Peninsula Standard Time),,s3w1,focus,
Thu Sep 03 2015 19:37:24 GMT+0800 (Malay Peninsula Standard Time),,s3w1,focus,
Thu Sep 03 2015 19:37:26 GMT+0800 (Malay Peninsula Standard Time),,s3w1,label,"V"
Thu Sep 03 2015 19:37:29 GMT+0800 (Malay Peninsula Standard Time),,s3w8,focus,
Thu Sep 03 2015 19:37:30 GMT+0800 (Malay Peninsula Standard Time),,s3w8,focus,
Thu Sep 03 2015 19:37:31 GMT+0800 (Malay Peninsula Standard Time),,s3w8,label,"^"
Thu Sep 03 2015 19:37:45 GMT+0800 (Malay Peninsula Standard Time),,s3w21,focus,
Thu Sep 03 2015 19:37:45 GMT+0800 (Malay Peninsula Standard Time),,s3w21,focus,
Thu Sep 03 2015 19:37:47 GMT+0800 (Malay Peninsula Standard Time),,s3w21,label,"V"
Thu Sep 03 2015 19:37:49 GMT+0800 (Malay Peninsula Standard Time),,s3w24,focus,
Thu Sep 03 2015 19:37:49 GMT+0800 (Malay Peninsula Standard Time),,s3w24,focus,
Thu Sep 03 2015 19:37:51 GMT+0800 (Malay Peninsula Standard Time),,s3w24,label,"^"
Thu Sep 03 2015 19:38:30 GMT+0800 (Malay Peninsula Standard Time),,s3w74,focus,
Thu Sep 03 2015 19:38:31 GMT+0800 (Malay Peninsula Standard Time),,s3w74,focus,
Thu Sep 03 2015 19:38:33 GMT+0800 (Malay Peninsula Standard Time),,s3w74,label,"A"
Thu Sep 03 2015 19:38:40 GMT+0800 (Malay Peninsula Standard Time),,s3w81,focus,
Thu Sep 03 2015 19:38:41 GMT+0800 (Malay Peninsula Standard Time),,s3w81,focus,
Thu Sep 03 2015 19:38:41 GMT+0800 (Malay Peninsula Standard Time),,s3w81,label,"A"
Thu Sep 03 2015 19:38:43 GMT+0800 (Malay Peninsula Standard Time),,s3w82,focus,
Thu Sep 03 2015 19:38:43 GMT+0800 (Malay Peninsula Standard Time),,s3w82,focus,
Thu Sep 03 2015 19:38:44 GMT+0800 (Malay Peninsula Standard Time),,s3w82,label,"^"
Thu Sep 03 2015 19:38:57 GMT+0800 (Malay Peninsula Standard Time),,s3w95,focus,
Thu Sep 03 2015 19:38:57 GMT+0800 (Malay Peninsula Standard Time),,s3w95,focus,
Thu Sep 03 2015 19:38:58 GMT+0800 (Malay Peninsula Standard Time),,s3w95,label,"N"
Thu Sep 03 2015 19:39:00 GMT+0800 (Malay Peninsula Standard Time),,s3w95,focus,
Thu Sep 03 2015 19:39:03 GMT+0800 (Malay Peninsula Standard Time),,s3w95,label,"^"
Thu Sep 03 2015 19:39:20 GMT+0800 (Malay Peninsula Standard Time),,s3w110,focus,
Thu Sep 03 2015 19:39:20 GMT+0800 (Malay Peninsula Standard Time),,s3w110,focus,
Thu Sep 03 2015 19:39:26 GMT+0800 (Malay Peninsula Standard Time),,s3w117,focus,
Thu Sep 03 2015 19:39:26 GMT+0800 (Malay Peninsula Standard Time),,s3w117,focus,
Thu Sep 03 2015 19:39:27 GMT+0800 (Malay Peninsula Standard Time),,s3w117,label,","
Thu Sep 03 2015 19:39:27 GMT+0800 (Malay Peninsula Standard Time),,s3w118,focus,
Thu Sep 03 2015 19:39:29 GMT+0800 (Malay Peninsula Standard Time),,s3w118,label,"G"
Thu Sep 03 2015 19:39:29 GMT+0800 (Malay Peninsula Standard Time),,s3w119,focus,
Thu Sep 03 2015 19:39:31 GMT+0800 (Malay Peninsula Standard Time),,s3w119,label,","
Thu Sep 03 2015 19:39:32 GMT+0800 (Malay Peninsula Standard Time),,s3w120,focus,
Thu Sep 03 2015 19:39:32 GMT+0800 (Malay Peninsula Standard Time),,s3w121,focus,
Thu Sep 03 2015 19:39:39 GMT+0800 (Malay Peninsula Standard Time),,s3w122,focus,
Thu Sep 03 2015 19:39:39 GMT+0800 (Malay Peninsula Standard Time),,s3w123,focus,
Thu Sep 03 2015 19:39:40 GMT+0800 (Malay Peninsula Standard Time),,s3w124,focus,
Thu Sep 03 2015 19:39:45 GMT+0800 (Malay Peninsula Standard Time),,s3w131,focus,
Thu Sep 03 2015 19:39:45 GMT+0800 (Malay Peninsula Standard Time),,s3w131,focus,
Thu Sep 03 2015 19:39:46 GMT+0800 (Malay Peninsula Standard Time),,s3w131,label,"^"
Thu Sep 03 2015 19:39:48 GMT+0800 (Malay Peninsula Standard Time),,s3w132,focus,
Thu Sep 03 2015 19:39:48 GMT+0800 (Malay Peninsula Standard Time),,s3w132,focus,
Thu Sep 03 2015 19:39:51 GMT+0800 (Malay Peninsula Standard Time),,s3w134,focus,
Thu Sep 03 2015 19:39:51 GMT+0800 (Malay Peninsula Standard Time),,s3w134,focus,
Thu Sep 03 2015 19:39:52 GMT+0800 (Malay Peninsula Standard Time),,s3w134,label,"A"
Thu Sep 03 2015 19:39:54 GMT+0800 (Malay Peninsula Standard Time),,s3w136,focus,
Thu Sep 03 2015 19:39:54 GMT+0800 (Malay Peninsula Standard Time),,s3w136,focus,
Thu Sep 03 2015 19:39:56 GMT+0800 (Malay Peninsula Standard Time),,s3w136,label,"A"
Thu Sep 03 2015 19:40:00 GMT+0800 (Malay Peninsula Standard Time),,s3w140,focus,
Thu Sep 03 2015 19:40:00 GMT+0800 (Malay Peninsula Standard Time),,s3w140,focus,
Thu Sep 03 2015 19:40:01 GMT+0800 (Malay Peninsula Standard Time),,s3w140,label,"N"
Thu Sep 03 2015 19:40:09 GMT+0800 (Malay Peninsula Standard Time),,s3w152,focus,
Thu Sep 03 2015 19:40:09 GMT+0800 (Malay Peninsula Standard Time),,s3w152,focus,
Thu Sep 03 2015 19:40:10 GMT+0800 (Malay Peninsula Standard Time),,s3w152,label,"^"
Thu Sep 03 2015 19:40:20 GMT+0800 (Malay Peninsula Standard Time),,s3w152,focus,
Thu Sep 03 2015 19:40:32 GMT+0800 (Malay Peninsula Standard Time),,s3w163,focus,
Thu Sep 03 2015 19:40:32 GMT+0800 (Malay Peninsula Standard Time),,s3w163,focus,
Thu Sep 03 2015 19:40:34 GMT+0800 (Malay Peninsula Standard Time),,s3w163,label,"^"
Thu Sep 03 2015 19:41:06 GMT+0800 (Malay Peninsula Standard Time),,s3w166,focus,
Thu Sep 03 2015 19:41:06 GMT+0800 (Malay Peninsula Standard Time),,s3w166,focus,
Thu Sep 03 2015 19:41:07 GMT+0800 (Malay Peninsula Standard Time),,s3w166,label,"R"
Thu Sep 03 2015 19:41:20 GMT+0800 (Malay Peninsula Standard Time),,s3w176,focus,
Thu Sep 03 2015 19:41:21 GMT+0800 (Malay Peninsula Standard Time),,s3w176,focus,
Thu Sep 03 2015 19:41:21 GMT+0800 (Malay Peninsula Standard Time),,s3w176,label,"N"
Thu Sep 03 2015 19:41:30 GMT+0800 (Malay Peninsula Standard Time),,s3w193,focus,
Thu Sep 03 2015 19:41:31 GMT+0800 (Malay Peninsula Standard Time),,s3w193,focus,
Thu Sep 03 2015 19:41:31 GMT+0800 (Malay Peninsula Standard Time),,s3w193,label,"V"
Thu Sep 03 2015 19:41:35 GMT+0800 (Malay Peninsula Standard Time),,s3w198,focus,
Thu Sep 03 2015 19:41:35 GMT+0800 (Malay Peninsula Standard Time),,s3w198,focus,
Thu Sep 03 2015 19:41:36 GMT+0800 (Malay Peninsula Standard Time),,s3w198,label,"^"
Thu Sep 03 2015 19:41:42 GMT+0800 (Malay Peninsula Standard Time),,s3w199,focus,
Thu Sep 03 2015 19:41:42 GMT+0800 (Malay Peninsula Standard Time),,s3w199,focus,
Thu Sep 03 2015 19:41:50 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
