Thu Sep 03 2015 13:45:34 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 14:27:33 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Thu Sep 03 2015 14:27:34 GMT+0800 (Malay Peninsula Standard Time),,s3w15,focus,
Thu Sep 03 2015 14:27:35 GMT+0800 (Malay Peninsula Standard Time),,s3w15,label,"^"
Thu Sep 03 2015 14:27:42 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Thu Sep 03 2015 14:27:42 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Thu Sep 03 2015 14:27:43 GMT+0800 (Malay Peninsula Standard Time),,s3w23,label,"A"
Thu Sep 03 2015 14:28:04 GMT+0800 (Malay Peninsula Standard Time),,s3w23,label,"N"
Thu Sep 03 2015 14:28:32 GMT+0800 (Malay Peninsula Standard Time),,s3w23,focus,
Thu Sep 03 2015 14:28:32 GMT+0800 (Malay Peninsula Standard Time),,s3w31,focus,
Thu Sep 03 2015 14:28:32 GMT+0800 (Malay Peninsula Standard Time),,s3w31,focus,
Thu Sep 03 2015 14:28:36 GMT+0800 (Malay Peninsula Standard Time),,s3w31,label,"O"
Thu Sep 03 2015 14:28:45 GMT+0800 (Malay Peninsula Standard Time),,s3w37,focus,
Thu Sep 03 2015 14:28:45 GMT+0800 (Malay Peninsula Standard Time),,s3w37,focus,
Thu Sep 03 2015 14:28:47 GMT+0800 (Malay Peninsula Standard Time),,s3w37,label,"N"
Thu Sep 03 2015 14:28:54 GMT+0800 (Malay Peninsula Standard Time),,s3w43,focus,
Thu Sep 03 2015 14:28:54 GMT+0800 (Malay Peninsula Standard Time),,s3w43,focus,
Thu Sep 03 2015 14:28:55 GMT+0800 (Malay Peninsula Standard Time),,s3w43,label,"V"
Thu Sep 03 2015 14:28:59 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
