Thu Sep 03 2015 19:18:42 GMT+0800 (Malay Peninsula Standard Time),,,pageReady,0:100:100
Thu Sep 03 2015 19:26:17 GMT+0800 (Malay Peninsula Standard Time),,s3w42,focus,
Thu Sep 03 2015 19:26:18 GMT+0800 (Malay Peninsula Standard Time),,s3w42,label,"^"
Thu Sep 03 2015 19:26:20 GMT+0800 (Malay Peninsula Standard Time),,s3w43,focus,
Thu Sep 03 2015 19:26:20 GMT+0800 (Malay Peninsula Standard Time),,s3w43,focus,
Thu Sep 03 2015 19:26:20 GMT+0800 (Malay Peninsula Standard Time),,s3w43,label,","
Thu Sep 03 2015 19:26:21 GMT+0800 (Malay Peninsula Standard Time),,s3w44,focus,
Thu Sep 03 2015 19:26:23 GMT+0800 (Malay Peninsula Standard Time),,s3w44,label,"A"
Thu Sep 03 2015 19:26:23 GMT+0800 (Malay Peninsula Standard Time),,s3w45,focus,
Thu Sep 03 2015 19:26:24 GMT+0800 (Malay Peninsula Standard Time),,s3w45,label,","
Thu Sep 03 2015 19:26:24 GMT+0800 (Malay Peninsula Standard Time),,s3w46,focus,
Thu Sep 03 2015 19:26:25 GMT+0800 (Malay Peninsula Standard Time),,s3w46,label,","
Thu Sep 03 2015 19:26:26 GMT+0800 (Malay Peninsula Standard Time),,s3w47,focus,
Thu Sep 03 2015 19:26:26 GMT+0800 (Malay Peninsula Standard Time),,s3w48,focus,
Thu Sep 03 2015 19:26:36 GMT+0800 (Malay Peninsula Standard Time),,s3w48,label,"A"
Thu Sep 03 2015 19:26:37 GMT+0800 (Malay Peninsula Standard Time),,s3w49,focus,
Thu Sep 03 2015 19:26:38 GMT+0800 (Malay Peninsula Standard Time),,s3w50,focus,
Thu Sep 03 2015 19:26:38 GMT+0800 (Malay Peninsula Standard Time),,s3w51,focus,
Thu Sep 03 2015 19:26:38 GMT+0800 (Malay Peninsula Standard Time),,s3w52,focus,
Thu Sep 03 2015 19:26:39 GMT+0800 (Malay Peninsula Standard Time),,s3w53,focus,
Thu Sep 03 2015 19:26:39 GMT+0800 (Malay Peninsula Standard Time),,s3w54,focus,
Thu Sep 03 2015 19:26:41 GMT+0800 (Malay Peninsula Standard Time),,s3w55,focus,
Thu Sep 03 2015 19:26:41 GMT+0800 (Malay Peninsula Standard Time),,s3w56,focus,
Thu Sep 03 2015 19:26:42 GMT+0800 (Malay Peninsula Standard Time),,s3w57,focus,
Thu Sep 03 2015 19:26:42 GMT+0800 (Malay Peninsula Standard Time),,s3w58,focus,
Thu Sep 03 2015 19:26:42 GMT+0800 (Malay Peninsula Standard Time),,s3w59,focus,
Thu Sep 03 2015 19:26:43 GMT+0800 (Malay Peninsula Standard Time),,s3w60,focus,
Thu Sep 03 2015 19:26:43 GMT+0800 (Malay Peninsula Standard Time),,s3w61,focus,
Thu Sep 03 2015 19:26:44 GMT+0800 (Malay Peninsula Standard Time),,s3w62,focus,
Thu Sep 03 2015 19:26:44 GMT+0800 (Malay Peninsula Standard Time),,s3w63,focus,
Thu Sep 03 2015 19:26:45 GMT+0800 (Malay Peninsula Standard Time),,s3w64,focus,
Thu Sep 03 2015 19:26:45 GMT+0800 (Malay Peninsula Standard Time),,s3w65,focus,
Thu Sep 03 2015 19:26:45 GMT+0800 (Malay Peninsula Standard Time),,s3w66,focus,
Thu Sep 03 2015 19:26:48 GMT+0800 (Malay Peninsula Standard Time),,,submitPage,
